ligand_id
12
16
51
56
79
85
88
101
122
127
130
148
149
150
151
189
195
200
229
237
244
249
254
258
265
273
275
283
292
301
302
307
310
312
334
379
395
396
406
414
415
423
425
437
438
463
512
521
524
525
526
551
554
562
564
565
566
574
580
586
589
591
593
597
603
609
620
630
658
668
669
679
694
699
702
706
712
728
743
753
756
811
833
845
947
1330
1395
1459
1526
1527
1859
2163
2269
2386
2419
2475
2476
3003
3094
3194
3247
3599
4016
4286
4643
5087
5246
6194
6621
7059
7608
7744
8024
8171
8392
8686
8887
8897
8921
9878
9905
10453
11760
12116
15125
15140
15301
16411
