sensitivity,docking_rows,top_fraction,predictor,target_pairs,positive_pairs,positive_fraction,continuous_spearman,roc_auc,average_precision,precision_at_positive_count
complete_case_pdsp_overlap_excluded,9221,0.1,raw_docking,148,15,0.10135135135135136,-0.09869066436659918,0.40701754385964917,0.17320181494656278,0.13333333333333333
complete_case_pdsp_overlap_excluded,9221,0.1,residual_docking,148,15,0.10135135135135136,0.04625430799927445,0.5343358395989974,0.22070007071561587,0.2
complete_case_pdsp_overlap_excluded,9221,0.1,full_sequence_identity,148,15,0.10135135135135136,0.2066581031106439,0.6240601503759399,0.25623856450992405,0.4
complete_case_pdsp_overlap_excluded,9221,0.1,same_curated_family,148,15,0.10135135135135136,0.20327771065523106,0.6436090225563911,0.1750965250965251,0.3333333333333333
complete_case_pdsp_overlap_excluded,9221,0.1,equal_rank_sequence_family,148,15,0.10135135135135136,0.23870872807949167,0.6426065162907268,0.2525702698481555,0.3333333333333333
complete_case_pdsp_overlap_excluded,9221,0.1,equal_rank_sequence_residual,148,15,0.10135135135135136,0.17962374946512769,0.6080200501253133,0.2589447842217004,0.26666666666666666
complete_case_pdsp_overlap_excluded,9221,0.1,equal_rank_sequence_family_residual,148,15,0.10135135135135136,0.20064358329213708,0.6278195488721805,0.284654741834752,0.26666666666666666
