metric,locked_panels,observed_mean_augmented_minus_baseline,minimum_panel_delta,maximum_panel_delta,selection_aware_target_label_qap_p_positive,holm_p_across_three_primary_metrics,null_mean,null_q025,null_q975,observed_selected_threshold,permutations,seed
continuous_spearman,DAVIS;PKIS2;KiRHub,0.021330230754314505,0.014199547734956908,0.02490344534984934,0.06361872762544749,0.19085618287634246,0.003799441454129798,-0.009244810688734636,0.03781656001551287,0.55,50000,20260821
top_5_roc_auc,DAVIS;PKIS2;KiRHub,0.025555555555555554,0.01777777777777778,0.033333333333333326,0.11977760444791104,,0.008124759259259264,-0.009259259259259264,0.04740740740740742,0.55,50000,20260821
top_5_average_precision,DAVIS;PKIS2;KiRHub,0.024053176707144807,0.02024735789574658,0.02608810487841559,0.10213795724085518,,0.008311185982011934,-0.004291292096667806,0.0485578585675941,0.55,50000,20260821
top_10_roc_auc,DAVIS;PKIS2;KiRHub,0.025443726274751183,0.020621729763003915,0.031086488150200098,0.07319853602927942,0.19085618287634246,0.005454143839129997,-0.011798502103211242,0.038678567764440376,0.55,50000,20260821
top_10_average_precision,DAVIS;PKIS2;KiRHub,0.028163787085322033,0.014904475020902336,0.03483431728389269,0.07921841563168737,0.19085618287634246,0.008072417085990918,-0.005301438385846902,0.050451941531601346,0.55,50000,20260821
top_15_roc_auc,DAVIS;PKIS2;KiRHub,0.027129292496608854,0.023559648747055073,0.03041336474619838,0.04391912161756765,,0.004064310701791962,-0.010137788248732793,0.03426857999571642,0.55,50000,20260821
top_15_average_precision,DAVIS;PKIS2;KiRHub,0.02894311876860528,0.025378157742797502,0.031064885746794446,0.06661866762664746,,0.007375104259581163,-0.005081798661520745,0.047235625940364685,0.55,50000,20260821
