panel,support,transform,bootstrap_unit,target_a,target_b,full_map_correlation,full_map_sign,full_map_top_decile,bootstrap_sign_matches_full_fraction,bootstrap_top_decile_inclusion_fraction,repeats,valid_repeats,seed
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,EGFR,-0.022051196791967265,-1,False,0.6065,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,FGFR1,-0.11543512802606508,-1,False,0.77,0.001,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,IGF1R,-0.36699780601270393,-1,False,0.9995,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,JAK2,-0.18826801073628152,-1,False,0.982,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,KDR,-0.10711121343183269,-1,False,0.82,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,KIT,0.3339030497383326,1,False,0.9995,0.225,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,LCK,0.7810020821554902,1,True,1.0,0.999,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,MAP2K1,-0.14078252874279715,-1,False,0.843,0.0005,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,MAPK1,-0.4393390554578939,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,MAPK14,0.06425087655591669,1,False,0.711,0.007,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,MAPKAPK2,-0.494223603378104,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,MET,-0.17519159201039758,-1,False,0.934,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,PLK1,-0.37914751979160877,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,PTK2,-0.38551772718407534,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,ROCK1,-0.39690279099512826,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ABL1,SRC,0.5987182536629243,1,True,1.0,0.8785,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,AKT2,0.954595323515823,1,True,1.0,1.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,CDK2,0.34176280981847923,1,False,1.0,0.356,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,CSF1R,-0.3843264484494472,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,EGFR,0.04438608338401031,1,False,0.779,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,FGFR1,-0.19031450655344984,-1,False,0.9695,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,IGF1R,0.07716959854748578,1,False,0.7545,0.015,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,JAK2,-0.15429908883302854,-1,False,0.97,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,KDR,-0.25247657027785675,-1,False,0.998,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,KIT,-0.41956798705087717,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,LCK,-0.48607292981243266,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,MAP2K1,-0.13793959875924044,-1,False,0.91,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,MAPK1,0.4675569407110697,1,True,1.0,0.721,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,MAPK14,0.11174968837616775,1,False,0.8955,0.0135,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,MAPKAPK2,0.5667396360708212,1,True,1.0,0.9625,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,MET,-0.03076924572524842,-1,False,0.638,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,PLK1,0.17376332308881248,1,False,0.9915,0.0095,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,PTK2,-0.027156348926423213,-1,False,0.5405,0.001,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,ROCK1,0.5419230368841489,1,True,0.999,0.8245,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT1,SRC,-0.3653982066022865,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,CDK2,0.36140802607729045,1,True,1.0,0.4635,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,CSF1R,-0.374771587819416,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,EGFR,0.048084034418839745,1,False,0.78,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,FGFR1,-0.18958518606898142,-1,False,0.9495,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,IGF1R,0.06650998670169786,1,False,0.7175,0.0205,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,JAK2,-0.14597448398428392,-1,False,0.958,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,KDR,-0.22569816235220538,-1,False,0.9955,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,KIT,-0.4068286707418003,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,LCK,-0.5055884317189817,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,MAP2K1,-0.11477433961555428,-1,False,0.859,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,MAPK1,0.48151633791488524,1,True,1.0,0.7815,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,MAPK14,0.11563358499592666,1,False,0.8995,0.0135,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,MAPKAPK2,0.6024053052947506,1,True,1.0,0.984,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,MET,-0.03373659087447817,-1,False,0.64,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,PLK1,0.1832309155718858,1,False,0.991,0.02,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,PTK2,-0.028001888713524593,-1,False,0.536,0.0055,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,ROCK1,0.4656532585920026,1,True,0.9995,0.7195,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,AKT2,SRC,-0.3971004162267823,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,CSF1R,-0.3410959836319144,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,EGFR,-0.007862580099367895,-1,False,0.514,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,FGFR1,-0.09094729291993704,-1,False,0.838,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,IGF1R,0.08925212837228717,1,False,0.808,0.002,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,JAK2,-0.06729098059370084,-1,False,0.7815,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,KDR,-0.2010274521112394,-1,False,0.9955,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,KIT,-0.3913989564253897,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,LCK,-0.4326610450113241,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,MAP2K1,0.003959828352505936,1,False,0.505,0.0025,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,MAPK1,0.34584921036277283,1,False,0.986,0.3535,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,MAPK14,0.06962746305218227,1,False,0.8015,0.0025,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,MAPKAPK2,0.5692220909290645,1,True,1.0,0.98,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,MET,-0.038438466128627745,-1,False,0.6965,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,PLK1,0.15991910943595908,1,False,0.9985,0.008,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,PTK2,0.014232234772517116,1,False,0.5645,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,ROCK1,0.3757818611064159,1,True,1.0,0.393,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CDK2,SRC,-0.32880190394161357,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,EGFR,-0.35159287021266483,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,FGFR1,-0.07461450630065392,-1,False,0.7535,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,IGF1R,-0.3248281663677408,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,JAK2,-0.20296920502005789,-1,False,0.9695,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,KDR,0.48784935040303473,1,True,1.0,0.718,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,KIT,0.8159858287460615,1,True,1.0,1.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,LCK,0.20926850394784452,1,False,0.945,0.0365,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,MAP2K1,-0.14235233814322662,-1,False,0.922,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,MAPK1,-0.4178260315692061,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,MAPK14,-0.12209845189737187,-1,False,0.8825,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,MAPKAPK2,-0.45070829279764524,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,MET,-0.10382620054028117,-1,False,0.8575,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,PLK1,-0.4149039477470404,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,PTK2,-0.32341979002763543,-1,False,0.9995,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,ROCK1,-0.38310375476343034,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,CSF1R,SRC,0.03150655166065958,1,False,0.5635,0.001,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,FGFR1,-0.22042040782471595,-1,False,0.99,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,IGF1R,-0.07274841166924696,-1,False,0.8795,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,JAK2,-0.2537087771118033,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,KDR,-0.31290760045305827,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,KIT,-0.3515904554124953,-1,False,0.999,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,LCK,0.15114595696500654,1,False,0.928,0.005,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,MAP2K1,0.00644219968475254,1,False,0.478,0.005,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,MAPK1,0.20680192289641788,1,False,0.9985,0.001,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,MAPK14,0.07582234966901097,1,False,0.873,0.001,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,MAPKAPK2,0.15674591180735764,1,False,0.9815,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,MET,-0.08562841279566231,-1,False,0.914,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,PLK1,0.02375146789502906,1,False,0.705,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,PTK2,-0.036774399498826014,-1,False,0.717,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,ROCK1,-0.11092695225132164,-1,False,0.9425,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,EGFR,SRC,0.17887953732704726,1,False,0.9875,0.0125,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,IGF1R,0.04791075120345008,1,False,0.6125,0.0165,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,JAK2,0.19833963628206,1,False,0.9335,0.0995,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,KDR,0.4119751031046238,1,True,0.9985,0.473,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,KIT,0.16048823995231523,1,False,0.9055,0.019,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,LCK,-0.07288625918662167,-1,False,0.6715,0.0015,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,MAP2K1,-0.04637392196872414,-1,False,0.6335,0.0015,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,MAPK1,-0.1478265620929119,-1,False,0.871,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,MAPK14,-0.18125844287464454,-1,False,0.9675,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,MAPKAPK2,-0.1949013359556524,-1,False,0.912,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,MET,-0.08049662912784109,-1,False,0.766,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,PLK1,-0.10233068301192771,-1,False,0.864,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,PTK2,-0.016184840732773702,-1,False,0.5635,0.0045,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,ROCK1,-0.04486779102397258,-1,False,0.654,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,FGFR1,SRC,0.08666316816288672,1,False,0.6885,0.1,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,JAK2,0.1012772102575702,1,False,0.882,0.0025,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,KDR,-0.17439561611955684,-1,False,0.946,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,KIT,-0.3732373404336015,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,LCK,-0.3106954222630497,-1,False,0.984,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,MAP2K1,-0.009461220820641514,-1,False,0.5305,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,MAPK1,0.36124600336683665,1,False,1.0,0.366,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,MAPK14,-0.10204021867320628,-1,False,0.8135,0.0005,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,MAPKAPK2,0.12280025518659662,1,False,0.76,0.09,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,MET,0.1776386733173252,1,False,0.987,0.0405,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,PLK1,0.339384013697379,1,False,0.9935,0.2905,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,PTK2,0.6961431111113454,1,True,1.0,0.9645,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,ROCK1,0.1428187270172458,1,False,0.898,0.0165,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,IGF1R,SRC,-0.328391764698553,-1,False,0.9905,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,KDR,-0.17112980732595873,-1,False,0.9645,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,KIT,-0.1897515079562586,-1,False,0.9665,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,LCK,-0.008331493491797787,-1,False,0.5035,0.0005,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,MAP2K1,0.18559279852409408,1,False,0.9435,0.0515,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,MAPK1,-0.21594446669573533,-1,False,0.9855,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,MAPK14,-0.27789490003661643,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,MAPKAPK2,-0.1442986395336986,-1,False,0.902,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,MET,0.01576377454649429,1,False,0.5615,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,PLK1,0.09315377917245579,1,False,0.7725,0.032,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,PTK2,0.17131600535361297,1,False,0.9265,0.0405,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,ROCK1,0.357216428939612,1,False,0.987,0.332,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,JAK2,SRC,0.006002332530700729,1,False,0.521,0.003,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,KIT,0.7122645169307547,1,True,1.0,0.9945,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,LCK,-0.19968697782791128,-1,False,0.9435,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,MAP2K1,0.006479532973329357,1,False,0.4985,0.0025,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,MAPK1,-0.2441262611176297,-1,False,0.9865,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,MAPK14,-0.2026951120911391,-1,False,0.9925,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,MAPKAPK2,-0.23860027325351113,-1,False,0.9805,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,MET,-0.06554372723936444,-1,False,0.7165,0.0015,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,PLK1,-0.30081587112270214,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,PTK2,-0.23489268665374458,-1,False,0.976,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,ROCK1,-0.2563089134922635,-1,False,0.997,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KDR,SRC,-0.2565881976768673,-1,False,0.9805,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KIT,LCK,0.2025791591474424,1,False,0.9485,0.032,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KIT,MAP2K1,-0.13744333228717415,-1,False,0.8855,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KIT,MAPK1,-0.4656377004846095,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KIT,MAPK14,-0.13444048773495035,-1,False,0.92,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KIT,MAPKAPK2,-0.490467959465076,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KIT,MET,-0.23343630855709052,-1,False,0.984,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KIT,PLK1,-0.44154947356992713,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KIT,PTK2,-0.4080554074403288,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KIT,ROCK1,-0.4334047891270117,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,KIT,SRC,0.03112904110488959,1,False,0.6015,0.0005,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,LCK,MAP2K1,0.013887851131005133,1,False,0.5245,0.0025,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,LCK,MAPK1,-0.5385937448766893,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,LCK,MAPK14,-0.023681492516926902,-1,False,0.5975,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,LCK,MAPKAPK2,-0.5971328021854643,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,LCK,MET,-0.0636013594352665,-1,False,0.675,0.0005,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,LCK,PLK1,-0.4337340958256044,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,LCK,PTK2,-0.23999578581597233,-1,False,0.957,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,LCK,ROCK1,-0.4845171621860033,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,LCK,SRC,0.7452591227120602,1,True,1.0,0.999,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAP2K1,MAPK1,-0.21217132641252712,-1,False,0.942,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAP2K1,MAPK14,-0.2575494961333139,-1,False,0.9985,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAP2K1,MAPKAPK2,-0.017801822018355045,-1,False,0.5495,0.001,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAP2K1,MET,0.03763167460318989,1,False,0.6545,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAP2K1,PLK1,-0.09971138752139941,-1,False,0.882,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAP2K1,PTK2,0.11925439551335715,1,False,0.865,0.008,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAP2K1,ROCK1,0.057494197147388515,1,False,0.6975,0.001,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAP2K1,SRC,0.00038299914337923277,1,False,0.48,0.0015,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK1,MAPK14,0.3125133429323822,1,False,0.9915,0.243,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK1,MAPKAPK2,0.7596347883665611,1,True,1.0,0.996,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK1,MET,0.03966123565609813,1,False,0.628,0.0005,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK1,PLK1,0.3787864829974182,1,True,1.0,0.368,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK1,PTK2,0.19059441179377307,1,False,0.932,0.0125,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK1,ROCK1,0.1595170270610782,1,False,0.7835,0.1285,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK1,SRC,-0.46302925821620555,-1,False,1.0,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK14,MAPKAPK2,0.2626751149415431,1,False,0.9845,0.15,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK14,MET,-0.10076323086167713,-1,False,0.9495,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK14,PLK1,-0.02163055773605758,-1,False,0.6335,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK14,PTK2,-0.22328165502799754,-1,False,0.988,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK14,ROCK1,-0.18980194047641552,-1,False,0.9575,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPK14,SRC,0.015428169705432584,1,False,0.528,0.0015,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPKAPK2,MET,0.035387028979337876,1,False,0.6085,0.0015,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPKAPK2,PLK1,0.34000882290294143,1,False,0.999,0.251,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPKAPK2,PTK2,-0.04346980496155346,-1,False,0.5525,0.004,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPKAPK2,ROCK1,0.28051240489223556,1,False,0.9685,0.1685,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MAPKAPK2,SRC,-0.47949703420272893,-1,False,0.9995,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MET,PLK1,-0.03910268422272968,-1,False,0.713,0.0005,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MET,PTK2,0.20081143123627418,1,False,0.9775,0.0225,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MET,ROCK1,-0.11591815924809276,-1,False,0.9045,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,MET,SRC,-0.11760743210471479,-1,False,0.8225,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,PLK1,PTK2,0.4962220184414946,1,True,0.999,0.707,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,PLK1,ROCK1,0.28245523898099945,1,False,1.0,0.166,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,PLK1,SRC,-0.25122377966175874,-1,False,0.998,0.0,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,PTK2,ROCK1,0.24288291229687822,1,False,0.992,0.046,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,PTK2,SRC,-0.2177133581516378,-1,False,0.9085,0.0005,2000,2000,20360890
DAVIS,informative_profiles,two_way_centered,ligand,ROCK1,SRC,-0.3657968964578061,-1,False,1.0,0.0,2000,2000,20360890
