panel,support,transform,bootstrap_unit,target_a,target_b,full_map_correlation,full_map_sign,full_map_top_decile,bootstrap_sign_matches_full_fraction,bootstrap_top_decile_inclusion_fraction,repeats,valid_repeats,seed
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,AKT1,-0.4253822428889693,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,AKT2,-0.4537628879637819,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,CDK2,-0.36403113464238557,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,CSF1R,0.3367959910380168,1,False,0.9975,0.217,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,EGFR,-0.017533249278167604,-1,False,0.588,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,FGFR1,-0.12017089562751931,-1,False,0.7745,0.001,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,IGF1R,-0.38029857574553194,-1,False,0.9995,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,JAK2,-0.17910367352054835,-1,False,0.9805,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,KDR,-0.09380405065881313,-1,False,0.7755,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,KIT,0.35232857237968385,1,False,0.999,0.256,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,LCK,0.7860131576947633,1,True,1.0,1.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,MAP2K1,-0.13760056764805936,-1,False,0.8225,0.0005,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,MAPK1,-0.4572830390704225,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,MAPK14,0.052393771876750886,1,False,0.6585,0.0025,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,MAPKAPK2,-0.5084018265912329,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,MET,-0.17390775771678552,-1,False,0.945,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,PLK1,-0.38450359647433097,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,PTK2,-0.394382847468958,-1,False,0.9995,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,ROCK1,-0.40254765799614467,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,ABL1,SRC,0.598464528886245,1,True,0.999,0.8655,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,AKT2,0.9559404563798161,1,True,1.0,1.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,CDK2,0.35275177094130067,1,False,1.0,0.3455,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,CSF1R,-0.40482556844666784,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,EGFR,0.038351255336751086,1,False,0.746,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,FGFR1,-0.17969864786693274,-1,False,0.9445,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,IGF1R,0.10122020287450126,1,False,0.7995,0.0245,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,JAK2,-0.16041223435183566,-1,False,0.973,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,KDR,-0.2623600739176211,-1,False,0.998,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,KIT,-0.4400116705396238,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,LCK,-0.503063786184922,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,MAP2K1,-0.13792656312571705,-1,False,0.9125,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,MAPK1,0.4928164910148033,1,True,1.0,0.7595,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,MAPK14,0.12333737437576342,1,False,0.9245,0.0135,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,MAPKAPK2,0.5846192765835271,1,True,1.0,0.966,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,MET,-0.029669777083176994,-1,False,0.6305,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,PLK1,0.18322064458279047,1,False,0.991,0.0105,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,PTK2,-0.008116825384039251,-1,False,0.5015,0.0005,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,ROCK1,0.5452966702238011,1,True,0.999,0.829,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT1,SRC,-0.3672821420567694,-1,False,0.9995,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,CDK2,0.3727496870018992,1,False,1.0,0.453,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,CSF1R,-0.39824917719961317,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,EGFR,0.04110810417582697,1,False,0.75,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,FGFR1,-0.17722230953300072,-1,False,0.923,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,IGF1R,0.09387628906547674,1,False,0.767,0.034,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,JAK2,-0.1527114324397031,-1,False,0.965,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,KDR,-0.2369988701436927,-1,False,0.9965,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,KIT,-0.43052268370761043,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,LCK,-0.5240115352986761,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,MAP2K1,-0.1149096316137745,-1,False,0.861,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,MAPK1,0.511443956605085,1,True,1.0,0.827,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,MAPK14,0.12839161906485808,1,False,0.94,0.014,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,MAPKAPK2,0.6228260728480528,1,True,1.0,0.988,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,MET,-0.032367729790714464,-1,False,0.628,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,PLK1,0.1933362154343816,1,False,0.992,0.025,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,PTK2,-0.006479629703037509,-1,False,0.4935,0.004,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,ROCK1,0.4701578557243552,1,True,1.0,0.7275,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,AKT2,SRC,-0.3977700979017783,-1,False,0.9995,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,CSF1R,-0.35259402088663466,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,EGFR,-0.01091397006635226,-1,False,0.5525,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,FGFR1,-0.08604072066415672,-1,False,0.815,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,IGF1R,0.10299840010097996,1,False,0.8525,0.004,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,JAK2,-0.07193046769923454,-1,False,0.805,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,KDR,-0.20783290505263063,-1,False,0.9955,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,KIT,-0.4020312779408852,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,LCK,-0.4420081356782803,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,MAP2K1,0.0026796614422620654,1,False,0.49,0.0005,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,MAPK1,0.3584309842235328,1,False,0.9905,0.3665,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,MAPK14,0.07701132613461695,1,False,0.831,0.003,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,MAPKAPK2,0.5674365278257625,1,True,1.0,0.9725,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,MET,-0.0378759095515895,-1,False,0.691,0.0005,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,PLK1,0.16601468364791494,1,False,0.998,0.0115,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,PTK2,0.024831208102341632,1,False,0.5955,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,ROCK1,0.38052629881323435,1,True,1.0,0.351,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CDK2,SRC,-0.3313770682724391,-1,False,0.9995,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,EGFR,-0.33940844644542023,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,FGFR1,-0.08119355876562274,-1,False,0.771,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,IGF1R,-0.34341136367610464,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,JAK2,-0.18973274264587803,-1,False,0.967,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,KDR,0.49314504279830484,1,True,1.0,0.7,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,KIT,0.82290902735129,1,True,1.0,1.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,LCK,0.2373102225292909,1,False,0.97,0.046,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,MAP2K1,-0.13746259903017766,-1,False,0.913,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,MAPK1,-0.4501526114104677,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,MAPK14,-0.13417722255538822,-1,False,0.9145,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,MAPKAPK2,-0.4804591513216083,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,MET,-0.10261521915922905,-1,False,0.8575,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,PLK1,-0.4199013709905167,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,PTK2,-0.33562206755408563,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,ROCK1,-0.3894864600751679,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,CSF1R,SRC,0.03945943833373564,1,False,0.5715,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,FGFR1,-0.22139740840075817,-1,False,0.9925,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,IGF1R,-0.07637231495418016,-1,False,0.914,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,JAK2,-0.2517946180785292,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,KDR,-0.3091647791644575,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,KIT,-0.3382174840054717,-1,False,0.9995,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,LCK,0.15404861375190873,1,False,0.9435,0.004,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,MAP2K1,0.006808009854005162,1,False,0.4745,0.0045,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,MAPK1,0.1840085567228727,1,False,0.9955,0.001,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,MAPK14,0.07322541601285504,1,False,0.856,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,MAPKAPK2,0.13711426028098292,1,False,0.9755,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,MET,-0.0856942486592864,-1,False,0.918,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,PLK1,0.02152438949000859,1,False,0.673,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,PTK2,-0.039709309743617346,-1,False,0.7345,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,ROCK1,-0.11284778188466285,-1,False,0.9395,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,EGFR,SRC,0.17997904412093702,1,False,0.989,0.0135,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,IGF1R,0.05359369016852976,1,False,0.621,0.0175,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,JAK2,0.19583104725078443,1,False,0.9305,0.089,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,KDR,0.4066497809853305,1,True,0.9935,0.444,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,KIT,0.14858623371167018,1,False,0.886,0.0125,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,LCK,-0.07946211535912134,-1,False,0.686,0.001,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,MAP2K1,-0.04684697189983139,-1,False,0.6405,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,MAPK1,-0.12439424403249069,-1,False,0.8185,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,MAPK14,-0.1772766168864286,-1,False,0.9665,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,MAPKAPK2,-0.168776887729315,-1,False,0.8785,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,MET,-0.08027650378422002,-1,False,0.754,0.0015,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,PLK1,-0.09895330904975383,-1,False,0.8425,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,PTK2,-0.011657560181509154,-1,False,0.542,0.0045,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,ROCK1,-0.0414815451991394,-1,False,0.6325,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,FGFR1,SRC,0.08458335254018258,1,False,0.687,0.0855,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,JAK2,0.09273424812991755,1,False,0.854,0.0015,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,KDR,-0.1842049213489882,-1,False,0.948,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,KIT,-0.3913119758673522,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,LCK,-0.3295731657268154,-1,False,0.9925,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,MAP2K1,-0.011168252204101989,-1,False,0.538,0.0015,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,MAPK1,0.3862922099865375,1,True,0.9995,0.4195,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,MAPK14,-0.08915867760639762,-1,False,0.7805,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,MAPKAPK2,0.1644692959953185,1,False,0.8235,0.0995,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,MET,0.17620107542966196,1,False,0.9865,0.0345,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,PLK1,0.3453700175475831,1,False,0.9955,0.289,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,PTK2,0.7001836557924938,1,True,1.0,0.9685,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,ROCK1,0.1520884857152863,1,False,0.9195,0.0185,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,IGF1R,SRC,-0.33114159447455727,-1,False,0.9915,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,KDR,-0.1662067290978771,-1,False,0.954,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,KIT,-0.17573372671693321,-1,False,0.9555,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,LCK,0.0011008075420459538,1,False,0.5375,0.0005,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,MAP2K1,0.18595757271806815,1,False,0.9495,0.04,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,MAPK1,-0.21959437432410062,-1,False,0.9855,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,MAPK14,-0.2805494510881833,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,MAPKAPK2,-0.15233766993834322,-1,False,0.9145,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,MET,0.015571843634763324,1,False,0.556,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,PLK1,0.08926733160581471,1,False,0.745,0.0185,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,PTK2,0.16499674474094728,1,False,0.9025,0.0315,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,ROCK1,0.35198721524971144,1,False,0.9855,0.3105,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,JAK2,SRC,0.00822538742741036,1,False,0.531,0.002,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,KIT,0.7120648989132331,1,True,1.0,0.9925,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,LCK,-0.17981035434573364,-1,False,0.926,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,MAP2K1,0.007477805074909961,1,False,0.5255,0.002,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,MAPK1,-0.2571195099763754,-1,False,0.9905,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,MAPK14,-0.20784066530706483,-1,False,0.9945,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,MAPKAPK2,-0.25194771915274744,-1,False,0.9835,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,MET,-0.06560633819209198,-1,False,0.7215,0.001,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,PLK1,-0.30496346024392806,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,PTK2,-0.24151284948214097,-1,False,0.981,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,ROCK1,-0.2610180568064855,-1,False,0.994,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KDR,SRC,-0.2516601431608241,-1,False,0.9765,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KIT,LCK,0.232619510220891,1,False,0.9785,0.0395,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KIT,MAP2K1,-0.13217201562646466,-1,False,0.872,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KIT,MAPK1,-0.49730764675028816,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KIT,MAPK14,-0.14686496015731576,-1,False,0.9515,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KIT,MAPKAPK2,-0.5201297571293644,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KIT,MET,-0.22937983849805027,-1,False,0.9865,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KIT,PLK1,-0.44580978685340444,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KIT,PTK2,-0.4185621947054406,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KIT,ROCK1,-0.4386217454975575,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,KIT,SRC,0.039553777338284676,1,False,0.605,0.0005,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,LCK,MAP2K1,0.01593950984449226,1,False,0.546,0.002,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,LCK,MAPK1,-0.5613138592532888,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,LCK,MAPK14,-0.037731215861111195,-1,False,0.674,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,LCK,MAPKAPK2,-0.6153979302549533,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,LCK,MET,-0.06312622464222514,-1,False,0.6835,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,LCK,PLK1,-0.4383594324118155,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,LCK,PTK2,-0.2540760175526399,-1,False,0.97,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,LCK,ROCK1,-0.48880546301588157,-1,False,1.0,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,LCK,SRC,0.7397599946379545,1,True,1.0,0.995,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAP2K1,MAPK1,-0.20359662603869044,-1,False,0.931,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAP2K1,MAPK14,-0.2577053318500674,-1,False,0.9995,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAP2K1,MAPKAPK2,-0.020904330923990237,-1,False,0.559,0.001,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAP2K1,MET,0.037585831298668874,1,False,0.6415,0.0005,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAP2K1,PLK1,-0.10032485553730791,-1,False,0.8915,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAP2K1,PTK2,0.11730879301640368,1,False,0.8765,0.006,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAP2K1,ROCK1,0.0563912785504206,1,False,0.682,0.002,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAP2K1,SRC,0.0009371089398189529,1,False,0.485,0.0015,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK1,MAPK14,0.3193061551206494,1,False,0.994,0.2535,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK1,MAPKAPK2,0.7875093737555557,1,True,1.0,0.9975,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK1,MET,0.038471290674599874,1,False,0.6305,0.0005,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK1,PLK1,0.37954042403035604,1,True,1.0,0.315,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK1,PTK2,0.21388072268246183,1,False,0.963,0.0165,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK1,ROCK1,0.17546794822429404,1,False,0.801,0.158,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK1,SRC,-0.4502255005850474,-1,False,0.9985,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK14,MAPKAPK2,0.27262853082069316,1,False,0.9885,0.1525,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK14,MET,-0.10018919819049195,-1,False,0.942,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK14,PLK1,-0.01596903660525527,-1,False,0.5815,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK14,PTK2,-0.21328179092118368,-1,False,0.988,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK14,ROCK1,-0.18278966235001476,-1,False,0.94,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPK14,SRC,0.011859529062031178,1,False,0.509,0.001,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPKAPK2,MET,0.03446820421926736,1,False,0.6125,0.001,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPKAPK2,PLK1,0.3432641628995896,1,False,0.9995,0.21,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPKAPK2,PTK2,-0.005105437791074403,-1,False,0.4935,0.004,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPKAPK2,ROCK1,0.28890665805716326,1,False,0.973,0.176,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MAPKAPK2,SRC,-0.46588673827717497,-1,False,0.9985,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MET,PLK1,-0.038752493527131435,-1,False,0.7005,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MET,PTK2,0.200073256817585,1,False,0.9755,0.019,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MET,ROCK1,-0.11531588294212901,-1,False,0.9035,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,MET,SRC,-0.11764426432397118,-1,False,0.8055,0.0,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,PLK1,PTK2,0.49971829514898924,1,True,1.0,0.7185,2000,2000,20360850
DAVIS,released_full_panel,two_way_centered,ligand,PLK1,ROCK1,0.28635651655298533,1,False,0.9995,0.1565,2000,2000,20360850
