panel,support,ligands,targets,target_pairs,transform,same_support_empirical_spearman,broad_support_empirical_spearman,same_minus_broad_empirical,same_support_oas_spearman,oas_minus_empirical,molecular_identity,interpretation
DAVIS,informative_exact_matches_primary,56,21,210,two_way_centered,0.30656542260433506,0.29951764374313633,0.007047778861198728,0.319028290243057,0.012462867638721953,exact full Standard InChIKey; duplicates collapsed by the cell-wise median,Same chemical support removes a support mismatch but does not certify biological validity; OAS is a finite-sample covariance sensitivity.
DAVIS,informative_exact_matches_primary,56,21,210,raw,0.15759281875520337,0.10951139157674453,0.04808142717845884,0.07714266277499003,-0.08045015598021334,exact full Standard InChIKey; duplicates collapsed by the cell-wise median,Same chemical support removes a support mismatch but does not certify biological validity; OAS is a finite-sample covariance sensitivity.
DAVIS,all_exact_matches_sensitivity,59,21,210,two_way_centered,0.3004454263621138,0.2996783211799425,0.0007671051821713237,0.3114025909236685,0.01095716456155471,exact full Standard InChIKey; duplicates collapsed by the cell-wise median,Same chemical support removes a support mismatch but does not certify biological validity; OAS is a finite-sample covariance sensitivity.
DAVIS,all_exact_matches_sensitivity,59,21,210,raw,0.1481128499836407,0.09798408127168416,0.050128768711956526,0.07509013809836958,-0.07302271188527111,exact full Standard InChIKey; duplicates collapsed by the cell-wise median,Same chemical support removes a support mismatch but does not certify biological validity; OAS is a finite-sample covariance sensitivity.
PKIS2,informative_exact_matches_primary,154,21,210,two_way_centered,0.3260825480331591,0.3290058407544065,-0.0029232927212473614,0.3222509094796448,-0.003831638553514316,exact full Standard InChIKey; duplicates collapsed by the cell-wise median,Same chemical support removes a support mismatch but does not certify biological validity; OAS is a finite-sample covariance sensitivity.
PKIS2,informative_exact_matches_primary,154,21,210,raw,-0.06588358012653348,-0.10524436900091677,0.039360788874383296,-0.05652023207523332,0.009363348051300152,exact full Standard InChIKey; duplicates collapsed by the cell-wise median,Same chemical support removes a support mismatch but does not certify biological validity; OAS is a finite-sample covariance sensitivity.
PKIS2,all_exact_matches_sensitivity,154,21,210,two_way_centered,0.3260825480331591,0.3290058407544065,-0.0029232927212473614,0.3222509094796448,-0.003831638553514316,exact full Standard InChIKey; duplicates collapsed by the cell-wise median,Same chemical support removes a support mismatch but does not certify biological validity; OAS is a finite-sample covariance sensitivity.
PKIS2,all_exact_matches_sensitivity,154,21,210,raw,-0.06588358012653348,-0.10524436900091677,0.039360788874383296,-0.05652023207523332,0.009363348051300152,exact full Standard InChIKey; duplicates collapsed by the cell-wise median,Same chemical support removes a support mismatch but does not certify biological validity; OAS is a finite-sample covariance sensitivity.
