null_repetition,panel,fixed_experimental_endpoint,raw_docking_concordance,centered_docking_concordance,centered_minus_raw_docking
6,PKIS2,raw_experimental_target_geometry,-0.03453747807564286,-0.057404418550739855,-0.022866940475096992
6,PKIS2,two_way_centered_experimental_target_geometry,0.04894872434139451,-0.021854811548942168,-0.07080353589033668
6,PKIS1,raw_experimental_target_geometry,-0.07547052622831074,-0.056230453970878336,0.019240072257432406
6,PKIS1,two_way_centered_experimental_target_geometry,0.03446224636635218,-0.008846724140193416,-0.0433089705065456
6,KiRHub,raw_experimental_target_geometry,-0.04640834197185809,0.002275321812384364,0.04868366378424246
6,KiRHub,two_way_centered_experimental_target_geometry,0.04411290005117507,-0.024019035372025183,-0.06813193542320026
7,DAVIS,raw_experimental_target_geometry,0.08762307164070736,0.045500312736465945,-0.042122758904241414
7,DAVIS,two_way_centered_experimental_target_geometry,-0.02562864403591877,0.04507691567487655,0.07070555971079533
7,PKIS2,raw_experimental_target_geometry,0.10014127815174938,-0.07062420449028331,-0.17076548264203267
7,PKIS2,two_way_centered_experimental_target_geometry,-0.019725579218552492,0.017438885171042792,0.03716446438959528
7,PKIS1,raw_experimental_target_geometry,0.0549777585324568,-0.03321305007719998,-0.08819080860965678
7,PKIS1,two_way_centered_experimental_target_geometry,-0.05743066217025987,-0.022747094612622313,0.03468356755763756
7,KiRHub,raw_experimental_target_geometry,0.13501904849383498,0.07174218268183548,-0.0632768658119995
7,KiRHub,two_way_centered_experimental_target_geometry,-0.003758961102581935,0.034575968717605536,0.03833492982018747
8,DAVIS,raw_experimental_target_geometry,-0.1284528948899299,-0.06965319056804316,0.058799704321886734
8,DAVIS,two_way_centered_experimental_target_geometry,-0.17488485611935603,-0.08496721734528294,0.08991763877407309
8,PKIS2,raw_experimental_target_geometry,-0.054531617000616726,-0.11183893415913257,-0.05730731715851584
8,PKIS2,two_way_centered_experimental_target_geometry,-0.13040367060758354,-0.07974298748616744,0.0506606831214161
8,PKIS1,raw_experimental_target_geometry,-0.07408836226692386,-0.10099856972273616,-0.026910207455812296
8,PKIS1,two_way_centered_experimental_target_geometry,-0.07731282831861505,-0.0512721594562322,0.02604066886238285
8,KiRHub,raw_experimental_target_geometry,-0.0870597086083446,-0.02869389879585526,0.05836580981248934
8,KiRHub,two_way_centered_experimental_target_geometry,-0.14860624510665849,-0.11489019232199173,0.03371605278466676
9,DAVIS,raw_experimental_target_geometry,-0.004245342851019347,-0.019519129411661795,-0.015273786560642447
9,DAVIS,two_way_centered_experimental_target_geometry,-0.024165999641337206,0.009151150126625466,0.03331714976796267
9,PKIS2,raw_experimental_target_geometry,0.03852825781731817,-0.01069602452903638,-0.04922428234635455
9,PKIS2,two_way_centered_experimental_target_geometry,0.01688951873575737,0.01244909831297266,-0.0044404204227847105
9,PKIS1,raw_experimental_target_geometry,-0.03673494381678454,-0.009455576113057513,0.027279367703727027
9,PKIS1,two_way_centered_experimental_target_geometry,-0.02724525099835103,-0.03759748411167536,-0.010352233113324328
9,KiRHub,raw_experimental_target_geometry,-0.055766816692691595,0.021013266149667365,0.07678008284235896
9,KiRHub,two_way_centered_experimental_target_geometry,-0.02992734891329546,-0.014251160186679615,0.015676188726615845
10,DAVIS,raw_experimental_target_geometry,0.022979788039033014,0.05508973130907548,0.03210994327004247
10,DAVIS,two_way_centered_experimental_target_geometry,0.018724822527522996,0.02472936267369996,0.0060045401461769655
10,PKIS2,raw_experimental_target_geometry,-0.044987687368508535,-0.0930362555603669,-0.04804856819185837
10,PKIS2,two_way_centered_experimental_target_geometry,-0.050929242827837486,-0.03677168488411255,0.014157557943724933
10,PKIS1,raw_experimental_target_geometry,-0.06768491910404284,-0.015286908370402447,0.05239801073364039
10,PKIS1,two_way_centered_experimental_target_geometry,-0.03631504590446448,-0.004840198226806108,0.031474847677658374
10,KiRHub,raw_experimental_target_geometry,0.02434795540334256,0.037985889680571414,0.013637934277228852
10,KiRHub,two_way_centered_experimental_target_geometry,0.02777187296338578,0.0023977920368110505,-0.02537408092657473
11,DAVIS,raw_experimental_target_geometry,0.07136952328465142,0.017759057329186843,-0.05361046595546458
