sampling_scheme,repetition,sample_size,metric,DAVIS_augmented_minus_baseline,PKIS2_augmented_minus_baseline,KiRHub_augmented_minus_baseline,mean_locked_delta,minimum_locked_panel_delta,positive_on_every_locked_panel
uniform_random,2,20,continuous_spearman,0.266559942613952,0.32110468142432874,0.17413166423913184,0.25393209609247086,0.17413166423913184,True
uniform_random,2,20,top_10_roc_auc,0.15297014465989534,0.23822714681440438,0.11449676823638044,0.16856468657022672,0.11449676823638044,True
uniform_random,2,20,top_10_average_precision,0.21856709173202485,0.19515425390854413,0.16392358801190102,0.19254831121748997,0.16392358801190102,True
uniform_random,2,40,continuous_spearman,0.25250560957367246,0.30652722556828366,0.16591916090400521,0.2416506653486538,0.16591916090400521,True
uniform_random,2,40,top_10_roc_auc,0.08771929824561409,0.10803324099722988,0.09818405663281016,0.09797886529188471,0.08771929824561409,True
uniform_random,2,40,top_10_average_precision,0.0984397254922991,0.08183125684714881,0.10218793170549861,0.0941529713483155,0.08183125684714881,True
uniform_random,2,80,continuous_spearman,0.3259265091174708,0.35856657350181736,0.2234224304216038,0.302638504346964,0.2234224304216038,True
uniform_random,2,80,top_10_roc_auc,0.11880578639581418,0.14065866420437056,0.11295783317943986,0.12414076125987487,0.11295783317943986,True
uniform_random,2,80,top_10_average_precision,0.16323833600962528,0.10780424432890007,0.14106300198602018,0.13736852744151518,0.10780424432890007,True
uniform_random,2,160,continuous_spearman,0.19634426380086345,0.22398054473006251,0.15674264194517712,0.1923558168253677,0.15674264194517712,True
uniform_random,2,160,top_10_roc_auc,0.12096029547553089,0.11511234225915667,0.13850415512465375,0.12485893095311378,0.11511234225915667,True
uniform_random,2,160,top_10_average_precision,0.10110400748839893,0.0736551942013779,0.11118453193423589,0.0953145778746709,0.0736551942013779,True
uniform_random,2,360,continuous_spearman,0.21442261850087696,0.23629755015811782,0.14194299011052935,0.19755438625650804,0.14194299011052935,True
uniform_random,2,360,top_10_roc_auc,0.1157279162819328,0.12496152662357651,0.13111726685133884,0.12393556991894938,0.1157279162819328,True
uniform_random,2,360,top_10_average_precision,0.09150416230618391,0.07791047465532819,0.09683264607456388,0.08874909434535866,0.07791047465532819,True
uniform_random,3,10,continuous_spearman,-0.0032244660516911883,0.038089989371334065,-0.06262252489863404,-0.009252333859663722,-0.06262252489863404,False
uniform_random,3,10,top_10_roc_auc,0.0458602646968298,0.08341028008618034,-0.001231148045552466,0.04267979891248589,-0.001231148045552466,False
uniform_random,3,10,top_10_average_precision,0.11737666545925282,0.10108268676375246,0.08903425307520177,0.10249786843273567,0.08903425307520177,True
uniform_random,3,20,continuous_spearman,0.04834074715584774,0.04623775844497807,-0.016094337064301245,0.026161389512174855,-0.016094337064301245,False
uniform_random,3,20,top_10_roc_auc,0.012003693444136654,0.08494921514312093,0.05478608802708518,0.05057966553811425,0.012003693444136654,True
uniform_random,3,20,top_10_average_precision,-0.024790642863044998,0.010063396825269272,0.0076709246729389224,-0.002352107121612268,-0.024790642863044998,False
