target_support,ligand_support,component,descriptor,descriptor_spearman_rho,dockstring_target,docking44_slope_per_descriptor_sd,dockstring_term_slope_per_descriptor_sd
all_9_mapped_targets,all_selected_ligands,post_gauss2,clogp,0.7999999999999998,ADRB2,-0.1292093941431153,-0.09861377566104644
all_9_mapped_targets,all_selected_ligands,post_gauss2,clogp,0.7999999999999998,ADRB1,-0.11020336204996,-0.11708827497308388
all_9_mapped_targets,all_selected_ligands,post_gauss2,clogp,0.7999999999999998,ADORA2A,-0.1204180974671162,-0.03744504106144699
all_9_mapped_targets,all_selected_ligands,post_gauss2,clogp,0.7999999999999998,AR,0.1652051279087681,0.3647666090203687
all_9_mapped_targets,all_selected_ligands,post_gauss2,clogp,0.7999999999999998,PTGS2,0.0736524268481949,0.06318820283177347
all_9_mapped_targets,all_selected_ligands,post_gauss2,clogp,0.7999999999999998,ACHE,-0.1255919874659024,-0.0657366070357958
all_9_mapped_targets,all_selected_ligands,post_gauss2,clogp,0.7999999999999998,DRD2,-0.0433081478964118,-0.04198824369611249
all_9_mapped_targets,all_selected_ligands,post_gauss2,clogp,0.7999999999999998,LCK,-0.0387194876479238,-0.03964643447050931
all_9_mapped_targets,all_selected_ligands,post_gauss2,rotatable_bonds,0.2666666666666666,NR3C1,0.1033963472975031,-0.12102735612006894
all_9_mapped_targets,all_selected_ligands,post_gauss2,rotatable_bonds,0.2666666666666666,ADRB2,-0.1198092063249794,-0.10999718384304649
all_9_mapped_targets,all_selected_ligands,post_gauss2,rotatable_bonds,0.2666666666666666,ADRB1,-0.1353347276622611,-0.071949625302713
all_9_mapped_targets,all_selected_ligands,post_gauss2,rotatable_bonds,0.2666666666666666,ADORA2A,0.0213544842673491,0.009815424975729816
all_9_mapped_targets,all_selected_ligands,post_gauss2,rotatable_bonds,0.2666666666666666,AR,0.0866283457685421,0.22408813714110493
all_9_mapped_targets,all_selected_ligands,post_gauss2,rotatable_bonds,0.2666666666666666,PTGS2,0.2273209355523062,0.07530487610662055
all_9_mapped_targets,all_selected_ligands,post_gauss2,rotatable_bonds,0.2666666666666666,ACHE,-0.0074452921725787,-0.06123973650725901
all_9_mapped_targets,all_selected_ligands,post_gauss2,rotatable_bonds,0.2666666666666666,DRD2,-0.0084592699909194,-0.022002497600853453
all_9_mapped_targets,all_selected_ligands,post_gauss2,rotatable_bonds,0.2666666666666666,LCK,-0.051182140678297,0.07700796115048571
all_9_mapped_targets,all_selected_ligands,post_gauss2,ring_count,0.7,NR3C1,0.1808728054418931,-0.13147610378411906
all_9_mapped_targets,all_selected_ligands,post_gauss2,ring_count,0.7,ADRB2,-0.2918932615534004,-0.19238259449101106
all_9_mapped_targets,all_selected_ligands,post_gauss2,ring_count,0.7,ADRB1,-0.2888038371157874,-0.19179795770838007
all_9_mapped_targets,all_selected_ligands,post_gauss2,ring_count,0.7,ADORA2A,-0.0684379445172921,-0.019195644699233287
all_9_mapped_targets,all_selected_ligands,post_gauss2,ring_count,0.7,AR,0.539277715515936,0.6040048598069743
all_9_mapped_targets,all_selected_ligands,post_gauss2,ring_count,0.7,PTGS2,0.3541913741352515,0.15902859594769678
all_9_mapped_targets,all_selected_ligands,post_gauss2,ring_count,0.7,ACHE,-0.2528490510517092,-0.04595783702240744
all_9_mapped_targets,all_selected_ligands,post_gauss2,ring_count,0.7,DRD2,-0.062601907343823,-0.12140155582599627
all_9_mapped_targets,all_selected_ligands,post_gauss2,ring_count,0.7,LCK,-0.0575172140944752,-0.06082176222352398
all_9_mapped_targets,all_selected_ligands,post_repulsion,heavy_atoms,-0.55,NR3C1,0.2260202592664451,0.821102472933246
all_9_mapped_targets,all_selected_ligands,post_repulsion,heavy_atoms,-0.55,ADRB2,-0.2666998880366934,0.07362211501457104
all_9_mapped_targets,all_selected_ligands,post_repulsion,heavy_atoms,-0.55,ADRB1,-0.3336395894984085,0.001013370527723868
all_9_mapped_targets,all_selected_ligands,post_repulsion,heavy_atoms,-0.55,ADORA2A,4.4595495800410814e-05,-0.06807192025342387
