component,response,descriptor,spearman_rho,p_value_descriptive_only
post_gauss2,residual_rms,ring_count,0.6883502744267822,3.955192085741559e-73
post_repulsion,row_mean,heavy_atoms,0.6167716814569231,5.540515014745026e-55
post_repulsion,residual_rms,heavy_atoms,0.6445777270458327,1.8674016947807415e-61
post_repulsion,row_mean,molecular_weight,0.5899095984825077,2.5695121123943728e-49
post_repulsion,residual_rms,molecular_weight,0.6121297285737174,5.777593701066579e-54
post_repulsion,row_mean,labute_asa,0.6001775807955962,2.0285054126788692e-51
post_repulsion,residual_rms,labute_asa,0.6388717226857098,4.5076876828856065e-60
post_repulsion,row_mean,clogp,0.26537242435426467,1.0625682571833422e-09
post_repulsion,residual_rms,clogp,0.40613350227738293,9.386466636341137e-22
post_repulsion,row_mean,tpsa,0.3863824347841768,1.1228715228726775e-19
post_repulsion,residual_rms,tpsa,0.21526318496421282,8.801459557443477e-07
post_repulsion,row_mean,hbd,0.22681843238706978,2.1309922494933395e-07
post_repulsion,residual_rms,hbd,0.07540555863935075,0.08828956721101117
post_repulsion,row_mean,hba,0.3050595723180658,1.7298887104146509e-12
post_repulsion,residual_rms,hba,0.21863383967722297,5.865616619945812e-07
post_repulsion,row_mean,rotatable_bonds,0.24678824641555533,1.528954590865649e-08
post_repulsion,residual_rms,rotatable_bonds,0.2245730140085702,2.8241715077266726e-07
post_repulsion,row_mean,rdkit_rotatable_bonds,0.24678824641555533,1.528954590865649e-08
post_repulsion,residual_rms,rdkit_rotatable_bonds,0.2245730140085702,2.8241715077266726e-07
post_repulsion,row_mean,ring_count,0.5258247008413057,9.616541249268319e-38
post_repulsion,residual_rms,ring_count,0.598517756501681,4.489823097400648e-51
post_hydrophobic,row_mean,heavy_atoms,-0.13439989257092033,0.002307327642568049
post_hydrophobic,residual_rms,heavy_atoms,0.5028266735773693,3.6754839229763777e-34
post_hydrophobic,row_mean,molecular_weight,-0.06149828051864822,0.1646924605802504
post_hydrophobic,residual_rms,molecular_weight,0.452425745442373,3.35802269665883e-27
post_hydrophobic,row_mean,labute_asa,-0.1284556818702006,0.0035959743577369013
post_hydrophobic,residual_rms,labute_asa,0.5004490929092137,8.324130312475966e-34
