workbook_compound_index_1based,workbook_excel_column_1based,workbook_compound_name,workbook_cas,complete_fixed21,missing_fixed21_targets,pubchem_cas_query,pubchem_cas_query_cids,pubchem_name_query,pubchem_name_query_cids,pubchem_cas_query_url,pubchem_name_query_url,pubchem_cid,resolution_status,resolution_ambiguity,resolution_decision,pubchem_access_date,candidate_pubchem_cids,candidate_pubchem_inchikeys,candidate_connectivity_blocks,pubchem_smiles,pubchem_connectivity_smiles,pubchem_inchikey,pubchem_iupac_name,rdkit_standard_inchikey,rdkit_connectivity,rdkit_canonical_isomeric_smiles,rdkit_canonical_nonisomeric_smiles,structure_fragment_count,pubchem_rdkit_inchikey_agree,structure_usable,candidate_only_connectivity_blocks,de_leakage_connectivity_blocks
73,74,Indirubin-3′-monoxime,160807-49-8,True,,160807-49-8,3707,Indirubin-3′-monoxime,3707,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/160807-49-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Indirubin-3%E2%80%B2-monoxime/cids/JSON,3707,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,3707,FQCPPVRJPILDIK-UHFFFAOYSA-N,FQCPPVRJPILDIK,C1=CC=C2C(=C1)C(=C(N2)O)C3=C(C4=CC=CC=C4N3)N=O,C1=CC=C2C(=C1)C(=C(N2)O)C3=C(C4=CC=CC=C4N3)N=O,FQCPPVRJPILDIK-UHFFFAOYSA-N,3-(3-nitroso-1H-indol-2-yl)-1H-indol-2-ol,FQCPPVRJPILDIK-UHFFFAOYSA-N,FQCPPVRJPILDIK,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,1,True,True,,FQCPPVRJPILDIK
74,75,IGF-1R Inhibitor II,196868-63-0,True,,196868-63-0,9549305,IGF-1R Inhibitor II,9549305,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/196868-63-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/IGF-1R%20Inhibitor%20II/cids/JSON,9549305,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9549305,YBLWOZUPHDKFOT-UHFFFAOYSA-N,YBLWOZUPHDKFOT,CC1=NC2=CC=CC=C2C(=C1)NC(=O)NC3=C(C=CC(=C3)Cl)OC,CC1=NC2=CC=CC=C2C(=C1)NC(=O)NC3=C(C=CC(=C3)Cl)OC,YBLWOZUPHDKFOT-UHFFFAOYSA-N,1-(5-chloro-2-methoxyphenyl)-3-(2-methylquinolin-4-yl)urea,YBLWOZUPHDKFOT-UHFFFAOYSA-N,YBLWOZUPHDKFOT,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12,1,True,True,,YBLWOZUPHDKFOT
75,76,IRAK-1/4 Inhibitor,509093-47-4,True,,509093-47-4,11983295,IRAK-1/4 Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/509093-47-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/IRAK-1%2F4%20Inhibitor/cids/JSON,11983295,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,11983295,QTCFYQHZJIIHBS-UHFFFAOYSA-N,QTCFYQHZJIIHBS,C1COCCN1CCN2C3=CC=CC=C3N=C2NC(=O)C4=CC(=CC=C4)[N+](=O)[O-],C1COCCN1CCN2C3=CC=CC=C3N=C2NC(=O)C4=CC(=CC=C4)[N+](=O)[O-],QTCFYQHZJIIHBS-UHFFFAOYSA-N,N-[1-(2-morpholin-4-ylethyl)benzimidazol-2-yl]-3-nitrobenzamide,QTCFYQHZJIIHBS-UHFFFAOYSA-N,QTCFYQHZJIIHBS,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,1,True,True,,QTCFYQHZJIIHBS
76,77,JAK Inhibitor I,457081-03-7,True,,457081-03-7,5494425,JAK Inhibitor I,5494425,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/457081-03-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/JAK%20Inhibitor%20I/cids/JSON,5494425,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5494425,VNDWQCSOSCCWIP-UHFFFAOYSA-N,VNDWQCSOSCCWIP,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,VNDWQCSOSCCWIP-UHFFFAOYSA-N,"4-tert-butyl-15-fluoro-3,5,10-triazatetracyclo[11.4.0.02,6.07,12]heptadeca-1(13),2(6),4,7(12),8,14,16-heptaen-11-one",VNDWQCSOSCCWIP-UHFFFAOYSA-N,VNDWQCSOSCCWIP,CC(C)(C)c1nc2c3cc[nH]c(=O)c3c3cc(F)ccc3c2[nH]1,CC(C)(C)c1nc2c3cc[nH]c(=O)c3c3cc(F)ccc3c2[nH]1,1,True,True,,VNDWQCSOSCCWIP
77,78,JAK3 Inhibitor II,211555-04-3,True,,211555-04-3,3795,JAK3 Inhibitor II,3795,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/211555-04-3/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/JAK3%20Inhibitor%20II/cids/JSON,3795,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,3795,CBIAKDAYHRWZCU-UHFFFAOYSA-N,CBIAKDAYHRWZCU,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)O)Br)OC,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)O)Br)OC,CBIAKDAYHRWZCU-UHFFFAOYSA-N,"2-bromo-4-[(6,7-dimethoxyquinazolin-4-yl)amino]phenol",CBIAKDAYHRWZCU-UHFFFAOYSA-N,CBIAKDAYHRWZCU,COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC,COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC,1,True,True,,CBIAKDAYHRWZCU
78,79,JNK Inhibitor II,129-56-6,True,,129-56-6,8515,JNK Inhibitor II,8515,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/129-56-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/JNK%20Inhibitor%20II/cids/JSON,8515,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,8515,ACPOUJIDANTYHO-UHFFFAOYSA-N,ACPOUJIDANTYHO,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,ACPOUJIDANTYHO-UHFFFAOYSA-N,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one",ACPOUJIDANTYHO-UHFFFAOYSA-N,ACPOUJIDANTYHO,O=C1c2ccccc2-c2n[nH]c3cccc1c23,O=C1c2ccccc2-c2n[nH]c3cccc1c23,1,True,True,,ACPOUJIDANTYHO
79,80,JAK3 Inhibitor IV,58753-54-1,True,,58753-54-1,3797;176406,JAK3 Inhibitor IV,3797,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/58753-54-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/JAK3%20Inhibitor%20IV/cids/JSON,3797,resolved_unique_cas_name_intersection,False,unique_intersection,2026-08-10,3797;176406,JSASWRWALCMOQP-UHFFFAOYSA-N;NJTUORMLOPXPBY-UHFFFAOYSA-N,JSASWRWALCMOQP;NJTUORMLOPXPBY,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3,JSASWRWALCMOQP-UHFFFAOYSA-N,3-[benzyl(propan-2-yl)amino]-1-naphthalen-2-ylpropan-1-one,JSASWRWALCMOQP-UHFFFAOYSA-N,JSASWRWALCMOQP,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1,1,True,True,,JSASWRWALCMOQP
80,81,"JNK Inhibitor, Negative Control",54642-23-8,True,,54642-23-8,11665831,"JNK Inhibitor, Negative Control",11665831,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/54642-23-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/JNK%20Inhibitor%2C%20Negative%20Control/cids/JSON,11665831,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,11665831,ODZGYELAMAOARP-UHFFFAOYSA-N,ODZGYELAMAOARP,CN1C2=CC=CC3=C2C(=N1)C4=CC=CC=C4C3=O,CN1C2=CC=CC3=C2C(=N1)C4=CC=CC=C4C3=O,ODZGYELAMAOARP-UHFFFAOYSA-N,"14-methyl-14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one",ODZGYELAMAOARP-UHFFFAOYSA-N,ODZGYELAMAOARP,Cn1nc2c3c(cccc31)C(=O)c1ccccc1-2,Cn1nc2c3c(cccc31)C(=O)c1ccccc1-2,1,True,True,,ODZGYELAMAOARP
81,82,JAK3 Inhibitor VI,856436-16-3,True,,856436-16-3,16760524,JAK3 Inhibitor VI,9947841,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/856436-16-3/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/JAK3%20Inhibitor%20VI/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,9947841;16760524,IQNTXIMXKCURDC-YBEGLDIGSA-N;ZUDPNBZMAJGYTE-HYMQDMCPSA-N,IQNTXIMXKCURDC;ZUDPNBZMAJGYTE,,,,,,,,,,False,False,IQNTXIMXKCURDC;ZUDPNBZMAJGYTE,IQNTXIMXKCURDC;ZUDPNBZMAJGYTE
82,83,JNK Inhibitor V,345987-15-7,True,,345987-15-7,10109823,JNK Inhibitor V,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/345987-15-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/JNK%20Inhibitor%20V/cids/JSON,10109823,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,10109823,RCYPVQCPYKNSTG-UHFFFAOYSA-N,RCYPVQCPYKNSTG,C1=CC=C2C(=C1)N=C(S2)C(C#N)C3=NC(=NC=C3)NCCC4=CN=CC=C4,C1=CC=C2C(=C1)N=C(S2)C(C#N)C3=NC(=NC=C3)NCCC4=CN=CC=C4,RCYPVQCPYKNSTG-UHFFFAOYSA-N,"2-(1,3-benzothiazol-2-yl)-2-[2-(2-pyridin-3-ylethylamino)pyrimidin-4-yl]acetonitrile",RCYPVQCPYKNSTG-UHFFFAOYSA-N,RCYPVQCPYKNSTG,N#CC(c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,N#CC(c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,1,True,True,,RCYPVQCPYKNSTG
83,84,JNK Inhibitor VIII,894804-07-0,True,,894804-07-0,11624601,JNK Inhibitor VIII,11624601,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/894804-07-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/JNK%20Inhibitor%20VIII/cids/JSON,11624601,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,11624601,KQMPRSZTUSSXND-UHFFFAOYSA-N,KQMPRSZTUSSXND,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,KQMPRSZTUSSXND-UHFFFAOYSA-N,"N-(4-amino-5-cyano-6-ethoxy-2-pyridinyl)-2-(2,5-dimethoxyphenyl)acetamide",KQMPRSZTUSSXND-UHFFFAOYSA-N,KQMPRSZTUSSXND,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,1,True,True,,KQMPRSZTUSSXND
84,85,JNK Inhibitor IX,312917-14-9,True,,312917-14-9,766949,JNK Inhibitor IX,766949,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/312917-14-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/JNK%20Inhibitor%20IX/cids/JSON,766949,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,766949,WQGDQGAFSDMBLA-UHFFFAOYSA-N,WQGDQGAFSDMBLA,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N,WQGDQGAFSDMBLA-UHFFFAOYSA-N,"N-(3-cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)naphthalene-1-carboxamide",WQGDQGAFSDMBLA-UHFFFAOYSA-N,WQGDQGAFSDMBLA,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,1,True,True,,WQGDQGAFSDMBLA
85,86,"K-252a, Nocardiopsis sp.",97161-97-2,True,,97161-97-2,3813,"K-252a, Nocardiopsis sp.",490561,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/97161-97-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/K-252a%2C%20Nocardiopsis%20sp./cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,3813;490561,KOZFSFOOLUUIGY-IYYJOCMQSA-N;KOZFSFOOLUUIGY-UHFFFAOYSA-N,KOZFSFOOLUUIGY,,,,,,,,,,False,False,KOZFSFOOLUUIGY,KOZFSFOOLUUIGY
86,87,Kenpaullone,142273-20-9,True,,142273-20-9,3820,Kenpaullone,3820,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/142273-20-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Kenpaullone/cids/JSON,3820,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,3820,QQUXFYAWXPMDOE-UHFFFAOYSA-N,QQUXFYAWXPMDOE,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br,QQUXFYAWXPMDOE-UHFFFAOYSA-N,"9-bromo-7,12-dihydro-5H-indolo[3,2-d][1]benzazepin-6-one",QQUXFYAWXPMDOE-UHFFFAOYSA-N,QQUXFYAWXPMDOE,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,1,True,True,,QQUXFYAWXPMDOE
87,88,KN-62,127191-97-3,True,,127191-97-3,5312126,KN-62,5312126,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/127191-97-3/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/KN-62/cids/JSON,5312126,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5312126,RJVLFQBBRSMWHX-DHUJRADRSA-N,RJVLFQBBRSMWHX,CN([C@@H](CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC7=C6C=CN=C7,CN(C(CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC7=C6C=CN=C7,RJVLFQBBRSMWHX-DHUJRADRSA-N,[4-[(2S)-2-[isoquinolin-5-ylsulfonyl(methyl)amino]-3-oxo-3-(4-phenylpiperazin-1-yl)propyl]phenyl] isoquinoline-5-sulfonate,RJVLFQBBRSMWHX-DHUJRADRSA-N,RJVLFQBBRSMWHX,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,1,True,True,,RJVLFQBBRSMWHX
88,89,KN-93,139298-40-1,True,,139298-40-1,3837,KN-93,5312122,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/139298-40-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/KN-93/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,3837;5312122,LLLQTDSSHZREGW-AATRIKPKSA-N;LLLQTDSSHZREGW-UHFFFAOYSA-N,LLLQTDSSHZREGW,,,,,,,,,,False,False,LLLQTDSSHZREGW,LLLQTDSSHZREGW
89,90,Lck Inhibitor,213743-31-8,True,,213743-31-8,6603792,Lck Inhibitor,11785878,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/213743-31-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Lck%20Inhibitor/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,6603792;11785878,BHJJWVDKNXABFS-UHFFFAOYSA-N;FMETVQKSDIOGPX-UHFFFAOYSA-N,BHJJWVDKNXABFS;FMETVQKSDIOGPX,,,,,,,,,,False,False,BHJJWVDKNXABFS;FMETVQKSDIOGPX,BHJJWVDKNXABFS;FMETVQKSDIOGPX
90,91,LY 294002,154447-36-6,True,,154447-36-6,3973,LY 294002,3973,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/154447-36-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/LY%20294002/cids/JSON,3973,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,3973,CZQHHVNHHHRRDU-UHFFFAOYSA-N,CZQHHVNHHHRRDU,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,CZQHHVNHHHRRDU-UHFFFAOYSA-N,2-morpholin-4-yl-8-phenylchromen-4-one,CZQHHVNHHHRRDU-UHFFFAOYSA-N,CZQHHVNHHHRRDU,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,1,True,True,,CZQHHVNHHHRRDU
91,92,LY 303511- Negative control,154447-38-8,True,,154447-38-8,3971,LY 303511- Negative control,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/154447-38-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/LY%20303511-%20Negative%20control/cids/JSON,3971,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,3971,NGAGMBNBKCDCDJ-UHFFFAOYSA-N,NGAGMBNBKCDCDJ,C1CN(CCN1)C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,C1CN(CCN1)C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,NGAGMBNBKCDCDJ-UHFFFAOYSA-N,8-phenyl-2-piperazin-1-ylchromen-4-one,NGAGMBNBKCDCDJ-UHFFFAOYSA-N,NGAGMBNBKCDCDJ,O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12,O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12,1,True,True,,NGAGMBNBKCDCDJ
92,93,MEK Inhibitor I,297744-42-4,True,,297744-42-4,9951490;24906276;69884981,MEK Inhibitor I,9951490,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/297744-42-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/MEK%20Inhibitor%20I/cids/JSON,9951490,resolved_unique_cas_name_intersection,False,unique_intersection,2026-08-10,9951490;24906276;69884981,NHBMKTBZZSJUGA-FXBPSFAMSA-N;NHBMKTBZZSJUGA-HEHNFIMWSA-N;NHBMKTBZZSJUGA-UHFFFAOYSA-N,NHBMKTBZZSJUGA,C1=CC=C(C(=C1)N)S/C(=C(\C#N)/C2=CC=CC(=C2)C(C3=CC=NC=C3)O)/N,C1=CC=C(C(=C1)N)SC(=C(C#N)C2=CC=CC(=C2)C(C3=CC=NC=C3)O)N,NHBMKTBZZSJUGA-HEHNFIMWSA-N,(Z)-3-amino-3-(2-aminophenyl)sulfanyl-2-[3-[hydroxy(pyridin-4-yl)methyl]phenyl]prop-2-enenitrile,NHBMKTBZZSJUGA-HEHNFIMWSA-N,NHBMKTBZZSJUGA,N#C/C(=C(/N)Sc1ccccc1N)c1cccc(C(O)c2ccncc2)c1,N#CC(=C(N)Sc1ccccc1N)c1cccc(C(O)c2ccncc2)c1,1,True,True,,NHBMKTBZZSJUGA
93,94,MEK Inhibitor II,623163-52-0,True,,623163-52-0,389898,MEK Inhibitor II,389898,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/623163-52-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/MEK%20Inhibitor%20II/cids/JSON,389898,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,389898,GYQSWJNGTWVFOL-UHFFFAOYSA-N,GYQSWJNGTWVFOL,C1CC(=O)N(C1=O)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl,C1CC(=O)N(C1=O)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl,GYQSWJNGTWVFOL-UHFFFAOYSA-N,"1-(3-chloro-1,4-dioxonaphthalen-2-yl)pyrrolidine-2,5-dione",GYQSWJNGTWVFOL-UHFFFAOYSA-N,GYQSWJNGTWVFOL,O=C1C(Cl)=C(N2C(=O)CCC2=O)C(=O)c2ccccc21,O=C1C(Cl)=C(N2C(=O)CCC2=O)C(=O)c2ccccc21,1,True,True,,GYQSWJNGTWVFOL
94,95,MEK1/2 Inhibitor,305350-87-2,True,,305350-87-2,24906275,MEK1/2 Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/305350-87-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/MEK1%2F2%20Inhibitor/cids/JSON,24906275,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,24906275,JLOXTZFYJNCPIS-UHFFFAOYSA-N,JLOXTZFYJNCPIS,C1=CC=C(C(=C1)C(=C(N)SC2=CC=C(C=C2)N)C#N)C(F)(F)F,C1=CC=C(C(=C1)C(=C(N)SC2=CC=C(C=C2)N)C#N)C(F)(F)F,JLOXTZFYJNCPIS-UHFFFAOYSA-N,3-amino-3-(4-aminophenyl)sulfanyl-2-[2-(trifluoromethyl)phenyl]prop-2-enenitrile,JLOXTZFYJNCPIS-UHFFFAOYSA-N,JLOXTZFYJNCPIS,N#CC(=C(N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F,N#CC(=C(N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F,1,True,True,,JLOXTZFYJNCPIS
95,96,Met Kinase Inhibitor,658084-23-2,True,,658084-23-2,9549297,Met Kinase Inhibitor,9549297,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/658084-23-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Met%20Kinase%20Inhibitor/cids/JSON,9549297,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9549297,FPYJSJDOHRDAMT-KQWNVCNZSA-N,FPYJSJDOHRDAMT,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)/C=C\3/C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)C=C3C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O,FPYJSJDOHRDAMT-KQWNVCNZSA-N,"(3Z)-N-(3-chlorophenyl)-3-[[3,5-dimethyl-4-(4-methylpiperazine-1-carbonyl)-1H-pyrrol-2-yl]methylidene]-N-methyl-2-oxo-1H-indole-5-sulfonamide",FPYJSJDOHRDAMT-KQWNVCNZSA-N,FPYJSJDOHRDAMT,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1,Cc1[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1,1,True,True,,FPYJSJDOHRDAMT
96,97,MNK1 Inhibitor,522629-08-9,True,,522629-08-9,11644425,MNK1 Inhibitor,11644425,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/522629-08-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/MNK1%20Inhibitor/cids/JSON,11644425,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,11644425,UQPMANVRZYYQMD-UHFFFAOYSA-N,UQPMANVRZYYQMD,C1=CC(=CC=C1NC2=C3C(=NC=NC3=NN2)N)F,C1=CC(=CC=C1NC2=C3C(=NC=NC3=NN2)N)F,UQPMANVRZYYQMD-UHFFFAOYSA-N,"3-N-(4-fluorophenyl)-2H-pyrazolo[3,4-d]pyrimidine-3,4-diamine",UQPMANVRZYYQMD-UHFFFAOYSA-N,UQPMANVRZYYQMD,Nc1ncnc2n[nH]c(Nc3ccc(F)cc3)c12,Nc1ncnc2n[nH]c(Nc3ccc(F)cc3)c12,1,True,True,,UQPMANVRZYYQMD
97,98,MK2a Inhibitor,41179-33-3,True,,41179-33-3,11382492,MK2a Inhibitor,11382492,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/41179-33-3/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/MK2a%20Inhibitor/cids/JSON,11382492,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,11382492,ODYAQBDIXCVKAE-UHFFFAOYSA-N,ODYAQBDIXCVKAE,C1=CC=C(C(=C1)C2=CC=C(C=C2)CCCC(=O)NC3=CC=C(C=C3)O)F,C1=CC=C(C(=C1)C2=CC=C(C=C2)CCCC(=O)NC3=CC=C(C=C3)O)F,ODYAQBDIXCVKAE-UHFFFAOYSA-N,4-[4-(2-fluorophenyl)phenyl]-N-(4-hydroxyphenyl)butanamide,ODYAQBDIXCVKAE-UHFFFAOYSA-N,ODYAQBDIXCVKAE,O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1,O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1,1,True,True,,ODYAQBDIXCVKAE
