panel,workbook_compound_index_1based,workbook_compound_name,workbook_cas,complete_fixed21,structure_usable,rdkit_standard_inchikey,rdkit_connectivity,exact_full_standard_inchikey_overlap,connectivity_overlap,connectivity_only_overlap,conservative_de_leakage_connectivity_overlap,matching_full_rows,matching_connectivity_rows,matching_conservative_de_leakage_rows
PKIS2,150,AG 1478,175178-82-2,True,True,GFNNBHLJANVSQV-UHFFFAOYSA-N,GFNNBHLJANVSQV,False,False,False,False,,,
PKIS2,151,VEGF Receptor 2 Kinase Inhibitor I,15966-93-5,True,True,PMUJUSJUVIXDQC-LCYFTJDESA-N,PMUJUSJUVIXDQC,False,False,False,False,,,
PKIS2,152,VEGF Receptor Tyrosine Kinase Inhibitor II,269390-69-4,True,True,GGPZCOONYBPZEW-UHFFFAOYSA-N,GGPZCOONYBPZEW,False,False,False,False,,,
PKIS2,153,"VEGF Receptor Tyrosine Kinase Inhibitor III, KRN633",286370-15-8,True,True,VPBYZLCHOKSGRX-UHFFFAOYSA-N,VPBYZLCHOKSGRX,False,False,False,False,,,
PKIS2,154,VEGF Receptor 2 Kinase Inhibitor II,288144-20-7,False,True,RFHPWPWVGFSLOP-ZROIWOOFSA-N,RFHPWPWVGFSLOP,False,False,False,False,,,
PKIS2,155,VEGF Receptor 2 Kinase Inhibitor III,204005-46-9,True,False,,,False,False,False,False,,,
PKIS2,156,VEGF Receptor 2 Kinase Inhibitor IV,216661-57-3,True,True,HBWLNACPIFKNIP-UHFFFAOYSA-N,HBWLNACPIFKNIP,False,False,False,False,,,
PKIS2,157,Wortmannin,19545-26-7,True,True,QDLHCMPXEPAAMD-QAIWCSMKSA-N,QDLHCMPXEPAAMD,False,False,False,False,,,
PKIS2,158,"ROCK Inhibitor, Y-27632",146986-50-7,True,True,IYOZTVGMEWJPKR-VOMCLLRMSA-N,IYOZTVGMEWJPKR,False,False,False,False,,,
PKIS2,159,Bosutinib,380843-75-4,True,True,UBPYILGKFZZVDX-UHFFFAOYSA-N,UBPYILGKFZZVDX,False,False,False,False,,,
PKIS2,160,Dasatinib,302962-49-8,True,True,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,ZBNZXTGUTAYRHI,False,False,False,False,,,
PKIS2,161,Dovitinib,405169-16-6,True,True,PIQCTGMSNWUMAF-UHFFFAOYSA-N,PIQCTGMSNWUMAF,False,False,False,False,,,
PKIS2,162,Erlotinib,183319-69-9,True,False,,,False,False,False,False,,,
PKIS2,163,Gefitinib,184475-35-2,True,True,XGALLCVXEZPNRQ-UHFFFAOYSA-N,XGALLCVXEZPNRQ,False,False,False,False,,,
PKIS2,164,Imatinib,220127-57-1,True,False,,,False,False,False,False,,,
PKIS2,165,Lapatinib,231277-92-2,True,True,BCFGMOOMADDAQU-UHFFFAOYSA-N,BCFGMOOMADDAQU,False,False,False,False,,,
PKIS2,166,Masitinib,790299-79-5,True,True,WJEOLQLKVOPQFV-UHFFFAOYSA-N,WJEOLQLKVOPQFV,False,False,False,False,,,
PKIS2,167,Mubritinib,366017-09-6,True,True,ZTFBIUXIQYRUNT-MDWZMJQESA-N,ZTFBIUXIQYRUNT,False,False,False,False,,,
PKIS2,168,Nilotinib,641571-10-0,True,True,HHZIURLSWUIHRB-UHFFFAOYSA-N,HHZIURLSWUIHRB,False,False,False,False,,,
PKIS2,169,Pazopanib,444731-52-6,True,True,CUIHSIWYWATEQL-UHFFFAOYSA-N,CUIHSIWYWATEQL,False,False,False,False,,,
PKIS2,170,Roscovitine,186692-46-6,True,True,BTIHMVBBUGXLCJ-OAHLLOKOSA-N,BTIHMVBBUGXLCJ,False,False,False,False,,,
PKIS2,171,Sorafenib,284461-73-0,True,True,MLDQJTXFUGDVEO-UHFFFAOYSA-N,MLDQJTXFUGDVEO,False,False,False,False,,,
PKIS2,172,Sunitinib,557795-19-4,True,True,WINHZLLDWRZWRT-ATVHPVEESA-N,WINHZLLDWRZWRT,False,False,False,False,,,
PKIS2,173,Tandutinib,387867-13-2,True,True,UXXQOJXBIDBUAC-UHFFFAOYSA-N,UXXQOJXBIDBUAC,False,False,False,False,,,
PKIS2,174,Tofacitinib,477600-75-2,True,True,UJLAWZDWDVHWOW-YPMHNXCESA-N,UJLAWZDWDVHWOW,True,True,False,True,27,27,27
PKIS2,175,Tozasertib,639089-54-6,True,True,GCIKSSRWRFVXBI-UHFFFAOYSA-N,GCIKSSRWRFVXBI,False,False,False,False,,,
PKIS2,176,Vandetanib,443913-73-3,True,True,UHTHHESEBZOYNR-UHFFFAOYSA-N,UHTHHESEBZOYNR,False,False,False,False,,,
PKIS2,177,Vatalanib,212141-51-0,True,False,,,False,False,False,False,,,
PKIS2,178,VX-702,745833-23-2,True,True,FYSRKRZDBHOFAY-UHFFFAOYSA-N,FYSRKRZDBHOFAY,False,False,False,False,,,
