repetition,random_equal_n_residual_pr,random_minus_full_primary_residual_pr,complete_case_minus_random_residual_pr
426,9.2498956682214324,-0.053016274495021776,4.7202996467708314
427,9.4414404644905581,0.13852852177410391,4.5287548505017057
428,9.3001626129093715,-0.0027493298070826455,4.6700327020828922
429,9.2507563072320362,-0.052155635484417928,4.7194390077602275
430,9.2570102311238003,-0.045901711592653882,4.7131850838684635
431,9.2569844006634945,-0.04592754205295968,4.7132109143287693
432,9.384559950135527,0.081648007419072854,4.5856353648567367
433,9.2144648817710326,-0.088447060945421541,4.7557304332212311
434,9.2992370566132863,-0.003674886103167907,4.6709582583789775
435,9.3188015734099903,0.015889630693536105,4.6513937415822735
436,9.2021851014525797,-0.10072684126387443,4.768010213539684
437,9.3716878200202665,0.068775877303812294,4.5985074949719973
438,9.3022471318727025,-0.0006648108437516953,4.6679481831195613
439,9.3133044205091693,0.010392477792715127,4.6568908944830945
440,9.2746641936337912,-0.028247749082662921,4.6955311213584725
441,9.2494563905932186,-0.053455552123235606,4.7207389243990452
442,9.293508466413396,-0.0094034763030581558,4.6766868485788677
443,9.3231151706406745,0.020203227924220357,4.6470801443515892
444,9.4541459478667722,0.15123400515031804,4.5160493671254915
445,9.4927264939849678,0.18981455126851365,4.4774688210072959
446,9.400935420368441,0.098023477651986823,4.5692598946238228
447,9.2690797457383685,-0.033832196978085705,4.7011155692538953
448,9.2372498029394077,-0.065662139777046491,4.7329455120528561
449,9.2053789162102095,-0.097533026506244624,4.7648163987820542
450,9.2684242008570923,-0.034487741859361876,4.7017711141351715
451,9.1551080419301183,-0.14780390078633587,4.8150872730621455
452,9.2645388854204143,-0.038373057296039903,4.7056564295718495
453,9.2881883196121731,-0.014723623104281103,4.6820069953800907
454,9.1849533910437078,-0.11795855167274638,4.785241923948556
455,9.2762927874556524,-0.026619155260801719,4.6939025275366113
456,9.3724944206496925,0.069582477933238351,4.5977008943425712
457,9.1752930765747589,-0.12761886614169526,4.7949022384175048
458,9.2250857588917672,-0.077826183824686979,4.7451095561004966
459,9.3294744002910832,0.02656245757462905,4.6407209147011805
460,9.2728322929360587,-0.030079649780395457,4.697363022056205
461,9.3441530796494927,0.041241136933038547,4.626042235342771
462,9.4298336371992786,0.12692169448282442,4.5403616777929852
463,9.2620929898526168,-0.04081895286383741,4.708102325139647
464,9.3979467259885237,0.09503478327206949,4.5722485890037401
