dataset,fold,pilot_ligands,panel_k,panel_selector,random_panel_draw,panel_indices,selected_targets,omitted_targets,training_outcome,surface,predictor,ridge_alpha,pilot_gcv,variance_weighted_r2,pooled_rmse,median_target_pearson,median_ligand_profile_pearson,mean_ligand_profile_pearson
Docking-44,4,500,8,fixed_random_panel,0,0|1|5|21|27|38|39|42,8,36,raw_outcome,raw,multivariate_ridge_gcv,10,0.11531783802015039,0.90110281967470462,0.35152345470342128,0.96224570945963883,0.62214678470251639,0.5337989039059865
Docking-44,4,500,8,fixed_random_panel,0,0|1|5|21|27|38|39|42,8,36,raw_outcome,raw,selected_target_pc1,-1,-1,0.88402476173948707,0.38066678982521462,0.95949143455344288,0.57098634679284044,0.36919424606255363
Docking-44,4,500,8,fixed_random_panel,0,0|1|5|21|27|38|39|42,8,36,raw_then_derived_residual,raw_row_centered_residual,multivariate_ridge_gcv,10,0.11531783802015039,0.26508188191503457,0.88590352261925187,0.46516524181380414,0.48923463909756559,0.47163841737002465
Docking-44,4,500,8,fixed_random_panel,0,0|1|5|21|27|38|39|42,8,36,raw_then_derived_residual,raw_row_centered_residual,selected_target_pc1,-1,-1,0.1720522676572197,0.94030427792814986,0.31344115204462236,0.35463379049394766,0.34943611249422579
Docking-44,4,500,8,fixed_random_panel,1,0|1|7|10|20|25|27|38,8,36,raw_outcome,raw,multivariate_ridge_gcv,1,0.10189714787997584,0.90815803223462033,0.33869634434752971,0.96284149742112624,0.63030933189096738,0.54697094554476078
Docking-44,4,500,8,fixed_random_panel,1,0|1|7|10|20|25|27|38,8,36,raw_outcome,raw,selected_target_pc1,-1,-1,0.88058260797691834,0.38621017399277152,0.95148695067180111,0.57032365992334122,0.36506447437874345
Docking-44,4,500,8,fixed_random_panel,1,0|1|7|10|20|25|27|38,8,36,raw_then_derived_residual,raw_row_centered_residual,multivariate_ridge_gcv,1,0.10189714787997584,0.2548017505686524,0.89007813334979546,0.48397655866012201,0.46675455614959716,0.45430736613113559
Docking-44,4,500,8,fixed_random_panel,1,0|1|7|10|20|25|27|38,8,36,raw_then_derived_residual,raw_row_centered_residual,selected_target_pc1,-1,-1,0.15848691560499306,0.94585084317351897,0.33278422677895575,0.31569875036979239,0.32599325143959601
Docking-44,4,500,8,fixed_random_panel,2,0|4|6|7|11|15|19|30,8,36,raw_outcome,raw,multivariate_ridge_gcv,1,0.13173021743117036,0.88529377395785969,0.37681542126813206,0.95860420780338762,0.60866214158999954,0.53202241342416601
Docking-44,4,500,8,fixed_random_panel,2,0|4|6|7|11|15|19|30,8,36,raw_outcome,raw,selected_target_pc1,-1,-1,0.86945632796093886,0.40198799626103709,0.95440254949546177,0.594141270774176,0.41802016630293687
