dataset,fold,pilot_ligands,evaluation_ligands,pilot_complete_rows,evaluation_complete_rows,pilot_evaluation_row_overlap,pilot_evaluation_group_overlap,panel_k,selector,target_index,target
Docking-44,4,500,1828,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,20,5va1
Docking-44,4,500,1828,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,21,6cm4
Docking-44,4,500,1828,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,30,7ljd
Docking-44,4,500,1828,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,33,7ym8
Docking-44,4,500,1828,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,34,8e9y
Docking-44,4,500,1828,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,38,8st0
Docking-44,4,500,1828,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,40,8xvk
Docking-44,4,500,1828,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,42,9eo4
Docking-44,5,500,1825,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,14,4mqs
Docking-44,5,500,1825,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,20,5va1
Docking-44,5,500,1825,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,29,7kwe
Docking-44,5,500,1825,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,36,8fhs
Docking-44,5,500,1825,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,10,3rze
Docking-44,5,500,1825,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,14,4mqs
Docking-44,5,500,1825,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,21,6cm4
Docking-44,5,500,1825,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,38,8st0
Docking-44,5,500,1825,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,14,4mqs
Docking-44,5,500,1825,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,20,5va1
Docking-44,5,500,1825,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,25,6pdj
Docking-44,5,500,1825,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,29,7kwe
Docking-44,5,500,1825,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,33,7ym8
Docking-44,5,500,1825,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,36,8fhs
Docking-44,5,500,1825,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,10,3rze
Docking-44,5,500,1825,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,14,4mqs
Docking-44,5,500,1825,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,20,5va1
Docking-44,5,500,1825,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,21,6cm4
Docking-44,5,500,1825,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,38,8st0
Docking-44,5,500,1825,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,40,8xvk
Docking-44,5,500,1825,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,14,4mqs
Docking-44,5,500,1825,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,20,5va1
Docking-44,5,500,1825,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,25,6pdj
Docking-44,5,500,1825,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,27,6y1z
Docking-44,5,500,1825,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,29,7kwe
Docking-44,5,500,1825,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,33,7ym8
Docking-44,5,500,1825,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,34,8e9y
Docking-44,5,500,1825,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,36,8fhs
Docking-44,5,500,1825,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,7,3b66
Docking-44,5,500,1825,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,10,3rze
Docking-44,5,500,1825,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,14,4mqs
Docking-44,5,500,1825,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,20,5va1
Docking-44,5,500,1825,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,21,6cm4
Docking-44,5,500,1825,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,34,8e9y
Docking-44,5,500,1825,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,38,8st0
Docking-44,5,500,1825,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,40,8xvk
Docking-44,5,500,1825,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,0,1m2z
Docking-44,5,500,1825,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,2,1xoq
Docking-44,5,500,1825,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,11,4djh
Docking-44,5,500,1825,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,14,4mqs
Docking-44,5,500,1825,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,20,5va1
Docking-44,5,500,1825,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,25,6pdj
Docking-44,5,500,1825,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,27,6y1z
Docking-44,5,500,1825,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,33,7ym8
Docking-44,5,500,1825,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,34,8e9y
Docking-44,5,500,1825,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,36,8fhs
Docking-44,5,500,1825,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,7,3b66
Docking-44,5,500,1825,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,10,3rze
Docking-44,5,500,1825,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,14,4mqs
Docking-44,5,500,1825,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,16,5cxv
Docking-44,5,500,1825,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,20,5va1
Docking-44,5,500,1825,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,21,6cm4
Docking-44,5,500,1825,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,29,7kwe
Docking-44,5,500,1825,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,34,8e9y
Docking-44,5,500,1825,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,38,8st0
Docking-44,5,500,1825,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,40,8xvk
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,1,1pbq
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,2,1xoq
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,11,4djh
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,14,4mqs
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,20,5va1
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,23,6kux
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,25,6pdj
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,27,6y1z
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,30,7ljd
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,33,7ym8
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,34,8e9y
Docking-44,5,500,1825,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,36,8fhs
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,7,3b66
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,10,3rze
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,14,4mqs
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,16,5cxv
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,20,5va1
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,21,6cm4
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,29,7kwe
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,33,7ym8
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,34,8e9y
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,38,8st0
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,40,8xvk
Docking-44,5,500,1825,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,41,8yn3
DOCKSTRING-58,1,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,1,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,1,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,1,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,1,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,1,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,1,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,1,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,48,EGFR
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,11,FGFR1
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,44,HSD11B1
DOCKSTRING-58,1,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,48,EGFR
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,11,FGFR1
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,44,HSD11B1
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,48,EGFR
DOCKSTRING-58,1,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,55,THRB
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,11,FGFR1
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,17,NOS1
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,52,MAPK14
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,13,HSP90AA1
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,44,HSD11B1
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,48,EGFR
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,55,THRB
DOCKSTRING-58,1,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,57,KDR
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,11,FGFR1
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,13,HSP90AA1
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,17,NOS1
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,25,CDK2
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,52,MAPK14
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,54,SRC
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,13,HSP90AA1
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,39,ACHE
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,44,HSD11B1
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,48,EGFR
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,55,THRB
DOCKSTRING-58,1,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,57,KDR
DOCKSTRING-58,2,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,2,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,2,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,55,THRB
DOCKSTRING-58,2,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,2,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,2,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,2,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,33,MMP13
DOCKSTRING-58,2,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,6,MAOB
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,24,AR
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,26,CSF1R
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,33,MMP13
DOCKSTRING-58,2,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,6,MAOB
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,17,NOS1
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,24,AR
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,26,CSF1R
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,8,DHFR
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,33,MMP13
DOCKSTRING-58,2,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,6,MAOB
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,13,HSP90AA1
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,17,NOS1
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,24,AR
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,26,CSF1R
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,8,DHFR
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,33,MMP13
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,39,ACHE
DOCKSTRING-58,2,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,55,THRB
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,6,MAOB
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,13,HSP90AA1
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,17,NOS1
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,24,AR
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,26,CSF1R
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,33,MMP13
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,51,MAPK1
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,1,ABL1
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,8,DHFR
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,33,MMP13
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,39,ACHE
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,44,HSD11B1
DOCKSTRING-58,2,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,55,THRB
DOCKSTRING-58,3,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,6,MAOB
DOCKSTRING-58,3,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,3,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,3,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,3,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,3,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,3,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,31,LCK
DOCKSTRING-58,3,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,6,MAOB
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,11,FGFR1
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,56,F2
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,28,NR3C1
