dataset,fold,pilot_ligands,evaluation_ligands,pilot_complete_rows,evaluation_complete_rows,pilot_evaluation_row_overlap,pilot_evaluation_group_overlap,panel_k,selector,target_index,target
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,31,LCK
DOCKSTRING-58,3,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,6,MAOB
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,11,FGFR1
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,49,F10
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,11,FGFR1
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,31,LCK
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,3,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,39,ACHE
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,6,MAOB
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,11,FGFR1
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,13,HSP90AA1
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,26,CSF1R
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,49,F10
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,11,FGFR1
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,31,LCK
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,39,ACHE
DOCKSTRING-58,3,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,44,HSD11B1
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,6,MAOB
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,11,FGFR1
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,13,HSP90AA1
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,17,NOS1
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,26,CSF1R
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,27,ESR1
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,49,F10
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,11,FGFR1
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,31,LCK
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,39,ACHE
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,44,HSD11B1
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,49,F10
DOCKSTRING-58,3,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,55,THRB
DOCKSTRING-58,4,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,4,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,40,BACE1
DOCKSTRING-58,4,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,4,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,4,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,7,CASP3
DOCKSTRING-58,4,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,4,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,4,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,25,CDK2
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,33,MMP13
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,7,CASP3
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,4,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,25,CDK2
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,33,MMP13
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,7,CASP3
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,4,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,57,KDR
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,25,CDK2
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,33,MMP13
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,52,MAPK14
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,7,CASP3
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,39,ACHE
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,44,HSD11B1
DOCKSTRING-58,4,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,57,KDR
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,9,ESR2
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,13,HSP90AA1
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,21,PTPN1
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,25,CDK2
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,26,CSF1R
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,33,MMP13
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,36,PPARG
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,7,CASP3
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,9,ESR2
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,11,FGFR1
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,39,ACHE
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,44,HSD11B1
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,55,THRB
DOCKSTRING-58,4,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,57,KDR
DOCKSTRING-58,5,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,5,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,25,CDK2
DOCKSTRING-58,5,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,5,500,3000,True,True,0,0,4,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,5,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,5,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,5,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,26,CSF1R
DOCKSTRING-58,5,500,3000,True,True,0,0,4,pilot_raw_correlation_pivoted_qr,27,ESR1
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,25,CDK2
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,28,NR3C1
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,33,MMP13
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,26,CSF1R
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,27,ESR1
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,5,500,3000,True,True,0,0,6,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,13,HSP90AA1
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,17,NOS1
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,25,CDK2
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,28,NR3C1
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,33,MMP13
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,11,FGFR1
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,26,CSF1R
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,27,ESR1
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,5,500,3000,True,True,0,0,8,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,7,CASP3
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,13,HSP90AA1
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,17,NOS1
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,25,CDK2
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,26,CSF1R
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,28,NR3C1
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,33,MMP13
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,11,FGFR1
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,12,HMGCR
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,26,CSF1R
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,27,ESR1
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,5,500,3000,True,True,0,0,10,pilot_raw_correlation_pivoted_qr,39,ACHE
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,2,ADAM17
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,13,HSP90AA1
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,17,NOS1
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,20,PGR
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,25,CDK2
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,26,CSF1R
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,28,NR3C1
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,31,LCK
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,41,CA2
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,43,CYP3A4
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,52,MAPK14
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_residual_r2_exact_kmedoids,57,KDR
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,6,MAOB
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,11,FGFR1
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,12,HMGCR
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,20,PGR
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,24,AR
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,26,CSF1R
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,27,ESR1
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,28,NR3C1
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,34,PTGS2
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,39,ACHE
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,44,HSD11B1
DOCKSTRING-58,5,500,3000,True,True,0,0,12,pilot_raw_correlation_pivoted_qr,55,THRB
