dataset,fold,pilot_ligands,panel_k,surface,selector,metric,higher_is_better,designed_value,random_median,designed_minus_random_median,fraction_random_panels_no_worse,selected_panel_pc1_value,ridge_minus_selected_pc1,descriptor_only_value,ridge_minus_descriptor_only,random_panels
Docking-44,1,500,4,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.18128817143998732,0.12217028005165792,0.0591178913883294,0.08,-0.0540565800890116,0.23534475152899892,0.09408635363418949,0.08720181780579783,50
Docking-44,1,500,6,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.7800064128865196,0.7300433741128727,0.04996303877364694,0.14,0.7180060438117947,0.06200036907472495,0.38384052719287265,0.39616588569364697,50
Docking-44,1,500,6,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.8147165236145675,0.7300433741128727,0.0846731495016948,0.0,0.5340969486258551,0.2806195749887124,0.38384052719287265,0.43087599642169483,50
Docking-44,1,500,6,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.23884626236135897,0.18762716918318484,0.051219093178174135,0.12,0.13908984194164897,0.09975642041971,0.09408635363418949,0.14475990872716948,50
Docking-44,1,500,6,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.23537899496567194,0.18762716918318484,0.0477518257824871,0.12,0.03927223484669373,0.1961067601189782,0.09408635363418949,0.14129264133148245,50
Docking-44,1,500,8,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.8045822119460362,0.7508313206492276,0.053750891296808545,0.14,0.7519863356757654,0.052595876270270736,0.38384052719287265,0.42074168475316354,50
Docking-44,1,500,8,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.8470501037348184,0.7508313206492276,0.09621878308559073,0.0,0.7019407083451951,0.1451093953896233,0.38384052719287265,0.4632095765419457,50
Docking-44,1,500,8,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.3109785076827256,0.24625934649737852,0.0647191611853471,0.0,0.20760996139551446,0.10336854628721115,0.09408635363418949,0.21689215404853612,50
Docking-44,1,500,8,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.2731931087054641,0.24625934649737852,0.026933762208085577,0.2,0.11297690500028956,0.16021620370517453,0.09408635363418949,0.1791067550712746,50
Docking-44,1,500,10,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.8221460957764158,0.7688630718142517,0.05328302396216411,0.14,0.7758850626818715,0.046261033094544324,0.38384052719287265,0.4383055685835432,50
Docking-44,1,500,10,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.8693190229159742,0.7688630718142517,0.10045595110172245,0.0,0.7601331739014581,0.10918584901451611,0.38384052719287265,0.48547849572310153,50
Docking-44,1,500,10,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.34899435212359253,0.29848316008859227,0.05051119203500026,0.06,0.2496817710153394,0.09931258110825314,0.09408635363418949,0.25490799848940304,50
Docking-44,1,500,10,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.3193421685743092,0.29848316008859227,0.020859008485716923,0.26,0.16109199675879704,0.15825017181551215,0.09408635363418949,0.2252558149401197,50
Docking-44,1,500,12,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.8349513618033307,0.8240040497275001,0.010947312075830662,0.28,0.7886012133816345,0.04635014842169627,0.38384052719287265,0.4511108346104581,50
Docking-44,1,500,12,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.8858833520262489,0.8240040497275001,0.06187930229874883,0.0,0.8165959070588921,0.06928744496735684,0.38384052719287265,0.5020428248333763,50
Docking-44,1,500,12,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.398104450234531,0.372923567948327,0.02518088228620402,0.12,0.2981451416161265,0.09995930861840452,0.09408635363418949,0.3040180966003415,50
Docking-44,1,500,12,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.3772280102719634,0.372923567948327,0.004304442323636415,0.44,0.23666429001519007,0.14056372025677333,0.09408635363418949,0.2831416566377739,50
Docking-44,2,500,4,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.896174365260019,0.8813622427142506,0.014812122545768469,0.1,0.8685415070803368,0.027632858179682196,0.7800622163801512,0.11611214887986787,50
Docking-44,2,500,4,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.8930646457715893,0.8813622427142506,0.011702403057338717,0.18,0.7988764417955919,0.09418820397599736,0.7800622163801512,0.11300242939143812,50
Docking-44,2,500,4,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.2861262765610917,0.25358658257835764,0.03253969398273404,0.1,0.2139561811478602,0.0721700954132315,0.2344657097716284,0.05166056678946329,50
Docking-44,2,500,4,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.2810453498864979,0.25358658257835764,0.02745876730814023,0.16,0.17517014570621792,0.10587520418027996,0.2344657097716284,0.04657964011486948,50
Docking-44,2,500,6,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9103150022143036,0.8953395084647511,0.014975493749552538,0.08,0.8919389151115966,0.018376087102706995,0.7800622163801512,0.13025278583415245,50
Docking-44,2,500,6,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9112191815643477,0.8953395084647511,0.015879673099596592,0.04,0.846980089735396,0.06423909182895171,0.7800622163801512,0.1311569651841965,50
Docking-44,2,500,6,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.3455532219232148,0.31022908633117735,0.03532413559203745,0.0,0.2656436192594217,0.0799096026637931,0.2344657097716284,0.11108751215158641,50
Docking-44,2,500,6,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.3165734149463547,0.31022908633117735,0.006344328615177364,0.46,0.21500180396087065,0.10157161098548406,0.2344657097716284,0.08210770517472632,50
Docking-44,2,500,8,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9183451429745196,0.9039985481930528,0.014346594781466826,0.1,0.9013046611400888,0.017040481834430854,0.7800622163801512,0.13828292659436847,50
Docking-44,2,500,8,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9271872765444098,0.9039985481930528,0.02318872835135699,0.0,0.8817910669668111,0.04539620957759871,0.7800622163801512,0.14712506016425864,50
Docking-44,2,500,8,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.39443857694853046,0.3586700297230971,0.03576854722543338,0.0,0.30731500707794734,0.08712356987058312,0.2344657097716284,0.15997286717690207,50
Docking-44,2,500,8,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.3651513249617885,0.3586700297230971,0.006481295238691398,0.36,0.2640827561120417,0.1010685688497468,0.2344657097716284,0.1306856151901601,50
Docking-44,2,500,10,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9255760837526082,0.9159098577731658,0.009666225979442444,0.22,0.9102116303124215,0.015364453440186776,0.7800622163801512,0.14551386737245708,50
Docking-44,2,500,10,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9400376586182008,0.9159098577731658,0.024127800845034963,0.0,0.9116677237547255,0.028369934863475277,0.7800622163801512,0.1599754422380496,50
Docking-44,2,500,10,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.4405068527370437,0.4133173330114288,0.027189519725614897,0.04,0.3535522912407074,0.08695456149633629,0.2344657097716284,0.2060411429654153,50
Docking-44,2,500,10,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.412828178010996,0.4133173330114288,-0.0004891550004327838,0.52,0.31421538174864927,0.09861279626234676,0.2344657097716284,0.17836246823936763,50
Docking-44,2,500,12,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9323378550216387,0.9277565190101948,0.004581336011443837,0.24,0.9165863670914596,0.01575148793017911,0.7800622163801512,0.15227563864148752,50
Docking-44,2,500,12,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9508025974392773,0.9277565190101948,0.02304607842908246,0.0,0.9274271028442151,0.023375494595062163,0.7800622163801512,0.17074038105912615,50
Docking-44,2,500,12,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.48570174321039516,0.4628827279901543,0.02281901522024088,0.02,0.39460655799979605,0.09109518521059912,0.2344657097716284,0.25123603343876677,50
Docking-44,2,500,12,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.47356299073156904,0.4628827279901543,0.010680262741414759,0.16,0.37005688125658653,0.10350610947498251,0.2344657097716284,0.23909728095994065,50
Docking-44,3,500,4,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.8915178410691186,0.8842491342088167,0.007268706860301899,0.2,0.8748131373397108,0.0167047037294078,0.7968197312509961,0.09469810981812243,50
Docking-44,3,500,4,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.8974144871494043,0.8842491342088167,0.013165352940587627,0.1,0.7125353067651456,0.18487918038425866,0.7968197312509961,0.10059475589840816,50
Docking-44,3,500,4,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.2894581445562777,0.2570694027241003,0.03238874183217744,0.2,0.22101018270847306,0.06844796184780466,0.2229211980110758,0.06653694654520192,50
Docking-44,3,500,4,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.28848385515992436,0.2570694027241003,0.03141445243582408,0.2,0.12009897510092526,0.1683848800589991,0.2229211980110758,0.06556265714884857,50
Docking-44,3,500,6,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9112476232124538,0.8980908458597741,0.013156777352679727,0.12,0.8940744719607138,0.017173151251740015,0.7968197312509961,0.11442789196145764,50
Docking-44,3,500,6,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9120165441854662,0.8980908458597741,0.013925698325692126,0.08,0.8436677666718144,0.06834877751365176,0.7968197312509961,0.11519681293447004,50
Docking-44,3,500,6,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.3376166294134002,0.3111570740614314,0.02645955535196881,0.18,0.2625324035354192,0.07508422587798103,0.2229211980110758,0.11469543140232441,50
Docking-44,3,500,6,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.3133928466181203,0.3111570740614314,0.0022357725566888864,0.48,0.19472043694184804,0.11867240967627224,0.2229211980110758,0.09047164860704449,50
Docking-44,3,500,8,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9264607752235934,0.9063972040589326,0.020063571164660732,0.0,0.9102907796360877,0.016169995587505648,0.7968197312509961,0.12964104397259724,50
Docking-44,3,500,8,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9343376761675419,0.9063972040589326,0.027940472108609282,0.0,0.8958815433769501,0.03845613279059179,0.7968197312509961,0.1375179449165458,50
Docking-44,3,500,8,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.3993584145332941,0.3658624975086758,0.03349591702461835,0.04,0.31219498058443373,0.08716343394886039,0.2229211980110758,0.17643721652221833,50
Docking-44,3,500,8,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.38568354019824325,0.3658624975086758,0.01982104268956747,0.14,0.2749006755137504,0.11078286468449283,0.2229211980110758,0.16276234218716745,50
Docking-44,3,500,10,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9318387555764912,0.9174954228094343,0.014343332767056904,0.06,0.9169684113060954,0.014870344270395797,0.7968197312509961,0.13501902432549506,50
Docking-44,3,500,10,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9428041913844444,0.9174954228094343,0.025308768575010077,0.0,0.9151441188006948,0.027660072583749584,0.7968197312509961,0.14598446013344824,50
Docking-44,3,500,10,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.4426019149724104,0.4166627289336666,0.02593918603874379,0.0,0.354866481733483,0.08773543323892741,0.2229211980110758,0.21968071696133462,50
Docking-44,3,500,10,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.4309314244168915,0.4166627289336666,0.014268695483224847,0.18,0.3246704656585855,0.10626095875830599,0.2229211980110758,0.20801022640581568,50
Docking-44,3,500,12,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9367516643741397,0.9247695703685663,0.011982094005573374,0.06,0.9214915694456123,0.015260094928527423,0.7968197312509961,0.13993193312314356,50
Docking-44,3,500,12,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9498370208342767,0.9247695703685663,0.02506745046571035,0.0,0.92814363629561,0.02169338453866665,0.7968197312509961,0.15301728958328054,50
Docking-44,3,500,12,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.48316750210328363,0.45811633117015244,0.025051170933131195,0.06,0.39355704694335036,0.08961045515993327,0.2229211980110758,0.26024630409220784,50
Docking-44,3,500,12,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.4748326804295978,0.45811633117015244,0.016716349259445373,0.12,0.36835408048180873,0.10647859994778908,0.2229211980110758,0.251911482418522,50
Docking-44,4,500,4,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.8944338168698245,0.8870776589972962,0.007356157872528302,0.2,0.8824464113443835,0.011987405525440975,0.8181579785968912,0.07627583827293327,50
Docking-44,4,500,4,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.900105436444486,0.8870776589972962,0.013027777447189859,0.12,0.6849248338516988,0.21518060259278726,0.8181579785968912,0.08194745784759483,50
Docking-44,4,500,4,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.3034480032609641,0.26012222216959574,0.043325781091368365,0.12,0.2388442878969388,0.06460371536402532,0.23288446228428028,0.07056354097668383,50
Docking-44,4,500,4,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.30190264084703156,0.26012222216959574,0.041780418677435815,0.12,0.10134830484753432,0.20055433599949724,0.23288446228428028,0.06901817856275128,50
Docking-44,4,500,6,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.910581795841531,0.9003530526251264,0.010228743216404546,0.32,0.8985709303211035,0.012010865520427516,0.8181579785968912,0.09242381724463977,50
Docking-44,4,500,6,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.915538590943391,0.9003530526251264,0.015185538318264524,0.06,0.8361979236577934,0.07934066728559752,0.8181579785968912,0.09738061234649975,50
Docking-44,4,500,6,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.3419415204439856,0.3127648667178704,0.02917665372611522,0.22,0.27307618461789473,0.06886533582609089,0.23288446228428028,0.10905705815970534,50
Docking-44,4,500,6,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.33607939554561805,0.3127648667178704,0.02331452882774765,0.32,0.2092087996629185,0.12687059588269956,0.23288446228428028,0.10319493326133777,50
Docking-44,4,500,8,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.920042259196718,0.9109214542650013,0.009120804931716742,0.3,0.9082038765912543,0.01183838260546366,0.8181579785968912,0.1018842805998268,50
Docking-44,4,500,8,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9305211776180686,0.9109214542650013,0.019599723353067366,0.0,0.8860677043008734,0.04445347331719518,0.8181579785968912,0.11236319902117742,50
Docking-44,4,500,8,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.39147564752493824,0.3755118852456567,0.015963762279281535,0.16,0.31729088273560613,0.07418476478933211,0.23288446228428028,0.15859118524065796,50
Docking-44,4,500,8,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.37278762918408237,0.3755118852456567,-0.002724256061574337,0.54,0.26336511173340993,0.10942251745067244,0.23288446228428028,0.1399031668998021,50
Docking-44,4,500,10,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9296760708103049,0.9232026191417707,0.006473451668534191,0.16,0.9154725600610985,0.01420351074920645,0.8181579785968912,0.11151809221341369,50
Docking-44,4,500,10,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9436944303949534,0.9232026191417707,0.020491811253182668,0.0,0.9139345921985755,0.02975983819637784,0.8181579785968912,0.12553645179806217,50
Docking-44,4,500,10,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.4411432171502121,0.42306910794907826,0.018074109201133837,0.08,0.3584948302466866,0.0826483869035255,0.23288446228428028,0.20825875486593182,50
Docking-44,4,500,10,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.42389844608996596,0.42306910794907826,0.0008293381408877032,0.46,0.32033927475754265,0.10355917133242332,0.23288446228428028,0.19101398380568568,50
Docking-44,4,500,12,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9354878868968897,0.9287885574254383,0.006699329471451354,0.3,0.9217681185582245,0.013719768338665173,0.8181579785968912,0.11732990829999845,50
Docking-44,4,500,12,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9523447335546037,0.9287885574254383,0.023556176129165385,0.0,0.9294842270357421,0.022860506518861623,0.8181579785968912,0.13418675495771248,50
Docking-44,4,500,12,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.4907723163531348,0.46657822066126176,0.02419409569187303,0.08,0.40575327098067737,0.08501904537245741,0.23288446228428028,0.2578878540688545,50
Docking-44,4,500,12,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.47406736884959544,0.46657822066126176,0.007489148188333683,0.34,0.36751733222608474,0.1065500366235107,0.23288446228428028,0.24118290656531516,50
Docking-44,5,500,4,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.8838831262077231,0.8795284754112012,0.004354650796521975,0.32,0.8614072352838318,0.02247589092389135,0.7822363588312613,0.10164676737646183,50
Docking-44,5,500,4,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.8502015742601302,0.8795284754112012,-0.02932690115107095,1.0,0.6570547023380453,0.1931468719220849,0.7822363588312613,0.06796521542886891,50
Docking-44,5,500,4,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.2665947465287598,0.25440505847694606,0.012189688051813752,0.24,0.19562121644224495,0.07097353008651486,0.22023848878865004,0.04635625774010976,50
Docking-44,5,500,4,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.270553633811612,0.25440505847694606,0.01614857533466596,0.22,0.12221721933269225,0.14833641447891976,0.22023848878865004,0.05031514502296197,50
Docking-44,5,500,6,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.907480208955683,0.8935758384847201,0.013904370470962935,0.06,0.8900732260642604,0.017406982891422618,0.7822363588312613,0.12524385012442174,50
Docking-44,5,500,6,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.8949823893453038,0.8935758384847201,0.0014065508605837218,0.4,0.8250011228279652,0.0699812665173386,0.7822363588312613,0.11274603051404253,50
Docking-44,5,500,6,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.33675299203455666,0.30628593105225976,0.0304670609822969,0.1,0.25220121063126844,0.08455178140328823,0.22023848878865004,0.11651450324590662,50
Docking-44,5,500,6,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.30908221399945746,0.30628593105225976,0.0027962829471976924,0.42,0.1958411599225608,0.11324105407689666,0.22023848878865004,0.08884372521080741,50
Docking-44,5,500,8,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9171667044674781,0.9033495235279838,0.013817180939494245,0.1,0.9017505690883582,0.0154161353791199,0.7822363588312613,0.13493034563621675,50
Docking-44,5,500,8,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9194985898542168,0.9033495235279838,0.01614906632623303,0.06,0.8668922043043605,0.052606385549856305,0.7822363588312613,0.13726223102295554,50
Docking-44,5,500,8,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.38472124675757513,0.36543435426519133,0.0192868924923838,0.1,0.29586123157145594,0.08886001518611919,0.22023848878865004,0.1644827579689251,50
Docking-44,5,500,8,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.35804063946305786,0.36543435426519133,-0.0073937148021334664,0.64,0.24722342673220976,0.1108172127308481,0.22023848878865004,0.13780215067440782,50
Docking-44,5,500,10,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9272597668892749,0.9103999167928862,0.016859850096388684,0.02,0.9113229397948591,0.015936827094415795,0.7822363588312613,0.14502340805801361,50
Docking-44,5,500,10,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9416176150181897,0.9103999167928862,0.031217698225303514,0.0,0.9061601976748013,0.035457417343388475,0.7822363588312613,0.15938125618692844,50
Docking-44,5,500,10,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.4488135873995216,0.4113000040819306,0.03751358331759097,0.0,0.35391965088208,0.0948939365174416,0.22023848878865004,0.22857509861087155,50
Docking-44,5,500,10,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.4233116620635068,0.4113000040819306,0.012011657981576163,0.22,0.30286379567119504,0.12044786639231175,0.22023848878865004,0.20307317327485674,50
Docking-44,5,500,12,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.9311771457648672,0.9260946173613871,0.005082528403480113,0.28,0.9154962755105556,0.01568087025431164,0.7822363588312613,0.1489407869336059,50
Docking-44,5,500,12,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.9488095009908527,0.9260946173613871,0.02271488362946561,0.0,0.9222651896857389,0.02654431130511381,0.7822363588312613,0.1665731421595914,50
Docking-44,5,500,12,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.4938370487966889,0.4616783088093363,0.03215873998735258,0.02,0.4005488379574107,0.09328821083927819,0.22023848878865004,0.27359856000803884,50
Docking-44,5,500,12,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.4682446205648275,0.4616783088093363,0.0065663117554912165,0.3,0.3519699710092762,0.11627464955555133,0.22023848878865004,0.24800613177617747,50
