dataset,fold,pilot_ligands,panel_k,surface,selector,metric,higher_is_better,designed_value,random_median,designed_minus_random_median,fraction_random_panels_no_worse,selected_panel_pc1_value,ridge_minus_selected_pc1,descriptor_only_value,ridge_minus_descriptor_only,random_panels
DOCKSTRING-58,5,500,8,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.737457014018691,0.708824666714017,0.02863234730467401,0.02,0.679590131287261,0.057866882731430036,0.4494391534081347,0.28801786061055634,50
DOCKSTRING-58,5,500,8,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.6952995043562646,0.708824666714017,-0.013525162357752363,0.88,0.4396861993811587,0.2556133049751059,0.4494391534081347,0.24586035094812997,50
DOCKSTRING-58,5,500,8,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.31853668991700523,0.28261659250238635,0.03592009741461888,0.02,0.18386033829839132,0.1346763516186139,0.15801095386512265,0.16052573605188258,50
DOCKSTRING-58,5,500,8,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.27771661314063245,0.28261659250238635,-0.004899979361753903,0.64,0.11690707626500274,0.1608095368756297,0.15801095386512265,0.1197056592755098,50
DOCKSTRING-58,5,500,10,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.7512694660428292,0.7358411585054698,0.015428307537359354,0.0,0.6936288117560676,0.05764065428676157,0.4494391534081347,0.3018303126346945,50
DOCKSTRING-58,5,500,10,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.744677263890646,0.7358411585054698,0.008836105385176207,0.2,0.5803389444200586,0.1643383194705874,0.4494391534081347,0.29523811048251136,50
DOCKSTRING-58,5,500,10,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.35062485115543596,0.3270799633636861,0.023544887791749847,0.04,0.21789963011309488,0.13272522104234108,0.15801095386512265,0.1926138972903133,50
DOCKSTRING-58,5,500,10,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.32407811795676633,0.3270799633636861,-0.0030018454069197786,0.56,0.16104798372885032,0.163030134227916,0.15801095386512265,0.16606716409164368,50
DOCKSTRING-58,5,500,12,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.769061334362752,0.7549558150833136,0.014105519279438483,0.12,0.7061646912306003,0.06289664313215171,0.4494391534081347,0.31962218095461736,50
DOCKSTRING-58,5,500,12,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.7643054557269927,0.7549558150833136,0.009349640643679158,0.22,0.5733106118179999,0.1909948439089928,0.4494391534081347,0.31486630231885804,50
DOCKSTRING-58,5,500,12,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.39061071490996113,0.3648870361412096,0.025723678768751534,0.0,0.2474571401480854,0.14315357476187573,0.15801095386512265,0.23259976104483848,50
DOCKSTRING-58,5,500,12,raw_row_centered_residual,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.3523273654457293,0.3648870361412096,-0.012559670695480307,0.8,0.1848728843735976,0.16745448107213168,0.15801095386512265,0.19431641158060664,50
Docking-44,1,500,4,raw,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.7258850561098482,0.6851414095855239,0.04074364652432427,0.24,0.64654091390663,0.07934414220321817,0.38384052719287265,0.34204452891697557,50
Docking-44,1,500,4,raw,pilot_raw_correlation_pivoted_qr,full_profile_variance_weighted_r2,True,0.7544798298358996,0.6851414095855239,0.06933842025037562,0.1,0.26469174868211465,0.4897880811537849,0.38384052719287265,0.3706393026430269,50
Docking-44,1,500,4,raw_row_centered_residual,pilot_residual_r2_exact_kmedoids,full_profile_variance_weighted_r2,True,0.16493151691424968,0.12217028005165792,0.042761236862591756,0.18,0.08264361138320842,0.08228790553104126,0.09408635363418949,0.07084516328006019,50
