dataset,pilot_ligands,panel_k,selector,predictor,surface,records,folds,full_profile_variance_weighted_r2_median,full_profile_variance_weighted_r2_minimum,full_profile_variance_weighted_r2_maximum,full_profile_pooled_rmse_median,full_profile_pooled_rmse_minimum,full_profile_pooled_rmse_maximum,full_profile_median_target_pearson_median,full_profile_median_target_pearson_minimum,full_profile_median_target_pearson_maximum,full_profile_median_ligand_profile_pearson_median,full_profile_median_ligand_profile_pearson_minimum,full_profile_median_ligand_profile_pearson_maximum,omitted_only_variance_weighted_r2_median,omitted_only_variance_weighted_r2_minimum,omitted_only_variance_weighted_r2_maximum,omitted_only_pooled_rmse_median,omitted_only_pooled_rmse_minimum,omitted_only_pooled_rmse_maximum,omitted_only_median_target_pearson_median,omitted_only_median_target_pearson_minimum,omitted_only_median_target_pearson_maximum,omitted_only_median_ligand_profile_pearson_median,omitted_only_median_ligand_profile_pearson_minimum,omitted_only_median_ligand_profile_pearson_maximum
DOCKSTRING-58,500,8,pilot_residual_r2_exact_kmedoids,selected_target_pc1,raw,5,5,0.6833418146283767,0.6473616161591389,0.7097726912472657,0.5643205242442553,0.5455265379906409,0.5956562825943964,0.8459132263872515,0.8023284120805066,0.8644306154120578,0.4861933076656292,0.4695150698468915,0.49990794790553184,0.6316704285357475,0.5836569373937464,0.6656080156892794,0.6077918054207714,0.5875500627490247,0.6415414500351816,0.8372920431929287,0.7912723568202854,0.8512176261844563,0.31050242407345596,0.22356059848268545,0.32360586747821396
DOCKSTRING-58,500,8,pilot_residual_r2_exact_kmedoids,selected_target_pc1,raw_row_centered_residual,5,5,0.18107668407472732,0.16762968485547236,0.187170912645662,0.9079781752354683,0.8981005904789469,0.915093707736114,0.2657039537904645,0.24600899225795786,0.3069317877641081,0.40801469915588473,0.40186978975051124,0.422653401439947,0.06541099421396612,0.05573790151175839,0.07347429507946024,0.9715769815339645,0.960542920628325,0.974765795773543,0.23595370125545861,0.2079695170253288,0.2770272498742653,0.24100906753725315,0.215398901648038,0.2498922668293977
DOCKSTRING-58,500,10,fixed_random_panel,multivariate_ridge_gcv,raw,250,5,0.7410443839188953,0.6843685105180223,0.78528469312954,0.5150851519018558,0.465847405315662,0.5659864255330805,0.8702241253933534,0.8504338797321161,0.8988494765037105,0.6081092186927983,0.524182154447723,0.6618786061290205,0.6868244321735486,0.6187996847542775,0.7414915749515483,0.5662033166033418,0.5120791095353621,0.6221561427388255,0.8543115236675127,0.8305913405605532,0.8886845763237342,0.5064677480558178,0.44044147040687487,0.5530621084385643
DOCKSTRING-58,500,10,fixed_random_panel,multivariate_ridge_gcv,raw_row_centered_residual,250,5,0.3261275713796353,0.2620675842248651,0.35931134034474976,0.8219722955601338,0.7945763412458323,0.8633789620971911,0.46911643419940013,0.3690171292867449,0.5194634384713022,0.5711644470685211,0.5135387334440749,0.6051410563255146,0.2001762533089197,0.13872279018766542,0.23730459448725538,0.8950947962482507,0.8661439120899692,0.9342762837677415,0.42289578285198903,0.339808905048723,0.4813544657117679,0.4544338414965531,0.38919261908028774,0.48605916958571255
DOCKSTRING-58,500,10,pilot_raw_correlation_pivoted_qr,multivariate_ridge_gcv,raw,5,5,0.744677263890646,0.7386052652364077,0.7701291932131218,0.5081330308534479,0.4696772330239425,0.5241665807588206,0.8461230735431524,0.8338591395854119,0.8603981033096683,0.6903672833861829,0.6792101316272863,0.7006692985520072,0.6897066662996916,0.6751049757061659,0.7248150387627843,0.5585612520233353,0.5162890176300551,0.5761860061049225,0.8351396203708875,0.8217267262048409,0.8585490266784623,0.4318525531503168,0.40543883941547165,0.4547326603916746
DOCKSTRING-58,500,10,pilot_raw_correlation_pivoted_qr,multivariate_ridge_gcv,raw_row_centered_residual,5,5,0.32417404995102983,0.3217313769919926,0.3265352964738526,0.8260534336690556,0.8123702189818559,0.8263069793455025,0.4775811266164189,0.46090880872481244,0.4792739836902036,0.5720094969572047,0.5669771699100792,0.5786926143309457,0.20149011627345803,0.19946949972449424,0.20399266569158225,0.8971470352499029,0.883274448457336,0.8994736338191811,0.43169906675970304,0.41411717598333964,0.44935529422738596,0.4336508515395182,0.4265686981210549,0.439058233605175
DOCKSTRING-58,500,10,pilot_raw_correlation_pivoted_qr,selected_target_pc1,raw,5,5,0.566504793887803,0.47476538067538476,0.5803389444200586,0.6992700973216958,0.6438897767976772,0.7059514177648694,0.7188017369166431,0.622967747603449,0.7209902563432651,0.5461050722877772,0.5300627163404501,0.5623754496941299,0.47936921863165605,0.3471708044931838,0.4899865560569642,0.7686671744335701,0.707790791102625,0.7760115635704858,0.7057679842159945,0.6075525790687573,0.7105895935545796,0.06901744168267099,0.06469989125227907,0.11460130705669636
DOCKSTRING-58,500,10,pilot_raw_correlation_pivoted_qr,selected_target_pc1,raw_row_centered_residual,5,5,0.1570383297207657,0.14538592727275235,0.16104798372885032,0.9205804101095953,0.9112052209898654,0.927240296828854,0.26963377895333307,0.23928193314803795,0.313156162950905,0.3878822408094107,0.37794712108639533,0.39864616194566305,0.046121771798648736,0.038346663904563316,0.05052628758352529,0.9800787807983637,0.9684127709927111,0.9839862688434836,0.23193373162001085,0.19338248350541865,0.23997045217806912,0.1657309309515507,0.14258737876380057,0.17665378097507672
DOCKSTRING-58,500,10,pilot_residual_r2_exact_kmedoids,multivariate_ridge_gcv,raw,5,5,0.7570444782112971,0.7462197454340311,0.7752968192671468,0.4957089344186185,0.46278577952634997,0.5193618306594283,0.8733400065223826,0.8686915497431962,0.8906838389613251,0.6516978354770628,0.6379691450055636,0.6614252791326829,0.7052113773136167,0.6884259334466538,0.7308391334875531,0.5449041613826395,0.5087136413798422,0.570904422212082,0.8596665691384482,0.8515387605504202,0.8692233642490299,0.5342379654029836,0.49656220267401907,0.5421199407212896
DOCKSTRING-58,500,10,pilot_residual_r2_exact_kmedoids,multivariate_ridge_gcv,raw_row_centered_residual,5,5,0.34925033434364317,0.34261374942136824,0.35062485115543596,0.8112929681453983,0.7980748417215406,0.8132378538182128,0.49930556783435487,0.49406960777554143,0.5018039655301296,0.5936939929261489,0.5872784487901783,0.5996143867207637,0.2281955097485715,0.22003705594197298,0.23104097885619246,0.8820794871149646,0.8691607164357317,0.8856602244354855,0.4607124705246377,0.45145769126480734,0.4801751281748576,0.47647579330160567,0.4719271984560468,0.48670035560412406
DOCKSTRING-58,500,10,pilot_residual_r2_exact_kmedoids,selected_target_pc1,raw,5,5,0.6988114365469094,0.6843149336374315,0.7236761754701535,0.5503636281375789,0.516152588993993,0.5737176014118546,0.8572472199109911,0.8284589631853377,0.8727037141187513,0.5181150705698518,0.5034223255077928,0.53050065946674,0.6345546660740458,0.6124234328436278,0.6690053082207548,0.6049829051347242,0.5673766884615712,0.6306545772358068,0.8425624674540778,0.8220736648601878,0.8574221977623515,0.32214774405562785,0.24742266054546336,0.33671832231553966
DOCKSTRING-58,500,10,pilot_residual_r2_exact_kmedoids,selected_target_pc1,raw_row_centered_residual,5,5,0.2146285481106991,0.2092605185427504,0.21815678596565125,0.8888416839147505,0.8802646998683167,0.891576683041807,0.2816078274163619,0.2502250513071234,0.30824664526059564,0.45070320372492756,0.4490220268618731,0.4636791229256599,0.06935348878168346,0.06131000134874576,0.0731274610437963,0.9681496967891585,0.959602815268417,0.9709049209919469,0.253525055016256,0.22074882948271818,0.2762367299815976,0.24303635881901903,0.22059986343053528,0.2553604702316737
DOCKSTRING-58,500,12,fixed_random_panel,multivariate_ridge_gcv,raw,250,5,0.757419333600398,0.7053971309047891,0.8032940843340663,0.49675199423285066,0.4440379563479405,0.5596521381381625,0.8790795077109035,0.854056555864229,0.906692292357043,0.6384120857280006,0.5599401387567621,0.6970702868070053,0.694010657127512,0.6306474787509838,0.7521359763270345,0.5577951068991704,0.49860333165021686,0.6284247025544835,0.8580496947981071,0.8336013730052895,0.8878272907327852,0.5193931550408796,0.45809649207664027,0.5572943526592039
DOCKSTRING-58,500,12,fixed_random_panel,multivariate_ridge_gcv,raw_row_centered_residual,250,5,0.36390055246502007,0.30858300874663736,0.3902395932526115,0.7990379914338858,0.774603928216368,0.8341969312427329,0.49893629877445433,0.4150060523094543,0.5602632210306976,0.6043179515421944,0.5593078657866088,0.6278330679688308,0.2134326651622055,0.15956065832529165,0.24205178292868745,0.8885474357002687,0.8638963656207642,0.9227418414195756,0.4435695136085852,0.37152079939817484,0.5009991366181714,0.4680481404671031,0.4232507363409279,0.49891625683389895
DOCKSTRING-58,500,12,pilot_raw_correlation_pivoted_qr,multivariate_ridge_gcv,raw,5,5,0.7669365345095539,0.7643054557269927,0.7886654639312826,0.48413623262839645,0.44583817293902206,0.4977234997450614,0.8533939920980879,0.8473782789166722,0.8742537730694311,0.7182473468981576,0.711225596198892,0.7303363433206467,0.7045667038195462,0.6932440935070241,0.735217139433566,0.5436290639351388,0.5006247669288304,0.5588859953653026,0.8417815226743647,0.8348074609698866,0.8606912900721384,0.4026474618170975,0.3818879071143335,0.4130408673094284
