ligand_id,target,rfscore,smina_vina,orig_vina
6955,5va1,5.282150559884564,-4.77888346,-4.0
8587,5va1,7.049161762182266,-6.55098104,-5.7
13089,5va1,,-5.79677963,-5.7
8652,5va1,6.266075888500388,-5.58386135,-4.7
12840,5va1,4.175379645521139,-6.35212183,-6.2
14079,5va1,6.0323439999445,-6.97697353,-6.4
428,5va1,6.640115708957705,-5.41745329,-4.1
15096,5va1,5.9522291139971175,-6.60040188,-5.4
1155,5va1,5.503025485334923,-6.33051968,-5.5
12216,5va1,,-5.87730837,-4.5
4344,5va1,5.916223968586971,-8.2205162,-5.6
4155,6x3x,3.5030625507825546,-1.14765418,-1.2
847,6x3x,4.6445782335442365,-3.86600327,-4.1
15650,6x3x,5.818484446053941,-5.77071524,-5.4
969,6x3x,4.029202360250861,-6.37440157,-6.7
2196,6x3x,4.732707774558775,-4.40436888,-5.3
7033,6x3x,4.779685600399599,-6.69759321,-6.7
945,6x3x,5.584088490786989,-6.29244089,-7.4
15715,6x3x,5.7518692914307925,-5.860466,-6.3
5041,6x3x,5.220641165667663,-5.81950235,-8.1
9141,6x3x,4.8316857162282165,-6.68294954,-7.5
2787,6x3x,5.5877247186147185,-4.94903326,-5.0
2472,6x3x,,-6.14037704,-7.1
5753,6x3x,5.7613963705183675,-4.59961796,-4.8
3470,6x3x,6.2901626858141855,-5.61285543,-7.5
9099,6x3x,5.05482170612721,-6.59448576,-6.8
10838,6x3x,5.266951165445662,-5.36599016,-5.6
10372,6x3x,5.5015247012987025,-6.44809341,-7.8
8747,6x3x,6.157244821678322,-6.24703598,-8.8
6061,6x3x,6.018903542402039,-5.46036005,-7.1
6204,6x3x,4.782240212343216,-5.27734089,-7.4
5562,6x3x,5.556064971139975,-7.27443314,-9.4
49,6x3x,5.617600121933623,-6.18715954,-8.3
5799,6x3x,7.00999598057498,-5.86466646,-7.6
3827,6x3x,5.694869905261407,-6.07486534,-7.8
11420,6x3x,5.825651878066382,-4.71617889,-7.9
3596,6x3x,5.954670478132974,-6.57950068,-8.6
9428,6x3x,6.469130379120879,-7.58129835,-8.6
10991,6x3x,6.054610306415804,-4.75752258,-4.9
14663,6x3x,7.132766906038406,-7.6506052,-9.8
11990,6x3x,6.3556155285270215,-6.28266764,-7.6
3353,6x3x,6.284707421744913,-7.52075577,-8.0
3496,6x3x,,-4.90202856,-6.2
2461,6x3x,5.142716786269289,-4.19805622,-5.2
13116,6x3x,,-5.82651377,-6.9
13670,6x3x,6.411990478465978,-6.76629019,-8.6
9550,6x3x,6.5403391786546825,-5.65224028,-6.4
8215,6x3x,6.693545742424245,-6.71824694,-9.7
6955,6x3x,6.227568256854258,-6.09064817,-8.2
8587,6x3x,6.897043793706298,-8.57936382,-10.9
13089,6x3x,,-6.8156147,-9.4
8652,6x3x,7.222650936729939,-6.19202805,-7.7
12840,6x3x,4.668160729326226,-6.36627102,-7.4
14079,6x3x,6.709584786047278,-7.43082952,-8.5
428,6x3x,7.143762299422805,-7.26660681,-7.7
15096,6x3x,6.710671241924743,-6.93316126,-8.1
1155,6x3x,6.334384512876009,-8.02697563,-6.7
12216,6x3x,,-6.70678473,-6.6
4344,6x3x,6.147937498223999,-9.02700138,-9.1
4155,8fhs,3.5359709493839526,-1.06079078,-1.1
847,8fhs,4.462773611610616,-2.97714257,-3.0
15650,8fhs,5.584858719780221,-5.65433168,-5.0
969,8fhs,4.558602334998337,-4.91217327,-4.7
2196,8fhs,4.339874806193801,-4.07763338,-4.0
7033,8fhs,4.7406989646464615,-5.43313599,-5.2
945,8fhs,5.440436355699856,-6.0724473,-5.5
15715,8fhs,6.032996913031417,-5.41828966,-5.3
5041,8fhs,5.008808217893219,-6.72770119,-6.5
9141,8fhs,4.992180726495723,-7.13998222,-6.8
2787,8fhs,5.16102188095238,-4.05617476,-3.9
2472,8fhs,,-6.15701342,-5.8
5753,8fhs,5.777404748140742,-4.55250597,-4.3
3470,8fhs,6.032032137806643,-6.15033102,-5.3
9099,8fhs,5.6750087352092295,-6.54408884,-6.6
10838,8fhs,5.635116435231443,-4.39925671,-4.2
10372,8fhs,5.4909744244089325,-6.38454056,-6.1
8747,8fhs,5.894356610778111,-7.47015858,-7.2
6061,8fhs,5.913095055833059,-6.21790361,-6.4
6204,8fhs,6.813800072760574,-6.36011314,-5.9
5562,8fhs,5.651415129635075,-7.34040308,-7.0
49,8fhs,5.673481197635695,-7.79606724,-8.0
5799,8fhs,6.940036302974801,-6.61946964,-6.2
3827,8fhs,6.443506476356977,-7.70060587,-6.9
11420,8fhs,6.636498849428349,-6.13453197,-6.1
3596,8fhs,5.9902648520368444,-6.49494457,-6.6
9428,8fhs,6.501002072538571,-7.03234959,-6.6
10991,8fhs,6.281647039682547,-5.0615015,-4.6
14663,8fhs,7.446578867798868,-7.9312911,-7.3
11990,8fhs,5.899997895992896,-6.26524782,-6.0
3353,8fhs,7.26601639327339,-7.71580172,-7.7
3496,8fhs,,-5.92882967,-6.1
2461,8fhs,4.887229996891999,-4.072752,-4.0
13116,8fhs,,-5.81182384,-5.6
13670,8fhs,6.2234609569319534,-7.35614538,-7.3
9550,8fhs,6.83265053518703,-5.89529896,-5.3
8215,8fhs,6.461349560328555,-8.36803818,-7.7
6955,8fhs,5.687474320346324,-6.30412626,-5.8
8587,8fhs,7.302439818181817,-8.44288349,-8.3
13089,8fhs,,-7.09522438,-7.3
8652,8fhs,7.31269521423021,-6.75883579,-6.1
12840,8fhs,5.1112730721500705,-7.62684774,-7.6
14079,8fhs,7.076581800310803,-9.70966911,-9.0
428,8fhs,7.378310154401158,-7.50874281,-6.4
15096,8fhs,6.9950724025974065,-8.93294907,-8.5
1155,8fhs,6.749539961760462,-10.5895042,-8.4
12216,8fhs,,-8.27529335,-8.3
4344,8fhs,7.177966096681087,-11.1720438,-9.3
4155,5i71,3.499311217449221,-1.14253175,-1.1
847,5i71,4.501962502664001,-3.9166069,-3.9
15650,5i71,5.8139150064935,-5.82023001,-5.1
969,5i71,4.920424116383621,-5.64605951,-5.5
2196,5i71,4.755553405483407,-4.41470766,-4.4
7033,5i71,5.3944631464091515,-6.27853632,-6.1
945,5i71,5.525302948329449,-6.68255663,-6.4
15715,5i71,6.214194105117106,-5.92980957,-5.9
5041,5i71,5.754187659118658,-7.07333708,-6.9
9141,5i71,5.115584662726162,-7.46644354,-7.6
2787,5i71,5.505057087079585,-4.72426605,-4.7
2472,5i71,,-6.45633173,-7.0
5753,5i71,5.787243007881008,-4.48046684,-4.2
3470,5i71,6.98717242030192,-7.01113892,-7.0
9099,5i71,5.480974845876344,-7.04668045,-7.1
10838,5i71,5.850326172161169,-5.15601063,-5.0
10372,5i71,5.5292038065823075,-7.4276619,-7.2
8747,5i71,6.70821517005216,-8.35896587,-8.0
6061,5i71,6.558957334831823,-7.51145363,-7.0
6204,5i71,7.029945339660339,-7.66611195,-7.5
5562,5i71,5.4544681996892015,-9.02025032,-8.8
49,5i71,6.764142106504612,-8.69912338,-9.2
5799,5i71,6.899278928682429,-7.08350706,-7.1
3827,5i71,6.447426474331224,-8.00572395,-7.6
11420,5i71,6.830310907092911,-7.73028135,-7.1
3596,5i71,6.837844504329003,-7.73828459,-7.5
9428,5i71,6.917685078033077,-8.20886707,-8.1
10991,5i71,7.040766611111108,-5.85284328,-5.6
14663,5i71,7.659346572316574,-9.45398521,-9.1
11990,5i71,6.3950216076701025,-7.58770084,-7.5
3353,5i71,7.281434614718609,-8.66812706,-8.6
3496,5i71,,-6.75238228,-6.3
2461,5i71,5.373356254800757,-4.78358364,-4.8
13116,5i71,,-6.5459156,-6.5
13670,5i71,6.882602971694972,-8.52495098,-8.3
9550,5i71,7.327270517982013,-6.71423483,-6.5
8215,5i71,6.595571815739815,-9.36021805,-9.1
6955,5i71,6.768106589466091,-7.27295256,-7.4
8587,5i71,7.675959318958825,-10.1347046,-9.8
13089,5i71,,-8.91934967,-8.8
8652,5i71,7.537950238761244,-7.50867462,-7.3
12840,5i71,5.69905346492396,-8.63014126,-8.7
14079,5i71,8.121137164169173,-11.6323299,-11.6
428,5i71,7.605428233766232,-8.86109447,-7.9
15096,5i71,6.899669898989904,-8.9893856,-9.0
1155,5i71,7.1249648235653185,-10.9633226,-10.3
12216,5i71,,-7.71437073,-8.8
4344,5i71,6.418941114718614,-12.494318,-9.3
