ligand_id,target,rfscore,smina_vina,orig_vina
428,3ln1,7.3709192412032465,-7.22384548,-6.9
15096,3ln1,6.770851753746259,-7.04482079,-4.0
1155,3ln1,6.157286443056939,-9.37239647,-0.8
12216,3ln1,,-7.03583956,
4344,3ln1,6.376810430402932,-10.3671083,
4155,4ey7,3.5344342827172865,-1.07186592,-1.1
847,4ey7,4.692619061327564,-3.51738381,-3.6
15650,4ey7,5.605221063214561,-6.15207911,-5.3
969,4ey7,4.454507911921418,-5.53010988,-6.2
2196,4ey7,4.499270688589184,-5.13237524,-5.2
7033,4ey7,4.776685910034412,-6.13682604,-6.5
945,4ey7,5.301347055222556,-6.12632036,-7.1
15715,4ey7,5.438154464646467,-5.73224211,-6.8
5041,4ey7,5.53263408780109,-6.50426817,-7.5
9141,4ey7,5.1602125781995785,-7.70311213,-7.7
2787,4ey7,5.381214629148631,-5.34192276,-5.3
2472,4ey7,,-6.58879185,-7.9
5753,4ey7,5.818218051171042,-5.13447809,-4.9
3470,4ey7,5.709449981906978,-6.21081781,-7.4
9099,4ey7,5.6354274180264134,-7.20305157,-8.4
10838,4ey7,5.515192496558998,-5.72984314,-6.1
10372,4ey7,5.2935053921633966,-6.15057039,-7.7
8747,4ey7,6.6722560187590245,-6.51783085,-8.7
6061,4ey7,6.27023089238539,-6.35667372,-7.8
6204,4ey7,6.380242373015869,-5.93492651,-8.1
5562,4ey7,5.361393269230769,-7.4732933,-9.7
49,4ey7,5.574517434010435,-6.6557436,-10.0
5799,4ey7,6.971046588578084,-6.1466856,-7.6
3827,4ey7,5.741960759074259,-8.21558094,-8.4
11420,4ey7,6.57178943312243,-5.13875151,-7.3
3596,4ey7,5.812899589244087,-6.64882517,-8.4
9428,4ey7,6.64508168503718,-7.38319397,-9.2
10991,4ey7,6.354975877344881,-5.14347601,-5.7
14663,4ey7,7.453363137862133,-7.62034512,-9.2
11990,4ey7,4.981212330835833,-6.42692804,-7.9
3353,4ey7,6.785384747030747,-6.53194427,-8.4
3496,4ey7,,-4.87137461,-6.8
2461,4ey7,5.238233083971581,-4.83590841,-5.3
13116,4ey7,,-6.24405479,-7.4
13670,4ey7,5.90928496792097,-7.04877615,-9.3
9550,4ey7,6.37610884049284,-6.07637501,-7.0
8215,4ey7,6.688887110389611,-6.67355585,-10.1
6955,4ey7,5.685426997835501,-5.95725155,-7.2
8587,4ey7,7.502403049617036,-7.7663784,-10.6
13089,4ey7,,-6.80975962,-9.5
8652,4ey7,6.922397416971917,-6.40756369,-7.9
12840,4ey7,5.102060329226329,-7.88748693,-9.4
14079,4ey7,7.248696031468526,-7.77475882,-10.0
428,4ey7,7.605456949661449,-7.37635708,-9.4
15096,4ey7,6.934847212787217,-7.39076662,-9.1
1155,4ey7,6.399592510656008,-9.4761343,-7.3
12216,4ey7,,-7.21870995,-7.0
4344,4ey7,6.518013291874793,-9.5969305,-10.2
4155,6cm4,3.525894279498285,-1.20504403,-1.2
847,6cm4,4.520664485347983,-4.24406576,-4.2
15650,6cm4,5.667410933288931,-5.63692331,-5.1
969,6cm4,5.367522726828733,-5.99843121,-5.9
2196,6cm4,4.582968538073035,-4.9300518,-4.9
7033,6cm4,5.522509859307357,-6.31661987,-6.1
945,6cm4,5.557401742979244,-7.35127926,-7.0
15715,6cm4,5.181070978854476,-5.33756161,-5.0
5041,6cm4,5.8648307355977325,-8.1787653,-7.7
9141,6cm4,5.558478225885222,-7.35699081,-7.4
2787,6cm4,5.485277738816736,-5.17765903,-4.9
2472,6cm4,,-6.93238306,-7.3
5753,6cm4,5.718044292152286,-4.97488403,-4.7
3470,6cm4,7.048412752636255,-7.42064381,-7.0
9099,6cm4,6.120471285991787,-6.42600536,-6.4
10838,6cm4,5.290219582639585,-4.90744257,-5.3
10372,6cm4,5.933446823787326,-7.27052116,-7.2
8747,6cm4,6.283315640026635,-7.22946024,-7.2
6061,6cm4,5.7893040331890315,-6.56491756,-6.0
6204,6cm4,7.403000572150064,-7.70043564,-7.6
5562,6cm4,6.061351366244864,-9.98479271,-9.6
49,6cm4,5.862178798368297,-7.87711,-7.0
5799,6cm4,6.928826177378179,-6.80187845,-6.8
3827,6cm4,7.0144623354978375,-8.24365807,-7.8
11420,6cm4,7.171058456265954,-7.325881,-6.6
3596,6cm4,6.613819162337663,-8.22570324,-7.9
9428,6cm4,7.268690121822616,-8.80875111,-8.7
10991,6cm4,5.903953737318235,-5.84966516,-5.5
14663,6cm4,7.842753571983568,-9.60581303,-9.4
11990,6cm4,6.446012542291041,-7.48979807,-7.8
3353,6cm4,7.008210105394595,-7.67339563,-7.7
3496,6cm4,,-5.49962854,-5.5
