ligand_id,target,rfscore,orig_vina
12063,8fhs,5.8991933317793315,-6.5
1038,8fhs,6.73952953779554,-4.6
568,8fhs,5.870111228993231,-6.2
11932,8fhs,5.800913373182377,-5.8
15210,8fhs,6.210960365356862,-6.4
7984,8fhs,5.115111061383063,-4.9
9010,8fhs,5.722717209235204,-6.0
6971,8fhs,6.603448534299037,-6.9
13019,8fhs,4.998454416305915,-5.6
12312,8fhs,6.7323136762126765,-6.8
12956,8fhs,5.261349300144304,-6.7
5790,8fhs,6.825334313741815,-6.4
10782,8fhs,6.658885087190589,-7.4
12679,8fhs,7.0118540639915645,-7.3
14010,8fhs,6.745863038850039,-7.9
14600,8fhs,6.711246985680984,-9.1
4220,8fhs,,-5.5
8026,8fhs,6.91362855816406,-7.3
13380,8fhs,5.844767322553258,-6.8
10751,8fhs,7.305012631368628,-8.8
2381,8fhs,,-6.7
9151,8fhs,6.212376521645015,-7.7
15941,8fhs,7.541805851814852,-7.3
11286,8fhs,6.4649562034632,-6.9
4155,5i71,3.5273065414030462,-1.1
1596,5i71,5.685580504328999,-5.0
4642,5i71,4.130957186091688,-4.3
11921,5i71,5.543311562437559,-4.9
4765,5i71,5.360709795482294,-6.5
2784,5i71,6.119288622433125,-6.8
2155,5i71,6.38458921117771,-7.8
1565,5i71,5.357538291763783,-6.5
9184,5i71,5.670928351759353,-7.4
10614,5i71,,-6.4
6080,5i71,5.845628700466201,-6.1
12886,5i71,6.095112176157174,-5.9
3312,5i71,7.270279668109671,-6.8
13905,5i71,6.6015635684315646,-6.4
10699,5i71,,-7.7
12063,5i71,6.522917953102447,-7.7
1038,5i71,7.322895424908429,-5.3
568,5i71,5.625506278554775,-6.8
11932,5i71,6.511519418414919,-7.2
15210,5i71,6.28868577411478,-7.7
7984,5i71,5.627857397546897,-6.1
9010,5i71,5.62079256632256,-6.5
6971,5i71,6.96884655505605,-8.2
13019,5i71,6.060365496934433,-6.7
12312,5i71,7.137627659729161,-7.8
12956,5i71,5.867733781385281,-7.9
5790,5i71,6.119326756521256,-7.3
10782,5i71,7.056287487234989,-9.2
12679,5i71,6.741740964424454,-9.0
