panel,match,target_a,target_b,informative_ligands,absolute_accuracy,residual_accuracy,residual_minus_absolute
DAVIS,exact_full_standard_InChIKey,AKT2,MAPKAPK2,3,0.3333333333333333,0.0,-0.3333333333333333
DAVIS,exact_full_standard_InChIKey,AKT2,MET,18,0.6388888888888888,0.6111111111111112,-0.02777777777777768
DAVIS,exact_full_standard_InChIKey,AKT2,PLK1,10,0.55,0.3,-0.25000000000000006
DAVIS,exact_full_standard_InChIKey,AKT2,ROCK1,13,0.2692307692307692,0.23076923076923078,-0.038461538461538436
DAVIS,exact_full_standard_InChIKey,AKT2,SRC,24,0.3125,0.375,0.0625
DAVIS,exact_full_standard_InChIKey,CDK2,CSF1R,36,0.4444444444444444,0.3611111111111111,-0.08333333333333331
DAVIS,exact_full_standard_InChIKey,CDK2,EGFR,23,0.7391304347826086,0.43478260869565216,-0.3043478260869565
DAVIS,exact_full_standard_InChIKey,CDK2,FGFR1,19,0.3684210526315789,0.47368421052631576,0.10526315789473684
DAVIS,exact_full_standard_InChIKey,CDK2,IGF1R,15,0.4,0.4,0.0
DAVIS,exact_full_standard_InChIKey,CDK2,JAK2,20,0.6,0.6,0.0
DAVIS,exact_full_standard_InChIKey,CDK2,KDR,28,0.32142857142857145,0.39285714285714285,0.0714285714285714
DAVIS,exact_full_standard_InChIKey,CDK2,KIT,36,0.2916666666666667,0.3611111111111111,0.06944444444444442
DAVIS,exact_full_standard_InChIKey,CDK2,LCK,40,0.3375,0.55,0.21250000000000002
DAVIS,exact_full_standard_InChIKey,CDK2,MAP2K1,25,0.64,0.44,-0.2
DAVIS,exact_full_standard_InChIKey,CDK2,MAPK1,7,0.21428571428571427,0.42857142857142855,0.21428571428571427
DAVIS,exact_full_standard_InChIKey,CDK2,MAPK14,14,0.32142857142857145,0.2857142857142857,-0.035714285714285754
DAVIS,exact_full_standard_InChIKey,CDK2,MAPKAPK2,6,0.6666666666666666,0.3333333333333333,-0.3333333333333333
DAVIS,exact_full_standard_InChIKey,CDK2,MET,21,0.6190476190476191,0.6190476190476191,0.0
DAVIS,exact_full_standard_InChIKey,CDK2,PLK1,13,0.5384615384615384,0.5384615384615384,0.0
DAVIS,exact_full_standard_InChIKey,CDK2,ROCK1,14,0.42857142857142855,0.5,0.07142857142857145
DAVIS,exact_full_standard_InChIKey,CDK2,SRC,28,0.42857142857142855,0.4642857142857143,0.035714285714285754
DAVIS,exact_full_standard_InChIKey,CSF1R,EGFR,38,0.2631578947368421,0.34210526315789475,0.07894736842105265
DAVIS,exact_full_standard_InChIKey,CSF1R,FGFR1,30,0.5666666666666667,0.43333333333333335,-0.1333333333333333
DAVIS,exact_full_standard_InChIKey,CSF1R,IGF1R,34,0.7941176470588235,0.5294117647058824,-0.2647058823529411
DAVIS,exact_full_standard_InChIKey,CSF1R,JAK2,30,0.5833333333333334,0.5666666666666667,-0.01666666666666672
DAVIS,exact_full_standard_InChIKey,CSF1R,KDR,23,0.7391304347826086,0.6521739130434783,-0.08695652173913038
DAVIS,exact_full_standard_InChIKey,CSF1R,KIT,18,0.3611111111111111,0.4444444444444444,0.08333333333333331
DAVIS,exact_full_standard_InChIKey,CSF1R,LCK,32,0.6875,0.65625,-0.03125
DAVIS,exact_full_standard_InChIKey,CSF1R,MAP2K1,35,0.4857142857142857,0.45714285714285713,-0.02857142857142858
DAVIS,exact_full_standard_InChIKey,CSF1R,MAPK1,34,0.5735294117647058,0.5588235294117647,-0.014705882352941124
DAVIS,exact_full_standard_InChIKey,CSF1R,MAPK14,36,0.8055555555555556,0.5555555555555556,-0.25
DAVIS,exact_full_standard_InChIKey,CSF1R,MAPKAPK2,33,0.6666666666666666,0.45454545454545453,-0.2121212121212121
DAVIS,exact_full_standard_InChIKey,CSF1R,MET,35,0.5285714285714286,0.4857142857142857,-0.04285714285714287
DAVIS,exact_full_standard_InChIKey,CSF1R,PLK1,35,0.38571428571428573,0.5428571428571428,0.15714285714285708
DAVIS,exact_full_standard_InChIKey,CSF1R,ROCK1,35,0.6142857142857143,0.5428571428571428,-0.07142857142857151
DAVIS,exact_full_standard_InChIKey,CSF1R,SRC,33,0.5606060606060606,0.48484848484848486,-0.07575757575757569
DAVIS,exact_full_standard_InChIKey,EGFR,FGFR1,26,0.5,0.4230769230769231,-0.07692307692307693
DAVIS,exact_full_standard_InChIKey,EGFR,IGF1R,23,0.6739130434782609,0.43478260869565216,-0.2391304347826087
DAVIS,exact_full_standard_InChIKey,EGFR,JAK2,28,0.5,0.5,0.0
DAVIS,exact_full_standard_InChIKey,EGFR,KDR,28,0.44642857142857145,0.4642857142857143,0.01785714285714285
DAVIS,exact_full_standard_InChIKey,EGFR,KIT,37,0.2972972972972973,0.35135135135135137,0.05405405405405406
DAVIS,exact_full_standard_InChIKey,EGFR,LCK,36,0.18055555555555555,0.3611111111111111,0.18055555555555555
DAVIS,exact_full_standard_InChIKey,EGFR,MAP2K1,26,0.5384615384615384,0.4230769230769231,-0.11538461538461536
DAVIS,exact_full_standard_InChIKey,EGFR,MAPK1,19,0.6052631578947368,0.3684210526315789,-0.2368421052631579
DAVIS,exact_full_standard_InChIKey,EGFR,MAPK14,23,0.6956521739130435,0.5217391304347826,-0.17391304347826086
DAVIS,exact_full_standard_InChIKey,EGFR,MAPKAPK2,19,0.9473684210526315,0.42105263157894735,-0.5263157894736842
DAVIS,exact_full_standard_InChIKey,EGFR,MET,23,0.4782608695652174,0.5217391304347826,0.04347826086956519
DAVIS,exact_full_standard_InChIKey,EGFR,PLK1,21,0.6190476190476191,0.6190476190476191,0.0
DAVIS,exact_full_standard_InChIKey,EGFR,ROCK1,24,0.6666666666666666,0.4166666666666667,-0.24999999999999994
DAVIS,exact_full_standard_InChIKey,EGFR,SRC,28,0.32142857142857145,0.35714285714285715,0.0357142857142857
DAVIS,exact_full_standard_InChIKey,FGFR1,IGF1R,17,0.7058823529411765,0.7058823529411765,0.0
DAVIS,exact_full_standard_InChIKey,FGFR1,JAK2,15,0.8,0.7333333333333333,-0.06666666666666676
DAVIS,exact_full_standard_InChIKey,FGFR1,KDR,19,0.47368421052631576,0.3684210526315789,-0.10526315789473684
DAVIS,exact_full_standard_InChIKey,FGFR1,KIT,29,0.3103448275862069,0.3793103448275862,0.06896551724137928
DAVIS,exact_full_standard_InChIKey,FGFR1,LCK,26,0.4807692307692308,0.5769230769230769,0.09615384615384609
DAVIS,exact_full_standard_InChIKey,FGFR1,MAP2K1,27,0.5555555555555556,0.5555555555555556,0.0
DAVIS,exact_full_standard_InChIKey,FGFR1,MAPK1,17,0.3235294117647059,0.6470588235294118,0.3235294117647059
DAVIS,exact_full_standard_InChIKey,FGFR1,MAPK14,20,0.575,0.55,-0.02499999999999991
DAVIS,exact_full_standard_InChIKey,FGFR1,MAPKAPK2,17,0.5588235294117647,0.5294117647058824,-0.02941176470588236
DAVIS,exact_full_standard_InChIKey,FGFR1,MET,20,0.55,0.5,-0.050000000000000044
DAVIS,exact_full_standard_InChIKey,FGFR1,PLK1,18,0.3611111111111111,0.6666666666666666,0.3055555555555555
DAVIS,exact_full_standard_InChIKey,FGFR1,ROCK1,20,0.6,0.55,-0.04999999999999993
DAVIS,exact_full_standard_InChIKey,FGFR1,SRC,20,0.625,0.7,0.07499999999999996
DAVIS,exact_full_standard_InChIKey,IGF1R,JAK2,18,0.6111111111111112,0.5555555555555556,-0.05555555555555558
DAVIS,exact_full_standard_InChIKey,IGF1R,KDR,24,0.4375,0.4166666666666667,-0.020833333333333315
DAVIS,exact_full_standard_InChIKey,IGF1R,KIT,34,0.5,0.5,0.0
DAVIS,exact_full_standard_InChIKey,IGF1R,LCK,37,0.5675675675675675,0.5675675675675675,0.0
DAVIS,exact_full_standard_InChIKey,IGF1R,MAP2K1,22,0.7045454545454546,0.5909090909090909,-0.11363636363636365
DAVIS,exact_full_standard_InChIKey,IGF1R,MAPK1,10,0.3,0.6,0.3
DAVIS,exact_full_standard_InChIKey,IGF1R,MAPK14,17,0.5,0.47058823529411764,-0.02941176470588236
DAVIS,exact_full_standard_InChIKey,IGF1R,MAPKAPK2,10,0.8,0.7,-0.10000000000000009
DAVIS,exact_full_standard_InChIKey,IGF1R,MET,16,0.71875,0.625,-0.09375
DAVIS,exact_full_standard_InChIKey,IGF1R,PLK1,11,0.3181818181818182,0.36363636363636365,0.04545454545454547
DAVIS,exact_full_standard_InChIKey,IGF1R,ROCK1,16,0.375,0.4375,0.0625
DAVIS,exact_full_standard_InChIKey,IGF1R,SRC,22,0.5,0.5,0.0
DAVIS,exact_full_standard_InChIKey,JAK2,KDR,28,0.5,0.4642857142857143,-0.0357142857142857
DAVIS,exact_full_standard_InChIKey,JAK2,KIT,30,0.43333333333333335,0.5666666666666667,0.1333333333333333
DAVIS,exact_full_standard_InChIKey,JAK2,LCK,30,0.3333333333333333,0.5333333333333333,0.2
DAVIS,exact_full_standard_InChIKey,JAK2,MAP2K1,22,0.5,0.5909090909090909,0.09090909090909094
DAVIS,exact_full_standard_InChIKey,JAK2,MAPK1,18,0.3888888888888889,0.5555555555555556,0.16666666666666669
DAVIS,exact_full_standard_InChIKey,JAK2,MAPK14,22,0.6590909090909091,0.5454545454545454,-0.11363636363636365
DAVIS,exact_full_standard_InChIKey,JAK2,MAPKAPK2,18,0.8611111111111112,0.5,-0.36111111111111116
DAVIS,exact_full_standard_InChIKey,JAK2,MET,23,0.5217391304347826,0.5217391304347826,0.0
DAVIS,exact_full_standard_InChIKey,JAK2,PLK1,18,0.2777777777777778,0.5555555555555556,0.2777777777777778
DAVIS,exact_full_standard_InChIKey,JAK2,ROCK1,17,0.5,0.47058823529411764,-0.02941176470588236
DAVIS,exact_full_standard_InChIKey,JAK2,SRC,22,0.5227272727272727,0.5,-0.022727272727272707
DAVIS,exact_full_standard_InChIKey,KDR,KIT,29,0.6206896551724138,0.6551724137931034,0.03448275862068961
DAVIS,exact_full_standard_InChIKey,KDR,LCK,32,0.609375,0.625,0.015625
DAVIS,exact_full_standard_InChIKey,KDR,MAP2K1,23,0.41304347826086957,0.43478260869565216,0.021739130434782594
DAVIS,exact_full_standard_InChIKey,KDR,MAPK1,24,0.25,0.3333333333333333,0.08333333333333331
DAVIS,exact_full_standard_InChIKey,KDR,MAPK14,28,0.44642857142857145,0.5,0.05357142857142855
DAVIS,exact_full_standard_InChIKey,KDR,MAPKAPK2,24,0.2916666666666667,0.25,-0.041666666666666685
DAVIS,exact_full_standard_InChIKey,KDR,MET,26,0.25,0.2692307692307692,0.019230769230769218
DAVIS,exact_full_standard_InChIKey,KDR,PLK1,29,0.3275862068965517,0.4827586206896552,0.15517241379310348
DAVIS,exact_full_standard_InChIKey,KDR,ROCK1,31,0.3548387096774194,0.4838709677419355,0.12903225806451613
DAVIS,exact_full_standard_InChIKey,KDR,SRC,28,0.5892857142857143,0.6071428571428571,0.017857142857142794
DAVIS,exact_full_standard_InChIKey,KIT,LCK,30,0.55,0.5666666666666667,0.016666666666666607
DAVIS,exact_full_standard_InChIKey,KIT,MAP2K1,35,0.32857142857142857,0.42857142857142855,0.09999999999999998
DAVIS,exact_full_standard_InChIKey,KIT,MAPK1,32,0.15625,0.375,0.21875
DAVIS,exact_full_standard_InChIKey,KIT,MAPK14,35,0.5857142857142857,0.5142857142857142,-0.07142857142857151
DAVIS,exact_full_standard_InChIKey,KIT,MAPKAPK2,33,0.42424242424242425,0.3939393939393939,-0.03030303030303033
DAVIS,exact_full_standard_InChIKey,KIT,MET,33,0.3181818181818182,0.48484848484848486,0.16666666666666669
DAVIS,exact_full_standard_InChIKey,KIT,PLK1,35,0.2,0.5428571428571428,0.3428571428571428
DAVIS,exact_full_standard_InChIKey,KIT,ROCK1,36,0.3472222222222222,0.5277777777777778,0.18055555555555558
DAVIS,exact_full_standard_InChIKey,KIT,SRC,29,0.4482758620689655,0.5172413793103449,0.06896551724137934
DAVIS,exact_full_standard_InChIKey,LCK,MAP2K1,33,0.18181818181818182,0.5151515151515151,0.3333333333333333
DAVIS,exact_full_standard_InChIKey,LCK,MAPK1,36,0.2222222222222222,0.4166666666666667,0.19444444444444448
DAVIS,exact_full_standard_InChIKey,LCK,MAPK14,37,0.6081081081081081,0.4864864864864865,-0.1216216216216216
DAVIS,exact_full_standard_InChIKey,LCK,MAPKAPK2,36,0.5277777777777778,0.5,-0.02777777777777779
DAVIS,exact_full_standard_InChIKey,LCK,MET,39,0.358974358974359,0.5897435897435898,0.23076923076923078
DAVIS,exact_full_standard_InChIKey,LCK,PLK1,38,0.17105263157894737,0.5263157894736842,0.35526315789473684
DAVIS,exact_full_standard_InChIKey,LCK,ROCK1,36,0.2777777777777778,0.5277777777777778,0.25
DAVIS,exact_full_standard_InChIKey,LCK,SRC,22,0.4318181818181818,0.5454545454545454,0.11363636363636359
DAVIS,exact_full_standard_InChIKey,MAP2K1,MAPK1,20,0.625,0.55,-0.07499999999999996
DAVIS,exact_full_standard_InChIKey,MAP2K1,MAPK14,27,0.5925925925925926,0.48148148148148145,-0.1111111111111111
DAVIS,exact_full_standard_InChIKey,MAP2K1,MAPKAPK2,20,0.85,0.6,-0.25
DAVIS,exact_full_standard_InChIKey,MAP2K1,MET,23,0.7391304347826086,0.6521739130434783,-0.08695652173913038
DAVIS,exact_full_standard_InChIKey,MAP2K1,PLK1,23,0.717391304347826,0.782608695652174,0.0652173913043479
DAVIS,exact_full_standard_InChIKey,MAP2K1,ROCK1,24,0.6666666666666666,0.625,-0.04166666666666663
DAVIS,exact_full_standard_InChIKey,MAP2K1,SRC,27,0.4074074074074074,0.5925925925925926,0.18518518518518517
DAVIS,exact_full_standard_InChIKey,MAPK1,MAPK14,10,0.2,0.2,0.0
DAVIS,exact_full_standard_InChIKey,MAPK1,MAPKAPK2,2,1.0,1.0,0.0
DAVIS,exact_full_standard_InChIKey,MAPK1,MET,16,0.375,0.4375,0.0625
DAVIS,exact_full_standard_InChIKey,MAPK1,PLK1,8,0.625,0.375,-0.25
DAVIS,exact_full_standard_InChIKey,MAPK1,ROCK1,13,0.2692307692307692,0.3076923076923077,0.03846153846153849
DAVIS,exact_full_standard_InChIKey,MAPK1,SRC,24,0.22916666666666666,0.375,0.14583333333333334
DAVIS,exact_full_standard_InChIKey,MAPK14,MAPKAPK2,10,0.4,0.4,0.0
DAVIS,exact_full_standard_InChIKey,MAPK14,MET,24,0.6875,0.5833333333333334,-0.10416666666666663
DAVIS,exact_full_standard_InChIKey,MAPK14,PLK1,17,0.5,0.4117647058823529,-0.08823529411764708
DAVIS,exact_full_standard_InChIKey,MAPK14,ROCK1,21,0.42857142857142855,0.3333333333333333,-0.09523809523809523
DAVIS,exact_full_standard_InChIKey,MAPK14,SRC,29,0.5172413793103449,0.5172413793103449,0.0
DAVIS,exact_full_standard_InChIKey,MAPKAPK2,MET,17,0.8529411764705882,0.5294117647058824,-0.32352941176470584
DAVIS,exact_full_standard_InChIKey,MAPKAPK2,PLK1,8,1.0,0.375,-0.625
DAVIS,exact_full_standard_InChIKey,MAPKAPK2,ROCK1,13,0.46153846153846156,0.23076923076923078,-0.23076923076923078
DAVIS,exact_full_standard_InChIKey,MAPKAPK2,SRC,25,0.58,0.44,-0.13999999999999996
DAVIS,exact_full_standard_InChIKey,MET,PLK1,17,0.5,0.5294117647058824,0.02941176470588236
DAVIS,exact_full_standard_InChIKey,MET,ROCK1,23,0.6521739130434783,0.6521739130434783,0.0
DAVIS,exact_full_standard_InChIKey,MET,SRC,26,0.4230769230769231,0.46153846153846156,0.03846153846153849
DAVIS,exact_full_standard_InChIKey,PLK1,ROCK1,11,0.2727272727272727,0.36363636363636365,0.09090909090909094
DAVIS,exact_full_standard_InChIKey,PLK1,SRC,27,0.2777777777777778,0.5185185185185185,0.2407407407407407
DAVIS,exact_full_standard_InChIKey,ROCK1,SRC,29,0.3103448275862069,0.4482758620689655,0.13793103448275862
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,AKT1,121,0.6611570247933884,0.6694214876033058,0.008264462809917328
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,AKT2,114,0.8596491228070176,0.7017543859649122,-0.1578947368421053
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,CDK2,108,0.6064814814814815,0.5185185185185185,-0.08796296296296302
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,CSF1R,102,0.47549019607843135,0.38235294117647056,-0.09313725490196079
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,EGFR,117,0.7222222222222222,0.7008547008547008,-0.021367521367521403
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,FGFR1,96,0.8645833333333334,0.4166666666666667,-0.4479166666666667
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,IGF1R,109,0.7201834862385321,0.6055045871559633,-0.11467889908256879
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,JAK2,105,0.8047619047619048,0.6666666666666666,-0.13809523809523816
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,KDR,87,0.47126436781609193,0.4942528735632184,0.022988505747126464
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,KIT,100,0.41,0.49,0.08000000000000002
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,LCK,78,0.8717948717948718,0.7692307692307693,-0.10256410256410253
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,MAP2K1,104,0.7644230769230769,0.7211538461538461,-0.043269230769230727
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,MAPK1,102,0.7352941176470589,0.6666666666666666,-0.06862745098039225
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,MAPK14,130,0.8076923076923077,0.7923076923076923,-0.015384615384615441
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,MAPKAPK2,109,0.9128440366972477,0.5596330275229358,-0.3532110091743119
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,MET,96,0.7447916666666666,0.6770833333333334,-0.06770833333333326
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,PLK1,119,0.6680672268907563,0.6722689075630253,0.004201680672269004
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,ROCK1,115,0.7608695652173914,0.6956521739130435,-0.0652173913043479
PKIS1,standard_InChI_connectivity_block_sensitivity,ABL1,SRC,68,0.6470588235294118,0.6764705882352942,0.02941176470588236
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,AKT2,1,1.0,1.0,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,CDK2,54,0.37962962962962965,0.6666666666666666,0.287037037037037
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,CSF1R,103,0.46116504854368934,0.6310679611650486,0.16990291262135926
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,EGFR,69,0.6521739130434783,0.6811594202898551,0.02898550724637683
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,FGFR1,39,0.2948717948717949,0.4358974358974359,0.14102564102564102
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,IGF1R,37,0.16216216216216217,0.40540540540540543,0.24324324324324326
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,JAK2,24,0.5,0.5833333333333334,0.08333333333333337
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,KDR,125,0.304,0.504,0.2
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,KIT,108,0.3611111111111111,0.6574074074074074,0.29629629629629634
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,LCK,85,0.1588235294117647,0.5647058823529412,0.40588235294117647
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,MAP2K1,20,0.7,0.7,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,MAPK1,25,0.48,0.64,0.16000000000000003
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,MAPK14,106,0.1792452830188679,0.6037735849056604,0.42452830188679247
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,MAPKAPK2,5,1.0,0.8,-0.19999999999999996
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,MET,55,0.4090909090909091,0.6,0.19090909090909086
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,PLK1,47,0.4787234042553192,0.6170212765957447,0.1382978723404255
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,ROCK1,29,0.10344827586206896,0.41379310344827586,0.3103448275862069
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT1,SRC,118,0.13559322033898305,0.5423728813559322,0.4067796610169492
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,CDK2,51,0.5588235294117647,0.49019607843137253,-0.06862745098039219
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,CSF1R,101,0.7623762376237624,0.7128712871287128,-0.04950495049504955
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,EGFR,69,0.8695652173913043,0.7101449275362319,-0.1594202898550724
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,FGFR1,37,0.5135135135135135,0.6216216216216216,0.10810810810810811
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,IGF1R,32,0.28125,0.4375,0.15625
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,JAK2,23,0.5869565217391305,0.5217391304347826,-0.0652173913043479
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,KDR,123,0.5284552845528455,0.5528455284552846,0.024390243902439046
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,KIT,108,0.6018518518518519,0.7222222222222222,0.12037037037037035
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,LCK,81,0.4382716049382716,0.6049382716049383,0.16666666666666669
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,MAP2K1,19,0.7368421052631579,0.7894736842105263,0.052631578947368474
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,MAPK1,23,0.6739130434782609,0.6086956521739131,-0.06521739130434778
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,MAPK14,98,0.4387755102040816,0.6836734693877551,0.24489795918367346
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,MAPKAPK2,4,0.75,0.25,-0.5
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,MET,51,0.6078431372549019,0.5294117647058824,-0.07843137254901955
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,PLK1,48,0.8333333333333334,0.6458333333333334,-0.1875
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,ROCK1,27,0.5185185185185185,0.5185185185185185,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,AKT2,SRC,109,0.43119266055045874,0.5688073394495413,0.13761467889908258
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,CSF1R,91,0.5274725274725275,0.43956043956043955,-0.08791208791208793
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,EGFR,94,0.6223404255319149,0.6914893617021277,0.06914893617021278
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,FGFR1,68,0.4411764705882353,0.36764705882352944,-0.07352941176470584
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,IGF1R,67,0.6119402985074627,0.47761194029850745,-0.13432835820895522
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,JAK2,47,0.5212765957446809,0.5531914893617021,0.03191489361702127
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,KDR,116,0.33620689655172414,0.3793103448275862,0.043103448275862044
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,KIT,103,0.4563106796116505,0.5533980582524272,0.09708737864077666
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,LCK,93,0.43548387096774194,0.5376344086021505,0.10215053763440857
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,MAP2K1,51,0.43137254901960786,0.5686274509803921,0.13725490196078427
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,MAPK1,53,0.4339622641509434,0.49056603773584906,0.05660377358490565
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,MAPK14,115,0.5304347826086957,0.5652173913043478,0.034782608695652084
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,MAPKAPK2,45,0.7555555555555555,0.4888888888888889,-0.26666666666666666
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,MET,60,0.4166666666666667,0.4666666666666667,0.04999999999999999
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,PLK1,82,0.5182926829268293,0.4878048780487805,-0.030487804878048808
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,ROCK1,66,0.7045454545454546,0.696969696969697,-0.007575757575757569
PKIS1,standard_InChI_connectivity_block_sensitivity,CDK2,SRC,112,0.4375,0.5625,0.125
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,EGFR,109,0.44954128440366975,0.5321100917431193,0.08256880733944955
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,FGFR1,84,0.5535714285714286,0.32142857142857145,-0.23214285714285715
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,IGF1R,106,0.8301886792452831,0.6415094339622641,-0.18867924528301894
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,JAK2,100,0.685,0.57,-0.1150000000000001
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,KDR,100,0.34,0.38,0.03999999999999998
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,KIT,85,0.43529411764705883,0.6588235294117647,0.22352941176470587
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,LCK,89,0.6067415730337079,0.3595505617977528,-0.2471910112359551
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,MAP2K1,94,0.48936170212765956,0.5425531914893617,0.05319148936170209
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,MAPK1,96,0.59375,0.5520833333333334,-0.04166666666666663
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,MAPK14,137,0.5766423357664233,0.5693430656934306,-0.007299270072992692
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,MAPKAPK2,98,0.826530612244898,0.5204081632653061,-0.30612244897959184
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,MET,92,0.5163043478260869,0.42391304347826086,-0.09239130434782605
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,PLK1,106,0.4669811320754717,0.5377358490566038,0.07075471698113206
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,ROCK1,102,0.6372549019607843,0.5882352941176471,-0.04901960784313719
PKIS1,standard_InChI_connectivity_block_sensitivity,CSF1R,SRC,78,0.41025641025641024,0.358974358974359,-0.051282051282051266
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,FGFR1,71,0.704225352112676,0.5633802816901409,-0.14084507042253513
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,IGF1R,76,0.6776315789473685,0.5394736842105263,-0.13815789473684215
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,JAK2,70,0.7,0.6714285714285714,-0.02857142857142858
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,KDR,122,0.36475409836065575,0.4672131147540984,0.10245901639344263
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,KIT,111,0.44594594594594594,0.6576576576576577,0.21171171171171177
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,LCK,87,0.41379310344827586,0.4942528735632184,0.08045977011494254
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,MAP2K1,63,0.7222222222222222,0.7142857142857143,-0.007936507936507908
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,MAPK1,65,0.7461538461538462,0.6307692307692307,-0.11538461538461542
