panel_scope,k,method,metric,observed,random_mean,observed_minus_random_mean,delta_2.5_percentile,delta_97.5_percentile,one_sided_target_panel_p,random_panels
PKIS1,3,raw_vina_deim,held_out_mean_row_spearman,0.3556712962962963,0.3113448052832244,0.04432649101307189,-0.040189270152505396,0.17862200435729847,0.28335832083958024,2000
PKIS1,3,raw_vina_deim,held_out_top5_overlap,0.475,0.42877611111111114,0.046223888888888856,-0.017777777777777837,0.13888888888888884,0.11444277861069466,2000
PKIS1,3,residual_vina_deim,full_target_r2,0.4176393566221259,0.29672809738950207,0.12091125923262382,0.02762441650740366,0.22234826338846753,0.005997001499250375,2000
PKIS1,3,residual_vina_deim,full_mean_row_spearman,0.4247869674185464,0.396088253968254,0.028698713450292408,-0.07889306599832913,0.19551409774436068,0.4687656171914043,2000
PKIS1,3,residual_vina_deim,full_top5_overlap,0.43500000000000005,0.4205005555555556,0.014499444444444488,-0.0633333333333333,0.12111111111111117,0.4992503748125937,2000
PKIS1,3,residual_vina_deim,held_out_target_r2,0.3090935837442113,0.17503372271049505,0.13405986103371628,0.029457848186716096,0.275942139529616,0.005997001499250375,2000
PKIS1,3,residual_vina_deim,held_out_mean_row_spearman,0.3630514705882353,0.3113448052832244,0.051706665305010883,-0.032809095860566406,0.18600217864923746,0.223888055972014,2000
PKIS1,3,residual_vina_deim,held_out_top5_overlap,0.45166666666666666,0.42877611111111114,0.022890555555555542,-0.041111111111111154,0.11555555555555552,0.392303848075962,2000
PKIS1,3,sequence_diverse,full_target_r2,0.2485666430392582,0.29672809738950207,-0.04816145435024389,-0.14144829707546405,0.05327554980559983,0.8565717141429285,2000
PKIS1,3,sequence_diverse,full_mean_row_spearman,0.39397243107769425,0.396088253968254,-0.0021158228905597152,-0.10970760233918125,0.16469956140350855,0.6496751624187906,2000
PKIS1,3,sequence_diverse,full_top5_overlap,0.4211111111111111,0.4205005555555556,0.0006105555555555398,-0.07722222222222225,0.10722222222222222,0.6106946526736632,2000
PKIS1,3,sequence_diverse,held_out_target_r2,0.12903098162361298,0.17503372271049505,-0.04600274108688205,-0.15060475393388223,0.09587953740901772,0.8170914542728636,2000
PKIS1,3,sequence_diverse,held_out_mean_row_spearman,0.29379084967320257,0.3113448052832244,-0.01755395561002183,-0.10206971677559912,0.11674155773420475,0.6836581709145427,2000
PKIS1,3,sequence_diverse,held_out_top5_overlap,0.42000000000000004,0.42877611111111114,-0.00877611111111108,-0.07277777777777777,0.0838888888888889,0.672663668165917,2000
PKIS1,3,conservative_residual_vina_deim,full_target_r2,0.4176393566221259,0.29672809738950207,0.12091125923262382,0.02762441650740366,0.22234826338846753,0.005997001499250375,2000
PKIS1,3,conservative_residual_vina_deim,full_mean_row_spearman,0.4247869674185464,0.396088253968254,0.028698713450292408,-0.07889306599832913,0.19551409774436068,0.4687656171914043,2000
PKIS1,3,conservative_residual_vina_deim,full_top5_overlap,0.43500000000000005,0.4205005555555556,0.014499444444444488,-0.0633333333333333,0.12111111111111117,0.4992503748125937,2000
PKIS1,3,conservative_residual_vina_deim,held_out_target_r2,0.3090935837442113,0.17503372271049505,0.13405986103371628,0.029457848186716096,0.275942139529616,0.005997001499250375,2000
PKIS1,3,conservative_residual_vina_deim,held_out_mean_row_spearman,0.3630514705882353,0.3113448052832244,0.051706665305010883,-0.032809095860566406,0.18600217864923746,0.223888055972014,2000
PKIS1,3,conservative_residual_vina_deim,held_out_top5_overlap,0.45166666666666666,0.42877611111111114,0.022890555555555542,-0.041111111111111154,0.11555555555555552,0.392303848075962,2000
PKIS1,5,raw_vina_deim,full_target_r2,0.49991583589161115,0.43072048107229344,0.06919535481931771,-0.020471447102720915,0.15481144726687496,0.0864567716141929,2000
PKIS1,5,raw_vina_deim,full_mean_row_spearman,0.5376106934001671,0.49873838972431084,0.03887230367585631,-0.043156328320802,0.19578571428571426,0.2538730634682659,2000
PKIS1,5,raw_vina_deim,full_top5_overlap,0.5211111111111111,0.4882052777777778,0.03290583333333331,-0.036124999999999984,0.14277777777777778,0.23738130934532733,2000
PKIS1,5,raw_vina_deim,held_out_target_r2,0.3353209783764057,0.24401795406572244,0.09130302431068324,-0.021582423108331954,0.2068886904861458,0.0704647676161919,2000
