dataset,n_targets,leading_eigenvalue,pc1_variance_fraction,cosine_pc1_with_uniform_vector,squared_cosine_pc1_with_uniform_vector,angle_from_uniform_degrees,uniform_vector_rayleigh_quotient,uniform_vector_variance_fraction,uniform_rayleigh_as_fraction_of_pc1_eigenvalue,uniform_rayleigh_identity_error,positive_pc1_loadings,negative_pc1_loadings
Docking-44,44,32.249779199308605,0.73294952725701379,0.96982095892254772,0.94055269236545003,14.112002933227457,30.454650551244004,0.69215114889190921,0.94433671508352257,0,43,1
DOCKSTRING-58,58,38.204469629928987,0.65869775224015492,0.96911787081837397,0.93918944753953859,14.27628771052068,36.072946208608151,0.62194734842427846,0.94420748561704881,7.1054273576010019e-15,57,1
