chemical_support_sensitivity,target_sensitivity,residual_scaling,n_docking44_ligands,n_dockstring_ligands,n_targets,docking44_target,dockstring_target,descriptor,docking44_slope_per_descriptor_sd,dockstring_slope_per_descriptor_sd,docking44_target_slope_rank,dockstring_target_slope_rank
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,3ln1,PTGS2,tpsa,0.27397599714188037,0.21850647594502662,9,8
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,3ln1,PTGS2,clogp,0.072462341404394365,0.18359134179918976,7,7
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,3ln1,PTGS2,rotatable_bonds,0.22821803650432199,0.18199636660526661,9,8
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,3ln1,PTGS2,ring_count,0.34933606271516554,0.36969412697127724,8,8
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,4ey7,ACHE,heavy_atoms,-0.17265014660783115,0.040073157246715042,3,6
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,4ey7,ACHE,molecular_weight,-0.092803219108206783,0.044263233005220379,4,6
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,4ey7,ACHE,labute_asa,-0.15010371015521887,0.040394345606655752,3,6
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,4ey7,ACHE,tpsa,-0.021084998202493807,0.017731988825866449,4,5
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,4ey7,ACHE,clogp,-0.12591914785629904,-0.024799292446556171,2,6
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,4ey7,ACHE,rotatable_bonds,-0.0078423622996757741,-0.099575263995639318,5,3
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,4ey7,ACHE,ring_count,-0.2526452217876517,0.10152369336472823,3,6
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6cm4,DRD2,heavy_atoms,-0.035819923550903583,-0.21886497147764306,5,3
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6cm4,DRD2,molecular_weight,-0.016125630537537558,-0.203051285382746,5,3
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6cm4,DRD2,labute_asa,-0.029410555729433279,-0.21643674862660983,5,3
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6cm4,DRD2,tpsa,0.0084005019224036147,-0.053229956191082339,5,3
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6cm4,DRD2,clogp,-0.043489027573193138,-0.18036063660699192,5,1
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6cm4,DRD2,rotatable_bonds,-0.0085187727174768132,-0.099383282918451804,4,4
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6cm4,DRD2,ring_count,-0.062062263661791586,-0.20240919940082983,5,1
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6pdj,LCK,heavy_atoms,-0.098916697401330439,-0.076811857663779209,4,4
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6pdj,LCK,molecular_weight,-0.093657627171647426,-0.074364626128840094,3,4
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6pdj,LCK,labute_asa,-0.099688440722277602,-0.077845691331154487,4,4
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6pdj,LCK,tpsa,-0.07153621366098098,-0.0030474022608779011,3,4
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6pdj,LCK,clogp,-0.038584010884769787,-0.073010219786204714,6,5
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6pdj,LCK,rotatable_bonds,-0.051230364100692809,0.083406866068506641,3,6
connectivity_disjoint,all_9_mapped_targets,unscaled_two_way_residual,12600,14949,9,6pdj,LCK,ring_count,-0.056855331077416506,-0.14007768265012699,6,4
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,1m2z,NR3C1,heavy_atoms,0.22246131702411243,0.41512627363721905,7,7
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,1m2z,NR3C1,molecular_weight,0.17860665594625888,0.39371339000941691,7,7
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,1m2z,NR3C1,labute_asa,0.2121650879441172,0.41183835470811764,7,7
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,1m2z,NR3C1,tpsa,0.15283011443845951,0.20291079684003077,6,7
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,1m2z,NR3C1,clogp,0.086934764387367081,0.22880630007743713,8,8
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,1m2z,NR3C1,rotatable_bonds,0.10172998205649694,0.11963357754395426,8,6
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,1m2z,NR3C1,ring_count,0.17812379608972867,0.3569322388652772,7,7
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2rh1,ADRB2,heavy_atoms,-0.43882468723594276,-0.43595713325567675,2,2
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2rh1,ADRB2,molecular_weight,-0.31771027133810698,-0.42077798125072169,2,1
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2rh1,ADRB2,labute_asa,-0.41169498606303712,-0.43531136472563853,2,2
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2rh1,ADRB2,tpsa,-0.17508042666485005,-0.18454056096396493,2,2
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2rh1,ADRB2,clogp,-0.21444150194012598,-0.24428069826355811,1,4
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2rh1,ADRB2,rotatable_bonds,-0.19938657246084918,-0.30469491949216909,2,1
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2rh1,ADRB2,ring_count,-0.47988591603728037,-0.31452128586568279,2,3
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2vt4,ADRB1,heavy_atoms,-0.57675986156405934,-0.44254463603172745,1,1
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2vt4,ADRB1,molecular_weight,-0.52732514330873204,-0.41484569695638918,1,2
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2vt4,ADRB1,labute_asa,-0.57139284727662076,-0.43536817911592751,1,1
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2vt4,ADRB1,tpsa,-0.35559628254903591,-0.1938870436341518,1,1
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2vt4,ADRB1,clogp,-0.19177660718158995,-0.3177972128659603,4,1
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2vt4,ADRB1,rotatable_bonds,-0.23623695653792989,-0.25401552994525339,1,2
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2vt4,ADRB1,ring_count,-0.49803561484323366,-0.35768458843186823,1,1
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2ydo,ADORA2A,heavy_atoms,0.00070793963595064792,-0.078729715649219281,6,5
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2ydo,ADORA2A,molecular_weight,0.056362431363184876,-0.052093266615725366,6,5
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2ydo,ADORA2A,labute_asa,0.011541207966028177,-0.073632813567368449,6,5
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2ydo,ADORA2A,tpsa,0.17324165385428178,0.10569510444723412,7,6
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2ydo,ADORA2A,clogp,-0.20240942851757251,-0.25753240647519204,3,3
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2ydo,ADORA2A,rotatable_bonds,0.035603049069503567,0.0757952685467361,6,5
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,2ydo,ADORA2A,ring_count,-0.11461550740475468,-0.20679749476206397,6,5
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3b66,AR,heavy_atoms,0.36512900923943831,0.67283895387446757,9,9
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3b66,AR,molecular_weight,0.31581872687545021,0.64866936787099139,8,9
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3b66,AR,labute_asa,0.35872042276683541,0.66758289000570581,8,9
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3b66,AR,tpsa,0.17375594676894632,0.30046543822542909,8,9
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3b66,AR,clogp,0.12521783733292388,0.37794700007216336,9,9
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3b66,AR,rotatable_bonds,0.066640146167430789,0.28854470801480819,7,9
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3b66,AR,ring_count,0.40753171773252672,0.56933025328995157,9,9
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3ln1,PTGS2,heavy_atoms,0.36219554989790398,0.46744815843673126,8,8
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3ln1,PTGS2,molecular_weight,0.33607935062572752,0.45757249527998528,9,8
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3ln1,PTGS2,labute_asa,0.36395964957868365,0.468846973935933,9,8
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3ln1,PTGS2,tpsa,0.22548974230155136,0.22982311216584334,9,8
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3ln1,PTGS2,clogp,0.059638489722814637,0.1930996935285719,7,7
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3ln1,PTGS2,rotatable_bonds,0.18782968864705424,0.19142211321288838,9,8
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,3ln1,PTGS2,ring_count,0.28751313830418795,0.38884090021821255,8,8
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,4ey7,ACHE,heavy_atoms,-0.28610417100459873,0.047846132740847432,3,6
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,4ey7,ACHE,molecular_weight,-0.15378723152678339,0.052848955944953507,4,6
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,4ey7,ACHE,labute_asa,-0.24874173814762099,0.0482296218882068,3,6
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,4ey7,ACHE,tpsa,-0.034940636019618193,0.021171456142033272,4,5
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,4ey7,ACHE,clogp,-0.20866471369331505,-0.029609602032899196,2,6
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,4ey7,ACHE,rotatable_bonds,-0.012995833531279935,-0.11888984113501151,5,4
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,4ey7,ACHE,ring_count,-0.41866661081972389,0.1212162066283928,3,6
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6cm4,DRD2,heavy_atoms,-0.06835930650016582,-0.37387369094011241,5,3
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6cm4,DRD2,molecular_weight,-0.030774407400882216,-0.34686013482946049,5,3
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6cm4,DRD2,labute_asa,-0.056127567960647377,-0.36972570584404324,5,3
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6cm4,DRD2,tpsa,0.016031650230988161,-0.090929489791715473,5,3
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6cm4,DRD2,clogp,-0.082995145454325778,-0.30809908252245205,6,2
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6cm4,DRD2,rotatable_bonds,-0.01625736007983632,-0.16977040479162528,4,3
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6cm4,DRD2,ring_count,-0.11844060185448091,-0.34576329848173815,5,2
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6pdj,LCK,heavy_atoms,-0.23794955399811918,-0.16151470130027143,4,4
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6pdj,LCK,molecular_weight,-0.22529857141910506,-0.15636883082662079,3,4
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6pdj,LCK,labute_asa,-0.23980602498678735,-0.16368857576521645,4,4
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6pdj,LCK,tpsa,-0.1720842949930074,-0.0064078682755196997,3,4
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6pdj,LCK,clogp,-0.092815959516315896,-0.15352087814687324,5,5
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6pdj,LCK,rotatable_bonds,-0.12323745746850173,0.17538223223833152,3,7
connectivity_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,12600,14949,9,6pdj,LCK,ring_count,-0.13676862478937452,-0.29454573499708681,4,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,1m2z,NR3C1,heavy_atoms,0.35606189495964041,0.46963190976784491,7,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,1m2z,NR3C1,molecular_weight,0.25999375571530842,0.4470550758929161,7,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,1m2z,NR3C1,labute_asa,0.32886553614720421,0.46673610607482591,7,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,1m2z,NR3C1,tpsa,0.22029659813925262,0.23147411211515537,7,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,1m2z,NR3C1,clogp,0.1121176496168811,0.25720915295140584,9,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,1m2z,NR3C1,rotatable_bonds,0.17009124798130545,0.14530874646101441,8,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,1m2z,NR3C1,ring_count,0.3199044876212806,0.40859270627517702,7,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2rh1,ADRB2,heavy_atoms,-0.20627586897031927,-0.24648908232544248,2,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2rh1,ADRB2,molecular_weight,-0.13372525176635291,-0.2382431975956337,2,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2rh1,ADRB2,labute_asa,-0.18586605765687764,-0.24627242155979026,2,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2rh1,ADRB2,tpsa,-0.08843441141148993,-0.10465095068723478,3,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2rh1,ADRB2,clogp,-0.090223148673064912,-0.13776908645037539,4,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2rh1,ADRB2,rotatable_bonds,-0.12368332338238677,-0.18866689103417628,2,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2rh1,ADRB2,ring_count,-0.26824691096306075,-0.17006461472220505,2,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2vt4,ADRB1,heavy_atoms,-0.3528373330294467,-0.24620938858033367,1,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2vt4,ADRB1,molecular_weight,-0.30117883322919314,-0.23095642154242987,1,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2vt4,ADRB1,labute_asa,-0.34044121329121541,-0.2422237970147785,1,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2vt4,ADRB1,tpsa,-0.2199930858204652,-0.11031447859724987,1,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2vt4,ADRB1,clogp,-0.095935747819717129,-0.17734183960841809,2,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2vt4,ADRB1,rotatable_bonds,-0.16559993960672181,-0.15232849575518703,1,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2vt4,ADRB1,ring_count,-0.33283617304407059,-0.19471882727605674,1,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2ydo,ADORA2A,heavy_atoms,0.088341018092170986,-0.03327630326161115,6,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2ydo,ADORA2A,molecular_weight,0.10862643150249647,-0.017830459255747704,6,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2ydo,ADORA2A,labute_asa,0.09313288931253888,-0.029723966278892948,6,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2ydo,ADORA2A,tpsa,0.14667487122806408,0.060270729343980887,6,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2ydo,ADORA2A,clogp,-0.10238346748698535,-0.1406639022870021,1,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2ydo,ADORA2A,rotatable_bonds,0.064202317150945404,0.047338445464106281,6,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,2ydo,ADORA2A,ring_count,-0.0059990308995354763,-0.11136800520264649,6,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3b66,AR,heavy_atoms,0.50184720034245434,0.7260897015496407,8,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3b66,AR,molecular_weight,0.37288641099638559,0.69985536276474236,8,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3b66,AR,labute_asa,0.46841135908693943,0.71987777737794678,8,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3b66,AR,tpsa,0.26877805768934898,0.32897834979371077,8,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3b66,AR,clogp,0.093869944045563508,0.41080899000769583,8,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3b66,AR,rotatable_bonds,0.099807874109801187,0.33041872505910397,7,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3b66,AR,ring_count,0.63086116452957186,0.60503175480120253,9,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3ln1,PTGS2,heavy_atoms,0.53784895853406078,0.4185861114252708,9,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3ln1,PTGS2,molecular_weight,0.41815041926255198,0.41095702367101949,9,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3ln1,PTGS2,labute_asa,0.51145788594049668,0.42025421606781627,9,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3ln1,PTGS2,tpsa,0.32369750964550209,0.20972108077535417,9,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3ln1,PTGS2,clogp,0.046722591318372225,0.16782559567294103,7,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3ln1,PTGS2,rotatable_bonds,0.30279850151634585,0.18454107628142322,9,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,3ln1,PTGS2,ring_count,0.50759672691680169,0.33811712231138547,8,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,4ey7,ACHE,heavy_atoms,-0.043408467036176693,0.035458780176440968,4,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,4ey7,ACHE,molecular_weight,0.022966506276533957,0.039182970031185115,5,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,4ey7,ACHE,labute_asa,-0.022031946400452591,0.035773819791614279,4,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,4ey7,ACHE,tpsa,0.047683202674141112,0.011616238196958936,5,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,4ey7,ACHE,clogp,-0.095173798682164398,-0.026821744576895457,3,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,4ey7,ACHE,rotatable_bonds,0.045876844675122423,-0.1169308996423296,5,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,4ey7,ACHE,ring_count,-0.15732088458746116,0.1106137800972509,3,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6cm4,DRD2,heavy_atoms,-0.018724515523836732,-0.20766993492874727,5,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6cm4,DRD2,molecular_weight,0.021883887999364065,-0.19229541014731905,4,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6cm4,DRD2,labute_asa,-0.0059145941256246639,-0.20526936796038678,5,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6cm4,DRD2,tpsa,0.025936389396046096,-0.054025934897888886,4,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6cm4,DRD2,clogp,-0.051727255414055706,-0.17263442160744227,5,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6cm4,DRD2,rotatable_bonds,-0.015868109065909498,-0.10551601682776486,4,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6cm4,DRD2,ring_count,-0.057398673047092265,-0.18528070669198055,5,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6pdj,LCK,heavy_atoms,-0.14646585847801186,-0.07504970168714864,3,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6pdj,LCK,molecular_weight,-0.12300318042811155,-0.07205532009380862,3,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6pdj,LCK,labute_asa,-0.14041828195448755,-0.075798862306089454,3,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6pdj,LCK,tpsa,-0.10172710701569956,-0.0045873151330222692,2,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6pdj,LCK,clogp,-0.042391963582746404,-0.071620528833582733,6,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6pdj,LCK,rotatable_bonds,-0.060618748094561713,0.087977595187212765,3,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,unscaled_two_way_residual,6212,13474,9,6pdj,LCK,ring_count,-0.11873761338114472,-0.14477208279597165,4,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,1m2z,NR3C1,heavy_atoms,0.28349498730156641,0.44606625131524846,7,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,1m2z,NR3C1,molecular_weight,0.20700593778324006,0.42462230033215803,7,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,1m2z,NR3C1,labute_asa,0.26184136048745754,0.4433157561486652,7,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,1m2z,NR3C1,tpsa,0.17539922742686273,0.21985897320898465,7,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,1m2z,NR3C1,clogp,0.089267602358915676,0.24430265549400193,9,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,1m2z,NR3C1,rotatable_bonds,0.1354259382123254,0.13801729922743966,8,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,1m2z,NR3C1,ring_count,0.25470661123732119,0.38808993386547685,7,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2rh1,ADRB2,heavy_atoms,-0.29674145908685196,-0.40816927515750662,3,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2rh1,ADRB2,molecular_weight,-0.1923726053075745,-0.39451464688170113,3,2
