chemical_support_sensitivity,target_sensitivity,residual_scaling,n_docking44_ligands,n_dockstring_ligands,n_targets,docking44_target,dockstring_target,descriptor,docking44_slope_per_descriptor_sd,dockstring_slope_per_descriptor_sd,docking44_target_slope_rank,dockstring_target_slope_rank
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2rh1,ADRB2,labute_asa,-0.26738059773612632,-0.40781049956048243,3,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2rh1,ADRB2,tpsa,-0.12721874064439603,-0.1732949073588384,3,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2rh1,ADRB2,clogp,-0.12979195731570314,-0.22813630374637192,4,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2rh1,ADRB2,rotatable_bonds,-0.17792662820138885,-0.31241963105678444,2,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2rh1,ADRB2,ring_count,-0.38589089529504322,-0.28161551767819659,2,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2vt4,ADRB1,heavy_atoms,-0.52876661825519611,-0.43125158059306723,1,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2vt4,ADRB1,molecular_weight,-0.45135051829494283,-0.40453502773633604,1,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2vt4,ADRB1,labute_asa,-0.51018963192216538,-0.42427056060778218,1,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2vt4,ADRB1,tpsa,-0.32968450087197659,-0.19322290482778154,1,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2vt4,ADRB1,clogp,-0.14377055995993918,-0.31062563892220862,2,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2vt4,ADRB1,rotatable_bonds,-0.24817022421434984,-0.26681315827383495,1,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2vt4,ADRB1,ring_count,-0.4987926196540734,-0.34106255053157358,1,1
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2ydo,ADORA2A,heavy_atoms,0.12805193583844857,-0.055755823463443543,6,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2ydo,ADORA2A,molecular_weight,0.15745601689358429,-0.02987567250844491,6,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2ydo,ADORA2A,labute_asa,0.13499784159444125,-0.049803735813142819,6,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2ydo,ADORA2A,tpsa,0.21260793236515008,0.10098610169816327,8,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2ydo,ADORA2A,clogp,-0.14840672535472188,-0.23568819054011195,1,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2ydo,ADORA2A,rotatable_bonds,0.093062443404432316,0.079317524773716855,7,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,2ydo,ADORA2A,ring_count,-0.0086957059860765466,-0.18660170238074611,6,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3b66,AR,heavy_atoms,0.32454703370494237,0.64302083391213671,8,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3b66,AR,molecular_weight,0.24114746184730509,0.61978785544322867,8,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3b66,AR,labute_asa,0.30292391198282886,0.63751958984744861,8,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3b66,AR,tpsa,0.17382008166734542,0.29134132101297738,6,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3b66,AR,clogp,0.060706150942453144,0.36381006199313493,8,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3b66,AR,rotatable_bonds,0.064546239294805574,0.29261690900482279,5,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3b66,AR,ring_count,0.40798099399180332,0.53581261748414255,9,9
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3ln1,PTGS2,heavy_atoms,0.36259004175019849,0.44331365485153357,9,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3ln1,PTGS2,molecular_weight,0.28189545702851865,0.43523388659547629,9,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3ln1,PTGS2,labute_asa,0.34479854106641133,0.44508030105783913,9,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3ln1,PTGS2,tpsa,0.21822017440862085,0.22211013762823828,9,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3ln1,PTGS2,clogp,0.031497962519031648,0.1777397198919953,7,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3ln1,PTGS2,rotatable_bonds,0.20413114047102235,0.19544265030197641,9,8
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,3ln1,PTGS2,ring_count,0.34219554669523788,0.35809104308159334,8,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,4ey7,ACHE,heavy_atoms,-0.065130697505310808,0.041364991073842554,4,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,4ey7,ACHE,molecular_weight,0.034459281222811486,0.045709502625910503,4,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,4ey7,ACHE,labute_asa,-0.03305705394445755,0.041732505432901336,4,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,4ey7,ACHE,tpsa,0.071544573248017843,0.013551103194691579,5,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,4ey7,ACHE,clogp,-0.14280015664301976,-0.031289322968456532,3,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,4ey7,ACHE,rotatable_bonds,0.068834287341760503,-0.13640755818145647,6,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,4ey7,ACHE,ring_count,-0.23604655139732203,0.12903822420283895,4,6
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6cm4,DRD2,heavy_atoms,-0.03019516003768747,-0.35288717168837186,5,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6cm4,DRD2,molecular_weight,0.03528996515538297,-0.32676171174621693,5,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6cm4,DRD2,labute_asa,-0.0095378764782378545,-0.34880796162744565,5,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6cm4,DRD2,tpsa,0.04182503027202062,-0.09180461952991642,4,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6cm4,DRD2,clogp,-0.083415389495626546,-0.29335239498202031,6,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6cm4,DRD2,rotatable_bonds,-0.025588918021972863,-0.17930014163556338,4,3
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6cm4,DRD2,ring_count,-0.09256111948004711,-0.31484184061303422,5,2
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6pdj,LCK,heavy_atoms,-0.30729253184365851,-0.15441330648945747,2,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6pdj,LCK,molecular_weight,-0.25806668619807466,-0.14825242440299366,2,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6pdj,LCK,labute_asa,-0.29460442062959652,-0.15595468994151385,2,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6pdj,LCK,tpsa,-0.21342844398565416,-0.0094383119676062655,2,4
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6pdj,LCK,clogp,-0.088940412151559095,-0.14735784981288988,5,5
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6pdj,LCK,rotatable_bonds,-0.12718109716994069,0.18101219677698929,3,7
strict_nonempty_murcko_scaffold_disjoint,all_9_mapped_targets,target_standardized_two_way_residual,6212,13474,9,6pdj,LCK,ring_count,-0.24911731798877237,-0.29786575415155131,3,3
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,1m2z,NR3C1,heavy_atoms,0.22602025926644514,0.4203403125488322,6,6
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,1m2z,NR3C1,molecular_weight,0.18176158797813805,0.39858401110991404,6,6
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,1m2z,NR3C1,labute_asa,0.21567634703278277,0.41696800741653328,6,6
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,1m2z,NR3C1,tpsa,0.15448595660204539,0.20522077091732521,6,6
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,1m2z,NR3C1,clogp,0.088828226725315929,0.23163267293131357,6,6
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,1m2z,NR3C1,rotatable_bonds,0.10339634729750312,0.12113501465713221,7,6
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,1m2z,NR3C1,ring_count,0.18087280544189316,0.36135595286122696,6,6
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2rh1,ADRB2,heavy_atoms,-0.26669988803669342,-0.26214814043215939,1,1
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2rh1,ADRB2,molecular_weight,-0.19331616635405621,-0.25311470493722238,1,1
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2rh1,ADRB2,labute_asa,-0.25025132652054061,-0.26177251283213171,1,1
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2rh1,ADRB2,tpsa,-0.10698838271211392,-0.11124128844011688,1,1
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2rh1,ADRB2,clogp,-0.12920939414311539,-0.14659178214427304,1,3
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2rh1,ADRB2,rotatable_bonds,-0.11980920632497943,-0.18297082087497987,1,1
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2rh1,ADRB2,ring_count,-0.29189326155340045,-0.18892388901364551,1,2
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2ydo,ADORA2A,heavy_atoms,4.4595495800410814e-05,-0.046378349209183635,5,4
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2ydo,ADORA2A,molecular_weight,0.033073559125250944,-0.03065149929557455,5,4
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2ydo,ADORA2A,labute_asa,0.0064905522552032892,-0.043388038354820468,5,4
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2ydo,ADORA2A,tpsa,0.10235327380958774,0.061938907289516322,5,5
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2ydo,ADORA2A,clogp,-0.12041809746711628,-0.1510002645534437,3,2
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2ydo,ADORA2A,rotatable_bonds,0.021354484267349115,0.044776284899232716,5,4
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,2ydo,ADORA2A,ring_count,-0.068437944517292182,-0.12174179378627634,3,4
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,3b66,AR,heavy_atoms,0.48286350882869983,0.78055634795022932,7,7
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,3b66,AR,molecular_weight,0.41739016268947854,0.75271178671875205,7,7
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,3b66,AR,labute_asa,0.47436337682189134,0.77454334957352888,7,7
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,3b66,AR,tpsa,0.22931481780664004,0.34861397846843656,7,7
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,3b66,AR,clogp,0.16520512790876818,0.43866007329475742,7,7
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,3b66,AR,rotatable_bonds,0.086628345768542114,0.33531919312563685,6,7
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,3b66,AR,ring_count,0.53927771551593595,0.65889177416029698,7,7
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,4ey7,ACHE,heavy_atoms,-0.17296441947794661,0.041044211119759713,2,5
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,4ey7,ACHE,molecular_weight,-0.09316139133741215,0.045259246748862982,3,5
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,4ey7,ACHE,labute_asa,-0.15040793428109225,0.041303463807712347,2,5
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,4ey7,ACHE,tpsa,-0.021464799057545066,0.019327392467732938,3,4
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,4ey7,ACHE,clogp,-0.12559198746590247,-0.025408863388374989,2,5
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,4ey7,ACHE,rotatable_bonds,-0.0074452921725787144,-0.09945592461112783,4,3
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,4ey7,ACHE,ring_count,-0.25284905105170924,0.10262749890314248,2,5
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6cm4,DRD2,heavy_atoms,-0.036432134651351589,-0.21940769136187988,4,2
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6cm4,DRD2,molecular_weight,-0.016648589548451231,-0.2036750496616746,4,2
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6cm4,DRD2,labute_asa,-0.029978860714581331,-0.21699987484948044,4,2
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6cm4,DRD2,tpsa,0.0078206912916749093,-0.053393599801783889,4,2
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6cm4,DRD2,clogp,-0.04330814789641188,-0.18106411543972376,4,1
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6cm4,DRD2,rotatable_bonds,-0.0084592699909194248,-0.099923383855951314,3,2
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6cm4,DRD2,ring_count,-0.062601907343823052,-0.20232383175993682,4,1
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6pdj,LCK,heavy_atoms,-0.099457348017531061,-0.077014927803676303,3,3
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6pdj,LCK,molecular_weight,-0.094059235413601353,-0.074548350138749359,2,3
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6pdj,LCK,labute_asa,-0.10019454230423061,-0.078060444240504137,3,3
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6pdj,LCK,tpsa,-0.071545474511944956,-0.0031232679973542607,2,3
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6pdj,LCK,clogp,-0.038719487647923857,-0.073020868132534417,5,4
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6pdj,LCK,rotatable_bonds,-0.051182140678297093,0.083243744574832176,2,5
primary_seeded_support,human_structure_only_7,unscaled_two_way_residual,12651,15000,7,6pdj,LCK,ring_count,-0.057517214094475223,-0.1402506662436219,5,3
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,1m2z,NR3C1,heavy_atoms,0.22353375906512835,0.41425504168088456,6,6
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,1m2z,NR3C1,molecular_weight,0.17976198747079364,0.39281370643337898,6,6
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,1m2z,NR3C1,labute_asa,0.21330364255904763,0.41093155744338666,6,6
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,1m2z,NR3C1,tpsa,0.15278642150975644,0.20224978778418626,5,6
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,1m2z,NR3C1,clogp,0.087851007230249661,0.22827932443112678,6,6
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,1m2z,NR3C1,rotatable_bonds,0.10225886059960684,0.11938134185018297,7,5
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,1m2z,NR3C1,ring_count,0.17888298263307234,0.35612459915267586,6,6
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2rh1,ADRB2,heavy_atoms,-0.43994047355875054,-0.4369822871037024,1,1
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2rh1,ADRB2,molecular_weight,-0.31888879443648172,-0.42192419324702346,1,1
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2rh1,ADRB2,labute_asa,-0.41280739901549873,-0.43635614263634565,1,1
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2rh1,ADRB2,tpsa,-0.17648496256277552,-0.18543130827778914,1,1
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2rh1,ADRB2,clogp,-0.21314010465478941,-0.24435806459054213,1,3
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2rh1,ADRB2,rotatable_bonds,-0.19763382487831291,-0.30499933223780323,1,1
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2rh1,ADRB2,ring_count,-0.48149873875741372,-0.31492267301080989,1,2
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2ydo,ADORA2A,heavy_atoms,7.5072729578511837e-05,-0.078745409331250141,5,4
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2ydo,ADORA2A,molecular_weight,0.055676527771367217,-0.052042923040663137,5,4
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2ydo,ADORA2A,labute_asa,0.010926293463603581,-0.073668185663964492,5,4
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2ydo,ADORA2A,tpsa,0.1723030433516014,0.10516555011573189,6,5
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2ydo,ADORA2A,clogp,-0.20271363969063716,-0.25638208008993696,3,2
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2ydo,ADORA2A,rotatable_bonds,0.035948460576973519,0.07602527780407857,5,4
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,2ydo,ADORA2A,ring_count,-0.11520946699755585,-0.20670436847982238,5,4
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,3b66,AR,heavy_atoms,0.36664918832003518,0.67346405103868734,7,7
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,3b66,AR,molecular_weight,0.31693379508857356,0.64943976239432544,7,7
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,3b66,AR,labute_asa,0.36019484574925492,0.66827603577714123,7,7
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,3b66,AR,tpsa,0.17412393001598464,0.30078415581989115,7,7
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,3b66,AR,clogp,0.1254439918249155,0.37847593036147054,7,7
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,3b66,AR,rotatable_bonds,0.065778863137929217,0.28931341444655673,6,7
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,3b66,AR,ring_count,0.40948577197856928,0.56849185146894188,7,7
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,4ey7,ACHE,heavy_atoms,-0.28652183604857412,0.049003737008542943,2,5
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,4ey7,ACHE,molecular_weight,-0.15432522466413079,0.054036176220190399,3,5
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,4ey7,ACHE,labute_asa,-0.24915619996623956,0.049313265446112878,2,5
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,4ey7,ACHE,tpsa,-0.035557218385979493,0.023075469882614316,3,4
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,4ey7,ACHE,clogp,-0.20804768373941787,-0.03033629408875364,2,5
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,4ey7,ACHE,rotatable_bonds,-0.012333396600549539,-0.11874298081560289,4,3
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,4ey7,ACHE,ring_count,-0.41885362648074875,0.12252960475766037,2,5
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6cm4,DRD2,heavy_atoms,-0.069519529966771118,-0.37462192642517272,4,2
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6cm4,DRD2,molecular_weight,-0.031768715478632775,-0.34775963866805459,4,2
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6cm4,DRD2,labute_asa,-0.05720544035537798,-0.37051076307098735,4,2
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6cm4,DRD2,tpsa,0.01492338529749831,-0.091165506060259652,4,2
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6cm4,DRD2,clogp,-0.082640287600558221,-0.30915319017063492,5,1
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6cm4,DRD2,rotatable_bonds,-0.016141916449820586,-0.17061156936972477,3,2
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6cm4,DRD2,ring_count,-0.11945649672230986,-0.34545253698794853,4,1
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6pdj,LCK,heavy_atoms,-0.23925831383623114,-0.16202904180468397,3,3
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6pdj,LCK,molecular_weight,-0.22627241238944518,-0.15683969440175291,2,3
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6pdj,LCK,labute_asa,-0.24103173596663358,-0.16422866766010397,3,3
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6pdj,LCK,tpsa,-0.17211246766124991,-0.0065709354711151104,2,3
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6pdj,LCK,clogp,-0.093145046715021038,-0.15362607786143978,4,4
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6pdj,LCK,rotatable_bonds,-0.12312567066497296,0.17513363388558656,2,6
primary_seeded_support,human_structure_only_7,target_standardized_two_way_residual,12651,15000,7,6pdj,LCK,ring_count,-0.13836556006275122,-0.2950685238821692,3,3
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,1m2z,NR3C1,heavy_atoms,0.22602025926644514,0.4203403125488322,5,5
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,1m2z,NR3C1,molecular_weight,0.18176158797813805,0.39858401110991404,5,5
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,1m2z,NR3C1,labute_asa,0.21567634703278277,0.41696800741653328,5,5
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,1m2z,NR3C1,tpsa,0.15448595660204539,0.20522077091732521,5,5
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,1m2z,NR3C1,clogp,0.088828226725315929,0.23163267293131357,5,5
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,1m2z,NR3C1,rotatable_bonds,0.10339634729750312,0.12113501465713221,6,5
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,1m2z,NR3C1,ring_count,0.18087280544189316,0.36135595286122696,5,5
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2rh1,ADRB2,heavy_atoms,-0.26669988803669342,-0.26214814043215939,1,1
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2rh1,ADRB2,molecular_weight,-0.19331616635405621,-0.25311470493722238,1,1
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2rh1,ADRB2,labute_asa,-0.25025132652054061,-0.26177251283213171,1,1
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2rh1,ADRB2,tpsa,-0.10698838271211392,-0.11124128844011688,1,1
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2rh1,ADRB2,clogp,-0.12920939414311539,-0.14659178214427304,1,2
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2rh1,ADRB2,rotatable_bonds,-0.11980920632497943,-0.18297082087497987,1,1
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2rh1,ADRB2,ring_count,-0.29189326155340045,-0.18892388901364551,1,1
