dataset,raw_covariance_pr,residual_covariance_pr,raw_correlation_pr,residual_correlation_pr,covariance_pr_expansion_ratio,correlation_pr_expansion_ratio,residual_target_sd_coefficient_of_variation,residual_correlation_pr_over_covariance_pr
Docking-44,1.9151488500595006,6.9113939049583779,1.8340455747972353,9.3029119427164524,3.6088024723214867,5.0723450226938578,0.45762854826267463,1.34602542853799
DOCKSTRING-58,2.4742104233423898,8.2347459600388078,2.266322970109516,18.205875537641621,3.3282318602936605,8.0332219978169555,0.42859111321434551,2.2108606174361962
