dataset,calibration_ligands,repetition,panel_targets_k,reference_scope,cluster_adjusted_rand_index,sample_vs_fixed_full_source_panel_medoid_overlap,sample_vs_fixed_full_source_panel_medoid_jaccard,fixed_full_source_panel_mean_nearest_distance_on_reference_map,sample_map_medoids_mean_nearest_distance_on_reference_map,sample_minus_fixed_full_source_panel_mean_nearest_distance_on_reference_map,sample_map_medoids_maximum_nearest_distance_on_reference_map,random_panels_on_reference_map,fraction_random_panels_with_mean_coverage_no_worse_than_sample,random_mean_nearest_distance_median,random_mean_nearest_distance_q025,random_mean_nearest_distance_q975
Docking-44,500,15,8,full_source_map_including_calibration_rows,0.83147526664214788,6,0.59999999999999998,0.39776751007762828,0.40213218960634606,0.0043646795287177742,0.77999122035591717,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,15,8,row_disjoint_complement_map,0.85687207038498214,6,0.59999999999999998,0.39776533793940805,0.40232765764766421,0.0045623197082561573,0.77820230675993196,200,0,0.45102410217187289,0.42454584077610508,0.49021165023162611
Docking-44,500,15,10,full_source_map_including_calibration_rows,0.67245693231334069,7,0.53846153846153844,0.36509410302902534,0.37247102015457967,0.0073769171255543275,0.71994249100850871,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,15,10,row_disjoint_complement_map,0.71088211649492072,7,0.53846153846153844,0.3650316537224374,0.37255675587370257,0.0075251021512651728,0.72221947532389275,200,0,0.4131684182904265,0.3922027887987598,0.4486210779692838
Docking-44,500,16,6,full_source_map_including_calibration_rows,0.8577300982554642,3,0.33333333333333331,0.43214781831379373,0.43822026996520763,0.0060724516514139015,0.78464214215580474,10000,0.0001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,16,6,row_disjoint_complement_map,0.8366530757747922,3,0.33333333333333331,0.43217365171156391,0.43905841977262167,0.0068847680610577555,0.78391716252941612,200,0,0.4923697385137088,0.45832581065795625,0.53951807162868037
Docking-44,500,16,8,full_source_map_including_calibration_rows,0.90013606080510467,4,0.33333333333333331,0.39776751007762828,0.40448370415708595,0.0067161940794576713,0.78464214215580474,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,16,8,row_disjoint_complement_map,0.8815620141270738,4,0.33333333333333331,0.39795071668080695,0.40549780163879046,0.0075470849579835075,0.78391716252941612,200,0,0.45118522533512606,0.42454577397177595,0.49081470571644165
Docking-44,500,16,10,full_source_map_including_calibration_rows,0.8508673927496796,7,0.53846153846153844,0.36509410302902534,0.37299325256629101,0.0078991495372656706,0.78464214215580474,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,16,10,row_disjoint_complement_map,0.82809256554163146,7,0.53846153846153844,0.36590948588358502,0.37399045236338274,0.0080809664797977243,0.78391716252941612,200,0,0.41362761502133172,0.3929649945883279,0.44964426802547386
Docking-44,500,17,6,full_source_map_including_calibration_rows,0.58235716556197836,2,0.20000000000000001,0.43214781831379373,0.44847715446940734,0.016329336155613605,0.76908821998771904,10000,0.0023999999999999998,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,17,6,row_disjoint_complement_map,0.57609094463324406,2,0.20000000000000001,0.43184534136892894,0.44853186007328338,0.016686518704354447,0.76991896341843258,200,0.0050000000000000001,0.49140013110842196,0.45702151847190381,0.537743942406675
Docking-44,500,17,8,full_source_map_including_calibration_rows,0.57667682640614337,4,0.33333333333333331,0.39776751007762828,0.41336965442183399,0.015602144344205704,0.73727854012080951,10000,0.0016000000000000001,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,17,8,row_disjoint_complement_map,0.57667682640614337,4,0.33333333333333331,0.39722144942511162,0.41323529682004634,0.016013847394934722,0.73379200881033868,200,0,0.45052009708037344,0.42450917394275273,0.49035896460065298
Docking-44,500,17,10,full_source_map_including_calibration_rows,0.71128566964837192,7,0.53846153846153844,0.36509410302902534,0.38034364189160141,0.015249538862576073,0.70625206705844845,10000,0.00069999999999999999,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,17,10,row_disjoint_complement_map,0.71128566964837192,7,0.53846153846153844,0.36378367473245848,0.38029229548288906,0.01650862075043058,0.70690924318637749,200,0,0.41295263209721444,0.39204391558881463,0.44922888214993323
Docking-44,500,18,6,full_source_map_including_calibration_rows,0.66041882966268306,5,0.7142857142857143,0.43214781831379373,0.43560708403583809,0.0034592657220443579,0.76335687371682004,10000,0,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,18,6,row_disjoint_complement_map,0.66041882966268306,5,0.7142857142857143,0.43142481742496963,0.4353219567813047,0.0038971393563350665,0.76428629230781886,200,0,0.49179875543007834,0.45715629609368535,0.53917905050306181
Docking-44,500,18,8,full_source_map_including_calibration_rows,0.71901276908472911,5,0.45454545454545453,0.39776751007762828,0.40510408302984491,0.0073365729522166245,0.77228973156250647,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,18,8,row_disjoint_complement_map,0.71901276908472911,5,0.45454545454545453,0.39708582008591981,0.4046576924793539,0.0075718723934340981,0.76872852482375464,200,0,0.45111685993955081,0.42408326071276092,0.49025633851686296
Docking-44,500,18,10,full_source_map_including_calibration_rows,0.83218500095792913,5,0.33333333333333331,0.36509410302902534,0.37008300150627116,0.0049888984772458178,0.73813981650816574,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,18,10,row_disjoint_complement_map,0.83218500095792913,5,0.33333333333333331,0.36459180269446578,0.36972529754292832,0.0051334948484625387,0.7335957010254609,200,0,0.41352817189478142,0.39154215758151661,0.44822357954380476
Docking-44,500,19,6,full_source_map_including_calibration_rows,0.91928105474663513,4,0.5,0.43214781831379373,0.43705608239691213,0.0049082640831183966,0.78464214215580474,10000,0.0001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,19,6,row_disjoint_complement_map,0.91928105474663513,4,0.5,0.43196699602012784,0.43770679947585867,0.0057398034557308297,0.78591821127348716,200,0,0.49215333450185206,0.45808983911989737,0.53950367410462574
Docking-44,500,19,8,full_source_map_including_calibration_rows,0.8878505213363328,4,0.33333333333333331,0.39776751007762828,0.40315938803346563,0.0053918779558373431,0.74682641861712329,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,19,8,row_disjoint_complement_map,0.8878505213363328,4,0.33333333333333331,0.39766120738060345,0.40373568508026325,0.0060744776996597971,0.74794274544386707,200,0,0.45138625535386551,0.42474889147332118,0.4905895739607451
Docking-44,500,19,10,full_source_map_including_calibration_rows,0.76491203476554281,9,0.81818181818181823,0.36509410302902534,0.37378533462848423,0.0086912315994588929,0.73727854012080951,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,19,10,row_disjoint_complement_map,0.76491203476554281,9,0.81818181818181823,0.36539817113995537,0.37424763602026939,0.0088494648803140175,0.7414753480327092,200,0,0.41378320614394493,0.39259065468116944,0.44960599840536408
Docking-44,500,20,6,full_source_map_including_calibration_rows,0.96943588859930641,2,0.20000000000000001,0.43214781831379373,0.44361870771954437,0.011470889405750639,0.82437501128675983,10000,0.00040000000000000002,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,20,6,row_disjoint_complement_map,0.94059962762152804,2,0.20000000000000001,0.43133495219130463,0.44362171272869022,0.012286760537385588,0.8239075267492677,200,0,0.49167787483456832,0.45706907749343584,0.53797652695631881
Docking-44,500,20,8,full_source_map_including_calibration_rows,0.9442520639588724,4,0.33333333333333331,0.39776751007762828,0.40515726596310953,0.0073897558854812417,0.74373136588926536,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,20,8,row_disjoint_complement_map,0.9442520639588724,4,0.33333333333333331,0.39689180367824228,0.40509148911707182,0.0081996854388295404,0.75563330705734133,200,0,0.45086996230389109,0.42383464171028062,0.48924190573852272
Docking-44,500,20,10,full_source_map_including_calibration_rows,0.60555452142511446,5,0.33333333333333331,0.36509410302902534,0.37387691945861845,0.0087828164295931099,0.74373136588926536,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,20,10,row_disjoint_complement_map,0.60555452142511446,5,0.33333333333333331,0.36471723349394841,0.3739219320912282,0.0092046985972797923,0.75563330705734133,200,0,0.41296175605099683,0.39208848924229783,0.44893383132248516
Docking-44,500,21,6,full_source_map_including_calibration_rows,0.75740106271669783,5,0.7142857142857143,0.43214781831379373,0.43324488752832141,0.0010970692145276795,0.8013062475385585,10000,0,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,21,6,row_disjoint_complement_map,0.75740106271669783,5,0.7142857142857143,0.43307633609550839,0.43416462413427614,0.0010882880387677596,0.80016634073655457,200,0,0.49274179489927078,0.45810603384256232,0.53994233870912722
Docking-44,500,21,8,full_source_map_including_calibration_rows,0.87143840250750337,7,0.77777777777777779,0.39776751007762828,0.40131838275962611,0.0035508726819978298,0.74373136588926536,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,21,8,row_disjoint_complement_map,0.87143840250750337,7,0.77777777777777779,0.39853882083675141,0.40224936250707816,0.0037105416703267502,0.74746458907024094,200,0,0.45199836345096811,0.42570295145133674,0.49103447934595224
Docking-44,500,21,10,full_source_map_including_calibration_rows,0.85327671659692972,7,0.53846153846153844,0.36509410302902534,0.36973353626953803,0.0046394332405126915,0.71586601120942073,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,21,10,row_disjoint_complement_map,0.85327671659692972,7,0.53846153846153844,0.36559310218467816,0.37058777177038371,0.0049946695857055468,0.71969863634299047,200,0,0.41390771074774524,0.39280405583755584,0.44953061036297187
Docking-44,500,22,6,full_source_map_including_calibration_rows,0.85795795795795793,2,0.20000000000000001,0.43214781831379373,0.43741148022192072,0.0052636619081269931,0.81011935575628824,10000,0.0001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,22,6,row_disjoint_complement_map,0.82244744744744747,2,0.20000000000000001,0.43234323231671379,0.43794115896338109,0.0055979266466673061,0.81083528560144513,200,0,0.49252200913742994,0.45833546470145536,0.5402943606062458
Docking-44,500,22,8,full_source_map_including_calibration_rows,0.83869374507567296,4,0.33333333333333331,0.39776751007762828,0.40646415935855046,0.0086966492809221752,0.77633851181124758,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,22,8,row_disjoint_complement_map,0.80947349371566679,4,0.33333333333333331,0.39801151348411595,0.40715026839720936,0.0091387549130934054,0.78008676838384783,200,0,0.45183746481677955,0.42517386148591557,0.49108503793694247
Docking-44,500,22,10,full_source_map_including_calibration_rows,0.79805576537817335,5,0.33333333333333331,0.36509410302902534,0.37332464151491696,0.0082305384858916142,0.73813981650816574,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,22,10,row_disjoint_complement_map,0.74399117971334072,5,0.33333333333333331,0.36545851971139365,0.37411607379277717,0.0086575540813835228,0.74441458133212191,200,0,0.41401476095329126,0.39227263878632618,0.4492658816913227
Docking-44,500,23,6,full_source_map_including_calibration_rows,0.91928105474663513,2,0.20000000000000001,0.43214781831379373,0.44835209358148193,0.016204275267688195,0.77999122035591717,10000,0.0023999999999999998,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,23,6,row_disjoint_complement_map,0.91928105474663513,2,0.20000000000000001,0.4320793071445404,0.44877427629443023,0.016694969149889827,0.78160850531335446,200,0.0050000000000000001,0.49203915593074354,0.45713792751545557,0.53919256592509746
Docking-44,500,23,8,full_source_map_including_calibration_rows,0.90377517509953786,2,0.14285714285714285,0.39776751007762828,0.41310715959713223,0.015339649519503951,0.75278266939349081,10000,0.0014,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,23,8,row_disjoint_complement_map,0.79187988596158132,2,0.14285714285714285,0.39746415315337741,0.41329464776789293,0.015830494614515522,0.75273154774285589,200,0,0.45143190933157989,0.42462123807834512,0.49051155463694074
Docking-44,500,23,10,full_source_map_including_calibration_rows,0.77174278838522059,6,0.42857142857142855,0.36509410302902534,0.38008925640429259,0.014995153375267245,0.71586601120942073,10000,0.00050000000000000001,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,23,10,row_disjoint_complement_map,0.818222390270813,6,0.42857142857142855,0.36491380927433409,0.38049073000866956,0.015576920734335475,0.71996910143724402,200,0,0.4136411122482665,0.39272515983393352,0.44917180577541854
Docking-44,500,24,6,full_source_map_including_calibration_rows,0.80609697014869752,5,0.7142857142857143,0.43214781831379373,0.43408964186672866,0.0019418235529349293,0.8013062475385585,10000,0,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,24,6,row_disjoint_complement_map,0.77587831614589708,5,0.7142857142857143,0.43313473802234626,0.43518671819265614,0.0020519801703098861,0.8028712814408836,200,0,0.49297499434709113,0.45820785973833539,0.53981718448713834
Docking-44,500,24,8,full_source_map_including_calibration_rows,0.87621182467798464,6,0.59999999999999998,0.39776751007762828,0.40239239593351106,0.0046248858558827766,0.7530352020993426,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,24,8,row_disjoint_complement_map,0.84755997580047837,6,0.59999999999999998,0.39868299535005514,0.40351027003470141,0.0048272746846462766,0.7518493562420705,200,0,0.4523520373263048,0.4255614834685989,0.49118583779009328
Docking-44,500,24,10,full_source_map_including_calibration_rows,0.81325138679599129,7,0.53846153846153844,0.36509410302902534,0.36801208769734556,0.0029179846683202171,0.69910649235557942,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,24,10,row_disjoint_complement_map,0.75300095736063033,7,0.53846153846153844,0.36595899036332985,0.36905852736241029,0.0030995369990804433,0.70608112893304265,200,0,0.41404768187434304,0.39293202637561186,0.4494407140439543
Docking-44,500,25,6,full_source_map_including_calibration_rows,0.6642115538202148,2,0.20000000000000001,0.43214781831379373,0.44609754108104077,0.013949722767247041,0.78464214215580474,10000,0.001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,25,6,row_disjoint_complement_map,0.6642115538202148,2,0.20000000000000001,0.43152212342923058,0.44643563775782924,0.014913514328598665,0.78797970350665214,200,0,0.49182868788709833,0.45737330447868918,0.5389406492523845
Docking-44,500,25,8,full_source_map_including_calibration_rows,0.72674432313895632,4,0.33333333333333331,0.39776751007762828,0.41206583783505513,0.014298327757426843,0.78464214215580474,10000,0.001,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,25,8,row_disjoint_complement_map,0.72674432313895632,4,0.33333333333333331,0.39711597933631465,0.41237757083381221,0.015261591497497562,0.78797970350665214,200,0,0.45110670036705791,0.42428208747826918,0.48977947011378448
Docking-44,500,25,10,full_source_map_including_calibration_rows,0.69639942915281083,6,0.42857142857142855,0.36509410302902534,0.37697996592706956,0.011885862898044219,0.65555311459741672,10000,0.0001,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,25,10,row_disjoint_complement_map,0.69639942915281083,6,0.42857142857142855,0.36454521774449833,0.37741839388595583,0.012873176141457499,0.65850159145919962,200,0,0.41349442571860684,0.39168063154771471,0.4481340552747709
Docking-44,500,26,6,full_source_map_including_calibration_rows,0.8313838201546242,4,0.5,0.43214781831379373,0.43446230199053704,0.0023144836767433064,0.77999122035591717,10000,0,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,26,6,row_disjoint_complement_map,0.82084530891428831,4,0.5,0.43257255766248492,0.43518146017188664,0.0026089025094017115,0.77948015878336607,200,0,0.49240851968549337,0.45782604798199922,0.53921058490008933
Docking-44,500,26,8,full_source_map_including_calibration_rows,0.85354240545893245,6,0.59999999999999998,0.39776751007762828,0.3981201155592578,0.00035260548162951988,0.73727854012080951,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,26,8,row_disjoint_complement_map,0.82986499892672116,6,0.59999999999999998,0.39830027992130151,0.39875566415786595,0.00045538423656443783,0.73611459702175308,200,0,0.45202329943728004,0.42509042794261342,0.48983605709075562
Docking-44,500,26,10,full_source_map_including_calibration_rows,0.69539093643137284,8,0.66666666666666663,0.36509410302902534,0.36979200321946254,0.0046979001904371986,0.71977076775496396,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,26,10,row_disjoint_complement_map,0.70902022892520333,8,0.66666666666666663,0.36558849826769185,0.37055692373632287,0.0049684254686310214,0.72324070214590286,200,0,0.41392932436919511,0.39305346183724821,0.44948013440992535
Docking-44,500,27,6,full_source_map_including_calibration_rows,0.78010957994354968,1,0.090909090909090912,0.43214781831379373,0.44988429175229255,0.017736473438498823,0.76335687371682004,10000,0.0040000000000000001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,27,6,row_disjoint_complement_map,0.78010957994354968,1,0.090909090909090912,0.43162182813360167,0.45007545331263149,0.01845362517902982,0.76300670643395319,200,0.0050000000000000001,0.49198980264204173,0.45763888027609523,0.53865713595580356
Docking-44,500,27,8,full_source_map_including_calibration_rows,0.74840128133902295,3,0.23076923076923078,0.39776751007762828,0.41458262300462584,0.016815112926997555,0.73347316855701949,10000,0.0019,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,27,8,row_disjoint_complement_map,0.74840128133902295,3,0.23076923076923078,0.39734785104566939,0.41475331317145014,0.017405462125780757,0.73637544840815461,200,0.0050000000000000001,0.45147739183178259,0.42447750072864021,0.49036617480911293
Docking-44,500,27,10,full_source_map_including_calibration_rows,0.60730848310707819,5,0.33333333333333331,0.36509410302902534,0.37738592642483865,0.012291823395813306,0.73347316855701949,10000,0.0001,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,27,10,row_disjoint_complement_map,0.60730848310707819,5,0.33333333333333331,0.36476915531747023,0.37762456736944222,0.012855412051971993,0.73637544840815461,200,0,0.41358682176371087,0.39208032612793137,0.44881355354743196
Docking-44,500,28,6,full_source_map_including_calibration_rows,0.82328997039127016,4,0.5,0.43214781831379373,0.43678987412057446,0.0046420558067807316,0.78464214215580474,10000,0.0001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,28,6,row_disjoint_complement_map,0.79164041284940811,4,0.5,0.43264707924488932,0.43770730979679551,0.0050602305519061863,0.7854181643300584,200,0,0.4928296513083813,0.45783996264890514,0.54029068700241645
Docking-44,500,28,8,full_source_map_including_calibration_rows,0.85463185144032439,5,0.45454545454545453,0.39776751007762828,0.39931129839988605,0.0015437883222577664,0.7530352020993426,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,28,8,row_disjoint_complement_map,0.83071760060548105,5,0.45454545454545453,0.39819425157346805,0.40007554383529753,0.0018812922618294814,0.75469059025713459,200,0,0.45226993690231188,0.42495628789396084,0.49169051801118885
Docking-44,500,28,10,full_source_map_including_calibration_rows,0.85363622298310882,10,1,0.36509410302902534,0.36509410302902534,0,0.6460018796746092,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,28,10,row_disjoint_complement_map,0.79256802592899678,10,1,0.36582195189916417,0.36582195189916417,0,0.64413425707744931,200,0,0.41430562717623887,0.39297323084935176,0.44964641357838075
Docking-44,500,29,6,full_source_map_including_calibration_rows,0.95890619230685692,3,0.33333333333333331,0.43214781831379373,0.43840896030396409,0.0062611419901703602,0.8157280261450961,10000,0.0001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,29,6,row_disjoint_complement_map,0.92808583653699961,3,0.33333333333333331,0.43245315774203513,0.43920711214991426,0.0067539544078791258,0.81626491646769306,200,0,0.49243228103170422,0.45799736749925291,0.53975733730351094
Docking-44,500,29,8,full_source_map_including_calibration_rows,0.93848911304229832,4,0.33333333333333331,0.39776751007762828,0.40197121912657036,0.0042037090489420725,0.77999122035591717,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,29,8,row_disjoint_complement_map,0.90961766507618036,4,0.33333333333333331,0.39816276247423854,0.40276793665758426,0.0046051741833457172,0.78927303273796445,200,0,0.45241389902997803,0.42537247616685681,0.49117980827090746
Docking-44,500,29,10,full_source_map_including_calibration_rows,0.69007855254830419,6,0.42857142857142855,0.36509410302902534,0.36800275653786141,0.0029086535088360677,0.71586601120942073,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,29,10,row_disjoint_complement_map,0.64632815778430552,6,0.42857142857142855,0.36552104356973109,0.36858928933211688,0.0030682457623857906,0.71518964762057635,200,0,0.41408973416956812,0.39263297289651838,0.44955723945738729
Docking-44,500,30,6,full_source_map_including_calibration_rows,0.88212806795225951,2,0.20000000000000001,0.43214781831379373,0.4379899717831508,0.0058421534693570698,0.83645961850905426,10000,0.0001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,30,6,row_disjoint_complement_map,0.84701727968271978,2,0.20000000000000001,0.43146003031627383,0.43776837132898766,0.0063083410127138251,0.83262792497801918,200,0,0.49189714019656766,0.45731069038149103,0.53825661777967659
Docking-44,500,30,8,full_source_map_including_calibration_rows,0.825600018435516,5,0.45454545454545453,0.39776751007762828,0.40416105586175172,0.0063935457841234333,0.73727854012080951,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,30,8,row_disjoint_complement_map,0.79696433783760579,5,0.45454545454545453,0.39717431148400401,0.40406343336627865,0.0068891218822746403,0.73318788077097774,200,0,0.45112007562992118,0.42415098144073982,0.49047335308896689
Docking-44,500,30,10,full_source_map_including_calibration_rows,0.67964671998248649,8,0.66666666666666663,0.36509410302902534,0.37314405329474049,0.0080499502657151445,0.71586601120942073,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,30,10,row_disjoint_complement_map,0.67336760530959872,8,0.66666666666666663,0.36476585385105464,0.3732031006386613,0.0084372467876066559,0.71474468844604566,200,0,0.41318253468522292,0.39185037525677041,0.44838380873621964
Docking-44,500,31,6,full_source_map_including_calibration_rows,0.57904225094987616,4,0.5,0.43214781831379373,0.44116908651886466,0.0090212682050709314,0.78464214215580474,10000,0.00020000000000000001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,31,6,row_disjoint_complement_map,0.55745467407551086,4,0.5,0.43167805151714378,0.44096614083891672,0.009288089321772941,0.78391046468860237,200,0,0.49147041633848149,0.45727978208620512,0.53853309743369704
Docking-44,500,31,8,full_source_map_including_calibration_rows,0.59107574447676803,5,0.45454545454545453,0.39776751007762828,0.40369051079817614,0.0059230007205478552,0.7530352020993426,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,31,8,row_disjoint_complement_map,0.57418556236988694,5,0.45454545454545453,0.39725231303345948,0.40344964675200712,0.0061973337185476374,0.7544878298683797,200,0,0.45135419839581453,0.42411623730761122,0.49052463377647293
Docking-44,500,31,10,full_source_map_including_calibration_rows,0.70202105294001305,6,0.42857142857142855,0.36509410302902534,0.37270010476423288,0.0076060017352075349,0.71994249100850871,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,31,10,row_disjoint_complement_map,0.68077208611729767,6,0.42857142857142855,0.36458822250690931,0.3726288391163069,0.0080406166093975884,0.72185570582531211,200,0,0.41324495557715279,0.39151221007894993,0.44880455290136961
Docking-44,500,32,6,full_source_map_including_calibration_rows,0.81357191923514371,5,0.7142857142857143,0.43214781831379373,0.43309345211485328,0.0009456338010595533,0.8013062475385585,10000,0,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,32,6,row_disjoint_complement_map,0.81357191923514371,5,0.7142857142857143,0.43189883858957168,0.43285980615346509,0.0009609675638934112,0.80205337847919733,200,0,0.4916475599126976,0.45728409549144472,0.53890481213655483
Docking-44,500,32,8,full_source_map_including_calibration_rows,0.82319435626939441,7,0.77777777777777779,0.39776751007762828,0.4000902317863323,0.002322721708704012,0.8013062475385585,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,32,8,row_disjoint_complement_map,0.82319435626939441,7,0.77777777777777779,0.39744968987317664,0.39984224565421905,0.0023925557810424158,0.80205337847919733,200,0,0.45124980168761897,0.42465014689119918,0.49067639473443253
Docking-44,500,32,10,full_source_map_including_calibration_rows,0.68620972774146938,7,0.53846153846153844,0.36509410302902534,0.36719686525876033,0.0021027622297349891,0.71586601120942073,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,32,10,row_disjoint_complement_map,0.68620972774146938,7,0.53846153846153844,0.3646128118118368,0.36700489767488659,0.0023920858630497865,0.71764392075011996,200,0,0.41345207461640698,0.39193131756815325,0.44859834133254795
Docking-44,500,33,6,full_source_map_including_calibration_rows,0.78786145962976672,5,0.7142857142857143,0.43214781831379373,0.43330206664159621,0.0011542483278024762,0.77228973156250647,10000,0,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,33,6,row_disjoint_complement_map,0.83028916770381334,5,0.7142857142857143,0.43266083669277261,0.43395246475149024,0.001291628058717631,0.77279425982068517,200,0,0.49270014676150026,0.45847416343118902,0.53955178083227451
Docking-44,500,33,8,full_source_map_including_calibration_rows,0.82456212651967853,5,0.45454545454545453,0.39776751007762828,0.40128892296673907,0.0035214128891107865,0.71586601120942073,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,33,8,row_disjoint_complement_map,0.85623520472279857,5,0.45454545454545453,0.39802885840615709,0.40174286678014365,0.0037140083739865548,0.71943780530515922,200,0,0.4521656266274281,0.4253307382468306,0.49119101560738054
Docking-44,500,33,10,full_source_map_including_calibration_rows,0.82247719641576578,4,0.25,0.36509410302902534,0.37257612115640926,0.0074820181273839159,0.71586601120942073,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,33,10,row_disjoint_complement_map,0.78692094001051127,4,0.25,0.3650255258592997,0.37317315267558482,0.008147626816285114,0.71943780530515922,200,0,0.41429493284628005,0.3924620588023206,0.44916460548381176
Docking-44,500,34,6,full_source_map_including_calibration_rows,0.77451852793491383,3,0.33333333333333331,0.43214781831379373,0.43836730803491281,0.0062194897211190758,0.8013062475385585,10000,0.0001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,34,6,row_disjoint_complement_map,0.77451852793491383,3,0.33333333333333331,0.43240828797780595,0.43860855784654651,0.00620026986874056,0.7982642506238552,200,0,0.49243144315566956,0.45801946195302373,0.53851783754434157
Docking-44,500,34,8,full_source_map_including_calibration_rows,0.9347646193453476,7,0.77777777777777779,0.39776751007762828,0.39842854470215899,0.00066103462453070971,0.71586601120942073,10000,0,0.45146929174025086,0.42406608569847343,0.49102562770282659
Docking-44,500,34,8,row_disjoint_complement_map,0.9347646193453476,7,0.77777777777777779,0.39795113127546672,0.39872249606532384,0.00077136478985712076,0.71388284308965999,200,0,0.45180531351585645,0.42534363697180144,0.4897188366463926
Docking-44,500,34,10,full_source_map_including_calibration_rows,0.77411794275660561,6,0.42857142857142855,0.36509410302902534,0.36684851299260612,0.001754409963580783,0.70267986218669864,10000,0,0.4161252495631686,0.39268031268843251,0.44809726808011024
Docking-44,500,34,10,row_disjoint_complement_map,0.77411794275660561,6,0.42857142857142855,0.36482828691104119,0.36719659777547109,0.0023683108644299011,0.70388145318747108,200,0,0.41387927752874887,0.39217548458173496,0.44913175202692823
Docking-44,500,35,6,full_source_map_including_calibration_rows,0.91928105474663513,3,0.33333333333333331,0.43214781831379373,0.44636993086034721,0.014222112546553478,0.74373136588926536,10000,0.001,0.49302754320570502,0.45780395109194238,0.54568422458736376
Docking-44,500,35,6,row_disjoint_complement_map,0.88282733753543807,3,0.33333333333333331,0.43216479702182192,0.44695170098143683,0.014786903959614905,0.74224352420474871,200,0,0.49201484009404139,0.45719530830902561,0.53970986048279623
