dataset,transformation,tail_fraction_per_side,ligands_per_support,repetition,geometry_spearman,geometry_dissimilarity,edge_correlation_rmse,edge_sign_agreement,first_pr,second_pr
Docking-44,row_centered_residual,0.34999999999999998,4427,4,0.99476145224039425,0.0052385477596057495,0.031858326718515663,0.96088794926004228,9.1289760689257626,9.6120624642740911
Docking-44,raw,0.40000000000000002,5060,4,0.9975221807298621,0.0024778192701379043,0.012478422508435786,0.9989429175475687,1.8433788570868392,1.8278310205293316
Docking-44,row_centered_residual,0.40000000000000002,5060,4,0.99622450354013903,0.0037754964598609719,0.02572789769363348,0.96828752642706128,9.2359660578743927,9.4060444962396019
Docking-44,raw,0.10000000000000001,1265,5,0.9891550615452287,0.010844938454771302,0.030737680479473416,0.9936575052854123,1.7847829722474469,1.8761564731862943
Docking-44,row_centered_residual,0.10000000000000001,1265,5,0.98050242502981855,0.019497574970181453,0.058230155227164147,0.93974630021141647,9.3055103788041134,9.6128263641914771
Docking-44,raw,0.14999999999999999,1897,5,0.99201780404599571,0.0079821959540042897,0.026525487544646609,0.9936575052854123,1.8242736780932105,1.8312632259210797
Docking-44,row_centered_residual,0.14999999999999999,1897,5,0.98640327717707921,0.013596722822920793,0.048159010019477214,0.95031712473572938,9.4657447921453066,9.2720780882303551
Docking-44,raw,0.20000000000000001,2530,5,0.99418116161811054,0.0058188383818894573,0.022508008831694775,0.99577167019027479,1.8276843458725645,1.8159755285316141
Docking-44,row_centered_residual,0.20000000000000001,2530,5,0.99013437904427781,0.0098656209557221874,0.040049752894640328,0.95665961945031708,9.5365950009672034,9.6103145867166457
Docking-44,raw,0.25,3162,5,0.99551087322016307,0.0044891267798369272,0.017613962066022202,0.99577167019027479,1.8280386414905436,1.8637881320436875
Docking-44,row_centered_residual,0.25,3162,5,0.99122910547482623,0.0087708945251737669,0.038215005301263767,0.95877378435517968,9.3851070666139975,9.7433842238784987
Docking-44,raw,0.29999999999999999,3795,5,0.99545838497730621,0.0045416150226937901,0.014657240906165344,0.9989429175475687,1.8285676348778914,1.8423118475282296
Docking-44,row_centered_residual,0.29999999999999999,3795,5,0.99258978840030376,0.007410211599696237,0.034969753805607955,0.96511627906976749,9.4188488760297204,9.7235048040432073
Docking-44,raw,0.34999999999999998,4427,5,0.99571858661763102,0.0042814133823689815,0.015874840530867022,0.9989429175475687,1.8242171510693352,1.8405281731999805
Docking-44,row_centered_residual,0.34999999999999998,4427,5,0.99388365264448841,0.0061163473555115866,0.033087206951378026,0.96617336152219868,9.5637819952226515,9.2476121249026715
Docking-44,raw,0.40000000000000002,5060,5,0.99583977875277185,0.0041602212472281463,0.019889111999619166,0.9989429175475687,1.8226858551535849,1.8515558569905035
Docking-44,row_centered_residual,0.40000000000000002,5060,5,0.99522836088735744,0.0047716391126425561,0.031490165858583954,0.97251585623678649,9.6090557319824725,9.0640803307471618
Docking-44,raw,0.10000000000000001,1265,6,0.9849794325961414,0.015020567403858598,0.032159686755134094,0.9978858350951374,1.8587889743785446,1.7781631630948276
Docking-44,row_centered_residual,0.10000000000000001,1265,6,0.97744656888587522,0.022553431114124778,0.068649123346999713,0.94608879492600417,9.3646138642747907,8.6988892434628529
Docking-44,raw,0.14999999999999999,1897,6,0.99250081494623599,0.0074991850537640126,0.02347111917592197,0.99577167019027479,1.8322605698168675,1.8226793788693842
Docking-44,row_centered_residual,0.14999999999999999,1897,6,0.98695860647187961,0.013041393528120393,0.04997587021135582,0.96300211416490489,9.4398078252082396,8.8254276436799852
