dataset,transformation,repetition,chemical_groups_in_extremes,weighted_low_ligand_rows,weighted_high_ligand_rows,geometry_spearman,geometry_dissimilarity,sign_flip_fraction,top_positive_10pct_pair_jaccard,first_pr,second_pr,first_mean_signed_correlation,second_mean_signed_correlation,first_mean_absolute_correlation,second_mean_absolute_correlation
DOCKSTRING-58,row_centered_residual,4,6053,4076,3847,0.34813711260505287,0.6518628873949471,0.37689050211736236,0.1773049645390071,19.76978491842185,23.455956721556884,-0.011047998735811733,-0.007866455797475583,0.14886064013506747,0.12484162077871747
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,4,6053,4076,3847,0.44130179111780143,0.5586982088821986,0.3315184513006655,0.26717557251908397,21.061912840953134,28.408174739744357,-0.011038734054807004,-0.012873197099245792,0.14121962424718365,0.1066548024569059
DOCKSTRING-58,raw,5,6053,3561,3599,0.4167954106186074,0.5832045893813926,0.02117362371445856,0.1527777777777778,1.8359614215401732,3.070656949943839,0.7225820255195489,0.5332960205383764,0.7225820255195489,0.536417682440363
DOCKSTRING-58,row_centered_residual,5,6053,3561,3599,0.351051269000007,0.6489487309999931,0.36721113127646704,0.16901408450704225,18.83703455504761,23.05740668437403,-0.010805778289139327,-0.007230492556587371,0.1549487802034887,0.12661121090412167
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,5,6053,3561,3599,0.42500912393336937,0.5749908760666307,0.323653962492438,0.25757575757575757,20.696381356705093,28.686828357219454,-0.011507034843558523,-0.012605984197048255,0.14322911295780918,0.10601835530576789
DOCKSTRING-58,raw,6,6053,3951,3804,0.36350558749557327,0.6364944125044267,0.01572897761645493,0.136986301369863,1.6971278501176266,3.1849765014667857,0.754249698933114,0.5242542835365576,0.754249698933114,0.5264871295257093
DOCKSTRING-58,row_centered_residual,6,6053,3951,3804,0.3274034173807143,0.6725965826192857,0.36721113127646704,0.16901408450704225,19.31141659251196,23.172176585211307,-0.0110147955038094,-0.007845121077991252,0.1508458294267716,0.12638561354411154
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,6,6053,3951,3804,0.42208155854587986,0.5779184414541201,0.3309134906231095,0.24812030075187969,20.806624906614534,28.355386115559888,-0.011183115683019529,-0.012932178825949363,0.14209469195962493,0.10747958603691862
DOCKSTRING-58,raw,7,6053,3613,3749,0.429824793432836,0.5701752065671639,0.018148820326678767,0.1527777777777778,1.8166004766113595,3.129182399417282,0.7269952854885238,0.5288491509216897,0.7269952854885238,0.5315090848898929
DOCKSTRING-58,row_centered_residual,7,6053,3613,3749,0.3580914231434301,0.6419085768565699,0.3599516031457955,0.156794425087108,19.404253532254096,23.71243900268846,-0.010955321475516054,-0.007910322399332054,0.1515313604640426,0.12381764317533352
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,7,6053,3613,3749,0.42675652528416574,0.5732434747158343,0.3369630973986691,0.22509225092250923,21.39721833864838,28.799944417593597,-0.011698228779801074,-0.012868635710556015,0.1397624620355239,0.10600626076995567
DOCKSTRING-58,raw,8,6053,3661,3683,0.4123214804658504,0.5876785195341496,0.019963702359346643,0.14878892733564014,1.8528274645482226,3.08964523442747,0.7191303488300335,0.5319368540258178,0.7191303488300335,0.5346213146711238
DOCKSTRING-58,row_centered_residual,8,6053,3661,3683,0.3420805998573785,0.6579194001426215,0.3720508166969147,0.1649122807017544,19.716374763080893,24.055603643552093,-0.011059028463075394,-0.007890725319663689,0.14907700595418022,0.12242984730372813
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,8,6053,3661,3683,0.4137884327510543,0.5862115672489456,0.33575317604355714,0.25757575757575757,21.58077366107918,29.325164788107948,-0.01158867268294575,-0.013013413803269673,0.13804889519295024,0.10365936461809151
DOCKSTRING-58,raw,9,6053,3613,3662,0.41656910763343313,0.5834308923665669,0.019358741681790685,0.140893470790378,1.8051263838253324,3.0377220246875614,0.7295182141676025,0.5382239544904747,0.7295182141676025,0.5407723539464396
DOCKSTRING-58,row_centered_residual,9,6053,3613,3662,0.3458574563464762,0.6541425436535238,0.367816091954023,0.156794425087108,19.518830050840737,23.761979330402657,-0.010593724418060873,-0.008117898757293301,0.15045547260011505,0.1238879962974699
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,9,6053,3613,3662,0.41908657889712786,0.5809134211028721,0.3297035692679976,0.23880597014925373,21.36690807452324,28.86501336374266,-0.01120993967356578,-0.013125645772493465,0.13944740869371589,0.10551971022834897
DOCKSTRING-58,raw,10,6053,3863,3700,0.3907499052005216,0.6092500947994783,0.016333938294010888,0.1292517006802721,1.7167262908954655,3.207830906560156,0.7503106304637306,0.521922092898587,0.7503106304637306,0.524369619370139
DOCKSTRING-58,row_centered_residual,10,6053,3863,3700,0.3315924748553227,0.6684075251446773,0.3781004234724743,0.156794425087108,19.718699361583305,23.297692136385006,-0.010930934492661954,-0.008132096478812672,0.14926313814410602,0.12611453200624734
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,10,6053,3863,3700,0.4252593569355371,0.5747406430644628,0.32667876588021777,0.22962962962962963,21.1795851099201,28.309021050390935,-0.011105530803538053,-0.012844693738098422,0.1405057984742164,0.10717206056772666
DOCKSTRING-58,raw,11,6053,3645,3672,0.41787073636612987,0.5821292636338702,0.018753781004234724,0.140893470790378,1.871501705177139,3.0324487350933675,0.7148264395476582,0.5385289961377203,0.7148264395476582,0.5409726632597568
DOCKSTRING-58,row_centered_residual,11,6053,3645,3672,0.3506076244982182,0.6493923755017819,0.3647912885662432,0.156794425087108,19.277665466709145,23.718801199481586,-0.010829145496103205,-0.007872679659714442,0.15175338405902167,0.12440261293604296
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,11,6053,3645,3672,0.4165326081804015,0.5834673918195985,0.3309134906231095,0.25757575757575757,21.215715187206605,28.71520148509261,-0.011721750274950348,-0.012900602435481223,0.14018188445427074,0.10619613300505633
DOCKSTRING-58,raw,12,6053,4167,3763,0.40725589146949015,0.5927441085305099,0.0205686630369026,0.156794425087108,1.678943024221193,3.025082140794772,0.7593168299384908,0.5380430190532388,0.7593168299384908,0.5405748567661987
DOCKSTRING-58,row_centered_residual,12,6053,4167,3763,0.3666572613313174,0.6333427386686826,0.37265577737447064,0.16901408450704225,19.927999002668944,23.88606180213258,-0.011173464784910166,-0.0076777327882207565,0.14808298317633742,0.12412988666320626
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,12,6053,4167,3763,0.45829083587791125,0.5417091641220888,0.3248638838475499,0.24344569288389514,20.925369363798428,29.530458832303196,-0.010941289738117461,-0.013014998755775923,0.1422341740761545,0.10347493111077019
DOCKSTRING-58,raw,13,6053,3714,3794,0.43788626539823,0.5621137346017699,0.01693889897156685,0.1649122807017544,1.712850985186871,3.086879582705756,0.7507210980141616,0.5325520774954217,0.7507210980141616,0.5349407189033958
DOCKSTRING-58,row_centered_residual,13,6053,3714,3794,0.34267358976998497,0.657326410230015,0.3799153055051422,0.16083916083916083,19.134594162871004,23.415454777387144,-0.010895036263711886,-0.00734623678137892,0.15274821801370697,0.12578615849587432
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,13,6053,3714,3794,0.43854704684115775,0.5614529531588422,0.32425892316999394,0.22962962962962963,20.639928673740073,29.22918372033754,-0.011064446277561873,-0.012610379195547446,0.1435562932821872,0.10455299400665352
DOCKSTRING-58,raw,14,6053,3644,3802,0.40385917606637395,0.5961408239336261,0.016333938294010888,0.140893470790378,1.766172567170658,3.02186435283362,0.7382794199097336,0.5398022360223395,0.7382794199097336,0.5422233436224266
DOCKSTRING-58,row_centered_residual,14,6053,3644,3802,0.35333371758098414,0.6466662824190159,0.36963097398669087,0.17314487632508835,19.357549566978275,23.354350583673785,-0.011106729612839253,-0.007815299557911083,0.15125023580992292,0.12562422401507817
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,14,6053,3644,3802,0.4268617116173274,0.5731382883826726,0.3351482153660012,0.24344569288389514,20.922710828422204,28.390227269949946,-0.011250563826112545,-0.012879904540380007,0.1418505492972653,0.10744572031477678
DOCKSTRING-58,raw,15,6053,3578,3798,0.40166949050786,0.5983305094921401,0.019358741681790685,0.11784511784511785,1.797799915307177,3.083071466093381,0.7307066570984474,0.5332870447737017,0.7307066570984474,0.5358838126603639
DOCKSTRING-58,row_centered_residual,15,6053,3578,3798,0.32517003503198266,0.6748299649680174,0.37870538415003024,0.1527777777777778,19.352053451188056,23.50058801946864,-0.010745803872002068,-0.007972256486642335,0.15173620372052804,0.12476043395983112
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,15,6053,3578,3798,0.4061708656562363,0.5938291343437637,0.33635813672111314,0.24344569288389514,21.011300584844122,28.819017964713815,-0.011335161346071166,-0.012989800475569009,0.14195222484582476,0.10569793271917784
DOCKSTRING-58,raw,16,6053,3677,3742,0.41186831921921074,0.5881316807807893,0.019358741681790685,0.156794425087108,1.7817132780439926,3.034613290385783,0.7344636160603536,0.5379719768765199,0.7344636160603536,0.540712325812611
DOCKSTRING-58,row_centered_residual,16,6053,3677,3742,0.3523819713616545,0.6476180286383455,0.36721113127646704,0.16901408450704225,19.31874010399449,24.38234632165339,-0.010952258202932007,-0.007767648442880354,0.15188637807651106,0.12116508889289115
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,16,6053,3677,3742,0.43660128432696105,0.5633987156730389,0.32304900181488205,0.24812030075187969,20.868353949011258,30.27022483818553,-0.01124775265557813,-0.012914797941564414,0.14238743203984208,0.10108170440182113
DOCKSTRING-58,raw,17,6053,3694,3844,0.39822549425846704,0.6017745057415329,0.02117362371445856,0.156794425087108,1.7986016174364254,3.122866263590018,0.7305479644081845,0.5287490048424152,0.7305479644081845,0.5314674574025174
DOCKSTRING-58,row_centered_residual,17,6053,3694,3844,0.33600483310358087,0.6639951668964191,0.3781004234724743,0.14878892733564014,19.060313601660432,24.195398267800197,-0.011085936569338681,-0.00769007405889775,0.15299720667473907,0.12204428178048057
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,17,6053,3694,3844,0.41090588193866406,0.5890941180613359,0.3315184513006655,0.22509225092250923,20.681544406607507,29.218866941326706,-0.01156523997448171,-0.012647555496549069,0.14336859917754893,0.10486470307344453
DOCKSTRING-58,raw,18,6053,3948,3794,0.40693420051938684,0.5930657994806132,0.013914095583787053,0.16083916083916083,1.7450168945044877,3.035254044069181,0.7431751186035654,0.537978211797317,0.7431751186035654,0.5401741187766993
DOCKSTRING-58,row_centered_residual,18,6053,3948,3794,0.35472895154946554,0.6452710484505344,0.3684210526315789,0.1649122807017544,19.33602399517353,23.199413116802276,-0.010874799138420418,-0.007965789499636427,0.15189139004670202,0.1262196302279137
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,18,6053,3948,3794,0.43962947428018934,0.5603705257198106,0.3254688445251059,0.2342007434944238,21.165792928354513,28.7860013784075,-0.011182629225963456,-0.012942489246565957,0.14180193856984596,0.10589612798298745
DOCKSTRING-58,raw,19,6053,3851,3782,0.3918164368594187,0.6081835631405813,0.018753781004234724,0.140893470790378,1.6999672466572535,3.0104639082393305,0.7542198171662287,0.5398278150994349,0.7542198171662287,0.5424815339410973
DOCKSTRING-58,row_centered_residual,19,6053,3851,3782,0.3325404590113613,0.6674595409886387,0.3811252268602541,0.17314487632508835,20.24439716955439,23.853243239814915,-0.011181909916620903,-0.007473248725834391,0.14603106288723566,0.12391010271830787
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,19,6053,3851,3782,0.44009539891104527,0.5599046010889548,0.33030852994555354,0.2623574144486692,21.441731216954995,28.994832432996624,-0.011033784297182407,-0.012894799812319953,0.1389056302543969,0.10516192958486226
DOCKSTRING-58,raw,20,6053,3559,3708,0.42707525121828543,0.5729247487817146,0.021778584392014518,0.14878892733564014,1.840591776955601,3.1213444700728914,0.7217497826599766,0.5292654582645694,0.7217497826599766,0.5323226497903564
DOCKSTRING-58,row_centered_residual,20,6053,3559,3708,0.36194669048980843,0.6380533095101916,0.36721113127646704,0.17314487632508835,18.955796367301915,24.264365124255395,-0.010950535413774928,-0.007874434558451486,0.15400259886044074,0.12179898913550168
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,20,6053,3559,3708,0.43164057347213697,0.5683594265278631,0.3218390804597701,0.22962962962962963,20.832027818465793,29.193627399612893,-0.011435435190609305,-0.012954387177816287,0.1427575729482445,0.10395063021735587
