dataset,repetition,first_ligands,second_ligands,first_chemical_groups,second_chemical_groups,chemical_group_overlap,first_median_molecular_weight,second_median_molecular_weight,absolute_median_mw_difference,mw_ks_statistic,transformation,geometry_spearman,geometry_dissimilarity,sign_flip_fraction,top_positive_10pct_pair_jaccard,first_pr,second_pr,first_mean_signed_correlation,second_mean_signed_correlation,first_mean_absolute_correlation,second_mean_absolute_correlation
DOCKSTRING-58,18,7501,7499,5826,6079,0,386.35100000000017,383.8790000000002,2.47199999999998,0.013772071355947935,row_centered_residual,0.9936742181036319,0.006325781896368121,0.029038112522686024,0.9080459770114943,17.947314842688275,17.83605894753947,-0.002165945398291542,-0.0023835247159653466,0.15646665919125274,0.15706353046602506
DOCKSTRING-58,18,7501,7499,5826,6079,0,386.35100000000017,383.8790000000002,2.47199999999998,0.013772071355947935,group_heldout_descriptor_adjusted_residual,0.9856056975832159,0.014394302416784077,0.055051421657592255,0.8757062146892656,28.498039406682633,28.265305489053073,-0.012204501596950431,-0.012217977118956759,0.10746798599364941,0.10789891233234457
DOCKSTRING-58,19,7500,7500,6044,5861,0,383.44600000000014,386.4680000000001,3.0219999999999345,0.018533333333333332,raw,0.9978161913369661,0.002183808663033915,0.003629764065335753,0.8444444444444444,2.292238789185254,2.207025671808398,0.6109611907832618,0.6242730689700905,0.6178475726985179,0.6305972516466501
DOCKSTRING-58,19,7500,7500,6044,5861,0,383.44600000000014,386.4680000000001,3.0219999999999345,0.018533333333333332,row_centered_residual,0.9950970671044914,0.004902932895508583,0.02661826981246219,0.8863636363636364,17.901445777492654,17.899937643530485,-0.0023406207759386613,-0.0022194467042243133,0.15670808001837266,0.15673313223447205
DOCKSTRING-58,19,7500,7500,6044,5861,0,383.44600000000014,386.4680000000001,3.0219999999999345,0.018533333333333332,group_heldout_descriptor_adjusted_residual,0.9874809984586115,0.01251900154138852,0.047186932849364795,0.8547486033519553,28.398834806122032,28.381084039383424,-0.012097662997107746,-0.0123216027179312,0.1076113423135023,0.10770286763464901
DOCKSTRING-58,20,7505,7495,6031,5874,0,384.43500000000006,386.3300000000001,1.8950000000000387,0.015389695728753656,raw,0.9979722717975315,0.0020277282024685483,0.003629764065335753,0.8651685393258427,2.2644740202527682,2.231864846849083,0.6146679097299977,0.6208123461618829,0.6214621611514073,0.6272499308231883
DOCKSTRING-58,20,7505,7495,6031,5874,0,384.43500000000006,386.3300000000001,1.8950000000000387,0.015389695728753656,row_centered_residual,0.9947785377753744,0.005221462224625606,0.029643073200241985,0.9080459770114943,17.841008772596943,17.956192383317532,-0.002290793273854649,-0.0022666776913767245,0.15709878894249785,0.15637747409918357
DOCKSTRING-58,20,7505,7495,6031,5874,0,384.43500000000006,386.3300000000001,1.8950000000000387,0.015389695728753656,group_heldout_descriptor_adjusted_residual,0.9885463929966832,0.011453607003316768,0.045372050816696916,0.8342541436464088,28.462848513025122,28.330840806294688,-0.01220043995138615,-0.012208946268492787,0.10756398701399146,0.10773263634513063
DOCKSTRING-58,21,7503,7497,5833,6072,0,385.82600000000014,384.46100000000007,1.365000000000066,0.013055682088909134,raw,0.9977345604085635,0.0022654395914365466,0.004234724742891712,0.8547486033519553,2.218515105428054,2.280397847565112,0.6230984592256943,0.6119851576282638,0.6295470244380306,0.6188043538493426
DOCKSTRING-58,21,7503,7497,5833,6072,0,385.82600000000014,384.46100000000007,1.365000000000066,0.013055682088909134,row_centered_residual,0.9949430111440869,0.005056988855913103,0.029038112522686024,0.9415204678362573,17.943205907263536,17.856680459043336,-0.0023780708869156155,-0.0021711854474596396,0.15647605613323584,0.15697694996100606
DOCKSTRING-58,21,7503,7497,5833,6072,0,385.82600000000014,384.46100000000007,1.365000000000066,0.013055682088909134,group_heldout_descriptor_adjusted_residual,0.9882848631773448,0.011715136822655237,0.044162129461584994,0.8342541436464088,28.348650494002534,28.454281459448513,-0.012169906664558021,-0.012245227958843292,0.10786461385311251,0.10735971655998826
