dataset,transformation,repetition,first_ligands,second_ligands,geometry_spearman,geometry_dissimilarity,sign_flip_fraction,top_positive_10pct_pair_jaccard,first_pr,second_pr,first_mean_signed_correlation,second_mean_signed_correlation,first_mean_absolute_correlation,second_mean_absolute_correlation
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,160,3751,3750,0.9794859577294674,0.02051404227053255,0.05807622504537205,0.7849462365591398,28.803937068851823,28.3186125156888,-0.01222146579772996,-0.012211345829320003,0.1062339207737331,0.1080434918070956
DOCKSTRING-58,raw,161,3751,3750,0.9966123018587553,0.0033876981412447327,0.004839685420447671,0.8651685393258427,2.2704213986807553,2.2351392115785984,0.6138130627145582,0.6198871910566507,0.6202696515097142,0.6261760664745711
DOCKSTRING-58,row_centered_residual,161,3751,3750,0.9910251543294805,0.008974845670519538,0.0411373260738052,0.8342541436464088,17.76721871976677,17.94380767436932,-0.001949292274086944,-0.0022940085833847803,0.1577149502299434,0.15595274601205417
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,161,3751,3750,0.9797948135610968,0.020205186438903233,0.07017543859649122,0.8342541436464088,27.98884775905506,28.346669692574483,-0.012181285103216442,-0.012231479788963828,0.10910417555802243,0.10762128800643982
DOCKSTRING-58,raw,162,3751,3750,0.9959451626351385,0.004054837364861452,0.0024198427102238356,0.8241758241758241,2.273244498825071,2.2511479222968753,0.6147565065080125,0.6176890079394158,0.6209900688051331,0.6238070055802141
DOCKSTRING-58,row_centered_residual,162,3751,3750,0.9905140078912252,0.009485992108774766,0.03508771929824561,0.8651685393258427,18.061479268891244,17.650135970404456,-0.003007423677357273,-0.0023296290078610145,0.15552476724083952,0.15786220047392616
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,162,3751,3750,0.9759708250078863,0.024029174992113655,0.07683000604960677,0.7659574468085106,28.458000341267024,28.030368017587023,-0.012560253444179966,-0.012085302858961566,0.10709925312919881,0.10909586911851459
DOCKSTRING-58,raw,163,3751,3750,0.996470980057499,0.0035290199425009883,0.0024198427102238356,0.8651685393258427,2.230984303737718,2.2533431420165457,0.6197025266766348,0.6158067981179177,0.626609344892999,0.6233856710081551
DOCKSTRING-58,row_centered_residual,163,3751,3750,0.9910354070146783,0.008964592985321707,0.038112522686025406,0.8651685393258427,17.75033234186698,17.652889341575737,-0.002245932867798718,-0.0020842344743812117,0.15709122133505307,0.15838354980718491
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,163,3751,3750,0.9779834225956354,0.02201657740436458,0.07259528130671507,0.8142076502732241,28.49803455733969,28.356970219995148,-0.012144961623655626,-0.012365847030971697,0.1072439722150229,0.10798286433991998
DOCKSTRING-58,raw,164,3751,3750,0.996287154380162,0.003712845619837979,0.0024198427102238356,0.8444444444444444,2.2625266835948974,2.255765739477337,0.6150809626332964,0.6169570511938391,0.6218325672328383,0.6235129247210748
DOCKSTRING-58,row_centered_residual,164,3751,3750,0.991283777582971,0.008716222417028963,0.0411373260738052,0.8971428571428571,17.63023640117445,17.480570902913588,-0.002178279231456501,-0.0020580329260771963,0.1576872851629439,0.15991359160739307
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,164,3751,3750,0.9796076934215555,0.020392306578444486,0.06654567453115548,0.8241758241758241,28.148438768006308,28.25642554706801,-0.01199358166985136,-0.012194440106078463,0.1084006468082425,0.10805765761389137
DOCKSTRING-58,raw,165,3751,3750,0.9959708567835056,0.004029143216494391,0.006654567453115548,0.8043478260869565,2.261635736833778,2.2345928891571427,0.613462251906548,0.6212749107363771,0.6217220169579775,0.6269419353204502
DOCKSTRING-58,row_centered_residual,165,3751,3750,0.9902912384824472,0.009708761517552844,0.045372050816696916,0.8342541436464088,17.640481783862526,18.167918672137098,-0.001536124828735866,-0.0025804087219992193,0.15801775072252733,0.15525877256893247
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,165,3751,3750,0.9783482975688553,0.02165170243114467,0.07562008469449485,0.7945945945945946,28.607157938206598,28.156103925361577,-0.012097296596486071,-0.012199311114268219,0.1069317174199125,0.10900615911603771
DOCKSTRING-58,raw,166,3751,3750,0.9958752217339114,0.004124778266088591,0.004839685420447671,0.8342541436464088,2.266852885218457,2.2437478258572696,0.6144360206597104,0.6184537812666309,0.6220906736773427,0.6244045781449389
DOCKSTRING-58,row_centered_residual,166,3751,3750,0.989259487311222,0.010740512688777959,0.04658197217180883,0.8241758241758241,18.154156060677778,17.761137510906885,-0.0025826557159172644,-0.002736380720371514,0.15504631011999118,0.15797547848706814
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,166,3751,3750,0.9770592542131429,0.02294074578685712,0.07199032062915911,0.8241758241758241,28.34266332781096,27.98444445893948,-0.012356712090871412,-0.012258997724548104,0.10779454793735911,0.10959105184298105
DOCKSTRING-58,raw,167,3751,3750,0.9961627220113503,0.0038372779886497455,0.004234724742891712,0.8444444444444444,2.220440592319274,2.2367971959543373,0.6213016357940929,0.6174661769123361,0.6284615053368213,0.6249867172527761
DOCKSTRING-58,row_centered_residual,167,3751,3750,0.9911827332389836,0.008817266761016351,0.03750756200846945,0.8547486033519553,17.737876673899663,17.633888758032032,-0.0020277734616201293,-0.001613606705331055,0.15786419990964423,0.1585148480782025
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,167,3751,3750,0.9786702488877456,0.021329751112254436,0.06412583182093164,0.8241758241758241,28.17243934380865,28.60571901147177,-0.0122123737313586,-0.012012714151419584,0.10814773515505384,0.10764585435031791
DOCKSTRING-58,raw,168,3751,3750,0.9966867088817282,0.0033132911182718328,0.0024198427102238356,0.8142076502732241,2.2294527615844077,2.2285520009062454,0.6216795251829779,0.6222137561321718,0.6273891658482728,0.628271118526725
DOCKSTRING-58,row_centered_residual,168,3751,3750,0.990909768447608,0.00909023155239197,0.03690260133091349,0.8651685393258427,17.633121143012247,18.156712144032994,-0.002375070154909804,-0.002554410119446003,0.1584720458319942,0.15510450575749077
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,168,3751,3750,0.9801589738485643,0.01984102615143568,0.05868118572292801,0.7754010695187166,28.067637063465416,28.14420296359308,-0.01209774443502605,-0.012150378286867412,0.10898771110769823,0.10861451908462824
DOCKSTRING-58,raw,169,3751,3750,0.9963416538182197,0.003658346181780292,0.004234724742891712,0.8142076502732241,2.2439127827131884,2.317964953551923,0.6193659582542004,0.6071008038132244,0.6256744026958326,0.613742193150564
DOCKSTRING-58,row_centered_residual,169,3751,3750,0.9903351717300328,0.009664828269967174,0.04234724742891712,0.8342541436464088,17.928248492150658,17.759624353573717,-0.002854698492543467,-0.002680511756584609,0.15673938767579304,0.15745750120860563
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,169,3751,3750,0.9788599966265769,0.021140003373423144,0.07320024198427103,0.7945945945945946,27.877578265241247,27.93603088158834,-0.012349788876352482,-0.012198560993493021,0.10946842151442646,0.10951088197208433
DOCKSTRING-58,raw,170,3751,3750,0.9962848402861462,0.003715159713853833,0.0030248033877797943,0.8444444444444444,2.2667257195166,2.263128471808812,0.6132474053106873,0.6148011988834554,0.6209243909274357,0.6217589897606922
DOCKSTRING-58,row_centered_residual,170,3751,3750,0.9900179548721485,0.009982045127851502,0.0411373260738052,0.8444444444444444,17.654287313142806,17.98942812136403,-0.002302845419273378,-0.0020377599771845014,0.1587253521666069,0.15575703562607707
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,170,3751,3750,0.9786809904286253,0.02131900957137467,0.060496067755595885,0.8142076502732241,28.096585486271096,28.32395856657752,-0.012221263878202786,-0.012081740304462537,0.10858450183113899,0.10785813364968888
DOCKSTRING-58,raw,171,3751,3750,0.9957012103657531,0.004298789634246902,0.004234724742891712,0.8241758241758241,2.2916028675468194,2.1794967701943766,0.6114927393692678,0.6288425316731677,0.6181878288097781,0.6348473022345329
DOCKSTRING-58,row_centered_residual,171,3751,3750,0.9897405531840947,0.010259446815905293,0.045372050816696916,0.8547486033519553,17.76494007470831,17.735394043119776,-0.0023278892987674714,-0.0018252516224017575,0.15792256409672042,0.1574698961056804
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,171,3751,3750,0.9787381015250272,0.02126189847497284,0.06110102843315184,0.8142076502732241,28.27788002628952,28.046756132941915,-0.012128436524879974,-0.01204913320110474,0.10802319750885658,0.10890165599624613
DOCKSTRING-58,raw,172,3751,3750,0.9959154407410444,0.004084559258955567,0.0030248033877797943,0.8342541436464088,2.2297188870807685,2.2543521732921548,0.6205560944609876,0.6167944190519072,0.6273618113024819,0.6235285644820543
DOCKSTRING-58,row_centered_residual,172,3751,3750,0.989686306144351,0.010313693855648953,0.034482758620689655,0.8342541436464088,17.82345283343652,17.868276960518752,-0.0022518535708363216,-0.0023780106305536504,0.15705842658752103,0.15691486476209787
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,172,3751,3750,0.9777167890167051,0.022283210983294888,0.07683000604960677,0.7566137566137566,28.754802525482795,28.18124480215539,-0.012544312910903898,-0.01212080762003553,0.1063017845139907,0.10831560810817915
DOCKSTRING-58,raw,173,3751,3750,0.9955271724293514,0.0044728275706485965,0.004839685420447671,0.8757062146892656,2.217134233121712,2.2744142466321366,0.62444165581064,0.6127520576882787,0.6302260381404216,0.620052128966544
DOCKSTRING-58,row_centered_residual,173,3751,3750,0.9897213788827023,0.010278621117297715,0.043557168784029036,0.7849462365591398,18.147186779811097,17.829116462039266,-0.0026368335330459567,-0.001750212267853985,0.1552437459182968,0.15710351819960863
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,173,3751,3750,0.9778818336026547,0.022118166397345318,0.0647307924984876,0.7659574468085106,28.0744989263052,28.419494209133912,-0.01211807033939106,-0.012032808515116022,0.10845337569115777,0.10819935315920884
DOCKSTRING-58,raw,174,3751,3750,0.9971988861678343,0.002801113832165747,0.0024198427102238356,0.8547486033519553,2.2500711596787637,2.2619146461382322,0.6180929965649985,0.615532685176465,0.6240281559123385,0.622266255876502
DOCKSTRING-58,row_centered_residual,174,3751,3750,0.9917605261162619,0.008239473883738135,0.038112522686025406,0.8651685393258427,18.216513596524216,17.55412903141245,-0.0027324027581104313,-0.002015125380008254,0.15521137754915873,0.15871613134844917
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,174,3751,3750,0.9790030134817735,0.020996986518226457,0.06352087114337568,0.7754010695187166,28.46486130616228,27.91879024385044,-0.012228682046812602,-0.012252205362342127,0.10742214718321166,0.10957483439117781
DOCKSTRING-58,raw,175,3751,3750,0.9954843151956309,0.004515684804369147,0.004839685420447671,0.7945945945945946,2.2459164017276927,2.2151738224055024,0.6192136741130404,0.6231428567884749,0.6244842039997793,0.6297270236792779
DOCKSTRING-58,row_centered_residual,175,3751,3750,0.9892643546134461,0.010735645386553916,0.039927404718693285,0.8241758241758241,18.25755011817848,17.85812149388683,-0.003029218670848396,-0.0021051391591564057,0.1538392934918003,0.15687076797643615
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,175,3751,3750,0.9744774293498462,0.025522570650153842,0.07199032062915911,0.7566137566137566,28.552994219626243,28.484782446336016,-0.012413272091608188,-0.012316913398972494,0.10691530447907104,0.10740114850901764
DOCKSTRING-58,raw,176,3751,3750,0.9961555326446373,0.003844467355362702,0.003629764065335753,0.8547486033519553,2.239145345859653,2.291242871520773,0.6197891045569939,0.6105310716369653,0.6265959852861187,0.6173736619018356
DOCKSTRING-58,row_centered_residual,176,3751,3750,0.989714558814575,0.01028544118542496,0.03750756200846945,0.8342541436464088,17.867265501419432,17.821062868943848,-0.00277982146520433,-0.001871486048568089,0.15663491830292287,0.1573779680470706
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,176,3751,3750,0.9785160653997719,0.021483934600228127,0.07017543859649122,0.8043478260869565,27.935850480569417,28.280471779101784,-0.012245379824575736,-0.012277878418662805,0.10919940488205522,0.10833743573156487
DOCKSTRING-58,raw,177,3751,3750,0.9950948406856793,0.004905159314320673,0.0024198427102238356,0.7945945945945946,2.2808306523731323,2.2557465189433987,0.6134096635173659,0.6161033463345053,0.6197864094391667,0.622488883759102
DOCKSTRING-58,row_centered_residual,177,3751,3750,0.9900915887592332,0.009908411240766801,0.03690260133091349,0.8547486033519553,17.910413261896082,17.845637342502293,-0.0030224942341016718,-0.002027611578311211,0.1560518407751125,0.15736987219462142
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,177,3751,3750,0.9723081986820652,0.027691801317934805,0.06957047791893527,0.7566137566137566,27.89030709636985,28.33922367060984,-0.012442868524722605,-0.012100239507119553,0.10944500374472341,0.1075858953924081
DOCKSTRING-58,raw,178,3751,3750,0.9964392814860825,0.0035607185139174824,0.0030248033877797943,0.7945945945945946,2.288051529528822,2.2691513911103054,0.6119193098119757,0.6141847134741458,0.6180995787743562,0.6210656556230225
DOCKSTRING-58,row_centered_residual,178,3751,3750,0.990435148030628,0.009564851969371957,0.03690260133091349,0.8142076502732241,17.72606916752063,17.989245738834335,-0.002169194753413,-0.002834195704589303,0.1575567912094589,0.15596089150374398
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,178,3751,3750,0.9781315007012342,0.021868499298765776,0.06654567453115548,0.7754010695187166,27.9127657050796,28.40556907036866,-0.011995044094392095,-0.012530676436109809,0.10942868275890687,0.1078859237520015
DOCKSTRING-58,raw,179,3751,3750,0.9944247948962148,0.005575205103785175,0.0024198427102238356,0.7945945945945946,2.2186045261379914,2.275231410796573,0.6228687155600253,0.6142292951252193,0.6286305605076421,0.6208958494802552
DOCKSTRING-58,row_centered_residual,179,3751,3750,0.9888709400329715,0.01112905996702851,0.04295220810647308,0.8444444444444444,17.84417332199276,17.85502289150814,-0.002254132045748024,-0.0030437501461031916,0.157308054541828,0.15654663339203342
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,179,3751,3750,0.9758390704311437,0.024160929568856293,0.0780399274047187,0.7945945945945946,28.366148968878523,28.245322606284567,-0.012091239253365532,-0.01239717886310031,0.10753726586886182,0.10792247054616975
DOCKSTRING-58,raw,180,3751,3750,0.9960806845888208,0.003919315411179181,0.0024198427102238356,0.8757062146892656,2.2406494379405677,2.268220461416825,0.6189029075489907,0.6141235406962278,0.6254507144109129,0.6207453108833964
DOCKSTRING-58,row_centered_residual,180,3751,3750,0.9901738865505497,0.00982611344945028,0.04234724742891712,0.8142076502732241,18.114405233564984,17.87402483992927,-0.0031785322845644935,-0.0021402632344141898,0.15576964161351212,0.15632962453162239
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,180,3751,3750,0.9756745200145247,0.024325479985475296,0.06836055656382335,0.8142076502732241,28.04299596049078,28.62665459466375,-0.01245347343980689,-0.01217377573854286,0.10946625307587038,0.1067976403826715
DOCKSTRING-58,raw,181,3751,3750,0.9963902577630269,0.003609742236973079,0.004839685420447671,0.8863636363636364,2.2006821718599356,2.312469787970882,0.6254375960193964,0.6082765773327377,0.6315701729162391,0.6141627157651098
DOCKSTRING-58,row_centered_residual,181,3751,3750,0.987727817441479,0.012272182558521028,0.04476709013914096,0.9080459770114943,17.586110205142912,18.300294352192267,-0.002045254385492697,-0.002989945562421745,0.15901535341514147,0.15379023194977692
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,181,3751,3750,0.9771750572164394,0.02282494278356062,0.06110102843315184,0.7849462365591398,28.21777182512672,28.4569063218557,-0.012111265603552829,-0.012352275557990601,0.10863000995097041,0.10733915325958708
DOCKSTRING-58,raw,182,3751,3750,0.9958187775004236,0.00418122249957642,0.0030248033877797943,0.8757062146892656,2.2566885256550755,2.20574621031064,0.6164162611537797,0.6233257629045,0.6227028758119098,0.6305904339863335
DOCKSTRING-58,row_centered_residual,182,3751,3750,0.9899724381572456,0.01002756184275444,0.04597701149425287,0.8757062146892656,17.67505906778953,17.645559068120612,-0.0018428788482005988,-0.001838998499007696,0.1581006002864012,0.15878972155325516
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,182,3751,3750,0.9754625293421675,0.024537470657832516,0.08590441621294616,0.7849462365591398,28.22933817313827,28.731661680380725,-0.012074480162439213,-0.012258917534916298,0.1084978157886941,0.10673581998705134
DOCKSTRING-58,raw,183,3751,3750,0.9969740152109888,0.0030259847890111713,0.0054446460980036296,0.8547486033519553,2.2540628958611175,2.2183320033023723,0.6179868672413378,0.6227538367874114,0.6235736487584135,0.6294834766798952
DOCKSTRING-58,row_centered_residual,183,3751,3750,0.9912616090405271,0.00873839095947293,0.03690260133091349,0.8651685393258427,17.56432695848386,17.81673901579874,-0.0021289472258093998,-0.0026285942754509925,0.15914548809563325,0.15782610538463676
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,183,3751,3750,0.9804622742604608,0.019537725739539158,0.06715063520871144,0.8142076502732241,28.0537209120226,27.77568386633484,-0.012102523364327319,-0.01221515357107281,0.10904099545047463,0.11023101645543813
DOCKSTRING-58,raw,184,3751,3750,0.9967734754516151,0.0032265245483849014,0.004839685420447671,0.8547486033519553,2.2521502541952536,2.237752037984511,0.6157679444171472,0.6206593906660447,0.6231298903628342,0.6268441665496667
DOCKSTRING-58,row_centered_residual,184,3751,3750,0.991229275488089,0.008770724511910966,0.039927404718693285,0.8863636363636364,17.745900320797514,18.308321507435803,-0.0022829905643295466,-0.0027240976901762356,0.15736669911068846,0.15402492385441327
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,184,3751,3750,0.9798541909286759,0.020145809071324128,0.06715063520871144,0.8142076502732241,28.262691782848343,28.459703055276364,-0.0122414457849409,-0.012389887602944964,0.1078695919397139,0.10700156767167002
DOCKSTRING-58,raw,185,3751,3750,0.9965418588177245,0.003458141182275498,0.003629764065335753,0.8547486033519553,2.2373050479571597,2.257899922137981,0.6206446534713878,0.6157525132209114,0.6269251487061607,0.6218839904669625
DOCKSTRING-58,row_centered_residual,185,3751,3750,0.9909796323009287,0.00902036769907133,0.03750756200846945,0.8547486033519553,18.08235759901018,17.691287686803424,-0.0030828897560797736,-0.0016094159308467737,0.1552529564028347,0.1581933873364111
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,185,3751,3750,0.9801778346446824,0.019822165355317556,0.06594071385359952,0.8241758241758241,28.262045157541323,28.235165878151292,-0.012203364823847753,-0.011992352661509963,0.10801851531621541,0.10838884764681216
DOCKSTRING-58,raw,186,3751,3750,0.9959422082464523,0.0040577917535477015,0.006049606775559589,0.8241758241758241,2.241766065678776,2.274985507702072,0.6177468327611803,0.6133197871663382,0.6253266758728305,0.6192270719636903
DOCKSTRING-58,row_centered_residual,186,3751,3750,0.9904021476152762,0.00959785238472377,0.0411373260738052,0.8142076502732241,17.71453756549758,17.730062163592585,-0.002136889279634979,-0.00247660384029191,0.157672468967559,0.15843553191263174
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,186,3751,3750,0.9802315875150955,0.019768412484904463,0.06594071385359952,0.8142076502732241,28.238140695410568,27.964938379616324,-0.012320699349303259,-0.012168285155679522,0.10831298529099397,0.10921378187065837
DOCKSTRING-58,raw,187,3751,3750,0.996809613576534,0.0031903864234660295,0.0024198427102238356,0.8342541436464088,2.2379653137282927,2.2337384362348067,0.6213861596062933,0.6211809894035544,0.6266366967225084,0.6269725020771948
DOCKSTRING-58,row_centered_residual,187,3751,3750,0.9913855658377786,0.008614434162221407,0.03569267997580157,0.8971428571428571,18.32900595380847,17.60701084504703,-0.003028041711398201,-0.0024698406338973964,0.15383413655804712,0.15885680704272243
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,187,3751,3750,0.9795666933080613,0.020433306691938657,0.07138535995160314,0.7566137566137566,28.12971699619686,27.80167473104744,-0.012337252655720362,-0.012191537433179663,0.1085754860718958,0.10964982042904027
DOCKSTRING-58,raw,188,3751,3750,0.9959417592431357,0.00405824075686434,0.0018148820326678765,0.8444444444444444,2.2185674816828493,2.230185023321007,0.62287404870521,0.6214094345354595,0.6290292679425126,0.6273208761935352
DOCKSTRING-58,row_centered_residual,188,3751,3750,0.9907113700886667,0.00928862991133328,0.03871748336358137,0.8547486033519553,18.18550435720129,17.7032690475559,-0.002455454142451018,-0.002207039905254665,0.15494897086261283,0.1582380935224088
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,188,3751,3750,0.9789327271933799,0.02106727280662013,0.06412583182093164,0.8547486033519553,28.21985951652034,28.03411475092763,-0.012233183852739199,-0.012171670230685916,0.10860131262551243,0.10867813178029394
DOCKSTRING-58,raw,189,3751,3750,0.9971897546625156,0.0028102453374844183,0.006049606775559589,0.8651685393258427,2.2040403544874363,2.300949566112932,0.62677896456193,0.6085695609409297,0.6320886255526689,0.6158742970828808
DOCKSTRING-58,row_centered_residual,189,3751,3750,0.9911260977141422,0.008873902285857826,0.03145795523290986,0.8651685393258427,17.703115782686375,17.980577996770815,-0.00247886467446001,-0.002409583846316571,0.1574820264847016,0.15677619194277673
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,189,3751,3750,0.9787388401221987,0.021261159877801306,0.06715063520871144,0.7754010695187166,28.249916305499546,28.010862992452722,-0.012207380991699992,-0.012254562128320679,0.1084620136723489,0.10893421608591186
DOCKSTRING-58,raw,190,3751,3750,0.9956208467425693,0.004379153257430657,0.003629764065335753,0.8342541436464088,2.307477260689462,2.21427790859167,0.6101943544741659,0.6218246538352474,0.6160348418974971,0.6290242804626853
DOCKSTRING-58,row_centered_residual,190,3751,3750,0.9899626849550269,0.010037315044973072,0.03508771929824561,0.8342541436464088,17.96846165226051,17.866088987736862,-0.0028130247706440884,-0.0022335830675832757,0.15597947254507755,0.15673149166765182
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,190,3751,3750,0.9784905864541777,0.021509413545822254,0.06291591046581972,0.7754010695187166,27.58317074531618,28.564903942169256,-0.012128666878954045,-0.012414629278472212,0.11111829992225691,0.1066498699025606
DOCKSTRING-58,raw,191,3751,3750,0.995897060830135,0.004102939169865039,0.0054446460980036296,0.8043478260869565,2.285051448492313,2.2481806807775464,0.6108089647658512,0.6192085030282867,0.6181498495308162,0.6249357979676247
DOCKSTRING-58,row_centered_residual,191,3751,3750,0.9888391245612832,0.0111608754387168,0.043557168784029036,0.8651685393258427,17.88351608486883,17.944442130556453,-0.001610914379049042,-0.0031948360141337132,0.15724794480350937,0.15621850982082763
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,191,3751,3750,0.9797128000499865,0.02028719995001349,0.06170598911070781,0.8444444444444444,28.88281721259473,27.584727258335665,-0.0122765137189656,-0.012388315588770725,0.10573007865456376,0.11052589582480903
DOCKSTRING-58,raw,192,3751,3750,0.9961286243275383,0.003871375672461652,0.003629764065335753,0.8651685393258427,2.2840023769461193,2.284040557546261,0.6127531949017127,0.6122075874043332,0.6186086370175938,0.618674467600361
DOCKSTRING-58,row_centered_residual,192,3751,3750,0.9884823715001261,0.011517628499873922,0.039927404718693285,0.8342541436464088,17.46925031515876,18.249386446469213,-0.0026573516341476824,-0.0022821861264995477,0.15930427262868543,0.15409276779906392
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,192,3751,3750,0.9768383206699962,0.023161679330003793,0.060496067755595885,0.7382198952879581,27.857605789342635,28.68556443455691,-0.012279690966129419,-0.012125662759993692,0.10972227133068028,0.10651344189294107
DOCKSTRING-58,raw,193,3751,3750,0.9956368381683808,0.004363161831619222,0.004234724742891712,0.8142076502732241,2.3141205262641167,2.2001928280138947,0.604919112246006,0.6257724018931881,0.6125472234710144,0.6321192344158467
DOCKSTRING-58,row_centered_residual,193,3751,3750,0.9900106353210419,0.009989364678958057,0.039927404718693285,0.8547486033519553,17.5700924820175,18.014508609436916,-0.0017564008687357814,-0.0025556807114043224,0.1587667729466797,0.15625540436767651
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,193,3751,3750,0.9764517686668386,0.023548231333161418,0.07743496672716274,0.7849462365591398,28.646069057746683,27.953837172006587,-0.012195233731807864,-0.012172102460594504,0.10674764834267418,0.10936854265213798
DOCKSTRING-58,raw,194,3751,3750,0.9966226023667916,0.0033773976332084343,0.003629764065335753,0.8651685393258427,2.25138245465058,2.291868212213193,0.6156903290272214,0.610747778750921,0.6236490690376219,0.6171926742255539
DOCKSTRING-58,row_centered_residual,194,3751,3750,0.990486881714529,0.009513118285470967,0.03750756200846945,0.8444444444444444,17.63350441565561,17.673323007559297,-0.0021936436384351454,-0.002592300598188588,0.15836698006950875,0.15780700695271305
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,194,3751,3750,0.9767999720672115,0.023200027932788525,0.07622504537205081,0.7754010695187166,28.394763698591884,28.242355217982084,-0.012347122220508204,-0.012400758744380767,0.10746971309074281,0.10794124047580483
DOCKSTRING-58,raw,195,3751,3750,0.9966457486205993,0.003354251379400708,0.0024198427102238356,0.8444444444444444,2.2531474449250326,2.1788994314736705,0.6172959454066752,0.6291167071703211,0.6239232381393393,0.6360602894707045
DOCKSTRING-58,row_centered_residual,195,3751,3750,0.9912404660322853,0.008759533967714672,0.043557168784029036,0.8971428571428571,17.667397482563597,17.840250812486637,-0.0026712014632172243,-0.001776131288163783,0.15787945697409478,0.15666035941274375
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,195,3751,3750,0.9796783011856965,0.020321698814303457,0.06654567453115548,0.8043478260869565,28.407399396790627,28.07997946662226,-0.012374817712853387,-0.012185249654350586,0.10749075879336523,0.10855559504253555
DOCKSTRING-58,raw,196,3751,3750,0.9965101203939425,0.003489879606057511,0.0012099213551119178,0.8547486033519553,2.262847630690576,2.220825626057657,0.6146105625087374,0.6231347745413581,0.6219390821864113,0.6288485123080615
DOCKSTRING-58,row_centered_residual,196,3751,3750,0.9903802580393897,0.009619741960610328,0.039927404718693285,0.8444444444444444,17.58379456958181,18.329966369278115,-0.0017440692757896995,-0.002552362637073057,0.15839613227508018,0.1540981368233039
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,196,3751,3750,0.9791664081797967,0.02083359182020328,0.05868118572292801,0.8241758241758241,28.53245318478044,28.354998333355855,-0.012107725688858666,-0.012327793474909655,0.10729076930167981,0.10828987597364993
DOCKSTRING-58,raw,197,3751,3750,0.9957195026014587,0.004280497398541305,0.004839685420447671,0.7754010695187166,2.2721766845722295,2.2505543030194657,0.6138006854550149,0.6170065210835237,0.6211669437649884,0.623913823251195
DOCKSTRING-58,row_centered_residual,197,3751,3750,0.9901068469015218,0.009893153098478158,0.03932244404113733,0.7945945945945946,17.959545255636044,17.917500926810575,-0.0024964769006528987,-0.002361242302175301,0.1563472067959477,0.15605288374931447
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,197,3751,3750,0.9782186073446388,0.021781392655361165,0.06715063520871144,0.8043478260869565,28.410991581918868,28.613634133831965,-0.012398967417655149,-0.012206628629668136,0.10795053638089516,0.1067481693293861
DOCKSTRING-58,raw,198,3751,3750,0.9963743141600538,0.003625685839946158,0.0012099213551119178,0.8142076502732241,2.2791292483030285,2.244450994591,0.6126598958722378,0.6165100694464656,0.6197016782582446,0.6243940224333832
DOCKSTRING-58,row_centered_residual,198,3751,3750,0.9911037006848034,0.008896299315196643,0.0338777979431337,0.8651685393258427,17.866931069801932,17.76183596862027,-0.0027287792153405785,-0.0017908737621387487,0.1565999567668169,0.1578063505001231
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,198,3751,3750,0.9798979514826782,0.02010204851732178,0.06594071385359952,0.7566137566137566,27.748790325478446,28.49454945227056,-0.012172238757192026,-0.012294756398613414,0.11039536019629287,0.10691981752553045
DOCKSTRING-58,raw,199,3751,3750,0.9965565191745324,0.0034434808254676375,0.0006049606775559589,0.8757062146892656,2.2460087280935177,2.225141162269983,0.6188436540205183,0.6225654940706153,0.6248561620566849,0.628795283188516
