target_a,target_b,scaffold_residual_mean_correlation,scaffold_residual_mean_percentile_rank,scaffold_residual_between_support_sd,scaffold_residual_between_support_rank_sd,scaffold_residual_stability_confidence,scaffold_residual_lcb_rank,scaffold_residual_sign_agreement_fraction,scaffold_raw_mean_correlation,scaffold_raw_mean_percentile_rank,scaffold_raw_between_support_sd,scaffold_raw_between_support_rank_sd,scaffold_raw_stability_confidence,scaffold_raw_lcb_rank,scaffold_raw_sign_agreement_fraction,random_residual_mean_correlation,random_residual_mean_percentile_rank,random_residual_between_support_sd,random_residual_between_support_rank_sd,random_residual_stability_confidence,random_residual_lcb_rank,random_residual_sign_agreement_fraction,random_raw_mean_correlation,random_raw_mean_percentile_rank,random_raw_between_support_sd,random_raw_between_support_rank_sd,random_raw_stability_confidence,random_raw_lcb_rank,random_raw_sign_agreement_fraction
EGFR,ROCK1,-0.0741827921210616,0.452910052910053,0.027117389330715,0.0530071455549108,-0.0530071455549108,0.365713298472225,1,0.782593517733563,0.746031746031746,0.0108216021917284,0.0272318723123988,-0.0272318723123988,0.70123531607785,1,-0.0320874648569267,0.531111111111111,0.0263340154796605,0.0499082616431566,-0.0499082616431566,0.449012020708119,0.88,0.803811102414661,0.773015873015873,0.00769783674838006,0.0288268387385108,-0.0288268387385108,0.725595723291023,1
EGFR,SRC,-0.0904502306792705,0.422433862433862,0.0233846956278747,0.0477132566990377,-0.0477132566990377,0.343945555163945,1,0.776809593257039,0.726772486772487,0.0107621579691571,0.0271427718955918,-0.0271427718955918,0.682122627004238,1,-0.0826204866758483,0.437883597883598,0.0245013656338046,0.0504510093053345,-0.0504510093053345,0.354891687576323,1,0.794388448226676,0.733015873015873,0.00958167492886459,0.0271101267162416,-0.0271101267162416,0.688419714567656,1
FGFR1,IGF1R,-0.256628052042168,0.123386243386243,0.025063560773562,0.0369898043650543,-0.0369898043650543,0.0625380152057291,1,0.544797083873236,0.0694179894179894,0.01610399847713,0.00947931392688791,-0.00947931392688791,0.0538245180082588,1,-0.262265046765805,0.137566137566138,0.0183614202767169,0.0262708196477442,-0.0262708196477442,0.0943506392455984,1,0.541036498380619,0.0605291005291005,0.013810521980832,0.0117175040816787,-0.0117175040816787,0.0412538063147391,1
FGFR1,JAK2,-0.333522209406699,0.0428571428571428,0.0172310179583489,0.00981160618726165,-0.00981160618726165,0.0267170506790974,1,0.573745313561466,0.0902645502645502,0.0154586499826474,0.00922084678785462,-0.00922084678785462,0.0750962572985294,1,-0.333870403561528,0.054074074074074,0.0181870773499782,0.0180233678009112,-0.0180233678009112,0.0244256340415751,1,0.570670456470181,0.0864550264550265,0.0156845012386287,0.00941703089771974,-0.00941703089771974,0.0709640106282775,1
FGFR1,KDR,0.37161996248188,0.976931216931217,0.0185840446433142,0.00592854771009147,-0.00592854771009147,0.967178755948117,1,0.711650614197423,0.415026455026455,0.010640898016835,0.03679964645483,-0.03679964645483,0.354491036608259,1,0.395039503278228,0.976507936507937,0.0197693570981909,0.00525416392954883,-0.00525416392954883,0.967864836843829,1,0.720691799445917,0.415026455026455,0.0126193088103695,0.0437896865251134,-0.0437896865251134,0.342992420692643,1
FGFR1,KIT,0.228861186570381,0.946560846560846,0.0212041633260069,0.0148982640547445,-0.0148982640547445,0.922053202190791,1,0.750395461528064,0.617989417989418,0.0108886144043535,0.0469362802608013,-0.0469362802608013,0.5407792369604,1,0.273753622566284,0.956190476190476,0.0240974158959786,0.00835146020676228,-0.00835146020676228,0.942452324150352,1,0.754506372059015,0.576296296296296,0.0105516050024751,0.0526159627239465,-0.0526159627239465,0.489743037615404,1
FGFR1,LCK,-0.199997932447376,0.208571428571429,0.0218324373509827,0.0316033579041944,-0.0316033579041944,0.156583904819029,1,0.630738333391644,0.201481481481481,0.0143839648895262,0.0175918517388273,-0.0175918517388273,0.172542885371111,1,-0.215412466403718,0.202645502645503,0.0253808090733723,0.0334333644060415,-0.0334333644060415,0.147647618197564,1,0.629194927775716,0.182222222222222,0.0121538855612336,0.0169406625201978,-0.0169406625201978,0.154354832376497,1
FGFR1,MAP2K1,-0.137073562447095,0.324021164021164,0.0217919722895003,0.0465028941108347,-0.0465028941108347,0.247523903208841,1,0.653482342298102,0.248042328042328,0.012076354125996,0.0146815546995362,-0.0146815546995362,0.223891170561591,1,-0.17384534624703,0.26031746031746,0.0180383921041136,0.0252958435837967,-0.0252958435837967,0.218705797622115,1,0.645763074628792,0.217566137566138,0.0127372655801367,0.0200449182475197,-0.0200449182475197,0.184592247048968,1
FGFR1,MAPK1,-0.233489811918073,0.155767195767196,0.0198713584755559,0.0297804175226884,-0.0297804175226884,0.106778408942373,1,0.601953833339064,0.128994708994709,0.0150646489178926,0.0201089455910416,-0.0201089455910416,0.0959154934974456,1,-0.240847337664908,0.169417989417989,0.0236818965472166,0.0302246772239764,-0.0302246772239764,0.119698395384548,1,0.590133627860681,0.108677248677249,0.0147201965364257,0.0152754374540583,-0.0152754374540583,0.0835491540653227,1
FGFR1,MAPK14,-0.0462315081615995,0.507830687830688,0.0224297672413347,0.0427509645993331,-0.0427509645993331,0.437505351064785,0.98,0.629142487347867,0.198624338624339,0.013854610287401,0.0220940767658011,-0.0220940767658011,0.162279582344596,1,-0.0400935869641842,0.515873015873016,0.0251583986757247,0.0475440025829442,-0.0475440025829442,0.437663131624073,0.94,0.633606971045946,0.18984126984127,0.0125541134685082,0.0203279406436251,-0.0203279406436251,0.156401807482507,1
FGFR1,MAPKAPK2,-0.212483289370567,0.189206349206349,0.0180103688594725,0.0286540934220976,-0.0286540934220976,0.142070365526999,1,0.661952489630723,0.265396825396826,0.0115221153753232,0.0177057998573561,-0.0177057998573561,0.236270784631475,1,-0.228431560012584,0.186349206349206,0.0214264955721206,0.0286686448710146,-0.0286686448710146,0.139189285536387,1,0.654136102115322,0.238412698412698,0.0123824112285102,0.0195476602249744,-0.0195476602249744,0.206256797342615,1
FGFR1,MET,0.213212744795704,0.933968253968254,0.0229821030905718,0.0198328816447991,-0.0198328816447991,0.901343163662559,1,0.719290140175569,0.446666666666667,0.0098627795809509,0.0488226866328924,-0.0488226866328924,0.366353347155559,1,0.230569094347024,0.937142857142857,0.0180974624515576,0.0130323580119439,-0.0130323580119439,0.915704628213209,1,0.724808659630269,0.430687830687831,0.0102348950839928,0.0334461782159298,-0.0334461782159298,0.375668867522626,1
FGFR1,PLK1,-0.287578565558807,0.0822222222222222,0.0226215399807851,0.0254357133074932,-0.0254357133074932,0.0403804738313958,1,0.627578605160302,0.195555555555556,0.0148584876809033,0.0231485106485877,-0.0231485106485877,0.157476255538629,1,-0.298240458381776,0.0936507936507937,0.0207320508864068,0.0249833618760974,-0.0249833618760974,0.0525531633646135,1,0.623571750564165,0.171216931216931,0.0143706279746531,0.0166206260037911,-0.0166206260037911,0.143876001440695,1
FGFR1,ROCK1,-0.274279894792664,0.0976719576719577,0.0231205554725696,0.027528382028239,-0.027528382028239,0.0523877692355045,1,0.622070040028479,0.178941798941799,0.014741431835301,0.0231418459034653,-0.0231418459034653,0.140873462430599,1,-0.312701360007596,0.0751322751322751,0.0183435807165856,0.0198259668157279,-0.0198259668157279,0.0425185597204027,1,0.611193241383455,0.146878306878307,0.0149973251959567,0.0164409083892034,-0.0164409083892034,0.119833012578067,1
FGFR1,SRC,-0.249656600969683,0.132380952380952,0.0188828483946954,0.0263682845291173,-0.0263682845291173,0.0890051243305544,1,0.613086228806357,0.154603174603175,0.0155121029122653,0.0234508491344896,-0.0234508491344896,0.116026527776939,1,-0.269902007779462,0.13047619047619,0.0234721554135829,0.0288537800854516,-0.0288537800854516,0.0830117222356227,1,0.608747222643967,0.141798941798942,0.014376137393428,0.0191218603789471,-0.0191218603789471,0.110343481475574,1
