dropped_target,panel,retained_targets,retained_pairs,metric,baseline,candidate_with_stability,candidate_minus_baseline
MET,KiRHub,19,171,average_precision,0.498983114262427,0.451504514668946,-0.0474785995934803
PLK1,DAVIS,19,171,continuous_spearman,0.542556459548324,0.526546187630499,-0.0160102719178247
PLK1,DAVIS,19,171,roc_auc,0.903776325344953,0.907044299201162,0.00326797385620914
PLK1,DAVIS,19,171,average_precision,0.623642963932659,0.561417357102705,-0.0622256068299547
PLK1,PKIS2,19,171,continuous_spearman,0.578313773489812,0.587258501931984,0.00894472844217231
PLK1,PKIS2,19,171,roc_auc,0.81118373275236,0.793391430646333,-0.0177923021060274
PLK1,PKIS2,19,171,average_precision,0.488473083186774,0.435280670824999,-0.0531924123617747
PLK1,KiRHub,19,171,continuous_spearman,0.538313293493652,0.522879016967864,-0.0154342765257878
PLK1,KiRHub,19,171,roc_auc,0.889978213507625,0.883442265795207,-0.00653594771241839
PLK1,KiRHub,19,171,average_precision,0.58078586101366,0.538427652044034,-0.0423582089696263
ROCK1,DAVIS,19,171,continuous_spearman,0.489082487340101,0.474862601099191,-0.0142198862409101
ROCK1,DAVIS,19,171,roc_auc,0.82643427741467,0.832607116920842,0.00617283950617287
ROCK1,DAVIS,19,171,average_precision,0.5421234760189,0.42806752655017,-0.114055949468729
ROCK1,PKIS2,19,171,continuous_spearman,0.553555571555428,0.580348957208342,0.0267933856529148
ROCK1,PKIS2,19,171,roc_auc,0.794480755265069,0.794117647058824,-0.000363108206245411
ROCK1,PKIS2,19,171,average_precision,0.424416683927353,0.357277571345931,-0.0671391125814226
ROCK1,KiRHub,19,171,continuous_spearman,0.491237670098639,0.476297789617683,-0.0149398804809562
ROCK1,KiRHub,19,171,roc_auc,0.81917211328976,0.813725490196078,-0.00544662309368182
ROCK1,KiRHub,19,171,average_precision,0.423698828546964,0.349693451466237,-0.0740053770807279
SRC,DAVIS,19,171,continuous_spearman,0.56281709746322,0.558163534691723,-0.00465356277149787
SRC,DAVIS,19,171,roc_auc,0.883442265795207,0.878721859114016,-0.004720406681191
SRC,DAVIS,19,171,average_precision,0.491011064065503,0.468234344513764,-0.022776719551739
SRC,PKIS2,19,171,continuous_spearman,0.602668778649771,0.603691170470636,0.00102239182086539
SRC,PKIS2,19,171,roc_auc,0.795933188090051,0.790849673202614,-0.00508351488743652
SRC,PKIS2,19,171,average_precision,0.43846074917109,0.42321380388106,-0.0152469452900301
SRC,KiRHub,19,171,continuous_spearman,0.554205966352269,0.544471644226846,-0.00973432212542291
SRC,KiRHub,19,171,roc_auc,0.845679012345679,0.835875090777052,-0.00980392156862742
SRC,KiRHub,19,171,average_precision,0.429493993551743,0.408827701747227,-0.0206662918045166
