dropped_target,panel,retained_targets,retained_pairs,metric,baseline,candidate_with_stability,candidate_minus_baseline
ABL1,DAVIS,19,171,continuous_spearman,0.52562939496484,0.504701562387501,-0.0209278325773393
ABL1,DAVIS,19,171,roc_auc,0.774509803921569,0.807915758896151,0.0334059549745824
ABL1,DAVIS,19,171,average_precision,0.292849528711027,0.306153331681439,0.0133038029704124
ABL1,PKIS2,19,171,continuous_spearman,0.577713778289774,0.578054575563396,0.000340797273621796
ABL1,PKIS2,19,171,roc_auc,0.726216412490922,0.753449527959332,0.0272331154684096
ABL1,PKIS2,19,171,average_precision,0.259340396363589,0.282640712182823,0.0233003158192335
ABL1,KiRHub,19,171,continuous_spearman,0.477711378308974,0.450802793577651,-0.0269085847313221
ABL1,KiRHub,19,171,roc_auc,0.797748729121278,0.789034132171387,-0.00871459694989096
ABL1,KiRHub,19,171,average_precision,0.294958897335716,0.287593710123676,-0.00736518721203944
AKT1,DAVIS,19,171,continuous_spearman,0.537830897352821,0.490541675666595,-0.0472892216862266
AKT1,DAVIS,19,171,roc_auc,0.833333333333333,0.831517792302106,-0.00181554103122727
AKT1,DAVIS,19,171,average_precision,0.532331024964901,0.426906174302358,-0.105424850662543
AKT1,PKIS2,19,171,continuous_spearman,0.548993208054336,0.54468524251806,-0.00430796553627566
AKT1,PKIS2,19,171,roc_auc,0.77196804647785,0.761437908496732,-0.0105301379811185
AKT1,PKIS2,19,171,average_precision,0.375096881558968,0.316540754198545,-0.0585561273604229
AKT1,KiRHub,19,171,continuous_spearman,0.51889984880121,0.462937096503228,-0.0559627522979816
AKT1,KiRHub,19,171,roc_auc,0.816993464052288,0.785766158315178,-0.0312273057371097
AKT1,KiRHub,19,171,average_precision,0.42341195570254,0.331761008009206,-0.0916509476933338
AKT2,DAVIS,19,171,continuous_spearman,0.561494708042336,0.540070079439365,-0.0214246286029711
AKT2,DAVIS,19,171,roc_auc,0.887799564270152,0.887073347857662,-0.000726216412490932
AKT2,DAVIS,19,171,average_precision,0.584648004691864,0.525796710669899,-0.0588512940219653
AKT2,PKIS2,19,171,continuous_spearman,0.573717810257518,0.580615355077159,0.00689754481964144
AKT2,PKIS2,19,171,roc_auc,0.801379811183733,0.798838053740014,-0.00254175744371832
AKT2,PKIS2,19,171,average_precision,0.484353685352726,0.448913613326263,-0.035440072026463
AKT2,KiRHub,19,171,continuous_spearman,0.542004463964288,0.520908632730938,-0.0210958312333501
AKT2,KiRHub,19,171,roc_auc,0.848220769789397,0.83042846768337,-0.0177923021060277
AKT2,KiRHub,19,171,average_precision,0.455906418955523,0.412885487659829,-0.0430209312956947
CDK2,DAVIS,19,171,continuous_spearman,0.541195670434637,0.522250221998224,-0.0189454484364125
CDK2,DAVIS,19,171,roc_auc,0.905228758169935,0.903050108932462,-0.0021786492374728
CDK2,DAVIS,19,171,average_precision,0.625434558928287,0.562822787856193,-0.0626117710720945
CDK2,PKIS2,19,171,continuous_spearman,0.576196990424077,0.584616123071016,0.00841913264693883
CDK2,PKIS2,19,171,roc_auc,0.819898329702251,0.798838053740015,-0.0210602759622367
CDK2,PKIS2,19,171,average_precision,0.507352369389527,0.458280397562021,-0.049071971827506
CDK2,KiRHub,19,171,continuous_spearman,0.526589387284902,0.507435140518876,-0.019154246766026
CDK2,KiRHub,19,171,roc_auc,0.850036310820625,0.83042846768337,-0.0196078431372548
CDK2,KiRHub,19,171,average_precision,0.47717357737633,0.443991270643019,-0.0331823067333108
CSF1R,DAVIS,19,171,continuous_spearman,0.509283125734994,0.48844169246646,-0.0208414332685338
CSF1R,DAVIS,19,171,roc_auc,0.851488743645606,0.848583877995643,-0.00290486564996362
CSF1R,DAVIS,19,171,average_precision,0.492383492967143,0.462378871994183,-0.0300046209729596
CSF1R,PKIS2,19,171,continuous_spearman,0.541841265269878,0.551916384668923,0.0100751193990449
CSF1R,PKIS2,19,171,roc_auc,0.82316630355846,0.821350762527233,-0.00181554103122727
CSF1R,PKIS2,19,171,average_precision,0.46750681763596,0.449521012819946,-0.0179858048160137
CSF1R,KiRHub,19,171,continuous_spearman,0.509352725178199,0.482244942040464,-0.0271077831377349
CSF1R,KiRHub,19,171,roc_auc,0.847857661583152,0.836238198983297,-0.0116194625998549
CSF1R,KiRHub,19,171,average_precision,0.475534049946409,0.443321188195172,-0.0322128617512373
EGFR,DAVIS,19,171,continuous_spearman,0.569546643626851,0.562473900208798,-0.00707274341805275
EGFR,DAVIS,19,171,roc_auc,0.884894698620189,0.887436456063907,0.00254175744371821
EGFR,DAVIS,19,171,average_precision,0.582576912037006,0.559618793817367,-0.0229581182196386
EGFR,PKIS2,19,171,continuous_spearman,0.607682338541292,0.616187870497036,0.00850553195574433
EGFR,PKIS2,19,171,roc_auc,0.811909949164851,0.795570079883805,-0.0163398692810457
EGFR,PKIS2,19,171,average_precision,0.494111379500802,0.471404493470051,-0.0227068860307512
EGFR,KiRHub,19,171,continuous_spearman,0.544862841097271,0.532670938632491,-0.0121919024647804
EGFR,KiRHub,19,171,roc_auc,0.857298474945534,0.842774146695715,-0.0145243282498184
EGFR,KiRHub,19,171,average_precision,0.485226710826363,0.461270761386796,-0.0239559494395671
FGFR1,DAVIS,19,171,continuous_spearman,0.575637794897641,0.560988312093503,-0.0146494828041376
FGFR1,DAVIS,19,171,roc_auc,0.905954974582426,0.910312273057371,0.00435729847494559
FGFR1,DAVIS,19,171,average_precision,0.634286390023388,0.625636499791022,-0.00864989023236595
FGFR1,PKIS2,19,171,continuous_spearman,0.59545923632611,0.610015119879041,0.0145558835529315
FGFR1,PKIS2,19,171,roc_auc,0.816267247639797,0.804284676833696,-0.0119825708061002
FGFR1,PKIS2,19,171,average_precision,0.500669094563148,0.485572528197645,-0.0150965663655024
FGFR1,KiRHub,19,171,continuous_spearman,0.600849593203254,0.593150454796362,-0.00769913840689285
FGFR1,KiRHub,19,171,roc_auc,0.862018881626725,0.85439360929557,-0.00762527233115462
FGFR1,KiRHub,19,171,average_precision,0.503282766208614,0.487145515587545,-0.0161372506210692
IGF1R,DAVIS,19,171,continuous_spearman,0.550125998992008,0.530369357045144,-0.0197566419468643
IGF1R,DAVIS,19,171,roc_auc,0.914669571532317,0.909949164851126,-0.00472040668119111
IGF1R,DAVIS,19,171,average_precision,0.640962370288205,0.595606819137525,-0.0453555511506799
IGF1R,PKIS2,19,171,continuous_spearman,0.591487268101855,0.598224014207886,0.00673674610603114
IGF1R,PKIS2,19,171,roc_auc,0.851488743645606,0.83042846768337,-0.0210602759622368
IGF1R,PKIS2,19,171,average_precision,0.54043260572169,0.515462288927253,-0.0249703167944367
IGF1R,KiRHub,19,171,continuous_spearman,0.528091775265798,0.504262365901073,-0.023829409364725
IGF1R,KiRHub,19,171,roc_auc,0.865649963689179,0.848220769789397,-0.0174291938997821
IGF1R,KiRHub,19,171,average_precision,0.497188994467205,0.456538775677759,-0.0406502187894455
JAK2,DAVIS,19,171,continuous_spearman,0.561441908464732,0.542381260949912,-0.01906064751482
JAK2,DAVIS,19,171,roc_auc,0.899055918663762,0.903413217138707,0.00435729847494537
JAK2,DAVIS,19,171,average_precision,0.603489631469063,0.595254047481877,-0.00823558398718527
JAK2,PKIS2,19,171,continuous_spearman,0.590172078623371,0.600232798137615,0.0100607195142439
JAK2,PKIS2,19,171,roc_auc,0.838779956427015,0.82643427741467,-0.0123456790123457
JAK2,PKIS2,19,171,average_precision,0.528175530321068,0.517239977897825,-0.0109355524232425
JAK2,KiRHub,19,171,continuous_spearman,0.573917008663931,0.549821201430389,-0.0240958072335421
JAK2,KiRHub,19,171,roc_auc,0.871096586782861,0.856209150326797,-0.0148874364560639
JAK2,KiRHub,19,171,average_precision,0.502152256392612,0.47890849419128,-0.0232437622013318
KDR,DAVIS,19,171,continuous_spearman,0.519267045863633,0.49265125878993,-0.0266157870737034
KDR,DAVIS,19,171,roc_auc,0.863471314451707,0.854030501089325,-0.00944081336238189
KDR,DAVIS,19,171,average_precision,0.517415547457436,0.445396746666,-0.0720188007914361
KDR,PKIS2,19,171,continuous_spearman,0.541798065615475,0.532462140302878,-0.00933592531259753
KDR,PKIS2,19,171,roc_auc,0.774509803921569,0.76397966594045,-0.0105301379811183
KDR,PKIS2,19,171,average_precision,0.388612403987239,0.35974648256135,-0.0288659214258892
KDR,KiRHub,19,171,continuous_spearman,0.500890392876857,0.465949072407421,-0.0349413204694363
KDR,KiRHub,19,171,roc_auc,0.843863471314452,0.828976034858388,-0.0148874364560639
KDR,KiRHub,19,171,average_precision,0.477750373912308,0.424461103204973,-0.0532892707073345
KIT,DAVIS,19,171,continuous_spearman,0.50827273381813,0.46234190126479,-0.0459308325533396
KIT,DAVIS,19,171,roc_auc,0.816630355846042,0.81917211328976,0.00254175744371821
KIT,DAVIS,19,171,average_precision,0.408288388546017,0.370663389924954,-0.0376249986210636
KIT,PKIS2,19,171,continuous_spearman,0.554501163990688,0.545532435740514,-0.00896872825017392
KIT,PKIS2,19,171,roc_auc,0.782498184458969,0.777777777777778,-0.00472040668119089
KIT,PKIS2,19,171,average_precision,0.350995378670973,0.336462508985033,-0.0145328696859402
KIT,KiRHub,19,171,continuous_spearman,0.501312789497684,0.451522787817698,-0.0497900016799865
KIT,KiRHub,19,171,roc_auc,0.823892519970951,0.801742919389978,-0.0221496005809731
KIT,KiRHub,19,171,average_precision,0.39291645975972,0.350215382332351,-0.0427010774273683
LCK,DAVIS,19,171,continuous_spearman,0.612062303501572,0.588830489356085,-0.0232318141454869
LCK,DAVIS,19,171,roc_auc,0.873275236020334,0.877269426289034,0.00399419026870007
LCK,DAVIS,19,171,average_precision,0.547509338337067,0.475332162989515,-0.0721771753475513
LCK,PKIS2,19,171,continuous_spearman,0.652357981136151,0.652953176374589,0.000595195238438095
LCK,PKIS2,19,171,roc_auc,0.865286855482934,0.868554829339143,0.00326797385620892
LCK,PKIS2,19,171,average_precision,0.505824689430583,0.464187537732007,-0.0416371516985764
LCK,KiRHub,19,171,continuous_spearman,0.614779081767346,0.577161782705738,-0.0376172990616076
LCK,KiRHub,19,171,roc_auc,0.847131445170661,0.832244008714597,-0.0148874364560641
LCK,KiRHub,19,171,average_precision,0.430737235859781,0.399440818559996,-0.0312964172997854
MAP2K1,DAVIS,19,171,continuous_spearman,0.560366717066264,0.528221374229006,-0.0321453428372572
MAP2K1,DAVIS,19,171,roc_auc,0.832244008714597,0.852941176470588,0.0206971677559913
MAP2K1,DAVIS,19,171,average_precision,0.507046343613178,0.486783353974072,-0.0202629896391053
MAP2K1,PKIS2,19,171,continuous_spearman,0.588134494924041,0.589718482252142,0.00158398732810139
MAP2K1,PKIS2,19,171,roc_auc,0.794843863471314,0.77923021060276,-0.0156136528685549
MAP2K1,PKIS2,19,171,average_precision,0.411802082421091,0.412210095947434,0.000408013526343676
MAP2K1,KiRHub,19,171,continuous_spearman,0.510631914944681,0.480668154654763,-0.0299637602899178
MAP2K1,KiRHub,19,171,roc_auc,0.847131445170661,0.830791575889615,-0.0163398692810457
MAP2K1,KiRHub,19,171,average_precision,0.478624466371974,0.44639086491088,-0.0322336014610941
MAPK1,DAVIS,19,171,continuous_spearman,0.528509371925025,0.457889936880505,-0.0706194350445196
MAPK1,DAVIS,19,171,roc_auc,0.858750907770516,0.844226579520697,-0.0145243282498184
MAPK1,DAVIS,19,171,average_precision,0.580045425183234,0.473603050448762,-0.106442374734473
MAPK1,PKIS2,19,171,continuous_spearman,0.543850049199606,0.52171742626059,-0.0221326229390164
MAPK1,PKIS2,19,171,roc_auc,0.822076978939724,0.785039941902687,-0.037037037037037
MAPK1,PKIS2,19,171,average_precision,0.514309259169339,0.435603012662182,-0.078706246507157
MAPK1,KiRHub,19,171,continuous_spearman,0.502075983392133,0.433316533467732,-0.0687594499244006
MAPK1,KiRHub,19,171,roc_auc,0.860566448801743,0.832244008714597,-0.0283224400871459
MAPK1,KiRHub,19,171,average_precision,0.554835945148598,0.448280307071281,-0.106555638077318
MAPK14,DAVIS,19,171,continuous_spearman,0.611231910144719,0.603071975424197,-0.00815993472052223
MAPK14,DAVIS,19,171,roc_auc,0.876180101670298,0.883442265795207,0.00726216412490921
MAPK14,DAVIS,19,171,average_precision,0.564339097492672,0.544670891642801,-0.0196682058498713
MAPK14,PKIS2,19,171,continuous_spearman,0.628862169102647,0.648410012719898,0.0195478436172511
MAPK14,PKIS2,19,171,roc_auc,0.801016702977487,0.781771968046478,-0.0192447349310094
MAPK14,PKIS2,19,171,average_precision,0.481036040773109,0.456571019903079,-0.0244650208700303
MAPK14,KiRHub,19,171,continuous_spearman,0.597895216838265,0.584889720882233,-0.0130054959560323
MAPK14,KiRHub,19,171,roc_auc,0.849310094408134,0.831517792302106,-0.0177923021060277
MAPK14,KiRHub,19,171,average_precision,0.483570003640633,0.440459456299699,-0.0431105473409332
MAPKAPK2,DAVIS,19,171,continuous_spearman,0.505222358221134,0.44046607627139,-0.0647562819497444
MAPKAPK2,DAVIS,19,171,roc_auc,0.849310094408134,0.854756717501816,0.00544662309368205
MAPKAPK2,DAVIS,19,171,average_precision,0.583894787907717,0.517790086755255,-0.0661047011524626
MAPKAPK2,PKIS2,19,171,continuous_spearman,0.541303669570644,0.534048527611779,-0.00725514195886434
MAPKAPK2,PKIS2,19,171,roc_auc,0.815904139433551,0.786855482933914,-0.0290486564996368
MAPKAPK2,PKIS2,19,171,average_precision,0.460855313798009,0.428207476883797,-0.0326478369142119
MAPKAPK2,KiRHub,19,171,continuous_spearman,0.513603091175271,0.439582883336933,-0.0740202078383372
MAPKAPK2,KiRHub,19,171,roc_auc,0.847494553376906,0.817356572258533,-0.0301379811183732
MAPKAPK2,KiRHub,19,171,average_precision,0.55505307285679,0.480314862988233,-0.0747382098685576
MET,DAVIS,19,171,continuous_spearman,0.584268125854993,0.559483524131807,-0.0247846017231862
MET,DAVIS,19,171,roc_auc,0.910675381263617,0.912490922294844,0.00181554103122727
MET,DAVIS,19,171,average_precision,0.616827343657299,0.583550220870747,-0.0332771227865525
MET,PKIS2,19,171,continuous_spearman,0.616759065927473,0.617227062183503,0.00046799625602989
MET,PKIS2,19,171,roc_auc,0.812273057371097,0.790849673202614,-0.0214233841684821
MET,PKIS2,19,171,average_precision,0.503020138632767,0.443789344426796,-0.0592307942059714
MET,KiRHub,19,171,continuous_spearman,0.567691458468332,0.531276549787602,-0.0364149086807305
MET,KiRHub,19,171,roc_auc,0.872549019607843,0.855482933914306,-0.0170660856935366
