support_kind,surface,support_a,support_b,edge_rank_spearman
scaffold,residual,35,48,0.980436256435154
scaffold,residual,35,49,0.978728671591719
scaffold,residual,36,37,0.983688715681
scaffold,residual,36,38,0.978287778783783
scaffold,residual,36,39,0.982861166878803
scaffold,residual,36,40,0.979129324183058
scaffold,residual,36,41,0.977608943825532
scaffold,residual,36,42,0.979787164245693
scaffold,residual,36,43,0.983746451643944
scaffold,residual,36,44,0.979426751870952
scaffold,residual,36,45,0.981284800132968
scaffold,residual,36,46,0.979267540579197
scaffold,residual,36,47,0.978536218381906
scaffold,residual,36,48,0.981480752492051
scaffold,residual,36,49,0.976027328355794
scaffold,residual,37,38,0.981534989305725
scaffold,residual,37,39,0.985767210346985
scaffold,residual,37,40,0.982329296189864
scaffold,residual,37,41,0.981841164866792
scaffold,residual,37,42,0.983342299903336
scaffold,residual,37,43,0.982203326816168
scaffold,residual,37,44,0.983989642518163
scaffold,residual,37,45,0.98429231892996
scaffold,residual,37,46,0.982364287682557
scaffold,residual,37,47,0.984504017460755
scaffold,residual,37,48,0.984428785751464
scaffold,residual,37,49,0.98069694305572
scaffold,residual,38,39,0.98295389433444
scaffold,residual,38,40,0.982290805547901
scaffold,residual,38,41,0.979477489535357
scaffold,residual,38,42,0.986942924501481
scaffold,residual,38,43,0.977915119386599
scaffold,residual,38,44,0.982516500675773
scaffold,residual,38,45,0.98203536765124
scaffold,residual,38,46,0.985352561158568
scaffold,residual,38,47,0.978945618846418
scaffold,residual,38,48,0.981669706552594
scaffold,residual,38,49,0.980495741972733
scaffold,residual,39,40,0.980478246226386
scaffold,residual,39,41,0.981604972291112
scaffold,residual,39,42,0.983004631998845
scaffold,residual,39,43,0.982537495571389
scaffold,residual,39,44,0.982096602763453
scaffold,residual,39,45,0.983251322022333
scaffold,residual,39,46,0.982446517690387
scaffold,residual,39,47,0.982390531302077
scaffold,residual,39,48,0.987997918006185
scaffold,residual,39,49,0.980973375847997
scaffold,residual,40,41,0.986190607408574
scaffold,residual,40,42,0.987142376009833
scaffold,residual,40,43,0.979757421476903
scaffold,residual,40,44,0.985508273301054
scaffold,residual,40,45,0.977897623640253
scaffold,residual,40,46,0.981886653807293
scaffold,residual,40,47,0.982378284279635
scaffold,residual,40,48,0.977615942124071
scaffold,residual,40,49,0.982724700057299
scaffold,residual,41,42,0.984409540430483
scaffold,residual,41,43,0.978651690307794
scaffold,residual,41,44,0.984001889540606
scaffold,residual,41,45,0.981472004618877
scaffold,residual,41,46,0.98003735341845
scaffold,residual,41,47,0.982395780025981
scaffold,residual,41,48,0.981010116915325
scaffold,residual,41,49,0.980686445607912
scaffold,residual,42,43,0.980534232614696
scaffold,residual,42,44,0.98108709819925
scaffold,residual,42,45,0.984778700678398
scaffold,residual,42,46,0.983501511195091
scaffold,residual,42,47,0.982369536406461
scaffold,residual,42,48,0.981727442515539
scaffold,residual,42,49,0.985039387298963
scaffold,residual,43,44,0.97893862054788
scaffold,residual,43,45,0.982668713668989
scaffold,residual,43,46,0.9825077528026
scaffold,residual,43,47,0.982719451333395
scaffold,residual,43,48,0.978817899898087
scaffold,residual,43,49,0.976291514125628
scaffold,residual,44,45,0.982899657520765
scaffold,residual,44,46,0.981440512275453
scaffold,residual,44,47,0.981027612661672
scaffold,residual,44,48,0.979913133619389
scaffold,residual,44,49,0.978775910106855
scaffold,residual,45,46,0.982472761309907
scaffold,residual,45,47,0.981122089691944
scaffold,residual,45,48,0.981823669120445
scaffold,residual,45,49,0.981022363937768
scaffold,residual,46,47,0.979892138723773
scaffold,residual,46,48,0.981265554811987
scaffold,residual,46,49,0.980686445607912
scaffold,residual,47,48,0.98340353501555
scaffold,residual,47,49,0.980598966876178
scaffold,residual,48,49,0.980826411578685
scaffold,raw,0,1,0.987240352189374
scaffold,raw,0,2,0.987798466497833
scaffold,raw,0,3,0.989280356213396
scaffold,raw,0,4,0.986377811894483
scaffold,raw,0,5,0.984971153888211
scaffold,raw,0,6,0.991553053663828
scaffold,raw,0,7,0.988501795500969
scaffold,raw,0,8,0.984591496192488
scaffold,raw,0,9,0.986680488306281
scaffold,raw,0,10,0.988505294650238
scaffold,raw,0,11,0.986774965336553
scaffold,raw,0,12,0.987992669282281
scaffold,raw,0,13,0.984533760229544
scaffold,raw,0,14,0.990100906717055
scaffold,raw,0,15,0.98917713130995
scaffold,raw,0,16,0.987793217773929
scaffold,raw,0,17,0.990002930537513
scaffold,raw,0,18,0.985940418235816
scaffold,raw,0,19,0.987866699908585
scaffold,raw,0,20,0.987305086450857
scaffold,raw,0,21,0.985730469279656
scaffold,raw,0,22,0.990561044845972
scaffold,raw,0,23,0.990791988697748
scaffold,raw,0,24,0.983303809261373
scaffold,raw,0,25,0.987780970751486
scaffold,raw,0,26,0.988554282740009
scaffold,raw,0,27,0.981533239731091
scaffold,raw,0,28,0.987772222878313
scaffold,raw,0,29,0.988767730845438
scaffold,raw,0,30,0.990979193183657
scaffold,raw,0,31,0.985936919086547
scaffold,raw,0,32,0.987380318160147
scaffold,raw,0,33,0.988097643760361
scaffold,raw,0,34,0.987934933319337
scaffold,raw,0,35,0.986692735328723
scaffold,raw,0,36,0.986600007873086
scaffold,raw,0,37,0.989374833243668
scaffold,raw,0,38,0.989959191171646
scaffold,raw,0,39,0.988241108880404
scaffold,raw,0,40,0.988937439585001
scaffold,raw,0,41,0.984238082116286
scaffold,raw,0,42,0.989245364720702
scaffold,raw,0,43,0.989894456910164
scaffold,raw,0,44,0.98723510346547
scaffold,raw,0,45,0.987439803697726
scaffold,raw,0,46,0.987751227982697
scaffold,raw,0,47,0.992072677330324
scaffold,raw,0,48,0.987217607719123
scaffold,raw,0,49,0.987175617927891
scaffold,raw,1,2,0.984934412820883
scaffold,raw,1,3,0.987927935020798
scaffold,raw,1,4,0.98497815218675
scaffold,raw,1,5,0.99054529867426
scaffold,raw,1,6,0.988606769979049
scaffold,raw,1,7,0.987562273922153
scaffold,raw,1,8,0.983079863708136
scaffold,raw,1,9,0.985028889851155
scaffold,raw,1,10,0.984425286602195
scaffold,raw,1,11,0.984271324034344
scaffold,raw,1,12,0.98880972063667
scaffold,raw,1,13,0.986075135482686
scaffold,raw,1,14,0.989136891093353
scaffold,raw,1,15,0.989476308572478
scaffold,raw,1,16,0.990568043144511
scaffold,raw,1,17,0.987835207565161
scaffold,raw,1,18,0.987592016690942
scaffold,raw,1,19,0.986671740433107
scaffold,raw,1,20,0.988671504240532
scaffold,raw,1,21,0.988566529762452
scaffold,raw,1,22,0.98613287144563
scaffold,raw,1,23,0.987499289235305
scaffold,raw,1,24,0.987170369203987
scaffold,raw,1,25,0.988954935331348
scaffold,raw,1,26,0.98844230996339
scaffold,raw,1,27,0.986351568274963
scaffold,raw,1,28,0.984327310422654
scaffold,raw,1,29,0.985195099441448
scaffold,raw,1,30,0.989513049639806
scaffold,raw,1,31,0.987264846234259
scaffold,raw,1,32,0.98789119395347
scaffold,raw,1,33,0.986057639736339
scaffold,raw,1,34,0.988344333783849
scaffold,raw,1,35,0.987613011586558
scaffold,raw,1,36,0.986234346774441
scaffold,raw,1,37,0.990909210198271
scaffold,raw,1,38,0.990330100994196
scaffold,raw,1,39,0.98776347500514
scaffold,raw,1,40,0.989157885988969
scaffold,raw,1,41,0.987168619629353
scaffold,raw,1,42,0.989808727753065
scaffold,raw,1,43,0.986495033395006
scaffold,raw,1,44,0.988417815918505
scaffold,raw,1,45,0.983853175696659
scaffold,raw,1,46,0.989329344303166
scaffold,raw,1,47,0.987210609420585
scaffold,raw,1,48,0.989082654279678
scaffold,raw,1,49,0.984703468969107
scaffold,raw,2,3,0.98741880880211
scaffold,raw,2,4,0.986764467888745
scaffold,raw,2,5,0.983207582656467
scaffold,raw,2,6,0.990244371837097
scaffold,raw,2,7,0.986654244686761
scaffold,raw,2,8,0.987264846234259
scaffold,raw,2,9,0.985900178019219
scaffold,raw,2,10,0.987948929916414
scaffold,raw,2,11,0.9882358601565
scaffold,raw,2,12,0.982722950482664
scaffold,raw,2,13,0.988202618238441
scaffold,raw,2,14,0.989304850258281
scaffold,raw,2,15,0.990968695735849
scaffold,raw,2,16,0.986843198747305
scaffold,raw,2,17,0.990009928836052
scaffold,raw,2,18,0.989327594728532
scaffold,raw,2,19,0.987464297742611
scaffold,raw,2,20,0.986246593796883
scaffold,raw,2,21,0.982908405393939
scaffold,raw,2,22,0.983433277784339
scaffold,raw,2,23,0.990798986996287
scaffold,raw,2,24,0.983244323723795
scaffold,raw,2,25,0.986871191941459
scaffold,raw,2,26,0.98938708026611
scaffold,raw,2,27,0.981020614363133
scaffold,raw,2,28,0.986285084438846
scaffold,raw,2,29,0.98639180849156
scaffold,raw,2,30,0.985627244376211
scaffold,raw,2,31,0.984649232155432
scaffold,raw,2,32,0.986921929605865
scaffold,raw,2,33,0.988470303157545
scaffold,raw,2,34,0.9886295144493
scaffold,raw,2,35,0.986794210657534
scaffold,raw,2,36,0.989929448402857
scaffold,raw,2,37,0.991239879804223
scaffold,raw,2,38,0.984071872525992
scaffold,raw,2,39,0.984511015759294
scaffold,raw,2,40,0.989294352810473
scaffold,raw,2,41,0.981241060767101
scaffold,raw,2,42,0.987597265414846
scaffold,raw,2,43,0.986489784671102
scaffold,raw,2,44,0.980700442204989
scaffold,raw,2,45,0.985585254584979
scaffold,raw,2,46,0.988648759770281
scaffold,raw,2,47,0.989929448402857
scaffold,raw,2,48,0.984043879331838
scaffold,raw,2,49,0.983949402301566
scaffold,raw,3,4,0.986941174926846
scaffold,raw,3,5,0.985175854120467
scaffold,raw,3,6,0.987870199057854
scaffold,raw,3,7,0.986206353580286
scaffold,raw,3,8,0.985910675467027
scaffold,raw,3,9,0.987796716923198
scaffold,raw,3,10,0.986488035096467
scaffold,raw,3,11,0.987990919707646
scaffold,raw,3,12,0.986907933008787
scaffold,raw,3,13,0.985494276703976
scaffold,raw,3,14,0.988898948943038
scaffold,raw,3,15,0.989770237111102
scaffold,raw,3,16,0.99027936332979
scaffold,raw,3,17,0.989163134712873
scaffold,raw,3,18,0.985564259689363
scaffold,raw,3,19,0.986572014678931
scaffold,raw,3,20,0.988176374618921
scaffold,raw,3,21,0.98639530764083
scaffold,raw,3,22,0.989908453507241
scaffold,raw,3,23,0.991176895117375
scaffold,raw,3,24,0.984710467267646
scaffold,raw,3,25,0.988561281038548
scaffold,raw,3,26,0.989010921719657
scaffold,raw,3,27,0.984439283199272
scaffold,raw,3,28,0.984941411119422
scaffold,raw,3,29,0.98765850052706
scaffold,raw,3,30,0.991054424892948
scaffold,raw,3,31,0.987735481810985
scaffold,raw,3,32,0.98636906402131
scaffold,raw,3,33,0.988372326978004
scaffold,raw,3,34,0.990193634172692
scaffold,raw,3,35,0.987698740743657
scaffold,raw,3,36,0.988251606328212
scaffold,raw,3,37,0.98899692512258
scaffold,raw,3,38,0.98778621947539
scaffold,raw,3,39,0.98807839843938
scaffold,raw,3,40,0.990030923731668
scaffold,raw,3,41,0.983102608178387
scaffold,raw,3,42,0.988139633551593
scaffold,raw,3,43,0.990861971683135
scaffold,raw,3,44,0.989763238812564
scaffold,raw,3,45,0.98539805009907
scaffold,raw,3,46,0.990342348016639
scaffold,raw,3,47,0.990382588233236
scaffold,raw,3,48,0.986673490007742
scaffold,raw,3,49,0.986152116766611
scaffold,raw,4,5,0.983032625193
scaffold,raw,4,6,0.985821447160659
scaffold,raw,4,7,0.9844760242666
scaffold,raw,4,8,0.985935169511913
scaffold,raw,4,9,0.98652652573843
scaffold,raw,4,10,0.990076412672169
scaffold,raw,4,11,0.987824710117353
scaffold,raw,4,12,0.988685500837609
scaffold,raw,4,13,0.989010921719657
scaffold,raw,4,14,0.990837477638249
scaffold,raw,4,15,0.986311328058366
scaffold,raw,4,16,0.989562037729577
scaffold,raw,4,17,0.985230090934142
scaffold,raw,4,18,0.985406797972243
scaffold,raw,4,19,0.986563266805758
scaffold,raw,4,20,0.989280356213396
scaffold,raw,4,21,0.987203611122046
scaffold,raw,4,22,0.9840823699738
scaffold,raw,4,23,0.986984914292713
scaffold,raw,4,24,0.985111119858984
scaffold,raw,4,25,0.98870474615859
scaffold,raw,4,26,0.986731225970686
scaffold,raw,4,27,0.988622516150761
scaffold,raw,4,28,0.989593530073001
scaffold,raw,4,29,0.983802438032253
scaffold,raw,4,30,0.987317333473299
scaffold,raw,4,31,0.987850953736873
scaffold,raw,4,32,0.983938904853758
scaffold,raw,4,33,0.989362586221225
scaffold,raw,4,34,0.986437297432062
scaffold,raw,4,35,0.984507516610024
scaffold,raw,4,36,0.986278086140307
scaffold,raw,4,37,0.988706495733225
scaffold,raw,4,38,0.988024161625705
scaffold,raw,4,39,0.987170369203987
scaffold,raw,4,40,0.987362822413801
scaffold,raw,4,41,0.984257327437267
scaffold,raw,4,42,0.989962690320916
scaffold,raw,4,43,0.988702996583956
scaffold,raw,4,44,0.984995647933096
scaffold,raw,4,45,0.987653251803155
scaffold,raw,4,46,0.989406325587092
scaffold,raw,4,47,0.988382824425812
scaffold,raw,4,48,0.988344333783849
scaffold,raw,4,49,0.98621160230419
scaffold,raw,5,6,0.986332322953982
scaffold,raw,5,7,0.983802438032253
scaffold,raw,5,8,0.981545486753533
scaffold,raw,5,9,0.980665450712296
scaffold,raw,5,10,0.98193039317316
scaffold,raw,5,11,0.982798182191955
scaffold,raw,5,12,0.986064638034878
scaffold,raw,5,13,0.984364051489982
scaffold,raw,5,14,0.987154623032275
scaffold,raw,5,15,0.985691978637694
scaffold,raw,5,16,0.987557025198249
scaffold,raw,5,17,0.98492216579844
scaffold,raw,5,18,0.984112112742589
scaffold,raw,5,19,0.985454036487379
scaffold,raw,5,20,0.987131878562025
scaffold,raw,5,21,0.985160107948755
scaffold,raw,5,22,0.983421030761896
scaffold,raw,5,23,0.985007894955539
scaffold,raw,5,24,0.982213824263976
scaffold,raw,5,25,0.984369300213886
scaffold,raw,5,26,0.984675475774952
scaffold,raw,5,27,0.982103601061992
scaffold,raw,5,28,0.983506759918995
scaffold,raw,5,29,0.981428265253011
scaffold,raw,5,30,0.98652652573843
scaffold,raw,5,31,0.984336058295827
scaffold,raw,5,32,0.982654717071912
scaffold,raw,5,33,0.981482502066685
scaffold,raw,5,34,0.986640248089683
scaffold,raw,5,35,0.984836436641342
scaffold,raw,5,36,0.983588989926824
scaffold,raw,5,37,0.990200632471231
scaffold,raw,5,38,0.988242858455038
scaffold,raw,5,39,0.984901170902824
scaffold,raw,5,40,0.985335065412222
scaffold,raw,5,41,0.981662708254056
scaffold,raw,5,42,0.985244087531219
scaffold,raw,5,43,0.98445327979635
scaffold,raw,5,44,0.98403338188403
scaffold,raw,5,45,0.981410769506664
scaffold,raw,5,46,0.985851189929449
scaffold,raw,5,47,0.983749950793213
scaffold,raw,5,48,0.987011157912233
scaffold,raw,5,49,0.983854925271294
scaffold,raw,6,7,0.990317853971753
scaffold,raw,6,8,0.985202097739987
scaffold,raw,6,9,0.987499289235305
scaffold,raw,6,10,0.988685500837609
scaffold,raw,6,11,0.988769480420073
scaffold,raw,6,12,0.989315347706089
scaffold,raw,6,13,0.987002410039059
scaffold,raw,6,14,0.990053668201918
scaffold,raw,6,15,0.990272365031252
scaffold,raw,6,16,0.987539529451902
scaffold,raw,6,17,0.990765745078228
scaffold,raw,6,18,0.985032389000424
scaffold,raw,6,19,0.990657271450879
scaffold,raw,6,20,0.990494561009855
scaffold,raw,6,21,0.985580005861075
scaffold,raw,6,22,0.988552533165374
scaffold,raw,6,23,0.990945951265599
scaffold,raw,6,24,0.981136086289021
scaffold,raw,6,25,0.98828834739554
scaffold,raw,6,26,0.990952949564137
scaffold,raw,6,27,0.981578728671592
scaffold,raw,6,28,0.987119631539582
scaffold,raw,6,29,0.986461791476947
scaffold,raw,6,30,0.990576791017684
scaffold,raw,6,31,0.987719735639273
scaffold,raw,6,32,0.988160628447209
scaffold,raw,6,33,0.989716000297428
scaffold,raw,6,34,0.989341591325609
scaffold,raw,6,35,0.9883670782541
scaffold,raw,6,36,0.988881453196692
scaffold,raw,6,37,0.990403583128852
scaffold,raw,6,38,0.9915163125965
scaffold,raw,6,39,0.989320596429993
scaffold,raw,6,40,0.990205881195135
scaffold,raw,6,41,0.987623509034366
scaffold,raw,6,42,0.987639255206078
scaffold,raw,6,43,0.988454556985833
scaffold,raw,6,44,0.986166113363689
scaffold,raw,6,45,0.985991155900222
scaffold,raw,6,46,0.989716000297428
scaffold,raw,6,47,0.990695762092841
scaffold,raw,6,48,0.986171362087593
scaffold,raw,6,49,0.985632493100115
scaffold,raw,7,8,0.984022884436222
scaffold,raw,7,9,0.986724227672147
scaffold,raw,7,10,0.986839699598035
scaffold,raw,7,11,0.985740966727464
scaffold,raw,7,12,0.98639180849156
scaffold,raw,7,13,0.98515835837412
scaffold,raw,7,14,0.987929684595433
scaffold,raw,7,15,0.98823236100723
scaffold,raw,7,16,0.988274350798462
scaffold,raw,7,17,0.987046149404926
scaffold,raw,7,18,0.984745458760339
scaffold,raw,7,19,0.98376744653956
scaffold,raw,7,20,0.987738980960254
scaffold,raw,7,21,0.984827688768168
scaffold,raw,7,22,0.986176610811497
scaffold,raw,7,23,0.987163370905449
scaffold,raw,7,24,0.979449496341202
scaffold,raw,7,25,0.98523708923268
scaffold,raw,7,26,0.987926185446164
scaffold,raw,7,27,0.979227300362599
scaffold,raw,7,28,0.984395543833406
scaffold,raw,7,29,0.987485292638227
scaffold,raw,7,30,0.986311328058366
scaffold,raw,7,31,0.986348069125694
scaffold,raw,7,32,0.987438054123091
scaffold,raw,7,33,0.986745222567763
scaffold,raw,7,34,0.985023641127251
scaffold,raw,7,35,0.986274586991038
scaffold,raw,7,36,0.986248343371518
scaffold,raw,7,37,0.989252363019241
scaffold,raw,7,38,0.986801208956073
scaffold,raw,7,39,0.988220113984788
scaffold,raw,7,40,0.98755002689971
scaffold,raw,7,41,0.98762875775827
scaffold,raw,7,42,0.988300594417982
scaffold,raw,7,43,0.98762875775827
scaffold,raw,7,44,0.984647482580798
scaffold,raw,7,45,0.986152116766611
scaffold,raw,7,46,0.989637269438868
scaffold,raw,7,47,0.988402069746793
scaffold,raw,7,48,0.98550302457715
scaffold,raw,7,49,0.978137315365202
scaffold,raw,8,9,0.986902684284883
scaffold,raw,8,10,0.98807489929011
scaffold,raw,8,11,0.988517541672681
scaffold,raw,8,12,0.982645969198739
scaffold,raw,8,13,0.986423300834985
scaffold,raw,8,14,0.98749753966067
scaffold,raw,8,15,0.98678896193363
scaffold,raw,8,16,0.987271844532798
scaffold,raw,8,17,0.988335585910675
scaffold,raw,8,18,0.981921645299986
scaffold,raw,8,19,0.979911384044754
scaffold,raw,8,20,0.988517541672681
scaffold,raw,8,21,0.981067852878269
scaffold,raw,8,22,0.980186067262397
scaffold,raw,8,23,0.987417059227475
scaffold,raw,8,24,0.980410012815634
scaffold,raw,8,25,0.986900934710249
scaffold,raw,8,26,0.987691742445118
scaffold,raw,8,27,0.976629182030119
scaffold,raw,8,28,0.981939141046333
scaffold,raw,8,29,0.983526005239976
scaffold,raw,8,30,0.984836436641342
scaffold,raw,8,31,0.984666727901779
scaffold,raw,8,32,0.987466047317246
scaffold,raw,8,33,0.984089368272339
scaffold,raw,8,34,0.988902448092308
scaffold,raw,8,35,0.987534280727998
scaffold,raw,8,36,0.990113153739497
scaffold,raw,8,37,0.989091402152852
scaffold,raw,8,38,0.983608235247806
scaffold,raw,8,39,0.983958150174739
scaffold,raw,8,40,0.985592252883518
scaffold,raw,8,41,0.982614476855315
scaffold,raw,8,42,0.986864193642921
scaffold,raw,8,43,0.985046385597502
scaffold,raw,8,44,0.980130080874088
scaffold,raw,8,45,0.987779221176851
scaffold,raw,8,46,0.987682994571945
scaffold,raw,8,47,0.985009644530174
scaffold,raw,8,48,0.981141335012925
scaffold,raw,8,49,0.978277281335975
scaffold,raw,9,10,0.990116652888767
scaffold,raw,9,11,0.988998674697214
scaffold,raw,9,12,0.986883438963902
scaffold,raw,9,13,0.987719735639273
scaffold,raw,9,14,0.988512292948777
scaffold,raw,9,15,0.988230611432596
scaffold,raw,9,16,0.985891430146046
scaffold,raw,9,17,0.98558175543571
scaffold,raw,9,18,0.983107856902291
scaffold,raw,9,19,0.985585254584979
scaffold,raw,9,20,0.990825230615807
scaffold,raw,9,21,0.986638498515049
scaffold,raw,9,22,0.986153866341246
scaffold,raw,9,23,0.986239595498345
scaffold,raw,9,24,0.984638734707624
scaffold,raw,9,25,0.986603507022355
scaffold,raw,9,26,0.989852467118932
scaffold,raw,9,27,0.983107856902291
scaffold,raw,9,28,0.988507044224873
scaffold,raw,9,29,0.981108093094866
scaffold,raw,9,30,0.986960420247827
scaffold,raw,9,31,0.989437817930516
scaffold,raw,9,32,0.98363972759123
scaffold,raw,9,33,0.987280592405971
scaffold,raw,9,34,0.987166870054718
scaffold,raw,9,35,0.988169376320382
scaffold,raw,9,36,0.989196376630932
scaffold,raw,9,37,0.990837477638249
scaffold,raw,9,38,0.986047142288531
scaffold,raw,9,39,0.987698740743657
scaffold,raw,9,40,0.986484535947198
scaffold,raw,9,41,0.982565488765544
scaffold,raw,9,42,0.98699891088979
scaffold,raw,9,43,0.988764231696169
scaffold,raw,9,44,0.983239074999891
scaffold,raw,9,45,0.98957078560275
scaffold,raw,9,46,0.988094144611092
scaffold,raw,9,47,0.987569272220691
scaffold,raw,9,48,0.986843198747305
scaffold,raw,9,49,0.982387032152808
scaffold,raw,10,11,0.991724511978025
scaffold,raw,10,12,0.985429542442494
scaffold,raw,10,13,0.99009915714242
scaffold,raw,10,14,0.991763002619988
scaffold,raw,10,15,0.989014420868926
scaffold,raw,10,16,0.989087903003582
scaffold,raw,10,17,0.987343577092819
scaffold,raw,10,18,0.987359323264531
scaffold,raw,10,19,0.985926421638739
scaffold,raw,10,20,0.989380081967572
scaffold,raw,10,21,0.985882682272872
scaffold,raw,10,22,0.985347312434664
scaffold,raw,10,23,0.989171882586046
scaffold,raw,10,24,0.987670747549502
scaffold,raw,10,25,0.990491061860585
scaffold,raw,10,26,0.990601285062569
scaffold,raw,10,27,0.98600165334803
scaffold,raw,10,28,0.990819981891903
scaffold,raw,10,29,0.984640484282259
scaffold,raw,10,30,0.987147624733737
scaffold,raw,10,31,0.987892943528105
scaffold,raw,10,32,0.98542079456932
scaffold,raw,10,33,0.989861214992105
scaffold,raw,10,34,0.99015164438146
scaffold,raw,10,35,0.988895449793769
scaffold,raw,10,36,0.990265366732713
scaffold,raw,10,37,0.98999418266434
scaffold,raw,10,38,0.986274586991038
scaffold,raw,10,39,0.988662756367358
scaffold,raw,10,40,0.988713494031764
scaffold,raw,10,41,0.9847384604618
scaffold,raw,10,42,0.991351852580841
scaffold,raw,10,43,0.989621523267156
scaffold,raw,10,44,0.982908405393939
scaffold,raw,10,45,0.990386087382505
scaffold,raw,10,46,0.991047426594409
scaffold,raw,10,47,0.989084403854313
scaffold,raw,10,48,0.987404812205033
scaffold,raw,10,49,0.987117881964947
scaffold,raw,11,12,0.986794210657534
scaffold,raw,11,13,0.989729996894505
scaffold,raw,11,14,0.990508557606932
scaffold,raw,11,15,0.987894693102739
scaffold,raw,11,16,0.98870824530786
scaffold,raw,11,17,0.989226119399721
scaffold,raw,11,18,0.985340314136126
scaffold,raw,11,19,0.987905190550548
scaffold,raw,11,20,0.989981935641897
scaffold,raw,11,21,0.986902684284883
scaffold,raw,11,22,0.985515271599592
scaffold,raw,11,23,0.990685264645033
scaffold,raw,11,24,0.983009880722749
scaffold,raw,11,25,0.989336342601705
scaffold,raw,11,26,0.990720256137727
scaffold,raw,11,27,0.984092867421608
scaffold,raw,11,28,0.990435075472276
scaffold,raw,11,29,0.984892423029651
scaffold,raw,11,30,0.987380318160147
scaffold,raw,11,31,0.98917713130995
scaffold,raw,11,32,0.986083883355859
scaffold,raw,11,33,0.989773736260372
scaffold,raw,11,34,0.990155143530729
scaffold,raw,11,35,0.991341355133033
scaffold,raw,11,36,0.990561044845972
scaffold,raw,11,37,0.990632777405993
scaffold,raw,11,38,0.987621759459731
scaffold,raw,11,39,0.988842962554729
scaffold,raw,11,40,0.989542792408596
scaffold,raw,11,41,0.985837193332371
scaffold,raw,11,42,0.987745979258793
scaffold,raw,11,43,0.989464061550036
scaffold,raw,11,44,0.985191600292179
scaffold,raw,11,45,0.988307592716521
scaffold,raw,11,46,0.990226876090751
scaffold,raw,11,47,0.988465054433641
scaffold,raw,11,48,0.984071872525992
scaffold,raw,11,49,0.984278322332883
scaffold,raw,12,13,0.986820454277054
scaffold,raw,12,14,0.989537543684692
scaffold,raw,12,15,0.987107384517139
scaffold,raw,12,16,0.986906183434153
scaffold,raw,12,17,0.98534206371076
scaffold,raw,12,18,0.983076364558867
scaffold,raw,12,19,0.987061895576638
scaffold,raw,12,20,0.991369348327188
scaffold,raw,12,21,0.990774492951401
scaffold,raw,12,22,0.988881453196692
scaffold,raw,12,23,0.988799223188862
scaffold,raw,12,24,0.985321068815144
scaffold,raw,12,25,0.987779221176851
scaffold,raw,12,26,0.989527046236884
scaffold,raw,12,27,0.983071115834963
scaffold,raw,12,28,0.988975930226964
scaffold,raw,12,29,0.981730941664808
scaffold,raw,12,30,0.989612775393983
scaffold,raw,12,31,0.986563266805758
scaffold,raw,12,32,0.983602986523901
scaffold,raw,12,33,0.988008415453993
scaffold,raw,12,34,0.984638734707624
scaffold,raw,12,35,0.987728483512446
scaffold,raw,12,36,0.986269338267134
scaffold,raw,12,37,0.98991545180578
scaffold,raw,12,38,0.9898104773277
scaffold,raw,12,39,0.988136134402324
scaffold,raw,12,40,0.987483543063593
scaffold,raw,12,41,0.987840456289065
scaffold,raw,12,42,0.987555275623614
scaffold,raw,12,43,0.990592537189396
scaffold,raw,12,44,0.986986663867347
scaffold,raw,12,45,0.989745743066217
scaffold,raw,12,46,0.986696234477993
scaffold,raw,12,47,0.988557781889278
scaffold,raw,12,48,0.987131878562025
scaffold,raw,12,49,0.98476820323059
scaffold,raw,13,14,0.989997681813609
scaffold,raw,13,15,0.988837713830825
scaffold,raw,13,16,0.98524058838195
scaffold,raw,13,17,0.986942924501481
scaffold,raw,13,18,0.990422828449833
scaffold,raw,13,19,0.985674482891347
scaffold,raw,13,20,0.989341591325609
scaffold,raw,13,21,0.991948457531263
scaffold,raw,13,22,0.984420037878291
scaffold,raw,13,23,0.988631264023934
scaffold,raw,13,24,0.988297095268713
scaffold,raw,13,25,0.991654528992639
scaffold,raw,13,26,0.990345847165908
scaffold,raw,13,27,0.986566765955027
scaffold,raw,13,28,0.989747492640852
scaffold,raw,13,29,0.984556504699795
scaffold,raw,13,30,0.98650028211891
scaffold,raw,13,31,0.988447558687294
scaffold,raw,13,32,0.987257847935721
scaffold,raw,13,33,0.987462548167977
scaffold,raw,13,34,0.988605020404414
scaffold,raw,13,35,0.987233353890835
scaffold,raw,13,36,0.990338848867369
scaffold,raw,13,37,0.989250613444606
scaffold,raw,13,38,0.986015649945107
scaffold,raw,13,39,0.990044920328745
scaffold,raw,13,40,0.988743236800553
scaffold,raw,13,41,0.983940654428392
scaffold,raw,13,42,0.990372090785428
scaffold,raw,13,43,0.987817711818814
scaffold,raw,13,44,0.981130837565117
scaffold,raw,13,45,0.987787969050025
scaffold,raw,13,46,0.989677509655465
scaffold,raw,13,47,0.988304093567252
scaffold,raw,13,48,0.990631027831359
scaffold,raw,13,49,0.988298844843348
scaffold,raw,14,15,0.990347596740543
scaffold,raw,14,16,0.989493804318825
scaffold,raw,14,17,0.9891543868397
scaffold,raw,14,18,0.990268865881982
scaffold,raw,14,19,0.990534801226452
scaffold,raw,14,20,0.990821731466537
scaffold,raw,14,21,0.989651266035945
scaffold,raw,14,22,0.986818704702419
scaffold,raw,14,23,0.990202382045865
scaffold,raw,14,24,0.987390815607955
