top_fraction,metric,locked_panel_mean_candidate_minus_baseline,null_mean,null_median,null_interval_95_low,null_interval_95_high,target_label_qap_p_at_least_observed,target_label_qap_p_positive_increment,permutations,seed,permutation_contract
0.1,continuous_spearman,-0.0101568639457865,-0.00814534763902195,-0.00276053717773202,-0.0557004932342491,0.0128179815449035,0.706245875082498,1,50000,20360808,"target-relabel only the scaffold-residual stability network; keep mean residual docking edge, receptor sequence, KLIFS pocket identity, outcome-blind MaxMin-80 target-breadth features, and all endpoints fixed; refit the candidate on PKIS1 after every relabelling"
0.1,roc_auc,-0.00882322765979271,-0.000809467528470266,3.70074341541719e-17,-0.0272904483430799,0.0196983687288397,0.850662986740265,1,50000,20360808,"target-relabel only the scaffold-residual stability network; keep mean residual docking edge, receptor sequence, KLIFS pocket identity, outcome-blind MaxMin-80 target-breadth features, and all endpoints fixed; refit the candidate on PKIS1 after every relabelling"
0.1,average_precision,-0.032554849335368,-0.00299384196279813,-0.00172611402984643,-0.0556647814667389,0.0487847806788513,0.915401691966161,1,50000,20360808,"target-relabel only the scaffold-residual stability network; keep mean residual docking edge, receptor sequence, KLIFS pocket identity, outcome-blind MaxMin-80 target-breadth features, and all endpoints fixed; refit the candidate on PKIS1 after every relabelling"
