top_fraction,positive_pairs,candidate_name,model,panel,analysis_role,metric,baseline,candidate_with_stability,candidate_minus_baseline
0.15,29,scaffold_residual_stability_primary,class_balanced_logistic_sensitivity,KiRHub,locked_no_retuning_evaluation,continuous_spearman,0.550271840158861,0.490277176361497,-0.0599946637973642
0.15,29,scaffold_residual_stability_primary,class_balanced_logistic_sensitivity,KiRHub,locked_no_retuning_evaluation,roc_auc,0.817091454272864,0.786892268151638,-0.0301991861212251
0.15,29,scaffold_residual_stability_primary,class_balanced_logistic_sensitivity,KiRHub,locked_no_retuning_evaluation,average_precision,0.491572734126395,0.434410485565207,-0.0571622485611877
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,PKIS1,post_hoc_discovery_model_fit_only,continuous_spearman,0.161924007225743,0.161794538702778,-0.000129468522965359
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,PKIS1,post_hoc_discovery_model_fit_only,roc_auc,0.625829942171771,0.626686656671664,0.000856714499892886
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,PKIS1,post_hoc_discovery_model_fit_only,average_precision,0.30553544271391,0.304859350008716,-0.000676092705194087
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,DAVIS,locked_no_retuning_evaluation,continuous_spearman,0.262475560629322,0.260101387850079,-0.00237417277924307
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,DAVIS,locked_no_retuning_evaluation,roc_auc,0.746198329406725,0.745127436281859,-0.00107089312486619
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,DAVIS,locked_no_retuning_evaluation,average_precision,0.353106743332445,0.350862813431842,-0.00224392990060268
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,PKIS2,locked_no_retuning_evaluation,continuous_spearman,0.268504594820384,0.266734025290101,-0.00177056953028293
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,PKIS2,locked_no_retuning_evaluation,roc_auc,0.724566288284429,0.723495395159563,-0.00107089312486619
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,PKIS2,locked_no_retuning_evaluation,average_precision,0.338318659098779,0.336810680757719,-0.00150797834106026
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,KiRHub,locked_no_retuning_evaluation,continuous_spearman,0.307317158515836,0.306510604609254,-0.000806553906581409
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,KiRHub,locked_no_retuning_evaluation,roc_auc,0.743628185907046,0.742128935532234,-0.00149925037481258
0.15,29,fixed_outcome_blind_residual_LCB,direct_no_fit,KiRHub,locked_no_retuning_evaluation,average_precision,0.337200370807044,0.335101601569491,-0.00209876923755209
