panel,transformation,control_design,repetition,ligands,observed_exact_support_spearman,observed_target_label_qap_p_two_sided,observed_target_label_qap_permutations,control_spearman,observed_minus_control_spearman,equal_n_row_disjoint_vina_self_spearman,descriptor_mean_difference_rms_iqr_units,descriptor_max_abs_mean_difference_iqr_units,unique_murcko_source_groups,mean_difference_iqr_units_heavy_atoms,mean_difference_iqr_units_molecular_weight,mean_difference_iqr_units_labute_asa,mean_difference_iqr_units_tpsa,mean_difference_iqr_units_clogp,mean_difference_iqr_units_rotatable_bonds,mean_difference_iqr_units_ring_count
DAVIS,raw,uniform_random_rows,1,56,0.157592818755,0.129687031297,10000,0.127158698124,0.0304341206312,0.711808171873,0.621479174355,1.08928571429,55,-0.605158730159,-0.617470734767,-0.624217750772,-0.155864901871,-0.569029491024,-0.178571428571,-1.08928571429
DAVIS,row_centered_residual,uniform_random_rows,1,56,0.306565422604,0.000399960004,10000,0.277153676954,0.0294117456502,0.602145821253,0.621479174355,1.08928571429,55,-0.605158730159,-0.617470734767,-0.624217750772,-0.155864901871,-0.569029491024,-0.178571428571,-1.08928571429
DAVIS,raw,mw_20_quantile_matched,1,56,0.157592818755,0.129687031297,10000,-0.11588277026,0.273475589016,0.711808171873,0.206361773269,0.410714285714,55,0.031746031746,0.086207258635,0.0659577564739,0.103943580381,-0.215073498833,0.244047619048,-0.410714285714
DAVIS,row_centered_residual,mw_20_quantile_matched,1,56,0.306565422604,0.000399960004,10000,0.0517970929046,0.2547683297,0.602145821253,0.206361773269,0.410714285714,55,0.031746031746,0.086207258635,0.0659577564739,0.103943580381,-0.215073498833,0.244047619048,-0.410714285714
DAVIS,raw,seven_descriptor_nearest_256,1,56,0.157592818755,0.129687031297,10000,0.0609816225182,0.096611196237,0.711808171873,0.0194875802682,0.0363484101077,56,-0.0119047619048,-0.0363484101077,-0.0165492372469,0.00164132991609,0.0167661534111,0.0178571428571,-0.0178571428571
DAVIS,row_centered_residual,seven_descriptor_nearest_256,1,56,0.306565422604,0.000399960004,10000,0.154481637096,0.152083785509,0.602145821253,0.0194875802682,0.0363484101077,56,-0.0119047619048,-0.0363484101077,-0.0165492372469,0.00164132991609,0.0167661534111,0.0178571428571,-0.0178571428571
DAVIS,raw,uniform_scaffold_distinct,1,56,0.157592818755,0.129687031297,10000,0.0533935009864,0.104199317769,0.711808171873,0.538953885194,0.839285714286,56,-0.56746031746,-0.540189979842,-0.561023685502,-0.288461538462,-0.385276831365,-0.410714285714,-0.839285714286
DAVIS,row_centered_residual,uniform_scaffold_distinct,1,56,0.306565422604,0.000399960004,10000,0.145246571837,0.161318850768,0.602145821253,0.538953885194,0.839285714286,56,-0.56746031746,-0.540189979842,-0.561023685502,-0.288461538462,-0.385276831365,-0.410714285714,-0.839285714286
DAVIS,raw,seven_descriptor_nearest_256_scaffold_distinct,1,56,0.157592818755,0.129687031297,10000,0.0953989886392,0.062193830116,0.711808171873,0.0254948020045,0.049144820289,56,0.00198412698413,-0.049144820289,-0.00279467479543,-0.0190815574202,-0.0295475441915,0.0238095238095,-0.0178571428571
DAVIS,row_centered_residual,seven_descriptor_nearest_256_scaffold_distinct,1,56,0.306565422604,0.000399960004,10000,0.208650665872,0.0979147567324,0.602145821253,0.0254948020045,0.049144820289,56,0.00198412698413,-0.049144820289,-0.00279467479543,-0.0190815574202,-0.0295475441915,0.0238095238095,-0.0178571428571
DAVIS,raw,uniform_random_rows,2,56,0.157592818755,0.129687031297,10000,0.112443754798,0.0451490639567,0.808782188129,0.63730823298,0.982142857143,56,-0.664682539683,-0.655894918748,-0.673414079251,-0.32866534424,-0.555718720369,-0.369047619048,-0.982142857143
DAVIS,row_centered_residual,uniform_random_rows,2,56,0.306565422604,0.000399960004,10000,0.236738118454,0.0698273041501,0.687324299547,0.63730823298,0.982142857143,56,-0.664682539683,-0.655894918748,-0.673414079251,-0.32866534424,-0.555718720369,-0.369047619048,-0.982142857143
DAVIS,raw,mw_20_quantile_matched,2,56,0.157592818755,0.129687031297,10000,0.162185083562,-0.00459226480678,0.808782188129,0.225716549736,0.464285714286,56,0.00992063492064,0.0421515437193,0.0361214615279,0.0433460309658,-0.233201711406,0.285714285714,-0.464285714286
DAVIS,row_centered_residual,mw_20_quantile_matched,2,56,0.306565422604,0.000399960004,10000,0.225489402092,0.0810760205123,0.687324299547,0.225716549736,0.464285714286,56,0.00992063492064,0.0421515437193,0.0361214615279,0.0433460309658,-0.233201711406,0.285714285714,-0.464285714286
