calibration_ligands,repetition,covariance_estimator,selected_k,selected_cumulative_trace_fraction,geometry_spearman_to_full,locked_k,mean_squared_canonical_correlation,minimum_canonical_correlation,maximum_principal_angle_degrees,sample_full_roc_auc,sample_full_average_precision,selected_kernel_roc_auc,selected_kernel_average_precision,selected_unit_diagonal_roc_auc,selected_unit_diagonal_average_precision,locked_kernel_roc_auc,locked_kernel_average_precision,locked_unit_diagonal_roc_auc,locked_unit_diagonal_average_precision
100,32,empirical,4,0.52063967931207,0.843937942587708,5,0.692957616102118,0.335737405819199,70.3826145577499,0.602666666666667,0.137106262006426,0.611809523809524,0.172527527720229,0.622476190476191,0.150442390280104,0.625523809523809,0.132823979392635,0.627809523809524,0.124688877847607
100,32,OAS,5,0.534891721062671,0.845573794871122,5,0.69174918103362,0.33809667104765,70.2390446592678,0.603047619047619,0.138111404525681,0.625523809523809,0.14358414021381,0.628952380952381,0.125010070852336,0.625523809523809,0.14358414021381,0.628952380952381,0.125010070852336
100,33,empirical,4,0.534406268310926,0.889103211781636,5,0.727892020143799,0.513361556802234,59.1119980838761,0.671619047619048,0.271840093052014,0.658285714285714,0.272393620973687,0.655619047619048,0.237970572585243,0.666666666666667,0.290175464783545,0.669333333333333,0.290554542895033
100,33,OAS,5,0.548478117883587,0.891304176672047,5,0.726202413421557,0.507994858438732,59.4696396672581,0.67352380952381,0.269206887282299,0.669714285714286,0.30511181018614,0.670095238095238,0.289778102741257,0.669714285714286,0.30511181018614,0.670095238095238,0.289778102741257
100,34,empirical,4,0.519168645609577,0.785941293023134,5,0.636403016061111,0.388204530142422,67.1571739344531,0.620952380952381,0.296264888767774,0.609904761904762,0.298124179065438,0.610285714285714,0.274673799255267,0.616761904761905,0.312115221697408,0.612571428571429,0.249970244279935
100,34,OAS,5,0.533740907201861,0.793397980116084,5,0.64041769549745,0.388056173454617,67.1663972099579,0.625904761904762,0.306321088399041,0.619047619047619,0.311550633379598,0.611428571428571,0.249785157993398,0.619047619047619,0.311550633379598,0.611428571428571,0.249785157993398
100,35,empirical,5,0.552231436573148,0.844263363469757,5,0.684257643634193,0.0174464137543775,89.0003434077232,0.77447619047619,0.298710802847006,0.739428571428571,0.307600986919669,0.722666666666667,0.280915027972385,0.739428571428571,0.307600986919669,0.722666666666667,0.280915027972385
100,35,OAS,5,0.505738878122563,0.846691773062674,5,0.685287693536686,0.0171486390249834,89.0174071959976,0.775619047619048,0.310170512802161,0.741333333333333,0.300284550827243,0.722666666666667,0.282060271451698,0.741333333333333,0.300284550827243,0.722666666666667,0.282060271451698
100,36,empirical,5,0.563190118870346,0.806934439064502,5,0.681847489442053,0.386581101648269,67.2580678831011,0.712380952380952,0.287660916819004,0.731809523809524,0.27000422108286,0.732190476190476,0.23088463037857,0.731809523809524,0.27000422108286,0.732190476190476,0.23088463037857
100,36,OAS,5,0.503088729141564,0.811971464437709,5,0.684662718960456,0.397611765252092,66.5710369575147,0.71047619047619,0.29324216600804,0.734095238095238,0.273837233101633,0.734095238095238,0.231112566784837,0.734095238095238,0.273837233101633,0.734095238095238,0.231112566784837
100,37,empirical,5,0.56500978234414,0.83610334737367,5,0.738394906385543,0.596796456444451,53.3591963641747,0.677714285714286,0.183666520956211,0.696,0.179736906177402,0.691047619047619,0.159667752017706,0.696,0.179736906177402,0.691047619047619,0.159667752017706
100,37,OAS,5,0.513265504876754,0.83886242657254,5,0.739827599219022,0.597021502600566,53.343125005549,0.67847619047619,0.190008976159854,0.70247619047619,0.176550846031258,0.692190476190476,0.15838085788331,0.70247619047619,0.176550846031258,0.692190476190476,0.15838085788331
100,38,empirical,4,0.518779529592064,0.891612101807748,5,0.684314207566953,0.442894424720459,63.7112968339358,0.630476190476191,0.16073734424221,0.626285714285714,0.14753472095299,0.622476190476191,0.131093098205899,0.626666666666667,0.14773835866792,0.616761904761905,0.13716942783541
100,38,OAS,5,0.525688131083102,0.893380921763396,5,0.687410625922717,0.447369980955728,63.4249305470646,0.632761904761905,0.150241849400896,0.630857142857143,0.146404450168163,0.619047619047619,0.130353390240308,0.630857142857143,0.146404450168163,0.619047619047619,0.130353390240308
100,39,empirical,4,0.511981587711557,0.872634465745516,5,0.773695539319564,0.444279899463145,63.6227238565153,0.734095238095238,0.294003341029209,0.723809523809524,0.30172161719291,0.728761904761905,0.197605744919056,0.768380952380952,0.364183990120222,0.760380952380952,0.236269653753457
