evaluation_identity,representation,roc_auc,average_precision
SUDAHWBOROXANE-SECBINFHSA-N,target_centered_residual_scaled,1.0,1.0
TWOLOZGQZKJZKJ-UHFFFAOYSA-N,target_centered_residual_scaled,0.47500000000000003,0.25545356604180136
TXXYVBLFLGPQOR-GDBMZVCRSA-N,target_centered_residual_scaled,,
TXXYVBLFLGPQOR-GOEBONIOSA-N,target_centered_residual_scaled,0.09999999999999998,0.05263157894736842
UHBZCEYZFPBQEU-UHFFFAOYSA-N,target_centered_residual_scaled,0.8,0.2
UJLAWZDWDVHWOW-YPMHNXCESA-N,target_centered_residual_scaled,0.95,0.5
UJPJYIXFJSSTRL-UHFFFAOYSA-N,target_centered_residual_scaled,0.95,0.5
VBJULRMRDQBSIN-UHFFFAOYSA-N,target_centered_residual_scaled,,
VBVQRWCLJVUBMP-UHFFFAOYSA-N,target_centered_residual_scaled,0.7105263157894737,0.5769230769230769
VFCFJSWYTMMESK-UHFFFAOYSA-N,target_centered_residual_scaled,1.0,1.0
VNDDOAWIHYNTOI-UHFFFAOYSA-N,target_centered_residual_scaled,0.4264705882352941,0.19786967418546364
VQYHPUHKYSSEOB-ZDUSSCGKSA-N,target_centered_residual_scaled,0.7,0.14285714285714285
VRFCECOEWLDCBE-UHFFFAOYSA-N,target_centered_residual_scaled,0.37755102040816324,0.3220402195966106
VYPFXAQENHJVIR-UHFFFAOYSA-N,target_centered_residual_scaled,0.85,0.25
WHARNYOKNQYQGR-UHFFFAOYSA-N,target_centered_residual_scaled,0.4,0.07692307692307693
WLALQQYUBWGRLL-UHFFFAOYSA-N,target_centered_residual_scaled,0.55,0.1
WNZMTWAJENZPDM-UHFFFAOYSA-N,target_centered_residual_scaled,1.0,1.0
WOZKSDHVBUBBLG-UHFFFAOYSA-N,target_centered_residual_scaled,0.25,0.0625
WQQPBXGJFFKXKX-UHFFFAOYSA-N,target_centered_residual_scaled,0.5294117647058824,0.23055555555555557
WXOGYBWIHWKUMA-UHFFFAOYSA-N,target_centered_residual_scaled,0.44897959183673464,0.34752628324056895
WYSOLHCQRQBXQP-UHFFFAOYSA-N,target_centered_residual_scaled,0.8,0.2
XCAXPNXUNVKBEX-UHFFFAOYSA-N,target_centered_residual_scaled,0.15000000000000002,0.17119023047815618
XDLYKKIQACFMJG-WKILWMFISA-N,target_centered_residual_scaled,,
XGMKXFYSDRBOQV-UHFFFAOYSA-N,target_centered_residual_scaled,0.95,0.5
XNOBOZRCPWKBSS-UHFFFAOYSA-N,target_centered_residual_scaled,0.7,0.14285714285714285
XWODEDHTMYVLNJ-SNVBAGLBSA-N,target_centered_residual_scaled,0.30000000000000004,0.06666666666666667
XYASHXPUZJDWIO-UHFFFAOYSA-N,target_centered_residual_scaled,0.050000000000000044,0.05
XYKNCRFMAKMJKI-UHFFFAOYSA-N,target_centered_residual_scaled,1.0,1.0
YDRWIFAFQIMEOP-UHFFFAOYSA-N,target_centered_residual_scaled,0.85,0.25
YJFKREHADGLMHG-UHFFFAOYSA-N,target_centered_residual_scaled,0.4181818181818182,0.4656177207725195
YOELZIQOLWZLQC-UHFFFAOYSA-N,target_centered_residual_scaled,1.0,1.0
YVFNRXBPVWUZRV-UHFFFAOYSA-N,target_centered_residual_scaled,,
YVNIOYKTDJGJGM-UHFFFAOYSA-N,target_centered_residual_scaled,,
YXAQBFXRVSBMEL-UHFFFAOYSA-N,target_centered_residual_scaled,0.15000000000000002,0.05555555555555555
YYZTVTZCYVZGRB-UHFFFAOYSA-N,target_centered_residual_scaled,0.6,0.1111111111111111
ZNCKHZJGGNFHHC-UHFFFAOYSA-N,target_centered_residual_scaled,0.2647058823529412,0.16447368421052633
ZOLVPLVVVCAWCK-UHFFFAOYSA-N,target_centered_residual_scaled,0.8,0.2
ZOTNSCLLJKXGSD-UHFFFAOYSA-N,target_centered_residual_scaled,0.38749999999999996,0.2211858076563959
ZRDJTQFOUXSKBC-UHFFFAOYSA-N,target_centered_residual_scaled,0.09999999999999998,0.05263157894736842
ZTWJDVNPCLUQPU-UHFFFAOYSA-N,target_centered_residual_scaled,0.44999999999999996,0.08333333333333333
ZZAALKZEEDABCI-UHFFFAOYSA-N,target_centered_residual_scaled,,
AHJRHEGDXFFMBM-UHFFFAOYSA-N,two_way_residual,,
AJLPDJZYNSSQJO-UHFFFAOYSA-N,two_way_residual,0.4777777777777778,0.29266006897585845
ANERBUIPYRATIP-VLIAUNLRSA-N,two_way_residual,,
AQJWACKPYCXBCF-SFHVURJKSA-N,two_way_residual,0.5444444444444444,0.5739010989010989
ASKIKAANLSSJGL-UHFFFAOYSA-N,two_way_residual,0.65,0.125
ASUBFYXRDNJNOB-UHFFFAOYSA-N,two_way_residual,,
AXWDQRXGOKDXJT-UHFFFAOYSA-N,two_way_residual,1.0,1.0
BAVKHKJJAGWXBX-UHFFFAOYSA-N,two_way_residual,0.48148148148148145,0.18226120857699804
BBQOARXEMKNYLC-UHFFFAOYSA-N,two_way_residual,,
BSBQPLUISHJULY-UHFFFAOYSA-N,two_way_residual,0.22448979591836735,0.2511752069248752
BURBAFXROHRDAV-UHFFFAOYSA-N,two_way_residual,0.85,0.25
BVFBTDPKGZCIBA-UHFFFAOYSA-N,two_way_residual,0.5185185185185185,0.21190476190476187
CCZQCOZJIRYKNS-UHFFFAOYSA-N,two_way_residual,,
CNJVEOVFYHCDGZ-UHFFFAOYSA-N,two_way_residual,,
COKWOGHRTHBMJL-UHFFFAOYSA-N,two_way_residual,0.4852941176470588,0.22447038255861784
CXEXTPDLKDYOMC-UHFFFAOYSA-N,two_way_residual,0.55,0.1
CYGVOJDKMSFPSA-UHFFFAOYSA-N,two_way_residual,0.5,0.2901315789473684
DANPUZSWWCDWEM-UHFFFAOYSA-N,two_way_residual,0.5263157894736843,0.55
DIJIJDANNOSBAG-LLVKDONJSA-N,two_way_residual,0.19999999999999996,0.058823529411764705
DJNZZLZKAXGMMC-UHFFFAOYSA-N,two_way_residual,0.6842105263157894,0.19444444444444442
DKXHSOUZPMHNIZ-UHFFFAOYSA-N,two_way_residual,0.5185185185185185,0.18097643097643099
DKXUHTCPDJKABE-UHFFFAOYSA-N,two_way_residual,0.19999999999999996,0.058823529411764705
DTRYLKVJZPTTIX-UHFFFAOYSA-N,two_way_residual,0.27941176470588236,0.16721491228070173
DUACVOORSOOZRH-UHFFFAOYSA-N,two_way_residual,0.4117647058823529,0.3892857142857143
DWBXNQKRJAOIHK-NRFANRHFSA-N,two_way_residual,0.5526315789473685,0.15476190476190477
FAICIPSJBXCWEZ-UHFFFAOYSA-N,two_way_residual,0.6666666666666666,0.2713675213675214
FBHNLBFMQWTPTN-WBVHZDCISA-N,two_way_residual,,
FISKNRRMNMXILF-UHFFFAOYSA-N,two_way_residual,0.4,0.25838554720133666
FLUPOKVTJQLXSE-UHFFFAOYSA-N,two_way_residual,0.2727272727272727,0.37619292772930546
FMTCKHIVPRUMEG-UHFFFAOYSA-N,two_way_residual,0.050000000000000044,0.05
FOHZGCHKLPIBBX-UHFFFAOYSA-N,two_way_residual,0.8,0.2
FTHCHPDGJBUELK-UHFFFAOYSA-N,two_way_residual,0.4736842105263158,0.12916666666666665
FUWKNYZEQAGYBA-UHFFFAOYSA-N,two_way_residual,,
GALNGZPXDPAWDR-QGZVFWFLSA-N,two_way_residual,0.6617647058823529,0.34285714285714286
GBRORGYPYNNDGL-UHFFFAOYSA-N,two_way_residual,0.5,0.1380952380952381
GFMMXOIFOQCCGU-UHFFFAOYSA-N,two_way_residual,,
GIWGYHXKKYZEQA-UHFFFAOYSA-N,two_way_residual,0.34210526315789475,0.11904761904761904
GVVAOKGDOGVPSI-UHFFFAOYSA-N,two_way_residual,0.7875000000000001,0.5857142857142856
GWTAEVKZCDFFEX-UHFFFAOYSA-N,two_way_residual,0.6052631578947368,0.19642857142857142
HABRRQSUPGOZTD-UHFFFAOYSA-N,two_way_residual,,
HCRQPXYLXXLKPT-UHFFFAOYSA-N,two_way_residual,0.55,0.1
HEKAIDKUDLCBRU-UHFFFAOYSA-N,two_way_residual,0.050000000000000044,0.05
HESLKTSGTIBHJU-UHFFFAOYSA-N,two_way_residual,0.6764705882352942,0.3464646464646465
HNQXYQNMPSACKT-UHFFFAOYSA-N,two_way_residual,0.6111111111111112,0.4606060606060606
HVNQYDHDQBJAAH-UHFFFAOYSA-N,two_way_residual,0.7,0.14285714285714285
HZJDBCYRQSJNLZ-UHFFFAOYSA-N,two_way_residual,0.5263157894736842,0.15
IAUZTOZLTFSMIE-UHFFFAOYSA-N,two_way_residual,0.8157894736842105,0.375
IBAYIPZJRQHHLX-OAHLLOKOSA-N,two_way_residual,0.8,0.2
IBCXZJCWDGCXQT-UHFFFAOYSA-N,two_way_residual,,
IFPPYSWJNWHOLQ-UHFFFAOYSA-N,two_way_residual,0.7407407407407408,0.8401228673287499
IHKGTVZWLMITRF-UHFFFAOYSA-N,two_way_residual,0.868421052631579,0.41666666666666663
IJMSMJUUYYSKBT-UHFFFAOYSA-N,two_way_residual,,
INZKYFAYQUYDOC-UHFFFAOYSA-N,two_way_residual,0.275,0.20122549019607844
ISXAVIPPPMJTPN-UHFFFAOYSA-N,two_way_residual,,
IYWBGQMZDRCNAW-UHFFFAOYSA-N,two_way_residual,,
JIJYWPGTRDMEFZ-UHFFFAOYSA-N,two_way_residual,,
JIQRMBNAYWCUEG-UHFFFAOYSA-N,two_way_residual,0.31578947368421056,0.10101010101010101
JMBATVPHKFZTAF-UHFFFAOYSA-N,two_way_residual,0.5789473684210527,0.17142857142857143
JOAWBRMGMMCJGS-ZBFHGGJFSA-N,two_way_residual,0.95,0.5
JONFDFIXMPXTRH-UHFFFAOYSA-N,two_way_residual,,
JONPLOXVIREWEK-UHFFFAOYSA-N,two_way_residual,,
KCAJXIDMCNPGHZ-UHFFFAOYSA-N,two_way_residual,0.9,0.3333333333333333
KCJAPLFLYYZXFD-UHFFFAOYSA-N,two_way_residual,0.2368421052631579,0.09166666666666667
KFAFRWFUXQYYSW-UHFFFAOYSA-N,two_way_residual,0.5294117647058824,0.23794440853264381
KFMQOHDPKOQCMU-UHFFFAOYSA-N,two_way_residual,,
KJUCPVIVNLPLEE-UHFFFAOYSA-N,two_way_residual,0.4629629629629629,0.4455711036851388
KKVSVOHZYJFTQM-UHFFFAOYSA-N,two_way_residual,0.7894736842105263,0.26666666666666666
KPILPRJNCZJVNG-UHFFFAOYSA-N,two_way_residual,0.6020408163265306,0.52218940207662
KTEIFNKAUNYNJU-GFCCVEGCSA-N,two_way_residual,0.5510204081632653,0.46093604108309993
LIHQCVPFINJLRH-UHFFFAOYSA-N,two_way_residual,0.44999999999999996,0.08333333333333333
LOAIUSJMQXSEBK-UHFFFAOYSA-N,two_way_residual,0.8,0.2
LVHOFIUXRMSCFN-UHFFFAOYSA-N,two_way_residual,0.75,0.16666666666666666
MAOSUPNJVJGJEU-UHFFFAOYSA-N,two_way_residual,0.95,0.5
MDEAKINSCUXXNF-UHFFFAOYSA-N,two_way_residual,0.5555555555555556,0.2933723196881092
MKVMEJKNLUWFSQ-UHFFFAOYSA-N,two_way_residual,0.37962962962962954,0.3899154938628623
MNHRKQKSNCFFOW-UHFFFAOYSA-N,two_way_residual,0.8421052631578947,0.625
MUJSVAMMIKEZPF-UHFFFAOYSA-N,two_way_residual,0.44999999999999996,0.08333333333333333
MVCOAUNKQVWQHZ-UHFFFAOYSA-N,two_way_residual,0.11764705882352941,0.13562409812409812
MZTUKIVBKFNLSN-UHFFFAOYSA-N,two_way_residual,0.6555555555555556,0.44503384687208214
NDRPTJVBXDZQSJ-UHFFFAOYSA-N,two_way_residual,0.65,0.125
NFLNGTZCZDPIPL-UHFFFAOYSA-N,two_way_residual,0.44999999999999996,0.08333333333333333
NHJSWORVNIOXIT-UHFFFAOYSA-N,two_way_residual,0.21052631578947367,0.08834586466165413
NPHKXSDZIKFIRU-UHFFFAOYSA-N,two_way_residual,,
NPRGDRYIMFLLIG-HNNXBMFYSA-N,two_way_residual,0.8157894736842105,0.6111111111111112
NPRGGISRWJDWPO-UHFFFAOYSA-N,two_way_residual,,
NWZJBVCVSXFQRM-UHFFFAOYSA-N,two_way_residual,0.55,0.1
OCINIHGZWSHFSH-UHFFFAOYSA-N,two_way_residual,0.5125,0.30635706914344685
OGNYUTNQZVRGMN-UHFFFAOYSA-N,two_way_residual,0.5,0.2976190476190476
OHVZOXZMVPDEDV-UHFFFAOYSA-N,two_way_residual,0.5,0.5476190476190477
OMZCMEYTWSXEPZ-UHFFFAOYSA-N,two_way_residual,0.39705882352941174,0.18888888888888888
OSVNSMJGPXYEBY-UHFFFAOYSA-N,two_way_residual,0.65,0.125
OVNJVYZXVSMONK-CQSZACIVSA-N,two_way_residual,0.5384615384615384,0.5594792462439522
PDMUGYOXRHVNMO-UHFFFAOYSA-N,two_way_residual,0.5,0.09090909090909091
PTFWTMLTKFRZKM-UHFFFAOYSA-N,two_way_residual,0.19999999999999996,0.058823529411764705
PXRULJZQXIUNTM-UHFFFAOYSA-N,two_way_residual,,
QBUKWINFURUTNN-UHFFFAOYSA-N,two_way_residual,0.6764705882352942,0.2956709956709957
QEIJYXMTALGXJH-GDLZYMKVSA-N,two_way_residual,0.75,0.16666666666666666
QEIJYXMTALGXJH-LJAQVGFWSA-N,two_way_residual,0.6,0.1111111111111111
QLCDVXBLLOIZEO-UTKZUKDTSA-N,two_way_residual,0.75,0.16666666666666666
QUKIIQWKXMTFAE-UHFFFAOYSA-N,two_way_residual,0.7631578947368421,0.35
QVWIVWPIJUYRRF-UHFFFAOYSA-N,two_way_residual,0.09999999999999998,0.05263157894736842
RGYLSTMWQZFYAE-UHFFFAOYSA-N,two_way_residual,0.6,0.1111111111111111
RITAVMQDGBJQJZ-FMIVXFBMSA-N,two_way_residual,0.75,0.4755555555555555
RLXHHNOPSKGTDC-UHFFFAOYSA-N,two_way_residual,,
RNXPIGAWEIQILT-UHFFFAOYSA-N,two_way_residual,0.75,0.16666666666666666
ROZXJVHSZADRDQ-UHFFFAOYSA-N,two_way_residual,0.65,0.125
RPSIDICSSBFGPU-UHFFFAOYSA-N,two_way_residual,,
RTDGHNXXZKSIDE-OAHLLOKOSA-N,two_way_residual,0.6842105263157896,0.2159090909090909
SAYGKHKXGCPTLX-UHFFFAOYSA-N,two_way_residual,0.7777777777777779,0.5277777777777778
SIXVRXARNAVBTC-UHFFFAOYSA-N,two_way_residual,0.4736842105263158,0.15555555555555556
SJMSBWUNRHAZIS-UHFFFAOYSA-N,two_way_residual,0.42592592592592593,0.18382352941176472
SLIYJTVHXLYNJL-UHFFFAOYSA-N,two_way_residual,,
SPESUKLLJMFRNX-UHFFFAOYSA-N,two_way_residual,,
SUDAHWBOROXANE-SECBINFHSA-N,two_way_residual,1.0,1.0
TWOLOZGQZKJZKJ-UHFFFAOYSA-N,two_way_residual,0.6000000000000001,0.4036953242835596
TXXYVBLFLGPQOR-GDBMZVCRSA-N,two_way_residual,,
TXXYVBLFLGPQOR-GOEBONIOSA-N,two_way_residual,0.15000000000000002,0.05555555555555555
UHBZCEYZFPBQEU-UHFFFAOYSA-N,two_way_residual,0.9,0.3333333333333333
UJLAWZDWDVHWOW-YPMHNXCESA-N,two_way_residual,0.9,0.3333333333333333
UJPJYIXFJSSTRL-UHFFFAOYSA-N,two_way_residual,0.95,0.5
VBJULRMRDQBSIN-UHFFFAOYSA-N,two_way_residual,,
VBVQRWCLJVUBMP-UHFFFAOYSA-N,two_way_residual,0.7631578947368421,0.5909090909090909
VFCFJSWYTMMESK-UHFFFAOYSA-N,two_way_residual,1.0,1.0
VNDDOAWIHYNTOI-UHFFFAOYSA-N,two_way_residual,0.47058823529411764,0.22499999999999998
VQYHPUHKYSSEOB-ZDUSSCGKSA-N,two_way_residual,0.7,0.14285714285714285
VRFCECOEWLDCBE-UHFFFAOYSA-N,two_way_residual,0.4591836734693877,0.36824203365556746
VYPFXAQENHJVIR-UHFFFAOYSA-N,two_way_residual,0.8,0.2
WHARNYOKNQYQGR-UHFFFAOYSA-N,two_way_residual,0.30000000000000004,0.06666666666666667
WLALQQYUBWGRLL-UHFFFAOYSA-N,two_way_residual,0.55,0.1
WNZMTWAJENZPDM-UHFFFAOYSA-N,two_way_residual,1.0,1.0
WOZKSDHVBUBBLG-UHFFFAOYSA-N,two_way_residual,0.19999999999999996,0.058823529411764705
WQQPBXGJFFKXKX-UHFFFAOYSA-N,two_way_residual,0.5294117647058824,0.2325609031491384
WXOGYBWIHWKUMA-UHFFFAOYSA-N,two_way_residual,0.5714285714285714,0.49336734693877543
WYSOLHCQRQBXQP-UHFFFAOYSA-N,two_way_residual,0.8,0.2
XCAXPNXUNVKBEX-UHFFFAOYSA-N,two_way_residual,0.21250000000000002,0.18239830345093505
XDLYKKIQACFMJG-WKILWMFISA-N,two_way_residual,,
XGMKXFYSDRBOQV-UHFFFAOYSA-N,two_way_residual,0.9,0.3333333333333333
XNOBOZRCPWKBSS-UHFFFAOYSA-N,two_way_residual,0.7,0.14285714285714285
XWODEDHTMYVLNJ-SNVBAGLBSA-N,two_way_residual,0.25,0.0625
XYASHXPUZJDWIO-UHFFFAOYSA-N,two_way_residual,0.050000000000000044,0.05
XYKNCRFMAKMJKI-UHFFFAOYSA-N,two_way_residual,1.0,1.0
YDRWIFAFQIMEOP-UHFFFAOYSA-N,two_way_residual,0.8,0.2
YJFKREHADGLMHG-UHFFFAOYSA-N,two_way_residual,0.5,0.48794562162983224
YOELZIQOLWZLQC-UHFFFAOYSA-N,two_way_residual,1.0,1.0
YVFNRXBPVWUZRV-UHFFFAOYSA-N,two_way_residual,,
YVNIOYKTDJGJGM-UHFFFAOYSA-N,two_way_residual,,
YXAQBFXRVSBMEL-UHFFFAOYSA-N,two_way_residual,0.19999999999999996,0.058823529411764705
YYZTVTZCYVZGRB-UHFFFAOYSA-N,two_way_residual,0.6,0.1111111111111111
ZNCKHZJGGNFHHC-UHFFFAOYSA-N,two_way_residual,0.588235294117647,0.3588235294117647
ZOLVPLVVVCAWCK-UHFFFAOYSA-N,two_way_residual,0.8,0.2
ZOTNSCLLJKXGSD-UHFFFAOYSA-N,two_way_residual,0.42500000000000004,0.28767431399010346
ZRDJTQFOUXSKBC-UHFFFAOYSA-N,two_way_residual,0.09999999999999998,0.05263157894736842
ZTWJDVNPCLUQPU-UHFFFAOYSA-N,two_way_residual,0.5,0.09090909090909091
ZZAALKZEEDABCI-UHFFFAOYSA-N,two_way_residual,,
AHJRHEGDXFFMBM-UHFFFAOYSA-N,docking_target_prior,,
AJLPDJZYNSSQJO-UHFFFAOYSA-N,docking_target_prior,0.37777777777777777,0.25651119033471975
ANERBUIPYRATIP-VLIAUNLRSA-N,docking_target_prior,,
AQJWACKPYCXBCF-SFHVURJKSA-N,docking_target_prior,0.5666666666666667,0.5419823232323232
ASKIKAANLSSJGL-UHFFFAOYSA-N,docking_target_prior,0.19999999999999996,0.058823529411764705
ASUBFYXRDNJNOB-UHFFFAOYSA-N,docking_target_prior,,
AXWDQRXGOKDXJT-UHFFFAOYSA-N,docking_target_prior,0.9,0.3333333333333333
BAVKHKJJAGWXBX-UHFFFAOYSA-N,docking_target_prior,0.7222222222222223,0.2777777777777778
BBQOARXEMKNYLC-UHFFFAOYSA-N,docking_target_prior,,
BSBQPLUISHJULY-UHFFFAOYSA-N,docking_target_prior,0.326530612244898,0.3011743158801982
BURBAFXROHRDAV-UHFFFAOYSA-N,docking_target_prior,0.95,0.5
BVFBTDPKGZCIBA-UHFFFAOYSA-N,docking_target_prior,0.44444444444444436,0.16566113624937157
CCZQCOZJIRYKNS-UHFFFAOYSA-N,docking_target_prior,,
CNJVEOVFYHCDGZ-UHFFFAOYSA-N,docking_target_prior,,
COKWOGHRTHBMJL-UHFFFAOYSA-N,docking_target_prior,0.45588235294117646,0.2584033613445378
CXEXTPDLKDYOMC-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
CYGVOJDKMSFPSA-UHFFFAOYSA-N,docking_target_prior,0.5735294117647058,0.28318250377073906
DANPUZSWWCDWEM-UHFFFAOYSA-N,docking_target_prior,0.07894736842105265,0.07703081232492998
DIJIJDANNOSBAG-LLVKDONJSA-N,docking_target_prior,0.050000000000000044,0.05
DJNZZLZKAXGMMC-UHFFFAOYSA-N,docking_target_prior,0.6052631578947368,0.19642857142857142
DKXHSOUZPMHNIZ-UHFFFAOYSA-N,docking_target_prior,0.3703703703703704,0.14764309764309763
DKXUHTCPDJKABE-UHFFFAOYSA-N,docking_target_prior,0.19999999999999996,0.058823529411764705
DTRYLKVJZPTTIX-UHFFFAOYSA-N,docking_target_prior,0.45588235294117646,0.2584033613445378
DUACVOORSOOZRH-UHFFFAOYSA-N,docking_target_prior,0.5735294117647058,0.28318250377073906
DWBXNQKRJAOIHK-NRFANRHFSA-N,docking_target_prior,0.9210526315789473,0.5
FAICIPSJBXCWEZ-UHFFFAOYSA-N,docking_target_prior,0.44444444444444436,0.16566113624937157
FBHNLBFMQWTPTN-WBVHZDCISA-N,docking_target_prior,,
FISKNRRMNMXILF-UHFFFAOYSA-N,docking_target_prior,0.47500000000000003,0.2821015585721468
FLUPOKVTJQLXSE-UHFFFAOYSA-N,docking_target_prior,0.40909090909090906,0.47800052072110893
FMTCKHIVPRUMEG-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
FOHZGCHKLPIBBX-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
FTHCHPDGJBUELK-UHFFFAOYSA-N,docking_target_prior,0.42105263157894735,0.17261904761904762
FUWKNYZEQAGYBA-UHFFFAOYSA-N,docking_target_prior,,
GALNGZPXDPAWDR-QGZVFWFLSA-N,docking_target_prior,0.35294117647058826,0.19550653594771242
GBRORGYPYNNDGL-UHFFFAOYSA-N,docking_target_prior,0.5526315789473685,0.14646464646464646
GFMMXOIFOQCCGU-UHFFFAOYSA-N,docking_target_prior,,
GIWGYHXKKYZEQA-UHFFFAOYSA-N,docking_target_prior,0.4736842105263158,0.14215686274509803
GVVAOKGDOGVPSI-UHFFFAOYSA-N,docking_target_prior,0.6,0.3286953242835595
GWTAEVKZCDFFEX-UHFFFAOYSA-N,docking_target_prior,0.736842105263158,0.26666666666666666
HABRRQSUPGOZTD-UHFFFAOYSA-N,docking_target_prior,,
HCRQPXYLXXLKPT-UHFFFAOYSA-N,docking_target_prior,0.5,0.09090909090909091
HEKAIDKUDLCBRU-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
HESLKTSGTIBHJU-UHFFFAOYSA-N,docking_target_prior,0.5,0.2159264346764347
HNQXYQNMPSACKT-UHFFFAOYSA-N,docking_target_prior,0.7222222222222222,0.49831649831649827
HVNQYDHDQBJAAH-UHFFFAOYSA-N,docking_target_prior,0.8,0.2
HZJDBCYRQSJNLZ-UHFFFAOYSA-N,docking_target_prior,0.5526315789473685,0.14646464646464646
IAUZTOZLTFSMIE-UHFFFAOYSA-N,docking_target_prior,0.7368421052631579,0.2361111111111111
IBAYIPZJRQHHLX-OAHLLOKOSA-N,docking_target_prior,0.85,0.25
IBCXZJCWDGCXQT-UHFFFAOYSA-N,docking_target_prior,,
IFPPYSWJNWHOLQ-UHFFFAOYSA-N,docking_target_prior,0.4907407407407408,0.5941724873710167
IHKGTVZWLMITRF-UHFFFAOYSA-N,docking_target_prior,0.736842105263158,0.26666666666666666
IJMSMJUUYYSKBT-UHFFFAOYSA-N,docking_target_prior,,
INZKYFAYQUYDOC-UHFFFAOYSA-N,docking_target_prior,0.375,0.26069094304388424
ISXAVIPPPMJTPN-UHFFFAOYSA-N,docking_target_prior,,
IYWBGQMZDRCNAW-UHFFFAOYSA-N,docking_target_prior,,
JIJYWPGTRDMEFZ-UHFFFAOYSA-N,docking_target_prior,,
JIQRMBNAYWCUEG-UHFFFAOYSA-N,docking_target_prior,0.368421052631579,0.1111111111111111
JMBATVPHKFZTAF-UHFFFAOYSA-N,docking_target_prior,0.6052631578947368,0.19642857142857142
JOAWBRMGMMCJGS-ZBFHGGJFSA-N,docking_target_prior,0.5,0.09090909090909091
JONFDFIXMPXTRH-UHFFFAOYSA-N,docking_target_prior,,
JONPLOXVIREWEK-UHFFFAOYSA-N,docking_target_prior,,
KCAJXIDMCNPGHZ-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
KCJAPLFLYYZXFD-UHFFFAOYSA-N,docking_target_prior,0.4736842105263158,0.14215686274509803
KFAFRWFUXQYYSW-UHFFFAOYSA-N,docking_target_prior,0.5735294117647058,0.28318250377073906
KFMQOHDPKOQCMU-UHFFFAOYSA-N,docking_target_prior,,
KJUCPVIVNLPLEE-UHFFFAOYSA-N,docking_target_prior,0.4814814814814815,0.48071636061832146
KKVSVOHZYJFTQM-UHFFFAOYSA-N,docking_target_prior,0.5526315789473684,0.22549019607843135
KPILPRJNCZJVNG-UHFFFAOYSA-N,docking_target_prior,0.326530612244898,0.3011743158801982
KTEIFNKAUNYNJU-GFCCVEGCSA-N,docking_target_prior,0.5306122448979591,0.37244897959183676
LIHQCVPFINJLRH-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
LOAIUSJMQXSEBK-UHFFFAOYSA-N,docking_target_prior,0.19999999999999996,0.058823529411764705
LVHOFIUXRMSCFN-UHFFFAOYSA-N,docking_target_prior,0.19999999999999996,0.058823529411764705
MAOSUPNJVJGJEU-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
MDEAKINSCUXXNF-UHFFFAOYSA-N,docking_target_prior,0.24074074074074073,0.12387177093059445
MKVMEJKNLUWFSQ-UHFFFAOYSA-N,docking_target_prior,0.32407407407407407,0.36675624665820744
MNHRKQKSNCFFOW-UHFFFAOYSA-N,docking_target_prior,0.05263157894736842,0.07539682539682539
MUJSVAMMIKEZPF-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
MVCOAUNKQVWQHZ-UHFFFAOYSA-N,docking_target_prior,0.45588235294117646,0.2584033613445378
MZTUKIVBKFNLSN-UHFFFAOYSA-N,docking_target_prior,0.5111111111111111,0.32946832579185525
NDRPTJVBXDZQSJ-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
NFLNGTZCZDPIPL-UHFFFAOYSA-N,docking_target_prior,0.55,0.1
NHJSWORVNIOXIT-UHFFFAOYSA-N,docking_target_prior,0.5263157894736842,0.15
NPHKXSDZIKFIRU-UHFFFAOYSA-N,docking_target_prior,,
NPRGDRYIMFLLIG-HNNXBMFYSA-N,docking_target_prior,0.736842105263158,0.5833333333333334
NPRGGISRWJDWPO-UHFFFAOYSA-N,docking_target_prior,,
NWZJBVCVSXFQRM-UHFFFAOYSA-N,docking_target_prior,0.95,0.5
OCINIHGZWSHFSH-UHFFFAOYSA-N,docking_target_prior,0.47500000000000003,0.2821015585721468
OGNYUTNQZVRGMN-UHFFFAOYSA-N,docking_target_prior,0.5294117647058824,0.3246732026143791
OHVZOXZMVPDEDV-UHFFFAOYSA-N,docking_target_prior,0.7894736842105263,0.3611111111111111
OMZCMEYTWSXEPZ-UHFFFAOYSA-N,docking_target_prior,0.5735294117647058,0.3940972222222222
OSVNSMJGPXYEBY-UHFFFAOYSA-N,docking_target_prior,0.35,0.07142857142857142
OVNJVYZXVSMONK-CQSZACIVSA-N,docking_target_prior,0.45192307692307687,0.3709150326797386
PDMUGYOXRHVNMO-UHFFFAOYSA-N,docking_target_prior,0.65,0.125
PTFWTMLTKFRZKM-UHFFFAOYSA-N,docking_target_prior,0.85,0.25
PXRULJZQXIUNTM-UHFFFAOYSA-N,docking_target_prior,,
QBUKWINFURUTNN-UHFFFAOYSA-N,docking_target_prior,0.588235294117647,0.3658008658008658
QEIJYXMTALGXJH-GDLZYMKVSA-N,docking_target_prior,0.85,0.25
