record_type,representation,experimental_margin_pkd,pair_stratum,mean_per_ligand_pairwise_concordance,pair_weighted_concordance,evaluated_ligands,evaluated_pairs,excluded_by_experimental_margin,excluded_both_censored_pairs,excluded_by_stratum,predicted_score_ties_half_credit,chance_concordance,difference_from_chance_0_5,mean_within_ligand_spearman,spearman_evaluated_ligands,top1_accuracy_allowing_experimental_ties,top1_evaluated_ligands,ligand_bootstrap_interval_95_low,ligand_bootstrap_interval_95_high,murcko_cluster_bootstrap_interval_95_low,murcko_cluster_bootstrap_interval_95_high,butina_cluster_bootstrap_interval_95_low,butina_cluster_bootstrap_interval_95_high
representation_estimate,target_centered_residual_scaled,0.5,all_informative,0.49012556141251773,0.4872889973561115,54.0,4917.0,1157.0,6316.0,0.0,0.0,0.5,-0.00987443858748227,0.004208898892792376,56.0,0.07142857142857142,56.0,0.44183513666326435,0.5395260740031235,0.44176517258847425,0.5384001661129645,0.43639143729525953,0.5448359565781203
representation_estimate,target_centered_residual_scaled,0.5,both_uncensored,0.4875441761714315,0.48878205128205127,47.0,1248.0,1157.0,6316.0,3669.0,0.0,0.5,-0.012455823828568524,,0.0,,0.0,0.40894674756598104,0.5658613350697549,0.4099743952662044,0.565525614157281,0.4090550346085024,0.5672158177816623
representation_estimate,target_centered_residual_scaled,0.5,floor_vs_uncensored,0.49015223560998744,0.4867811392750068,54.0,3669.0,1157.0,6316.0,1248.0,0.0,0.5,-0.009847764390012559,,0.0,,0.0,0.43645512501520467,0.5445180847671195,0.4356732281632535,0.5447456220539415,0.4316007021482886,0.5456750807588057
representation_estimate,target_centered_residual_scaled,1.0,all_informative,0.4919539525128266,0.4876993782103271,53.0,3699.0,2375.0,6316.0,0.0,0.0,0.5,-0.008046047487173413,0.004208898892792376,56.0,0.07142857142857142,56.0,0.43689573225589035,0.5470734790460379,0.4379537499267429,0.5464586623472588,0.43210643088554745,0.5480535417360262
representation_estimate,target_centered_residual_scaled,1.0,both_uncensored,0.4901166922039285,0.5167865707434053,45.0,834.0,2375.0,6316.0,2865.0,0.0,0.5,-0.009883307796071494,,0.0,,0.0,0.40414687435202373,0.5814498730050364,0.40385212367206624,0.5761771659317287,0.40581405173266943,0.5756082070978202
representation_estimate,target_centered_residual_scaled,1.0,floor_vs_uncensored,0.4888413561875675,0.4792321116928447,53.0,2865.0,2375.0,6316.0,834.0,0.0,0.5,-0.011158643812432478,,0.0,,0.0,0.43165582668203006,0.5484819640173417,0.43173242654765936,0.5462754633927619,0.4271646249645422,0.5507015721911845
representation_estimate,two_way_residual,0.0,all_informative,0.5301429582811821,0.5208573784006595,56.0,6065.0,9.0,6316.0,0.0,0.0,0.5,0.030142958281182075,0.043259769408575066,56.0,0.07142857142857142,56.0,0.486364536870344,0.5730573344975378,0.4871246944995857,0.5721177661071049,0.4827738789322692,0.5748829197386325
representation_estimate,two_way_residual,0.0,both_uncensored,0.5033432109662602,0.49971542401821284,49.0,1757.0,9.0,6316.0,4308.0,0.0,0.5,0.003343210966260224,,0.0,,0.0,0.4451047686451183,0.5627904379853284,0.44701077043151005,0.5635004172149235,0.4432268724380427,0.5635197150922795
representation_estimate,two_way_residual,0.0,floor_vs_uncensored,0.5342054693990863,0.5294800371402043,56.0,4308.0,9.0,6316.0,1757.0,0.0,0.5,0.03420546939908631,,0.0,,0.0,0.48475348308226335,0.5831650445314225,0.48514841077752735,0.5831189534043282,0.47977744183376836,0.5890763505426644
representation_estimate,two_way_residual,0.5,all_informative,0.5176782776972849,0.5141346349400041,54.0,4917.0,1157.0,6316.0,0.0,0.0,0.5,0.017678277697284916,0.043259769408575066,56.0,0.07142857142857142,56.0,0.4710564732961712,0.5633264586504532,0.4699219952578631,0.5627597078673056,0.4672237370437667,0.5677550330591995
representation_estimate,two_way_residual,0.5,both_uncensored,0.5214798053205961,0.4983974358974359,47.0,1248.0,1157.0,6316.0,3669.0,0.0,0.5,0.021479805320596124,,0.0,,0.0,0.44375567335844546,0.6006299471374734,0.445211078721256,0.6008229368570602,0.44371203379810004,0.5985010266870818
representation_estimate,two_way_residual,0.5,floor_vs_uncensored,0.5198321063784047,0.5194875988007631,54.0,3669.0,1157.0,6316.0,1248.0,0.0,0.5,0.019832106378404712,,0.0,,0.0,0.46875310029196343,0.570784297351801,0.46878282052458553,0.5717134661155092,0.4624565874783616,0.5737040978962563
representation_estimate,two_way_residual,1.0,all_informative,0.5213463729740075,0.5177074885104083,53.0,3699.0,2375.0,6316.0,0.0,0.0,0.5,0.021346372974007544,0.043259769408575066,56.0,0.07142857142857142,56.0,0.47021909331106304,0.5733179870388313,0.47156046481782665,0.5724358762298761,0.4652966921670488,0.575774117667792
representation_estimate,two_way_residual,1.0,both_uncensored,0.5214078171286884,0.5251798561151079,45.0,834.0,2375.0,6316.0,2865.0,0.0,0.5,0.021407817128688444,,0.0,,0.0,0.43765193554892257,0.6027434471432437,0.4397397508839713,0.6058572679859804,0.43613056589402854,0.6019232657011498
representation_estimate,two_way_residual,1.0,floor_vs_uncensored,0.521829237624857,0.5155322862129145,53.0,2865.0,2375.0,6316.0,834.0,0.0,0.5,0.021829237624857,,0.0,,0.0,0.4648007963574343,0.5767707774139328,0.4666190587006294,0.5761052689154934,0.46072021220685005,0.5795045015665039
representation_estimate,docking_target_prior,0.0,all_informative,0.521980099424031,0.4964550700741962,56.0,6065.0,9.0,6316.0,0.0,0.0,0.5,0.021980099424031008,0.014089642530983937,56.0,0.0,56.0,0.4902477244925759,0.556660141462169,0.4885331393787108,0.5566372427324737,0.488830605112113,0.5567097480079719
representation_estimate,docking_target_prior,0.0,both_uncensored,0.4762303378449837,0.4718269778030734,49.0,1757.0,9.0,6316.0,4308.0,0.0,0.5,-0.023769662155016302,,0.0,,0.0,0.41990322064710656,0.5344163571719499,0.41878946573578923,0.5329355603299453,0.4154025673362888,0.5381673903778683
representation_estimate,docking_target_prior,0.0,floor_vs_uncensored,0.5350272747476695,0.5064995357474467,56.0,4308.0,9.0,6316.0,1757.0,0.0,0.5,0.035027274747669535,,0.0,,0.0,0.4960873834846181,0.576802856434914,0.49613583209419976,0.5779839221233785,0.495462890265041,0.5767056162921762
representation_estimate,docking_target_prior,0.5,all_informative,0.5276376589591312,0.4996949359365467,54.0,4917.0,1157.0,6316.0,0.0,0.0,0.5,0.027637658959131173,0.014089642530983937,56.0,0.0,56.0,0.4941617376874927,0.5624119348371844,0.49499498747890525,0.5615998802888532,0.4934589668734046,0.5639982575176341
representation_estimate,docking_target_prior,0.5,both_uncensored,0.46924692826938164,0.4719551282051282,47.0,1248.0,1157.0,6316.0,3669.0,0.0,0.5,-0.030753071730618364,,0.0,,0.0,0.3950181197237747,0.5440600252108024,0.39517580292674814,0.5451264128491989,0.3890671320355775,0.5484119678836517
representation_estimate,docking_target_prior,0.5,floor_vs_uncensored,0.5413537505145508,0.5091305532842736,54.0,3669.0,1157.0,6316.0,1248.0,0.0,0.5,0.04135375051455081,,0.0,,0.0,0.5029582488323083,0.5826555225112013,0.5018111987954078,0.5831507997274117,0.5025074281109682,0.5839150197013923
representation_estimate,docking_target_prior,1.0,all_informative,0.5099451139909279,0.4925655582589889,53.0,3699.0,2375.0,6316.0,0.0,0.0,0.5,0.0099451139909279,0.014089642530983937,56.0,0.0,56.0,0.4660151507867379,0.5532596018569849,0.4653911618987144,0.5537061736135795,0.46493412902517745,0.5542456967472095
representation_estimate,docking_target_prior,1.0,both_uncensored,0.49540905925529893,0.4724220623501199,45.0,834.0,2375.0,6316.0,2865.0,0.0,0.5,-0.004590940744701066,,0.0,,0.0,0.4145676695030217,0.5735061823798313,0.41542285186073397,0.5734520261271314,0.40693743059350757,0.5786640660702327
representation_estimate,docking_target_prior,1.0,floor_vs_uncensored,0.5207316184060956,0.49842931937172774,53.0,2865.0,2375.0,6316.0,834.0,0.0,0.5,0.02073161840609561,,0.0,,0.0,0.47362572498954486,0.5687012952809023,0.470192813298712,0.5697822112783396,0.4697753625962719,0.5702896522291533
paired_difference,two_way_residual_minus_absolute_vina,0.0,all_informative,-0.009235955395609605,,,,,,,,,,,,,,-0.02904001586323898,0.009090285649976318,-0.029317063090263887,0.009432325631929613,-0.030179865662891065,0.010030505705378669
paired_difference,two_way_residual_minus_absolute_vina,0.0,both_uncensored,0.0441069184916724,,,,,,,,,,,,,,0.0038788742746788236,0.08724611729809109,0.004404990277212503,0.08840101012498876,0.004632342217144913,0.08908605520390758
paired_difference,two_way_residual_minus_absolute_vina,0.0,floor_vs_uncensored,-0.013096590884251996,,,,,,,,,,,,,,-0.03665593966531096,0.00977517387058328,-0.037133583922547744,0.009414324730940567,-0.037061351379553305,0.010140217918202753
paired_difference,two_way_residual_minus_absolute_vina,0.5,all_informative,-0.013396344742090253,,,,,,,,,,,,,,-0.035350757263293224,0.007894959856282836,-0.03549080420480496,0.0066873944819137235,-0.03544330399710954,0.008197082192345285
paired_difference,two_way_residual_minus_absolute_vina,0.5,both_uncensored,0.0627316188615565,,,,,,,,,,,,,,0.011522275779491605,0.12404292063811936,0.010438218180133678,0.12346858473099921,0.011722941043173197,0.12471217690769902
paired_difference,two_way_residual_minus_absolute_vina,0.5,floor_vs_uncensored,-0.019589817783747767,,,,,,,,,,,,,,-0.04456462301225262,0.004133302374352858,-0.04471418367049856,0.0038956405911173865,-0.044883647192964594,0.005600864753246762
paired_difference,two_way_residual_minus_absolute_vina,1.0,all_informative,-0.0008261654949190034,,,,,,,,,,,,,,-0.025599786522514198,0.024359879559183374,-0.026643646234517815,0.02384194036050221,-0.02718232075568594,0.02550983698691854
paired_difference,two_way_residual_minus_absolute_vina,1.0,both_uncensored,0.04188873540988205,,,,,,,,,,,,,,-0.004333281235786304,0.09038855011087901,-0.003295212996080054,0.0939203490319006,-0.009143980280480723,0.09381575934760662
paired_difference,two_way_residual_minus_absolute_vina,1.0,floor_vs_uncensored,-0.007531424340281944,,,,,,,,,,,,,,-0.03624801203758134,0.021078197904567775,-0.03591176651664871,0.020529044082194758,-0.03658854247973443,0.02247330198509146
paired_difference,two_way_residual_minus_column_standardized,0.0,all_informative,0.006535691774500534,,,,,,,,,,,,,,-0.003142373943658009,0.01528268855949751,-0.003464218051615566,0.01549665817530532,-0.0035878457329333213,0.016040649696159676
paired_difference,two_way_residual_minus_column_standardized,0.0,both_uncensored,0.021488729802055136,,,,,,,,,,,,,,-0.0006994629919686427,0.047398938738373454,-0.0013895667130519047,0.046940290082674356,-0.0022168416584776858,0.05003873142108433
paired_difference,two_way_residual_minus_column_standardized,0.0,floor_vs_uncensored,0.007835848777850587,,,,,,,,,,,,,,-0.0021273432416101185,0.017308241034759562,-0.0028037614080624984,0.01690413593638186,-0.0023537529094057176,0.016862654858628253
paired_difference,two_way_residual_minus_column_standardized,0.5,all_informative,0.006562077527959636,,,,,,,,,,,,,,-0.003789183265425951,0.016184925769344813,-0.003607753634474001,0.016171283528334784,-0.004211919270558099,0.01641886993399857
paired_difference,two_way_residual_minus_column_standardized,0.5,both_uncensored,0.009764469663526234,,,,,,,,,,,,,,-0.020638518709720843,0.04426065008365413,-0.019424273463214972,0.04370213124498034,-0.02124360045215961,0.04454525958516844
paired_difference,two_way_residual_minus_column_standardized,0.5,floor_vs_uncensored,0.009651210906222419,,,,,,,,,,,,,,-0.0009216716311023632,0.01960463268294514,-0.0008793882426423661,0.01953808695536177,-0.0016543551547347427,0.019566036347082986
