evaluation_identity,representation,experimental_margin_name,experimental_margin_percentage_points,pairwise_concordance,evaluated_pairs
YVFNRXBPVWUZRV-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_10,10.0,0.2222222222222222,18
YVNIOYKTDJGJGM-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_10,10.0,1.0,16
YXAQBFXRVSBMEL-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_10,10.0,0.5,72
YYZTVTZCYVZGRB-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_10,10.0,0.42857142857142855,112
ZNCKHZJGGNFHHC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_10,10.0,0.4695121951219512,164
ZOLVPLVVVCAWCK-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_10,10.0,0.5138888888888888,72
ZOTNSCLLJKXGSD-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_10,10.0,0.5280898876404494,178
ZRDJTQFOUXSKBC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_10,10.0,0.44,75
ZTWJDVNPCLUQPU-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_10,10.0,0.6597938144329897,97
ZZAALKZEEDABCI-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_10,10.0,0.7176470588235294,85
AHJRHEGDXFFMBM-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.1,20
AJLPDJZYNSSQJO-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6758620689655173,145
ANERBUIPYRATIP-VLIAUNLRSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.53125,32
AQJWACKPYCXBCF-SFHVURJKSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.603448275862069,116
ASKIKAANLSSJGL-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.8076923076923077,52
ASUBFYXRDNJNOB-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.09375,32
AXWDQRXGOKDXJT-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6805555555555556,72
BAVKHKJJAGWXBX-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.664,125
BBQOARXEMKNYLC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6065573770491803,61
BSBQPLUISHJULY-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.3541666666666667,144
BURBAFXROHRDAV-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.8461538461538461,39
BVFBTDPKGZCIBA-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6710526315789473,76
CCZQCOZJIRYKNS-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.28846153846153844,52
CNJVEOVFYHCDGZ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.39215686274509803,51
COKWOGHRTHBMJL-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5,96
CXEXTPDLKDYOMC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5263157894736842,38
CYGVOJDKMSFPSA-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.49295774647887325,71
DANPUZSWWCDWEM-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4659090909090909,88
DIJIJDANNOSBAG-LLVKDONJSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.27941176470588236,68
DJNZZLZKAXGMMC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6206896551724138,87
DKXHSOUZPMHNIZ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5765765765765766,111
DKXUHTCPDJKABE-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.3333333333333333,54
DTRYLKVJZPTTIX-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.2898550724637681,69
DUACVOORSOOZRH-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.423728813559322,118
DWBXNQKRJAOIHK-NRFANRHFSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7721518987341772,79
FAICIPSJBXCWEZ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7536231884057971,69
FBHNLBFMQWTPTN-WBVHZDCISA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.582089552238806,67
FISKNRRMNMXILF-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5042735042735043,117
FLUPOKVTJQLXSE-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.25210084033613445,119
FMTCKHIVPRUMEG-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.28125,64
FOHZGCHKLPIBBX-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6666666666666666,39
FTHCHPDGJBUELK-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4673913043478261,92
FUWKNYZEQAGYBA-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5,62
GALNGZPXDPAWDR-QGZVFWFLSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5813953488372093,129
GBRORGYPYNNDGL-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6018518518518519,108
GFMMXOIFOQCCGU-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.15,20
GIWGYHXKKYZEQA-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5612244897959183,98
GVVAOKGDOGVPSI-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7951807228915663,83
GWTAEVKZCDFFEX-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5,114
HABRRQSUPGOZTD-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.25,44
HCRQPXYLXXLKPT-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.44565217391304346,92
HEKAIDKUDLCBRU-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.2702702702702703,74
HESLKTSGTIBHJU-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6302521008403361,119
HNQXYQNMPSACKT-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.693069306930693,101
HVNQYDHDQBJAAH-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4444444444444444,36
HZJDBCYRQSJNLZ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.3875,80
IAUZTOZLTFSMIE-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6491228070175439,114
IBAYIPZJRQHHLX-OAHLLOKOSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6875,96
IBCXZJCWDGCXQT-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.3333333333333333,30
IFPPYSWJNWHOLQ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6642335766423357,137
IHKGTVZWLMITRF-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6395348837209303,86
IJMSMJUUYYSKBT-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6666666666666666,63
INZKYFAYQUYDOC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.33636363636363636,110
ISXAVIPPPMJTPN-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6363636363636364,44
IYWBGQMZDRCNAW-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.05,20
JIJYWPGTRDMEFZ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.868421052631579,38
JIQRMBNAYWCUEG-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5714285714285714,70
JMBATVPHKFZTAF-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6822429906542056,107
JOAWBRMGMMCJGS-ZBFHGGJFSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7282608695652174,92
JONFDFIXMPXTRH-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.35,40
JONPLOXVIREWEK-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6764705882352942,34
KCAJXIDMCNPGHZ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.9,20
KCJAPLFLYYZXFD-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4811320754716981,106
KFAFRWFUXQYYSW-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5918367346938775,98
KFMQOHDPKOQCMU-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.43103448275862066,58
KJUCPVIVNLPLEE-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4496124031007752,129
KKVSVOHZYJFTQM-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5512820512820513,78
KPILPRJNCZJVNG-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5615384615384615,130
KTEIFNKAUNYNJU-GFCCVEGCSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5447154471544715,123
LIHQCVPFINJLRH-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4166666666666667,72
LOAIUSJMQXSEBK-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5529411764705883,85
LVHOFIUXRMSCFN-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.49019607843137253,102
MAOSUPNJVJGJEU-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4878048780487805,82
MDEAKINSCUXXNF-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.65,120
MKVMEJKNLUWFSQ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4357142857142857,140
MNHRKQKSNCFFOW-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6078431372549019,102
MUJSVAMMIKEZPF-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4807692307692308,52
MVCOAUNKQVWQHZ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.2644628099173554,121
MZTUKIVBKFNLSN-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6033057851239669,121
NDRPTJVBXDZQSJ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.35294117647058826,51
NFLNGTZCZDPIPL-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.717948717948718,39
NHJSWORVNIOXIT-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.1095890410958904,73
NPHKXSDZIKFIRU-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.37209302325581395,43
NPRGDRYIMFLLIG-HNNXBMFYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6986301369863014,73
NPRGGISRWJDWPO-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.0,16
NWZJBVCVSXFQRM-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.3815789473684211,76
OCINIHGZWSHFSH-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5567010309278351,97
OGNYUTNQZVRGMN-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5268817204301075,93
OHVZOXZMVPDEDV-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.3181818181818182,66
OMZCMEYTWSXEPZ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4406779661016949,118
OSVNSMJGPXYEBY-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5769230769230769,52
OVNJVYZXVSMONK-CQSZACIVSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5804195804195804,143
PDMUGYOXRHVNMO-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.717948717948718,39
PTFWTMLTKFRZKM-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.38,50
PXRULJZQXIUNTM-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.40350877192982454,57
QBUKWINFURUTNN-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6,80
QEIJYXMTALGXJH-GDLZYMKVSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7321428571428571,56
QEIJYXMTALGXJH-LJAQVGFWSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6455696202531646,79
QLCDVXBLLOIZEO-UTKZUKDTSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.8,35
QUKIIQWKXMTFAE-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.47058823529411764,85
QVWIVWPIJUYRRF-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.18867924528301888,53
RGYLSTMWQZFYAE-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7096774193548387,31
RITAVMQDGBJQJZ-FMIVXFBMSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6261682242990654,107
RLXHHNOPSKGTDC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5616438356164384,73
RNXPIGAWEIQILT-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7878787878787878,33
ROZXJVHSZADRDQ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7777777777777778,54
RPSIDICSSBFGPU-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.9318181818181818,44
RTDGHNXXZKSIDE-OAHLLOKOSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5185185185185185,135
SAYGKHKXGCPTLX-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6610169491525424,118
SIXVRXARNAVBTC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4230769230769231,52
SJMSBWUNRHAZIS-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.49230769230769234,65
SLIYJTVHXLYNJL-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5056179775280899,89
SPESUKLLJMFRNX-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.875,48
SUDAHWBOROXANE-SECBINFHSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,1.0,20
TWOLOZGQZKJZKJ-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5210084033613446,119
TXXYVBLFLGPQOR-GDBMZVCRSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5111111111111111,45
TXXYVBLFLGPQOR-GOEBONIOSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.62,50
UHBZCEYZFPBQEU-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6923076923076923,52
UJLAWZDWDVHWOW-YPMHNXCESA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6,70
UJPJYIXFJSSTRL-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5294117647058824,85
VBJULRMRDQBSIN-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.19230769230769232,26
VBVQRWCLJVUBMP-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7407407407407407,54
VFCFJSWYTMMESK-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6172839506172839,81
VNDDOAWIHYNTOI-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4789915966386555,119
VQYHPUHKYSSEOB-ZDUSSCGKSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.9375,48
VRFCECOEWLDCBE-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.427536231884058,138
VYPFXAQENHJVIR-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7435897435897436,39
WHARNYOKNQYQGR-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4444444444444444,81
WLALQQYUBWGRLL-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5662650602409639,83
WNZMTWAJENZPDM-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6416666666666667,120
WOZKSDHVBUBBLG-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.3958333333333333,48
WQQPBXGJFFKXKX-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6239316239316239,117
WXOGYBWIHWKUMA-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5918367346938775,98
WYSOLHCQRQBXQP-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6593406593406593,91
XCAXPNXUNVKBEX-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.3055555555555556,108
XDLYKKIQACFMJG-WKILWMFISA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,,0
XGMKXFYSDRBOQV-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.8,50
XNOBOZRCPWKBSS-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.46938775510204084,49
XWODEDHTMYVLNJ-SNVBAGLBSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5,38
XYASHXPUZJDWIO-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.3611111111111111,72
XYKNCRFMAKMJKI-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.6410256410256411,39
YDRWIFAFQIMEOP-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5230769230769231,65
YJFKREHADGLMHG-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5203252032520326,123
YOELZIQOLWZLQC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7678571428571429,56
YVFNRXBPVWUZRV-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,,0
YVNIOYKTDJGJGM-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,,0
YXAQBFXRVSBMEL-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5897435897435898,39
YYZTVTZCYVZGRB-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.4426229508196721,61
ZNCKHZJGGNFHHC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.48333333333333334,120
ZOLVPLVVVCAWCK-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5211267605633803,71
ZOTNSCLLJKXGSD-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.5443037974683544,158
ZRDJTQFOUXSKBC-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.1,20
ZTWJDVNPCLUQPU-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.620253164556962,79
ZZAALKZEEDABCI-UHFFFAOYSA-N,target_centered_unscaled,absolute_difference_gt_20,20.0,0.7307692307692307,78
AHJRHEGDXFFMBM-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.1111111111111111,90
AJLPDJZYNSSQJO-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.6408839779005525,181
ANERBUIPYRATIP-VLIAUNLRSA-N,column_standardized,exact_non_ties,0.0,0.5208333333333334,192
AQJWACKPYCXBCF-SFHVURJKSA-N,column_standardized,exact_non_ties,0.0,0.5054945054945055,182
ASKIKAANLSSJGL-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.7049180327868853,183
ASUBFYXRDNJNOB-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5133689839572193,187
AXWDQRXGOKDXJT-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.6424242424242425,165
BAVKHKJJAGWXBX-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5247524752475248,202
BBQOARXEMKNYLC-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5133689839572193,187
BSBQPLUISHJULY-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.4270833333333333,192
BURBAFXROHRDAV-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.6564885496183206,131
BVFBTDPKGZCIBA-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.6724137931034483,174
CCZQCOZJIRYKNS-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.4513888888888889,144
CNJVEOVFYHCDGZ-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.3770491803278688,183
COKWOGHRTHBMJL-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5436893203883495,206
CXEXTPDLKDYOMC-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5576923076923077,104
CYGVOJDKMSFPSA-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5082872928176796,181
DANPUZSWWCDWEM-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.49732620320855614,187
DIJIJDANNOSBAG-LLVKDONJSA-N,column_standardized,exact_non_ties,0.0,0.3583815028901734,173
DJNZZLZKAXGMMC-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5144508670520231,173
DKXHSOUZPMHNIZ-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5743589743589743,195
DKXUHTCPDJKABE-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.43333333333333335,90
DTRYLKVJZPTTIX-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.4375,144
DUACVOORSOOZRH-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.39473684210526316,152
DWBXNQKRJAOIHK-NRFANRHFSA-N,column_standardized,exact_non_ties,0.0,0.6382978723404256,188
FAICIPSJBXCWEZ-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.6363636363636364,132
FBHNLBFMQWTPTN-WBVHZDCISA-N,column_standardized,exact_non_ties,0.0,0.5652173913043478,161
FISKNRRMNMXILF-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.47513812154696133,181
FLUPOKVTJQLXSE-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.34065934065934067,182
FMTCKHIVPRUMEG-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.3484848484848485,132
FOHZGCHKLPIBBX-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.6030534351145038,131
FTHCHPDGJBUELK-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.46859903381642515,207
FUWKNYZEQAGYBA-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5138888888888888,144
GALNGZPXDPAWDR-QGZVFWFLSA-N,column_standardized,exact_non_ties,0.0,0.6091954022988506,174
GBRORGYPYNNDGL-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5778894472361809,199
GFMMXOIFOQCCGU-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5384615384615384,39
GIWGYHXKKYZEQA-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5454545454545454,165
GVVAOKGDOGVPSI-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.6264367816091954,174
GWTAEVKZCDFFEX-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5806451612903226,155
HABRRQSUPGOZTD-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.436046511627907,172
HCRQPXYLXXLKPT-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.503030303030303,165
HEKAIDKUDLCBRU-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.3567567567567568,185
HESLKTSGTIBHJU-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5862068965517241,174
HNQXYQNMPSACKT-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5742574257425742,202
HVNQYDHDQBJAAH-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5333333333333333,90
HZJDBCYRQSJNLZ-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.40331491712707185,181
IAUZTOZLTFSMIE-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.6051282051282051,195
IBAYIPZJRQHHLX-OAHLLOKOSA-N,column_standardized,exact_non_ties,0.0,0.5643564356435643,202
IBCXZJCWDGCXQT-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.44324324324324327,185
IFPPYSWJNWHOLQ-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.615,200
IHKGTVZWLMITRF-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.638095238095238,105
IJMSMJUUYYSKBT-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.7342657342657343,143
INZKYFAYQUYDOC-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.315,200
ISXAVIPPPMJTPN-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5714285714285714,161
IYWBGQMZDRCNAW-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.4772727272727273,132
JIJYWPGTRDMEFZ-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.6571428571428571,105
JIQRMBNAYWCUEG-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5909090909090909,132
JMBATVPHKFZTAF-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.605,200
JOAWBRMGMMCJGS-ZBFHGGJFSA-N,column_standardized,exact_non_ties,0.0,0.5577889447236181,199
JONFDFIXMPXTRH-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.40350877192982454,171
JONPLOXVIREWEK-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.5352112676056338,142
KCAJXIDMCNPGHZ-UHFFFAOYSA-N,column_standardized,exact_non_ties,0.0,0.631578947368421,57
