dataset,target,family,molecular_weight_raw_slope,molecular_weight_residual_slope,molecular_weight_residual_correlation,heavy_atoms_raw_slope,heavy_atoms_residual_slope,heavy_atoms_residual_correlation,rotatable_bonds_raw_slope,rotatable_bonds_residual_slope,rotatable_bonds_residual_correlation,imputed_cells,imputed_fraction,conditional_mw_slope_per_100_da,conditional_rotatable_bond_slope,residual_pc1_loading
DOCKSTRING-58,PDE5A,Other enzyme,-0.5548688447057679,-0.16240329430977585,-0.25428578387003004,-0.08639823574210583,-0.024020688271784857,-0.26812119186857375,-0.03328303321584821,-0.02205460109562448,-0.10786711080791185,0,0.0,-0.8909043309026718,0.15931148889519892,-0.1204891884879644
DOCKSTRING-58,PGR,Nuclear receptor,0.4092645462238362,0.8017300966198287,0.6793392528077555,0.05377807948013407,0.11615562695045502,0.7016446576492559,0.13759734879147623,0.14882578091170054,0.3939120668522414,0,0.0,0.2188004811819649,0.09029734962298748,0.19532860057267237
DOCKSTRING-58,PTPN1,Other enzyme,-0.39084068013524026,0.0016248702607519257,0.0031211526290114773,-0.06236830548622285,9.241984098276371e-06,0.00012655519612172136,-0.020429143936136086,-0.009200711815911908,-0.055205244481542105,0,0.0,-0.6392282419932557,0.11775837352922248,0.004925128525939201
DOCKSTRING-58,ROCK1,Kinase,-0.6387994536901653,-0.24633390329417315,-0.487139288815276,-0.09707164251694937,-0.03469409504662804,-0.48910598891761714,-0.027416919113007834,-0.016188486992783687,-0.09999949864996092,0,0.0,-1.0679289713040108,0.20344655605771653,-0.21727390288162787
DOCKSTRING-58,AKT1,Kinase,-0.8061947781904644,-0.413729227794472,-0.6688662766824159,-0.1209178416718304,-0.05854029420150943,-0.6746778395342616,-0.08375713637521638,-0.07252870425499217,-0.3662651594812817,0,0.0,-1.1571857398608367,0.16640174918817857,-0.2276185740909359
DOCKSTRING-58,AR,Nuclear receptor,0.3716606357094569,0.7641261861054498,0.6494397623943242,0.048775705918989526,0.11115325338931058,0.6734640510386909,0.09774789984122603,0.1089763319614506,0.28931341444655545,0,0.0,0.304185082995466,0.031989570174720365,0.2107863644442012
DOCKSTRING-58,CDK2,Kinase,-0.49482422964573236,-0.10235867924974025,-0.23525059535318105,-0.07688963396678644,-0.014512086496465425,-0.23776852488255495,-0.015689454842925808,-0.004461022722701812,-0.032026028505035754,0,0.0,-0.8487464457466836,0.1677914313105972,-0.13022487037504527
DOCKSTRING-58,CSF1R,Kinase,-0.2511425755480755,0.14132297484791692,0.26932971724554744,-0.043255408324077003,0.019122139146244266,0.2597923904029334,0.039616879198909445,0.050845311319133585,0.30268089396996195,0,0.0,-0.6152525680741964,0.17262136712837026,0.027337732474266716
DOCKSTRING-58,ESR1,Nuclear receptor,-0.2972518095741812,0.09521374082181165,0.14764677425918046,-0.049124879046996334,0.013252668423324902,0.14650286386015401,-0.010366054397786156,0.0008623777224381153,0.0041771921818672605,0,0.0,-0.506211947131878,0.09906617604831106,0.068960961425596
DOCKSTRING-58,NR3C1,Nuclear receptor,0.012162735790033902,0.4046282861860265,0.3928137064333766,-0.0025199940814125948,0.059857553388908524,0.41425504168089056,0.02813957853965116,0.03936801065987517,0.11938134185018259,0,0.0,-0.08674773152945067,0.046892588620100095,0.1685043393776192
DOCKSTRING-58,IGF1R,Kinase,-0.37692657047404593,0.015538979921946734,0.029750395570531083,-0.060378867857830816,0.0019986796124902236,0.027279215021407895,-0.012942523372371497,-0.0017140912521475364,-0.010251012671937365,0,0.0,-0.6426792667051074,0.12599103205926265,-0.03978008178670753
DOCKSTRING-58,JAK2,Kinase,-0.3938939740459885,-0.0014284236499961832,-0.0028315757666264986,-0.06274574252745153,-0.0003681950571303538,-0.00520316449710226,0.011031441298473115,0.022259873418697052,0.13783402482689966,0,0.0,-0.7668223457347036,0.17680208366499273,-0.0767814802334764
DOCKSTRING-58,LCK,Kinase,-0.4681443792347131,-0.07567882883872089,-0.15683969440175227,-0.07334467342785338,-0.01096712595753221,-0.16202904180468472,0.015825187620242858,0.027053619740466755,0.17513363388558478,0,0.0,-0.9218950994744652,0.21511925316812,-0.14895288047584626
DOCKSTRING-58,MET,Kinase,-0.3639438360038194,0.028521714392172944,0.046515197072937074,-0.058568523030741976,0.0038090244395792314,0.04428446938037953,-0.03338752794007575,-0.022159095819851718,-0.11288438385608907,0,0.0,-0.5395435259044011,0.0832502792017763,0.10444314799139096
DOCKSTRING-58,MMP13,Protease,-0.46174043582054264,-0.0692748854245504,-0.10806337530536371,-0.07260928631873194,-0.010231738848410946,-0.11378122534783537,-0.027194001028153763,-0.01596556890792963,-0.07779464504234591,0,0.0,-0.743325906462742,0.1334972121158004,0.030969841813190513
DOCKSTRING-58,PTGS2,Other enzyme,0.049572907322303225,0.4420384577182959,0.45815691032196343,0.000955964917443094,0.06333351238776413,0.46795727993697656,0.04786110288556495,0.05908953500578886,0.19130545395247764,0,0.0,-0.09444680824432644,0.06827848920616168,0.14036964454817671
DOCKSTRING-58,PPARA,Nuclear receptor,-0.4540115942396685,-0.0615460438436759,-0.09369851678554796,-0.07064007673455197,-0.008262529264230893,-0.08967348176333499,-0.06659534878213974,-0.055366916661915844,-0.26329675447149187,0,0.0,-0.576348696209412,0.05799895148723434,0.0636585039218517
DOCKSTRING-58,PPARG,Nuclear receptor,-0.518526441763425,-0.12606089136743248,-0.24064134515501914,-0.08094343713141688,-0.01856588966109572,-0.2526527824456627,-0.05479495218738918,-0.04356652006716528,-0.25977977551526815,0,0.0,-0.7406924493211196,0.10532696366829278,-0.04841898213871505
DOCKSTRING-58,REN,Protease,-0.6385841889399507,-0.24611863854395818,-0.4870658886303143,-0.09833435027990997,-0.0359568028095887,-0.5072741442543414,-0.03214518983967377,-0.020916757719449567,-0.12930048973457764,0,0.0,-1.0492004325144628,0.1946695745403452,-0.2146667453310751
DOCKSTRING-58,ADORA2A,GPCR,-0.42358186034145145,-0.031116309945459455,-0.05204292304066294,-0.06898194498110156,-0.006604397510780391,-0.07874540933125074,0.003323539216981669,0.014551971337205899,0.07602527780407785,0,0.0,-0.7915084830386302,0.17443079815601237,-0.06554663051462638
