analysis,method_key,method,assumption,n_ligands,n_targets,raw_participation_ratio,residual_participation_ratio,residual_minus_raw,residual_to_raw_ratio,residual_fraction_of_algebraic_ceiling
all_targets,target_mean,target mean imputation,missing scores equal the observed target mean,12651,44,1.834045574797235,9.30291194271645,7.468866367919215,5.072345022693858,0.21634678936549886
all_targets,target_median,target median imputation,missing scores equal the observed target median,12651,44,1.8354428459001955,9.527862666479463,7.692419820579267,5.191042961518374,0.22157820154603403
all_targets,observed_additive_least_squares,observed-cell additive least-squares imputation,Each missing ligand-target interaction residual is set to zero after fitting the additive ligand and target effects on observed cells.,12651,44,1.8114785926454888,9.6629540365975,7.85147544395201,5.334291045905043,0.2247198613162209
all_targets,complete_case,complete-case deletion,changes chemical support and is not a like-for-like imputation analysis,9297,44,1.3197796013399257,13.970195314992237,12.650415713652311,10.585248704260007,0.32488826313935437
all_targets,mean_imputed_restricted_to_complete_rows,primary mean-imputed matrix restricted to complete rows,equals complete-case input exactly because these rows contain no missing cells,9297,44,1.3197796013399257,13.970195314992237,12.650415713652311,10.585248704260007,0.32488826313935437
without_4mqs,target_mean,target mean imputation after target removal,removes the target with the largest missing-cell count,12651,43,1.755562590577908,9.433332371369325,7.677769780791417,5.373395640803667,0.22460315169926964
without_4mqs,target_median,target median imputation after target removal,removes the target with the largest missing-cell count,12651,43,1.7561536838038767,9.593832440731866,7.837678756927989,5.462979993841635,0.2284245819221873
without_4mqs,complete_case,complete cases after target removal,changes both chemical and target support,11593,43,1.4472167999216359,11.4445107819079,9.997293981986264,7.907944948212043,0.27248835195018806
