objective,targets_selected_k,selector,numerical_optimum_member_rank,panel_index_lexicographic,is_lexicographic_primary,target_index,target
signed_1_minus_r,12,row_centered_residual_vina,1,196116,False,8,JAK2
signed_1_minus_r,12,row_centered_residual_vina,1,196116,False,9,KDR
signed_1_minus_r,12,row_centered_residual_vina,1,196116,False,13,MAPK1
signed_1_minus_r,12,row_centered_residual_vina,1,196116,False,14,MAPK14
signed_1_minus_r,12,row_centered_residual_vina,1,196116,False,15,MAPKAPK2
signed_1_minus_r,12,row_centered_residual_vina,1,196116,False,18,PTK2
signed_1_minus_r,12,row_centered_residual_vina,1,196116,False,20,SRC
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,0,ABL1
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,1,AKT1
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,3,CDK2
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,4,CSF1R
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,6,FGFR1
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,7,IGF1R
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,9,KDR
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,10,KIT
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,11,LCK
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,13,MAPK1
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,14,MAPK14
absolute_1_minus_abs_r,12,raw_vina,0,55876,True,16,MET
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,0,ABL1
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,1,AKT1
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,3,CDK2
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,4,CSF1R
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,6,FGFR1
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,7,IGF1R
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,9,KDR
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,10,KIT
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,13,MAPK1
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,14,MAPK14
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,16,MET
absolute_1_minus_abs_r,12,raw_vina,1,55995,False,20,SRC
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,1,AKT1
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,2,AKT2
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,4,CSF1R
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,5,EGFR
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,7,IGF1R
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,9,KDR
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,10,KIT
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,13,MAPK1
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,14,MAPK14
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,15,MAPKAPK2
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,17,PLK1
absolute_1_minus_abs_r,12,row_centered_residual_vina,0,196826,True,18,PTK2
squared_1_minus_r2,12,raw_vina,0,55876,True,0,ABL1
squared_1_minus_r2,12,raw_vina,0,55876,True,1,AKT1
squared_1_minus_r2,12,raw_vina,0,55876,True,3,CDK2
squared_1_minus_r2,12,raw_vina,0,55876,True,4,CSF1R
squared_1_minus_r2,12,raw_vina,0,55876,True,6,FGFR1
squared_1_minus_r2,12,raw_vina,0,55876,True,7,IGF1R
squared_1_minus_r2,12,raw_vina,0,55876,True,9,KDR
squared_1_minus_r2,12,raw_vina,0,55876,True,10,KIT
squared_1_minus_r2,12,raw_vina,0,55876,True,11,LCK
squared_1_minus_r2,12,raw_vina,0,55876,True,13,MAPK1
squared_1_minus_r2,12,raw_vina,0,55876,True,14,MAPK14
squared_1_minus_r2,12,raw_vina,0,55876,True,16,MET
squared_1_minus_r2,12,raw_vina,1,55995,False,0,ABL1
squared_1_minus_r2,12,raw_vina,1,55995,False,1,AKT1
squared_1_minus_r2,12,raw_vina,1,55995,False,3,CDK2
squared_1_minus_r2,12,raw_vina,1,55995,False,4,CSF1R
squared_1_minus_r2,12,raw_vina,1,55995,False,6,FGFR1
squared_1_minus_r2,12,raw_vina,1,55995,False,7,IGF1R
squared_1_minus_r2,12,raw_vina,1,55995,False,9,KDR
squared_1_minus_r2,12,raw_vina,1,55995,False,10,KIT
squared_1_minus_r2,12,raw_vina,1,55995,False,13,MAPK1
squared_1_minus_r2,12,raw_vina,1,55995,False,14,MAPK14
squared_1_minus_r2,12,raw_vina,1,55995,False,16,MET
squared_1_minus_r2,12,raw_vina,1,55995,False,20,SRC
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,1,AKT1
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,2,AKT2
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,4,CSF1R
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,5,EGFR
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,7,IGF1R
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,9,KDR
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,10,KIT
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,13,MAPK1
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,14,MAPK14
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,15,MAPKAPK2
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,17,PLK1
squared_1_minus_r2,12,row_centered_residual_vina,0,196826,True,18,PTK2
