calibration_ligands,repetition,calibration_vs_full_map_spearman,panel_overlap_with_full_source,panel_jaccard_with_full_source,calibration_panel_index_lexicographic,top5pct_on_both_experimental_maps,DAVIS_mean_nearest_distance,DAVIS_oracle_mean_nearest_distance,DAVIS_absolute_loss_vs_oracle,DAVIS_fraction_all_panels_no_worse,DAVIS_exact_rank_best_is_1,DAVIS_median_headroom_captured,PKIS2_mean_nearest_distance,PKIS2_oracle_mean_nearest_distance,PKIS2_absolute_loss_vs_oracle,PKIS2_fraction_all_panels_no_worse,PKIS2_exact_rank_best_is_1,PKIS2_median_headroom_captured
200,96,0.926823089607,3,0.230769230769,161097,False,0.326768613228,0.250758185607,0.076010427621,0.29896309401,60835,0.218600857334,0.435314717329,0.385165064644,0.0501496526856,0.33635559487,68442,0.145421929794
200,97,0.915442203095,7,0.777777777778,109749,False,0.29381541229,0.250758185607,0.0430572266835,0.0546316772323,11116,0.557364942298,0.415913357519,0.385165064644,0.0307482928756,0.0604648877095,12301,0.476031928824
200,98,0.92662872174,5,0.454545454545,84397,False,0.370648965779,0.250758185607,0.119890780172,0.698614182515,142160,-0.232496063654,0.450171382827,0.385165064644,0.0650063181839,0.614074401691,124955,-0.10774394178
200,99,0.927331037633,5,0.454545454545,77624,False,0.34171279708,0.250758185607,0.0909546114729,0.440090422134,89553,0.0649722985279,0.447378092181,0.385165064644,0.0622130275374,0.564735367831,114915,-0.0601447102314
500,0,0.959791767225,5,0.454545454545,80002,False,0.360886878112,0.250758185607,0.110128692505,0.617730601012,125702,-0.132140268111,0.440586091291,0.385165064644,0.0554210266477,0.438532606025,89236,0.0555947755331
500,1,0.95179936053,4,0.333333333333,84026,False,0.369212333521,0.250758185607,0.118454147914,0.68720821662,139840,-0.217727258252,0.441625834235,0.385165064644,0.0564607695912,0.458209248612,93241,0.0378769754974
500,2,0.957506001108,4,0.333333333333,77633,False,0.350745756444,0.250758185607,0.0999875708372,0.525662194702,106966,-0.0278879434666,0.447378092181,0.385165064644,0.0622130275374,0.564735367831,114915,-0.0601447102314
500,3,0.962959963459,5,0.454545454545,77799,False,0.397091359249,0.250758185607,0.146333173642,0.864366799351,175889,-0.504328024542,0.45191677131,0.385165064644,0.0667517066664,0.643540223107,130951,-0.137486335619
500,4,0.957885666342,5,0.454545454545,97082,False,0.294078487544,0.250758185607,0.0433203019368,0.0558848100644,11371,0.554660487345,0.412939068687,0.385165064644,0.0277740040435,0.0402427637722,8186,0.526715470469
500,5,0.953080892667,7,0.777777777778,84371,False,0.345581805772,0.250758185607,0.0948236201651,0.477094697528,97083,0.0251982810716,0.448803687181,0.385165064644,0.0636386225378,0.589984765836,120053,-0.0844376446607
500,6,0.96277855345,5,0.454545454545,96558,False,0.313699337024,0.250758185607,0.062941151417,0.183473389356,37334,0.352955070838,0.428410400161,0.385165064644,0.043245335517,0.213440463905,43430,0.263075347635
500,7,0.967948738715,5,0.454545454545,77624,False,0.34171279708,0.250758185607,0.0909546114729,0.440090422134,89553,0.0649722985279,0.447378092181,0.385165064644,0.0622130275374,0.564735367831,114915,-0.0601447102314
500,8,0.961831334044,7,0.777777777778,110239,True,0.275925274141,0.250758185607,0.0251670885343,0.00760233918129,1544,0.741278374302,0.413191801195,0.385165064644,0.0280267365513,0.0417661801563,8496,0.522408767487
500,9,0.960888001996,6,0.6,109514,False,0.312433714676,0.250758185607,0.061675529069,0.173182957393,35238,0.365965867496,0.414416761291,0.385165064644,0.0292516966474,0.0498452012384,10140,0.501534763801
500,10,0.968816915188,7,0.777777777778,109474,False,0.274206862038,0.250758185607,0.0234486764306,0.00582829623077,1183,0.758943920815,0.422010909368,0.385165064644,0.0368458447243,0.121912624699,24805,0.372126242288
500,11,0.95491961269,4,0.333333333333,101492,False,0.291041793547,0.250758185607,0.0402836079404,0.0430831981916,8766,0.585878178911,0.415469621562,0.385165064644,0.0303045569182,0.0570888004325,11616,0.483593437187
500,12,0.9598669228,4,0.333333333333,96565,False,0.323879813509,0.250758185607,0.0731216279024,0.272411420709,55432,0.24829817248,0.4256833713,0.385165064644,0.0405183066563,0.171320458008,34859,0.309545441372
500,13,0.946989403712,4,0.333333333333,128584,False,0.348323908365,0.250758185607,0.0975657227584,0.50264877881,102283,-0.00299096457038,0.422601182481,0.385165064644,0.0374361178379,0.129293822792,26303,0.362067659002
500,14,0.963988817369,6,0.6,120060,True,0.268561383532,0.250758185607,0.0178031979253,0.00229495306895,466,0.816980327162,0.406873781721,0.385165064644,0.0217087170776,0.0139073173129,2829,0.630071345396
500,15,0.956861995575,5,0.454545454545,102302,False,0.330127409213,0.250758185607,0.079369223606,0.329603420315,67071,0.184071906699,0.416535718845,0.385165064644,0.0313706542012,0.0657673595754,13382,0.465426544498
500,16,0.95175012067,5,0.454545454545,84060,False,0.309902943846,0.250758185607,0.0591447582392,0.153471915082,31230,0.391982589393,0.423224514525,0.385165064644,0.0380594498816,0.13746130031,27972,0.351445733098
500,17,0.934197406485,6,0.6,110177,False,0.332922240839,0.250758185607,0.0821640552324,0.35627303553,72497,0.15534059831,0.434923555171,0.385165064644,0.0497584905272,0.328905597327,66928,0.15208755128
