target_a,target_b,replicated_endpoint_positive,docking_raw_column_z,docking_standard_centered,docking_within_ligand_ordinal,docking_heavy_atom_efficiency,experimental_DAVIS_centered,experimental_PKIS2_centered,experimental_PKIS1_centered,experimental_KiRHub_centered
FGFR1,MAP2K1,False,0.6487666477086871,-0.14023053155144666,-0.12807019218399912,-0.01875396555530521,-0.03767617456468405,-0.12399377362540318,0.11888654636776093,-0.4005614555625207
FGFR1,MAPK1,False,0.5926286372972832,-0.23439464088721276,-0.14999986299207646,-0.26758518656107005,-0.10662005206916464,-0.040552457918222776,0.13820646530064823,-0.39654252852496613
FGFR1,MAPK14,False,0.6366087248624923,-0.06777032500069516,-0.05574279549610671,-0.04975817182228049,-0.1894810554935022,-0.09624444203044619,0.07499485996573459,-0.25816881679865217
FGFR1,MAPKAPK2,False,0.6573539349168609,-0.23107409918965713,-0.2386483271188061,-0.21161968503335535,-0.16531098787692308,-0.1807085847530299,0.3736677622063198,-0.4461366234438204
FGFR1,MET,False,0.7274141076523525,0.2581002820215521,0.32197548611325805,0.2692518811271431,-0.06630084054944665,0.03976583805766915,-0.04428613900403024,-0.18788978676954374
FGFR1,PLK1,False,0.6267144800549465,-0.28176131525347525,-0.19611668530978124,-0.2640967380463545,-0.06657929427259196,0.04752388040394326,0.0685650754009405,-0.416803461125564
FGFR1,ROCK1,False,0.6135542023012267,-0.2997183613572592,-0.316946576181326,-0.2880316888065951,-0.024308431029494863,-0.07325717585458538,0.02541519418225732,-0.41760339054872664
FGFR1,SRC,False,0.6122478335550932,-0.27542329445096575,-0.24863771360681433,-0.2654796120231763,0.07374671433601865,0.011316961937320348,-0.15975099555276143,0.1511285105358834
IGF1R,JAK2,False,0.7709200008496666,0.14782006245785426,0.11218265796612442,0.15461565134742794,0.11684739178091726,-0.03961335317781946,0.11186702939035122,0.16716901416748475
IGF1R,KDR,False,0.4781425181114428,-0.23653664953144102,-0.21035982107358256,-0.24379336109737623,-0.1698292199117821,-0.23609898232562992,-0.367438866159602,-0.36237769000227926
IGF1R,KIT,False,0.6551612610818355,-0.19324491716041567,-0.21097144466542597,-0.21795545951598014,-0.38500588139052777,-0.33317998624110623,-0.2152085961818221,-0.38482754006794284
IGF1R,LCK,False,0.747376971769876,-0.00896318208290452,-0.03831294700276928,-0.012111248688514804,-0.3076735548674569,-0.3325950124299296,-0.36660852559234386,-0.2657747742920877
IGF1R,MAP2K1,False,0.729728859623071,-0.05332856384499314,-0.07162051898624093,-0.09422989698897975,0.02354720522776241,0.15069645679858795,0.2236437495688822,-0.028657702373552342
IGF1R,MAPK1,True,0.7651161764629798,0.15724524223702532,0.15644715623658312,0.20018735525655007,0.4241868858537833,0.3136006821072852,0.19012587826183205,0.2266270519641078
IGF1R,MAPK14,False,0.7128636507626713,0.0013578999881646153,-0.009826081493366336,0.026856872322026888,-0.07401898325897666,0.037461851789515624,-0.09074175159847471,-0.40076321617244137
IGF1R,MAPKAPK2,False,0.7666362957552763,-0.012774923229149656,-0.07016568877974419,-0.017678791153434105,0.2074405716471218,0.30397907133176094,0.1457375883152663,0.1642671631694214
IGF1R,MET,False,0.6396708077052673,-0.15015229251998244,-0.1529720466941572,-0.15544395091163274,0.20108352892835607,0.1660083812261222,-0.11770289713638596,0.010489904512971776
IGF1R,PLK1,False,0.7736177318927075,0.07020342102312858,0.06775428649028516,0.06290523936852117,0.3733939863706292,0.16883382247236,0.3336504447483823,0.3599870161517479
IGF1R,ROCK1,False,0.7499148063419487,-0.0059860762491328575,-0.03318747280339663,-0.021830653199952674,0.18698774605593116,-0.03249336853222165,0.12155111447902735,0.12563118696215006
IGF1R,SRC,False,0.7503737299770314,0.019461135295992957,0.011374745494053073,0.029241245031789844,-0.30472469213932646,-0.1981372781411301,-0.3175479858889467,0.08293744039079827
JAK2,KDR,False,0.4902150981036409,-0.3306768835805771,-0.2747795409206325,-0.40003768892694935,-0.16762754126789123,-0.11922084160871213,-0.3417566556922863,-0.09466392181277729
JAK2,KIT,False,0.7058230649940016,-0.1549295758725317,-0.12670616724442751,-0.19264923875079976,-0.18369613617211966,-0.16423206453076766,-0.304059090417389,0.00696022999345576
JAK2,LCK,False,0.8032517871857038,0.0903253258286544,0.03927879276473305,0.11264858415648385,0.000845921322076361,-0.19942780922338763,-0.20344906972546023,-0.016980016531776866
JAK2,MAP2K1,False,0.7473295127117027,-0.13538261962025328,-0.19355369271031786,-0.1500970703338966,0.1948459770585495,-0.04831151495719745,0.31804821388183796,-0.17412384096587086
JAK2,MAPK1,False,0.7983508480710978,0.17471840740644404,0.12651256774911418,0.20880856266466843,-0.1968655421755134,-0.014072563710423891,0.3246341412737765,-0.2277280570466202
JAK2,MAPK14,False,0.7320708924289789,-0.05788514021777899,-0.028119139601227288,-0.0558267716041578,-0.280759993039231,-0.24960798896228634,-0.028435394837262026,-0.3424671659988898
JAK2,MAPKAPK2,False,0.8231180425042838,0.10103630957485965,0.0250179818960597,0.11273329482462222,-0.13843787958075018,-0.08621963012444855,0.39038208087101073,-0.2530169912308601
JAK2,MET,False,0.653183593413815,-0.24585102820145094,-0.2387885319893518,-0.2966621798710375,0.026810683298378577,0.01943765892382471,0.12884371448730716,-0.25925148383510205
JAK2,PLK1,False,0.8333449533613294,0.20296003763403067,0.14070996061285873,0.2153769528084376,0.10664538530662263,0.05623168742701256,0.025292195795722144,-0.1492670266306407
JAK2,ROCK1,False,0.7923481690321784,0.03167425767471107,-0.006475296220838655,0.13020881881953011,0.36106102897334513,0.27242189460177396,0.2790201520855929,0.04974074596488896
JAK2,SRC,False,0.7908974848646901,0.05080620971408922,-0.0006041425645368419,0.08761417164937421,0.009631605316782069,-0.11553340250984584,-0.24475838570956157,0.11806497463608152
KDR,KIT,True,0.6902784481296725,0.2628875942000625,0.26215035154060606,0.2450409993930484,0.7063853688570033,0.3760665375892502,0.31368008674512954,0.5928739025288052
KDR,LCK,False,0.48450319217266946,-0.43142261780365754,-0.3658676776139881,-0.3880535189676273,-0.19747305785442737,0.10223480536671901,0.2726285743308574,0.28808743470162795
KDR,MAP2K1,False,0.5544526717466561,-0.19379195450566197,-0.12571869628310714,-0.056198234022601774,0.0023518091743588345,-0.16203517771645332,-0.46164991100419717,-0.279851386039127
KDR,MAPK1,False,0.5384506905789783,-0.16116971437930558,-0.09702405743524074,-0.23011884542546257,-0.2625136829718727,-0.38177040178495525,-0.4862232285710012,-0.49453419939380894
KDR,MAPK14,False,0.5441545105793038,-0.11766899066899246,-0.11019259002682477,-0.10900067141256772,-0.2234754680352479,-0.17149691005744605,-0.1388984555153044,0.0721744364122968
