ligand_id,q_inferred_median_ratio,n_targets_used_for_q,median_absolute_target_ratio_deviation,inferred_torsions_continuous,inferred_torsions_nearest_integer,rotatable_bonds_frozen_descriptor,heavy_atoms_frozen_descriptor,q_from_rotatable_bonds
60,1.0004043939393943,43,0.003060591122492906,0.006917446790870467,0,0.0,12.0,1.0
62,1.2047659420289851,43,0.00607650540926663,3.5026674996405256,4,3.0,12.0,1.17538
63,1.2334484782608701,43,0.005696086956522128,3.9933027413764988,4,3.0,10.0,1.17538
64,1.0297932911392405,43,0.002691927502876723,0.5096354967369219,1,0.0,12.0,1.0
65,1.116107857142857,43,0.004429675324675086,1.9861077171203747,2,1.0,11.0,1.05846
66,0.9998185483870966,43,0.00417465161290298,-0.003103859269644096,0,0.0,11.0,1.0
67,1.1151683333333333,43,0.003998333333333326,1.9700364921883906,2,1.0,10.0,1.05846
68,0.9997329411764705,43,0.003828950715421331,-0.004568231671732963,0,0.0,10.0,1.0
69,1.201485227272727,43,0.006524983370288062,3.4465485335738455,3,3.0,7.0,1.17538
70,1.14571796875,43,0.0042645312500000365,2.492609797297299,2,2.0,13.0,1.11692
71,1.209221176470588,43,0.009018051470587984,3.578877462719604,4,3.0,6.0,1.17538
72,1.4392647674418606,41,0.005836071789686592,7.51393717827336,8,6.0,29.0,1.35076
73,1.5554515836720872,42,0.0033222542603228433,9.501395546905359,10,8.0,28.0,1.46768
74,0.9999141891891893,41,0.00466120217620225,-0.001467855128476152,0,0.0,18.0,1.0
75,1.0280352631578946,43,0.00428371386212012,0.4795631741001474,0,0.0,11.0,1.0
76,1.1471054034090906,42,0.00439534338662817,2.516342856809624,3,3.0,22.0,1.17538
77,1.4964446341463418,43,0.007389456762749047,8.492039585123877,8,7.0,12.0,1.40922
78,1.355459387755102,43,0.006854533813525521,6.080386379663052,6,5.0,9.0,1.2923
79,1.1738891666666664,43,0.0035235884353743696,2.974498232409621,3,3.0,21.0,1.17538
80,1.2063838157894735,43,0.003900350877193093,3.530342384356372,4,3.0,21.0,1.17538
81,1.2911676733746127,42,0.00388928561748203,4.980630745374833,5,5.0,28.0,1.2923
82,1.4384897835497834,42,0.003951712664994056,7.500680525996979,8,6.0,26.0,1.35076
83,1.1179164935064938,43,0.005054649350648921,2.017045732235611,2,2.0,16.0,1.11692
84,1.4075940624999996,43,0.005427964939023866,6.97218717926787,7,6.0,20.0,1.35076
85,1.0584642628737542,42,0.002908514866278522,1.000072919496308,1,0.0,20.0,1.0
86,1.4700259210526312,43,0.005327671804511436,8.040128652970086,8,8.0,24.0,1.46768
88,1.4097283199879889,42,0.003841935372604355,7.008695175983388,7,8.0,34.0,1.46768
90,1.2052631343283582,43,0.004451579957356344,3.5111723285726684,4,2.0,17.0,1.11692
91,1.1762076113360325,42,0.0025403315933514303,3.014156882244825,3,3.0,27.0,1.17538
92,1.288274705882353,43,0.005374466993463889,4.931144472842164,5,5.0,12.0,1.2923
93,1.3221824999999998,43,0.0043819252873558145,5.511161477933626,6,5.0,21.0,1.2923
94,1.6732209230769233,43,0.004851975473801673,11.51592410326588,12,10.0,22.0,1.5846
95,1.4663655233360955,42,0.004008220959595854,7.977514939036872,8,7.0,30.0,1.40922
96,1.410060857142857,43,0.00406118322981408,7.014383461218902,7,7.0,23.0,1.40922
97,1.1740004054054054,43,0.0037474958291618954,2.9764010503832603,3,2.0,19.0,1.11692
98,1.1753209230769233,43,0.005050769230769303,2.9989894470907164,3,2.0,17.0,1.11692
100,1.5236398975672212,42,0.003555934152586704,8.95723396454364,9,8.0,25.0,1.46768
101,1.3492747058184975,40,0.005668525735293861,5.974592983552815,6,4.0,34.0,1.23384
103,1.2943461459096461,42,0.0032201648569890606,5.035000785317245,5,4.0,24.0,1.23384
104,1.1465153164556958,43,0.0049607111925378256,2.506248998557917,3,0.0,16.0,1.0
105,0.998751739130435,43,0.005363345615327919,-0.02135239256867904,0,0.0,8.0,1.0
106,1.4380205504587151,41,0.003936197517538265,7.492653959266424,7,6.0,35.0,1.35076
108,1.6449884240261672,42,0.00703912083333369,11.032987068528348,11,10.0,24.0,1.5846
109,1.3208182539682538,43,0.004363984837716606,5.487825076432669,5,5.0,18.0,1.2923
111,1.3516207848406228,42,0.004258215159377299,6.014724338703776,6,5.0,26.0,1.2923
112,1.4362155927129663,40,0.0038983888888889373,7.4617788695341485,7,7.0,33.0,1.40922
113,1.6447220238095237,41,0.005485986073674898,11.02843010279719,11,10.0,37.0,1.5846
114,1.4373026756756757,42,0.003103005290280181,7.480374199036533,7,7.0,35.0,1.40922
115,1.528415588235294,41,0.004509411764705762,9.038925559960557,9,8.0,36.0,1.46768
116,1.0001076363636365,43,0.0045203636363641,0.001841196777908516,0,0.0,13.0,1.0
118,1.1746819085292344,42,0.0028810231336967584,2.988058647438152,3,2.0,28.0,1.11692
119,1.1147148148148145,43,0.004787525610717491,1.9622787344306276,2,2.0,9.0,1.11692
121,1.232375588235294,43,0.004718426073132331,3.974950192187719,4,4.0,17.0,1.23384
122,1.175518846153846,43,0.004467987179487043,3.0023750625016414,3,3.0,21.0,1.17538
123,1.1428166666666666,43,0.007112121212121014,2.4429809556391824,2,2.0,7.0,1.11692
124,1.5567656814489932,42,0.004174166705790405,9.523874126736114,10,8.0,30.0,1.46768
