scheme,repetition,raw_pr,residual_pr,pr_increase,residual_to_raw_ratio,raw_pc1_fraction,residual_pc1_fraction,raw_mean_squared_correlation,residual_mean_squared_correlation,n_ligands,n_targets
within_exact_heavy_atom_count,26,1.648608400559077,9.54540908559438,7.896800685035304,5.7899796472936425,0.7749665983435934,0.2686668965447632,0.5972048562350819,0.0834472228242715,12651,43
global,27,1.5128051474375823,6.898154638918283,5.3853494914807,4.559843447520327,0.8095918410417203,0.33369163457989653,0.6529527978573949,0.1246083614656706,12651,43
within_exact_heavy_atom_count,27,1.6491950363026144,9.486037250537484,7.836842214234869,5.7519195981844256,0.7748070223891733,0.270451110911803,0.5969839549926178,0.08411852841813473,12651,43
global,28,1.5068584875756177,6.942891703555116,5.436033215979498,4.607527356285144,0.8112591313578744,0.3322322720214423,0.6556235697762776,0.12365201923676632,12651,43
within_exact_heavy_atom_count,28,1.6483894999415054,9.530673595230173,7.882284095288668,5.781809211699285,0.775038523057815,0.26885477375306577,0.5972873248696592,0.08361305378477248,12651,43
global,29,1.5130034804193995,6.931238670286797,5.4182351898673975,4.581112178516259,0.8095445387738491,0.33283487102228754,0.6528640840566838,0.1238999365786237,12651,43
within_exact_heavy_atom_count,29,1.6435546919241941,9.482986433199503,7.839431741275309,5.769802781614333,0.7761871794755575,0.27048732402189585,0.5991143915552261,0.08415325047276483,12651,43
global,30,1.5118899433656918,6.963580835883508,5.451690892517815,4.605878137122562,0.8098631589886232,0.33167694052501606,0.6533624676453379,0.12321390392665002,12651,43
within_exact_heavy_atom_count,30,1.6442844596877642,9.51739999326752,7.873115533579757,5.788171223776447,0.7760241295537705,0.26917612156477266,0.5988379249195949,0.0837628724892294,12651,43
global,31,1.5151771371184866,6.861925418570017,5.34674828145153,4.528794192090173,0.8089142754371883,0.3347733935290078,0.6518933354327759,0.1253919701383483,12651,43
within_exact_heavy_atom_count,31,1.64941653571995,9.462027260608187,7.812610724888237,5.736590518948646,0.7747522852719334,0.27064417434189336,0.5969005889108168,0.08439239694289191,12651,43
global,32,1.5116104986648118,6.9523683922679975,5.440757893603186,4.599312057179376,0.8099452671436185,0.3320714506150438,0.6534876534155898,0.12345101620273204,12651,43
within_exact_heavy_atom_count,32,1.649591967148346,9.482667858596042,7.833075891447695,5.748492989444386,0.774718360016093,0.2701914073524485,0.5968345773977495,0.08415687753199741,12651,43
global,33,1.5129789896062162,6.9321221713277,5.419143181721484,4.581770281642792,0.809546027097642,0.3318247936580351,0.6528750374717873,0.12388111096378608,12651,43
within_exact_heavy_atom_count,33,1.6505097585170492,9.444219063770507,7.793709305253458,5.722001348393089,0.774468990928814,0.2714730979976377,0.5964894586874936,0.08459642451679332,12651,43
global,34,1.5076616193525654,7.029357286386406,5.521695667033841,4.662423713754165,0.8110587466486118,0.3298476897022949,0.6552616355724986,0.1218381481038547,12651,43
within_exact_heavy_atom_count,34,1.6509070471488139,9.458098710874312,7.807191663725498,5.729031641853396,0.7743796535758078,0.27095852024205,0.5963401845448542,0.08443734007998213,12651,43
global,35,1.5087414183327497,6.918844374752585,5.410102956419836,4.585838428428859,0.8107219461135442,0.33314403550340793,0.654775627608202,0.12416454069545126,12651,43
within_exact_heavy_atom_count,35,1.6502007030079966,9.564456862957378,7.914256159949382,5.79593551591829,0.7745858975166577,0.2683523765014484,0.596605630506747,0.08323361920204457,12651,43
global,36,1.5066427105444782,6.969504561361819,5.46286185081734,4.625850915140421,0.8113318449164103,0.3310829459441824,0.6557208762277444,0.12308894146811057,12651,43
