analysis,dataset,support,transform,deleted_target,estimate
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,z_before_center,KIT,0.18117486228941337
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,z_before_center,LCK,0.32249071877554847
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,z_before_center,MAP2K1,0.2608761207832415
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,z_before_center,MAPK14,0.2571502285124576
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,z_before_center,MET,0.274181442912093
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,z_before_center,PLK1,0.2149759425301221
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,z_before_center,PTK2,0.24671974052779005
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,z_before_center,ROCK1,0.19627276748019779
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,z_before_center,SRC,0.3285352418479353
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,ABL1,0.22215632664549073
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,AKT1,0.22344966694811894
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,AKT2,0.2581219090507016
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,CDK2,0.24251470923297547
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,CSF1R,0.2836704059614276
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,EGFR,0.27665755297334244
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,FGFR1,0.2608225108225108
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,IGF1R,0.2597804672108078
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,JAK2,0.26708817498291176
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,KDR,0.215361264122874
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,KIT,0.20591920978917883
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,LCK,0.3576052430541594
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,MAP2K1,0.286176671625588
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,MAPK14,0.2790264431131304
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,MET,0.2967981450953587
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,PLK1,0.23125996810207333
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,PTK2,0.2613050004690871
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,ROCK1,0.22659925214104779
geometry_concordance,DAVIS,targets_with_at_least_5_uncensored_DAVIS_ligands,rank_normal_before_center,SRC,0.373865814268291
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,ABL1,-0.049121466768525586
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,CDK2,-0.015806653239808316
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,CSF1R,-0.0023265504548927005
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,EGFR,-0.005139245780957011
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,FGFR1,0.0112993957913744
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,IGF1R,-0.05836516424751718
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,JAK2,-0.0757135912216126
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,KDR,-0.10224321133412041
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,KIT,-0.04309327036599763
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,LCK,-0.05887214389888186
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,MAP2K1,-0.05764983679422181
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,MAPK14,-0.05758038752691158
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,MET,-0.054094034307938035
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,PLK1,-0.05287172720327799
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,PTK2,-0.08345718452670323
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,ROCK1,-0.09790957705396207
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,raw,SRC,-0.05569136745607333
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,ABL1,0.19573581498715187
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,CDK2,0.18235988610320156
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,CSF1R,0.2505243419681922
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,EGFR,0.20745190638238764
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,FGFR1,0.25437877630391
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,IGF1R,0.19733314813528713
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,JAK2,0.21113271754982985
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,KDR,0.14932981457045627
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,KIT,0.14857281755677473
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,LCK,0.28195708035280226
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,MAP2K1,0.19588860337523437
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,MAPK14,0.22295992777276197
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,MET,0.26558094312105
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,PLK1,0.19189527050489616
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,PTK2,0.19958330439613858
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,ROCK1,0.18869365928189452
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,center_then_correlation,SRC,0.2657267865824015
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,ABL1,0.20077783179387454
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,CDK2,0.20980623654420444
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,CSF1R,0.2583373845405931
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,EGFR,0.23200916730328494
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,FGFR1,0.2414403778040141
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,IGF1R,0.2214876033057851
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,JAK2,0.22289047850545174
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,KDR,0.16732411973053682
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,KIT,0.15826793527328284
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,LCK,0.3081463990554899
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,MAP2K1,0.21675116327522742
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,MAPK14,0.24154455170497946
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,MET,0.26842141815403847
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,PLK1,0.20144454476005275
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,PTK2,0.22510591013264805
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,ROCK1,0.20379887492186957
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,z_before_center,SRC,0.2937704007222724
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,ABL1,0.2286756024723939
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,CDK2,0.2434544065560108
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,CSF1R,0.28895062157094237
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,EGFR,0.26401833460656987
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,FGFR1,0.24746162927981105
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,IGF1R,0.24614209320091673
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,JAK2,0.2545315646919925
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,KDR,0.19023543301618165
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,KIT,0.19535384401694558
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,LCK,0.3413153691228557
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,MAP2K1,0.24458642961316754
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,MAPK14,0.26560872282797415
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,MET,0.28744357247031044
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,PLK1,0.2276824779498576
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,PTK2,0.24789221473713446
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,ROCK1,0.2351413292589763
geometry_concordance,DAVIS,targets_with_at_least_10_uncensored_DAVIS_ligands,rank_normal_before_center,SRC,0.34744079449961796
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,ABL1,-0.06812855547002772
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,AKT1,-0.12631606572321696
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,AKT2,-0.10158140023162467
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,CDK2,-0.050218150564468496
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,CSF1R,-0.047965568296003416
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,EGFR,-0.06460665556861103
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,FGFR1,-0.052257284260698436
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,IGF1R,-0.06289734567092786
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,JAK2,-0.06785640709820885
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,KDR,-0.06571238867228482
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,KIT,-0.07270548252297854
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,LCK,-0.022855608227599054
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,MAP2K1,-0.028626552693495937
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,MAPK1,-0.11443545307710135
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,MAPK14,-0.11075706447004419
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,MAPKAPK2,-0.09873479288951745
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,MET,-0.05714648126980576
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,PLK1,-0.10866194426306404
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,PTK2,-0.08276380909494417
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,ROCK1,-0.11378470999670734
geometry_concordance,DAVIS,binary_uncensored_activity_surface,raw,SRC,-0.03004901006670893
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,ABL1,0.2408175762267799
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,AKT1,0.24083857112239593
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,AKT2,0.2742641945177079
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,CDK2,0.26312115366951416
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,CSF1R,0.29641905811649544
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,EGFR,0.2929583994891242
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,FGFR1,0.2535842223359446
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,IGF1R,0.27746241694987905
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,JAK2,0.32152020540006215
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,KDR,0.24100128156341993
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,KIT,0.2338997581213068
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,LCK,0.37405643252984117
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,MAP2K1,0.34322192916847094
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,MAPK1,0.2744881400709453
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,MAPK14,0.30704072572355845
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,MAPKAPK2,0.26025709999256436
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,MET,0.3111627235628338
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,PLK1,0.24732774344237562
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,PTK2,0.2814636941393624
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,ROCK1,0.2501428090295547
geometry_concordance,DAVIS,binary_uncensored_activity_surface,center_then_correlation,SRC,0.3658789206874079
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,ABL1,0.22996321519330615
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,AKT1,0.23376504087443747
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,AKT2,0.2615727801178339
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,CDK2,0.26249830509957267
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,CSF1R,0.2796266407729621
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,EGFR,0.27817624340082325
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,FGFR1,0.24705830894863687
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,IGF1R,0.2657262703005332
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,JAK2,0.2954742878137753
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,KDR,0.23599749810827247
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,KIT,0.22137805246099546
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,LCK,0.3648974093173597
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,MAP2K1,0.33829337742261417
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,MAPK1,0.24997834901389604
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,MAPK14,0.2771229994707537
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,MAPKAPK2,0.24578286903996469
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,MET,0.30000918526683207
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,PLK1,0.23879331837447024
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,PTK2,0.2641236599351783
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,ROCK1,0.23647338240890187
geometry_concordance,DAVIS,binary_uncensored_activity_surface,z_before_center,SRC,0.3620053624462553
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,ABL1,0.24482585171480187
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,AKT1,0.2442782348541511
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,AKT2,0.27646515940811894
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,CDK2,0.2709032616445127
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,CSF1R,0.2949441666994712
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,EGFR,0.29351476422294837
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,FGFR1,0.25971648143045223
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,IGF1R,0.278545403648738
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,JAK2,0.3163292174590053
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,KDR,0.24728925280041295
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,KIT,0.23479728990889093
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,LCK,0.37882227383467404
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,MAP2K1,0.3497810844738374
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,MAPK1,0.26942662065285383
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,MAPK14,0.3034768421927419
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,MAPKAPK2,0.2585722596193801
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,MET,0.3157938476207972
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,PLK1,0.2510455895410429
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,PTK2,0.2802564876414422
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,ROCK1,0.2518206511042003
geometry_concordance,DAVIS,binary_uncensored_activity_surface,rank_normal_before_center,SRC,0.37342308651209183
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,ABL1,-0.18326733386132915
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,AKT1,-0.1906952744378045
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,AKT2,-0.17228262173902611
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,CDK2,-0.1627042983656131
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,CSF1R,-0.13540211678306574
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,EGFR,-0.11655026759785923
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,FGFR1,-0.13505891952864377
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,IGF1R,-0.17323781409748723
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,JAK2,-0.15867233062135502
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,KDR,-0.10100079199366406
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,KIT,-0.15065639474884202
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,LCK,-0.12688218494252046
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,MAP2K1,-0.1659586723306214
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,MAPK1,-0.17126742986056112
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,MAPK14,-0.17637218902248783
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,MAPKAPK2,-0.16013631890944874
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,MET,-0.13762209902320782
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,PLK1,-0.13633570931432548
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,ROCK1,-0.18304413564691485
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,raw,SRC,-0.13757409940720475
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,ABL1,0.12186622507019945
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,AKT1,0.1493964048287614
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,AKT2,0.17828017375860994
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,CDK2,0.2024887800897593
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,CSF1R,0.18806969544243646
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,EGFR,0.19367365061079514
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,FGFR1,0.24423644610843115
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,IGF1R,0.16827705378356975
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,JAK2,0.1857417140662875
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,KDR,0.15839153286773708
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,KIT,0.15598675210598317
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,LCK,0.2765809873521012
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,MAP2K1,0.1681498548011616
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,MAPK1,0.1733626130990952
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,MAPK14,0.21781265749874004
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,MAPKAPK2,0.16895864833081337
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,MET,0.22611419108647135
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,PLK1,0.1806057551539588
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,ROCK1,0.15940192478460175
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,center_then_correlation,SRC,0.3017207862337102
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,ABL1,0.12753257973936208
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,AKT1,0.18432092543259654
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,AKT2,0.20236158110735117
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,CDK2,0.21597907216742268
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,CSF1R,0.20743994048047618
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,EGFR,0.21166870665034682
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,FGFR1,0.18733770129838964
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,IGF1R,0.1724674202606379
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,JAK2,0.2103967168262654
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,KDR,0.1841793265653875
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,KIT,0.16545707634338927
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,LCK,0.31853265173878614
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,MAP2K1,0.21811745506035957
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,MAPK1,0.18683130534955725
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,MAPK14,0.22446060431516549
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,MAPKAPK2,0.19069767441860466
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,MET,0.22488540091679265
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,PLK1,0.19752081983344136
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,ROCK1,0.16757385940912475
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,z_before_center,SRC,0.3444068447452421
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,ABL1,0.13034535723714213
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,AKT1,0.14454124367005064
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,AKT2,0.17292581659346726
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,CDK2,0.2217078263373893
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,CSF1R,0.19028007775937794
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,EGFR,0.20862073103415177
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,FGFR1,0.19237526099791205
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,IGF1R,0.18856169150646798
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,JAK2,0.2160198718410253
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,KDR,0.16717786257709938
geometry_concordance,PKIS1,CDK2_cyclinE_construct_sensitivity,rank_normal_before_center,KIT,0.1571699426404589
