fold,k,method,random_repeat,train_ligands,test_ligands,train_scaffold_groups,test_scaffold_groups,held_out_target_r2,held_out_target_rmse,held_out_mean_row_spearman,held_out_top5_overlap,held_out_pair_order_accuracy,held_out_target_geometry_spearman,full_mean_row_spearman,full_top5_overlap
1,2,qr_sentinels,-1,12000,3000,9548,2357,0.5889664507249754,0.720024579858002,0.716704474658434,0.4572,0.7800446631686351,0.7838559948399765,0.7247157055944744,0.45860000000000006
1,2,qr_sentinels_plus_descriptors,-1,12000,3000,9548,2357,0.6512728109822483,0.6632108023514939,0.7501004235586006,0.4805333333333333,0.7960613043942564,0.8483730251960041,0.7578635704932426,0.48119999999999996
1,2,descriptors_only,-1,12000,3000,9548,2357,0.49990814486562796,0.7942067567213308,0.7415769148856581,0.4664666666666667,0.7914561162157724,0.8265082570215941,0.7465826609376879,0.46366666666666667
1,2,random_sentinels,0,12000,3000,9548,2357,0.5682609303085449,0.7325906357190869,0.7172754368683497,0.4497333333333334,0.7807260527720343,0.6550580036901291,0.7215997442865082,0.45280000000000004
1,2,random_sentinels,1,12000,3000,9548,2357,0.6078818250705356,0.6976962123962976,0.7176627902804239,0.4748666666666667,0.7810454701646062,0.7501075133576243,0.7261088619680989,0.47526666666666667
1,2,random_sentinels,2,12000,3000,9548,2357,0.6039715556420087,0.7008158211313861,0.7182337102084732,0.47180000000000005,0.7813679257979254,0.7837827909005203,0.7267137221498596,0.47673333333333334
1,2,random_sentinels,3,12000,3000,9548,2357,0.595557360421014,0.7117829540596372,0.7231587375001299,0.4722666666666667,0.7832231548849319,0.7973834027251151,0.7330513829644697,0.46780000000000005
1,2,random_sentinels,4,12000,3000,9548,2357,0.6009737515450193,0.7042971266444744,0.7115437840864803,0.459,0.7789934668515875,0.6486473428308873,0.7171750194968023,0.4564666666666667
1,2,random_sentinels,5,12000,3000,9548,2357,0.5807367399679372,0.72808432331706,0.7030799611940245,0.44120000000000004,0.7737642227117185,0.7375195604096864,0.7152048883020734,0.44086666666666663
1,2,random_sentinels,6,12000,3000,9548,2357,0.5576619761447382,0.7461908361492666,0.690916680890013,0.43513333333333337,0.7691809031350401,0.3601266684432093,0.6992072110989315,0.43866666666666665
1,2,random_sentinels,7,12000,3000,9548,2357,0.5783157871718861,0.7265062309559114,0.712290849401253,0.45813333333333334,0.7789520051036104,0.7740789450274063,0.7239367417500876,0.46173333333333333
1,2,random_sentinels,8,12000,3000,9548,2357,0.6163148712293871,0.6915934029832423,0.718179023720552,0.46013333333333334,0.7817517238007078,0.7114671293365921,0.7250807387110612,0.4620666666666667
1,2,random_sentinels,9,12000,3000,9548,2357,0.5621464388069985,0.7423420967191147,0.7171892052841369,0.4544666666666667,0.780233900415636,0.7927245863924028,0.725315665870335,0.4554
1,5,qr_sentinels,-1,12000,3000,9548,2357,0.6450149569785262,0.657325619269498,0.7420253410758285,0.4946,0.7913765140213356,0.825427044827936,0.7685638093186167,0.5084
1,5,qr_sentinels_plus_descriptors,-1,12000,3000,9548,2357,0.7005258238008283,0.6037473274093877,0.7614595697351992,0.5079333333333333,0.8011830270461049,0.8544135580029144,0.78917467105729,0.525
1,5,descriptors_only,-1,12000,3000,9548,2357,0.5190860375458812,0.7650841852437207,0.7441429908691856,0.4816,0.7918675174380265,0.7596737956067973,0.7641832580347773,0.4830666666666667
1,5,random_sentinels,0,12000,3000,9548,2357,0.6614694025646883,0.654708166853825,0.7312124608055492,0.49306666666666676,0.7883577827666907,0.8637685023821128,0.7531741628322636,0.4934
1,5,random_sentinels,1,12000,3000,9548,2357,0.644082272051179,0.6722730830318299,0.702774262438756,0.46166666666666667,0.7745920466223825,0.8301089081102265,0.7392850634580944,0.4719333333333333
1,5,random_sentinels,2,12000,3000,9548,2357,0.65352931319035,0.6591704690348952,0.7364299602895907,0.49373333333333336,0.7908772415064768,0.8569365720923213,0.7535237511486195,0.495
1,5,random_sentinels,3,12000,3000,9548,2357,0.6442485624431986,0.6670906537259295,0.7353170443215201,0.4845333333333333,0.7890951290625051,0.8247318121794873,0.7463855604526665,0.4754000000000001
1,5,random_sentinels,4,12000,3000,9548,2357,0.640891506153627,0.6689444250396142,0.7245844264888899,0.485,0.7855275704406685,0.8882532581581016,0.746079475930807,0.49726666666666663
1,5,random_sentinels,5,12000,3000,9548,2357,0.6772332220095073,0.6330473021381099,0.7486760465515865,0.49660000000000004,0.7972677436724822,0.873101034991095,0.7705163353390823,0.5124666666666667
1,5,random_sentinels,6,12000,3000,9548,2357,0.6493227964830544,0.6695068035070157,0.7278186534739104,0.47759999999999997,0.7875313454677533,0.866073195470312,0.7542956580420509,0.4889333333333334
1,5,random_sentinels,7,12000,3000,9548,2357,0.6365455714200001,0.6734561535177052,0.7235366626635512,0.43960000000000005,0.7844729827451667,0.8093592593443296,0.7484359657464283,0.5034000000000001
1,5,random_sentinels,8,12000,3000,9548,2357,0.6330051141882507,0.6769452972001813,0.7042413950787183,0.4978,0.7763857219912299,0.8608951089049344,0.7345501483895144,0.5128
1,5,random_sentinels,9,12000,3000,9548,2357,0.6537979504287246,0.6608882177450636,0.7311591645552965,0.4289333333333334,0.7881826528287387,0.9050113234127611,0.749402640411455,0.4785333333333333
1,10,qr_sentinels,-1,12000,3000,9548,2357,0.7363960087662573,0.5623593228118097,0.764640487972,0.4974666666666667,0.803018651440533,0.8307773430524508,0.8163597442428078,0.5705333333333333
1,10,qr_sentinels_plus_descriptors,-1,12000,3000,9548,2357,0.7758279266963439,0.5185954029975808,0.7836819484223295,0.5190666666666667,0.8129189756264749,0.8603809594933121,0.834911257297859,0.5899333333333333
1,10,descriptors_only,-1,12000,3000,9548,2357,0.5589873534282904,0.7273834748384329,0.751382486787632,0.4674666666666667,0.795663966959814,0.6840366679369141,0.788329831091229,0.5088666666666667
1,10,random_sentinels,0,12000,3000,9548,2357,0.7051065709947902,0.6119265164998482,0.7668385249929558,0.5212666666666668,0.8054364269625913,0.8893729325211043,0.8018790126866013,0.5441333333333332
1,10,random_sentinels,1,12000,3000,9548,2357,0.7039665993104955,0.6096009888033218,0.7575309377132952,0.5353333333333333,0.8008657915872223,0.9019020784939957,0.7995044694532722,0.5441333333333334
1,10,random_sentinels,2,12000,3000,9548,2357,0.6791867983335365,0.6328560558349284,0.7288935734462729,0.4839333333333333,0.788777129945747,0.9315313713332102,0.7843241243356874,0.5531333333333334
1,10,random_sentinels,3,12000,3000,9548,2357,0.7224796361883661,0.5909984191478292,0.7555165386621253,0.5245333333333333,0.8001432875483243,0.8829203390702598,0.8026372365746314,0.5312
1,10,random_sentinels,4,12000,3000,9548,2357,0.7065988396863931,0.6123037747730968,0.7331221620503126,0.4528666666666667,0.789321861402147,0.8986573793743124,0.7844688606640854,0.49853333333333333
1,10,random_sentinels,5,12000,3000,9548,2357,0.6620233345362727,0.6451930827205375,0.7419859782503533,0.5352666666666667,0.7947848719907543,0.9083674223543124,0.7849287140966171,0.5757333333333333
1,10,random_sentinels,6,12000,3000,9548,2357,0.7260687716597614,0.5761429434867387,0.7487466458057812,0.4846,0.795742276376152,0.8912689560337623,0.7997809405169395,0.5336
1,10,random_sentinels,7,12000,3000,9548,2357,0.7098986018472728,0.6079224985717986,0.752996243663621,0.5294666666666668,0.798997799779304,0.9129913897028297,0.7979671853505803,0.5448666666666666
1,10,random_sentinels,8,12000,3000,9548,2357,0.7192108291465336,0.5937708408220602,0.7496495370822128,0.51,0.7977719485198681,0.8950491221857277,0.7989126655540665,0.5446
1,10,random_sentinels,9,12000,3000,9548,2357,0.6959149518504737,0.6206030266438896,0.7494186589184324,0.5276666666666666,0.7977850503768074,0.9151357159436858,0.7943916809183953,0.5530666666666666
1,15,qr_sentinels,-1,12000,3000,9548,2357,0.7816439153011764,0.5133782267438078,0.77542706601657,0.5456666666666666,0.8095335166834814,0.7868025939996988,0.8490705059861827,0.6137333333333332
1,15,qr_sentinels_plus_descriptors,-1,12000,3000,9548,2357,0.8029494706956243,0.48768971775980197,0.7896863140368863,0.5571999999999999,0.8171362518868635,0.8152782394471191,0.8614120191692369,0.6278
1,15,descriptors_only,-1,12000,3000,9548,2357,0.5808157951948038,0.7113072760665193,0.7564303949825832,0.5022666666666666,0.7995302612202152,0.5964976349528024,0.8087293888007316,0.5337333333333333
1,15,random_sentinels,0,12000,3000,9548,2357,0.7359487460467793,0.5836041428540817,0.7745444479882037,0.5371333333333334,0.8118148857727169,0.9384916768813385,0.8322519906162851,0.5643333333333334
1,15,random_sentinels,1,12000,3000,9548,2357,0.7400595817930371,0.575782717318223,0.7845869440552666,0.5174,0.8161218370993876,0.944209426772586,0.8392733337435655,0.5600666666666666
1,15,random_sentinels,2,12000,3000,9548,2357,0.7261187056618976,0.5882749242884949,0.7722498427331896,0.5462,0.8100913365449802,0.9335579300806013,0.8296864298058803,0.6045999999999999
1,15,random_sentinels,3,12000,3000,9548,2357,0.7456123313374652,0.5692420853583313,0.7919448371685381,0.5553333333333333,0.8189939828289459,0.8971047036078484,0.8424611231510984,0.5813333333333333
1,15,random_sentinels,4,12000,3000,9548,2357,0.7311685287787482,0.5904319395306666,0.7599763504738445,0.5581333333333334,0.8038299307863188,0.9341158555327386,0.8230456335814379,0.5818
1,15,random_sentinels,5,12000,3000,9548,2357,0.7360172985620701,0.5839510133659719,0.7603999918455729,0.5197333333333334,0.80358458938375,0.911942873935706,0.8293289275577296,0.5998666666666667
1,15,random_sentinels,6,12000,3000,9548,2357,0.7305992985642422,0.5790010576654198,0.7603301516264619,0.5341333333333332,0.8046534999680197,0.9443149361894563,0.8316722712316476,0.6079333333333332
1,15,random_sentinels,7,12000,3000,9548,2357,0.7074643436566337,0.6094044784734527,0.7333649028556046,0.49233333333333335,0.7895033535868482,0.9002120651273092,0.8112978424735638,0.5810666666666666
1,15,random_sentinels,8,12000,3000,9548,2357,0.7135173290925145,0.5962524710026282,0.7718870999952966,0.49426666666666674,0.8085676661767545,0.8863783855175239,0.8264313970284866,0.5844666666666667
1,15,random_sentinels,9,12000,3000,9548,2357,0.754613018935185,0.5428394640613103,0.7825185810349885,0.5356,0.8140944724572071,0.9216901415612383,0.8419066108511771,0.6177999999999999
