dataset,calibration_ligands,repetition,geometry_spearman,oas_geometry_spearman,empirical_pr,oas_pr,reference_top10_pair_roc_auc,reference_top10_pair_average_precision,experimental_pair_roc_auc,experimental_pair_average_precision
DOCKSTRING-58,100,38,0.8576465857275044,0.8581405690804061,16.027609349524514,19.20508868579577,0.9557206634203256,0.7621413023511331,0.6083809523809524,0.212285641954939
DOCKSTRING-58,100,39,0.8600248075129423,0.8609514653398583,14.119861254405729,16.983287687662354,0.9306357913159025,0.7219973952464805,0.6476190476190476,0.2165998459648031
DOCKSTRING-58,100,40,0.8778584142273029,0.8783821779244346,14.077957322233877,16.445486412911333,0.9750528678263829,0.8448877629368007,0.7272380952380952,0.2855048098117326
DOCKSTRING-58,100,41,0.8808635641996977,0.8818541691320889,14.928941079322927,17.683624487495823,0.9679916707853606,0.8081169140213846,0.7013333333333334,0.21386932502118436
DOCKSTRING-58,100,42,0.8703755693820354,0.8711062465601762,15.408998139522424,19.053449095412446,0.9712366615081712,0.8260692516193276,0.7123809523809523,0.25721514655299244
DOCKSTRING-58,100,43,0.8613613522313532,0.8625974689890279,15.4965917526635,18.78230037964185,0.9656257849150469,0.8035543592908576,0.6662857142857143,0.19723869138032654
DOCKSTRING-58,100,44,0.8605299495281482,0.8616442668299501,15.581420771367288,18.947613503695287,0.9553722624188752,0.7280187809101011,0.7234285714285714,0.27478964962922975
DOCKSTRING-58,100,45,0.8760178805554577,0.8770731047698865,15.023063416443168,18.40376234377528,0.9590912405506357,0.7867582416733219,0.6632380952380953,0.3033690463210807
DOCKSTRING-58,100,46,0.8848612878113331,0.8854113886083267,13.731834372224094,16.26475593882042,0.9679714149131833,0.82110108128367,0.7036190476190476,0.3428381203561593
DOCKSTRING-58,100,47,0.8693693184109994,0.8697722072271351,14.644746751355237,17.592671043445232,0.9500692750828466,0.7193120292837688,0.7283809523809524,0.24290342972470333
DOCKSTRING-58,100,48,0.8375980270549843,0.8386098334457532,17.06077384920143,21.293504572872845,0.9302995438377586,0.6628275103641355,0.7020952380952381,0.28239801200167086
DOCKSTRING-58,100,49,0.8594129036677306,0.859715980906381,14.01325843096829,16.51895125345949,0.9631748243815882,0.806215676221678,0.7078095238095238,0.3549143890237604
DOCKSTRING-58,100,50,0.8268745100716252,0.8287946873672535,16.7157831488842,21.735024822492875,0.9387786519311948,0.5955032373270948,0.7066666666666667,0.2476497911024871
DOCKSTRING-58,100,51,0.865109740847454,0.8655069679708824,14.25297787133639,16.960665788352795,0.9696810105249511,0.7910530159648707,0.716952380952381,0.22775028770040026
DOCKSTRING-58,100,52,0.8855201696248448,0.88593117238257,13.911063180439697,16.54121791159534,0.9674001993177822,0.8122407648652534,0.7036190476190476,0.2547039760806694
DOCKSTRING-58,100,53,0.8536263694408533,0.8536001306434928,14.921687561164623,17.686576295824896,0.9620283420163506,0.7591622537519644,0.7554285714285714,0.27803512954783793
DOCKSTRING-58,100,54,0.8786793410720639,0.8786975350052683,13.887490542634733,16.6098030451469,0.9678255726335064,0.8029025780755632,0.7222857142857143,0.30160286238763007
DOCKSTRING-58,100,55,0.8694989289304851,0.8703912260479778,15.418269185606496,19.094425696802134,0.9474562675719691,0.7008627793768134,0.6114285714285714,0.21090597589583857
DOCKSTRING-58,100,56,0.8598615244015422,0.8605885112506495,15.600889264725996,19.26606011616267,0.9411526401503796,0.6785770474898247,0.7032380952380952,0.1852698285181508
DOCKSTRING-58,100,57,0.8790285886044096,0.8796749594320189,15.373620533155862,19.23123221400595,0.9655245055541601,0.7889106186073437,0.6582857142857143,0.18342680345675458
DOCKSTRING-58,100,58,0.8569290013798003,0.8579344606171778,15.575095463153712,19.364211250204477,0.9516735401592922,0.7212904892624662,0.7238095238095238,0.28954038586389863
DOCKSTRING-58,100,59,0.8416326459864807,0.8430588505565045,16.74737947668905,20.532746442382987,0.9284967712139749,0.6981869423833283,0.7078095238095238,0.33534670665723904
DOCKSTRING-58,100,60,0.8664933007297058,0.8670909028893979,15.667451401227014,19.141718381229875,0.9668938025133487,0.7850211458486813,0.6857142857142857,0.1843694054370872
DOCKSTRING-58,100,61,0.854148233508569,0.854807197683636,14.904124681970137,18.22916190155964,0.9489389974153507,0.714965505870849,0.7264761904761905,0.29847684171340144
DOCKSTRING-58,100,62,0.8669452265530188,0.8688714932900757,14.708751486808737,17.666510787061856,0.9651963604248872,0.8017753764719038,0.6975238095238095,0.26658084301967405
